SMA-10,SMA-20,EMA-10,EMA-20,MACD-10,MACD_Signal-10,MACD_Hist-10,SlowK,SlowD,RSI-10,RSI-20,ADX-10,ADX-20,CCI-10,CCI-20,Aroon Down-10,Aroon Up-10,Aroon Up-20,Aroon Down-20,Real Upper Band-10,Real Lower Band-10,Real Upper Band-20,Real Lower Band-20,Chaikin A/D,OBV
50.6687,50.7978,50.4919,50.5779,-0.0008,0.1575,-0.1583,10.0424,22.0744,34.9859,46.1422,25.4356,14.8857,-160.0761,-182.6335,100.0000,0.0000,30.0000,100.0000,51.5942,49.7432,51.7217,49.8738,73727471.7474,-132307471.0000
50.7925,50.7913,50.6188,50.6470,0.0616,0.1970,-0.1354,25.2840,27.8802,40.1047,48.9078,22.3835,14.4922,-107.0588,-113.5662,100.0000,10.0000,35.0000,0.0000,51.6095,49.9754,51.7411,49.8415,83379142.9805,-119497071.0000
50.8479,50.7579,50.7047,50.6907,0.1087,0.2309,-0.1221,30.8969,26.3816,40.6266,49.1810,20.6324,14.5996,-105.6487,-78.2090,100.0000,20.0000,40.0000,0.0000,51.5757,50.1201,51.8239,49.6919,91163376.3106,-109488771.0000
50.8987,50.7336,50.8030,50.7357,0.1642,0.2614,-0.0972,27.4599,24.7975,47.2706,52.5260,19.0797,14.8223,-62.9455,-18.7148,80.0000,0.0000,45.0000,0.0000,51.5190,50.2785,51.8639,49.6034,89699419.1677,-99241071.0000
50.9838,50.6900,50.8421,50.7472,0.1955,0.2857,-0.0903,20.7882,29.2912,43.0819,50.9410,18.9115,15.4533,-113.3150,-29.8626,90.0000,0.0000,50.0000,5.0000,51.6620,50.3055,51.8981,49.4819,85581552.5017,-106962071.0000
51.0878,50.6907,50.9304,50.7790,0.2511,0.3083,-0.0572,26.1445,40.4982,44.6790,51.7619,18.7245,16.1176,-155.0332,-34.4405,100.0000,10.0000,55.0000,10.0000,51.7210,50.4545,51.8982,49.4832,85324542.7285,-118356171.0000
51.1682,50.6888,51.0181,50.8046,0.3092,0.3226,-0.0134,40.9409,53.0098,52.4009,55.5152,18.5168,16.8167,-155.6220,-6.9050,100.0000,20.0000,60.0000,15.0000,51.6963,50.6402,51.8974,49.4802,90417457.0120,-109443571.0000
51.1826,50.6501,51.0358,50.7906,0.3378,0.3259,0.0119,54.4090,56.4205,53.5000,56.0249,18.5522,17.6228,-150.0655,22.2076,0.0000,30.0000,65.0000,20.0000,51.6923,50.6730,51.8738,49.4264,89522673.8341,-95766171.0000
51.1303,50.6296,51.0457,50.7694,0.3641,0.3229,0.0412,63.6795,51.3989,63.0167,60.2276,19.8391,18.3111,3.4475,67.6519,0.0000,40.0000,70.0000,25.0000,51.7926,50.4679,51.8434,49.4158,85896323.8356,-85405171.0000
51.0308,50.5526,50.9633,50.7013,0.3491,0.3127,0.0364,51.1730,44.1160,61.5892,59.5586,21.1924,18.6584,69.1837,96.0872,0.0000,50.0000,75.0000,30.0000,51.7839,50.2778,51.7524,49.3528,86323203.0027,-75160071.0000
50.9268,50.5298,50.8845,50.6364,0.3348,0.3036,0.0312,39.3443,49.4892,59.3055,58.4869,20.5120,18.5744,66.0949,101.8250,0.0000,60.0000,80.0000,35.0000,51.7740,50.0796,51.6872,49.3724,87999116.0451,-84796571.0000
50.7902,50.5131,50.8237,50.5815,0.3280,0.2957,0.0322,41.8309,64.6880,53.4998,55.8963,19.7560,18.4860,18.1890,64.9103,0.0000,70.0000,85.0000,40.0000,51.8564,49.7240,51.6430,49.3831,87178052.4067,-93828271.0000
50.6680,50.4911,50.8319,50.5599,0.3524,0.2877,0.0647,67.2924,81.8117,53.2549,55.7893,19.7384,18.5821,30.4845,70.4400,0.0000,80.0000,90.0000,45.0000,51.9634,49.3725,51.6160,49.3661,92752070.0527,-83299571.0000
50.5685,50.4763,50.8454,50.5377,0.3799,0.2715,0.1084,84.9408,90.9681,68.3176,62.4848,20.5191,18.8591,74.6213,127.1254,0.0000,90.0000,95.0000,50.0000,51.9657,49.1713,51.5938,49.3587,88138845.9161,-74380671.0000
50.3962,50.4201,50.7051,50.4388,0.3377,0.2444,0.0933,93.2018,93.3794,68.5051,62.5615,19.8717,18.8317,106.7425,169.5954,10.0000,100.0000,100.0000,55.0000,51.7260,49.0663,51.4394,49.4008,88532150.9152,-66514571.0000
50.2937,50.3317,50.5318,50.3287,0.2781,0.2211,0.0570,94.7617,91.6422,66.9541,61.7132,18.2007,18.6108,121.8129,164.1916,20.0000,100.0000,100.0000,60.0000,51.4136,49.1738,51.2698,49.3935,83483030.9159,-74929771.0000
50.2094,50.2698,50.3521,50.2222,0.2127,0.2068,0.0058,92.1747,85.5801,64.1074,60.1794,17.0346,18.5535,147.6305,182.7918,30.0000,100.0000,100.0000,65.0000,51.1061,49.3128,51.0893,49.4502,83856736.1806,-67829371.0000
50.1176,50.2159,50.1897,50.1316,0.1523,0.2054,-0.0530,87.9903,74.3729,55.9761,56.2090,15.9247,18.5401,117.1027,125.6804,40.0000,100.0000,100.0000,70.0000,50.8004,49.4348,50.9521,49.4797,76410183.7976,-77602971.0000
50.1290,50.1916,50.1280,50.0963,0.1357,0.2186,-0.0829,76.5752,57.0826,55.3011,55.8996,15.4140,18.7077,76.1345,71.4949,50.0000,10.0000,40.0000,75.0000,50.8380,49.4199,50.9251,49.4581,68208344.3480,-86819471.0000
50.0743,50.1924,50.0627,50.0620,0.1172,0.2394,-0.1221,58.5534,41.3918,53.2583,54.9418,16.0100,19.1616,48.1694,23.5003,60.0000,0.0000,45.0000,80.0000,50.7687,49.3799,50.9268,49.4579,69980562.5314,-96566671.0000
50.1328,50.2223,50.0149,50.0393,0.1066,0.2699,-0.1633,36.1194,33.1923,45.7409,51.5764,17.5924,19.8473,-23.4866,-59.0089,70.0000,0.0000,50.0000,85.0000,50.9696,49.2959,51.0150,49.4297,68582532.2296,-105793671.0000
50.2360,50.2876,50.0644,50.0653,0.1409,0.3107,-0.1698,29.5028,37.8826,41.7915,49.9104,18.2311,20.8917,-107.4074,-147.5184,80.0000,10.0000,55.0000,90.0000,51.1318,49.3402,51.1405,49.4348,65242164.6615,-113518271.0000
50.3142,50.3066,50.1756,50.1180,0.2058,0.3532,-0.1474,33.9548,46.0742,44.5131,51.4808,17.0177,21.6156,-169.0122,-198.1510,90.0000,20.0000,60.0000,95.0000,51.0903,49.5381,51.1097,49.5035,66588412.6317,-120717771.0000
50.3840,50.3074,50.2643,50.1540,0.2640,0.3900,-0.1260,50.1900,53.0981,44.1625,51.3249,15.6498,22.3738,-227.4857,-174.2820,100.0000,30.0000,65.0000,100.0000,51.0752,49.6929,51.1084,49.5063,71998135.7070,-107531571.0000
50.4440,50.3141,50.3777,50.1961,0.3369,0.4215,-0.0847,54.0779,52.2999,53.6156,56.6891,14.1298,23.1719,-71.6142,-15.9877,0.0000,40.0000,70.0000,0.0000,50.9961,49.8919,51.0985,49.5297,57927975.7081,-91296771.0000
50.3696,50.2649,50.3594,50.1683,0.3530,0.4427,-0.0897,55.0265,47.1220,54.1767,56.9933,15.5253,23.8058,10.5571,31.7505,10.0000,50.0000,75.0000,0.0000,51.0729,49.6663,51.1263,49.4035,65355507.2882,-83308671.0000
50.3301,50.1931,50.3286,50.1336,0.3646,0.4651,-0.1005,47.7954,46.5932,50.0352,54.9732,16.7049,24.3829,17.8757,34.6472,20.0000,60.0000,80.0000,5.0000,51.0444,49.6159,51.1932,49.1929,64191431.0187,-73497171.0000
50.3142,50.1778,50.3652,50.1304,0.4082,0.4902,-0.0821,38.5442,50.9379,55.6985,58.2208,18.0441,24.9965,32.7740,45.1866,30.0000,70.0000,85.0000,10.0000,51.0494,49.5790,51.1885,49.1672,61273622.0618,-82806371.0000
50.2542,50.1522,50.3172,50.0830,0.4153,0.5107,-0.0955,53.4399,60.1509,46.4796,53.8403,19.1831,25.5508,-47.7473,-6.9316,40.0000,80.0000,90.0000,15.0000,50.9903,49.5181,51.1465,49.1580,71837285.2189,-68469971.0000
50.3104,50.1484,50.4153,50.1048,0.4902,0.5346,-0.0444,60.8297,63.0784,62.9631,62.5492,20.5814,26.4905,-6.7729,26.7353,50.0000,90.0000,95.0000,20.0000,51.0070,49.6138,51.1475,49.1493,60950014.7642,-80153871.0000
50.3119,50.0975,50.3160,50.0251,0.4782,0.5457,-0.0675,66.1832,62.8333,62.5028,62.3266,22.7528,27.3039,128.0694,130.0015,60.0000,100.0000,100.0000,25.0000,51.0133,49.6105,51.0485,49.1465,64766421.7419,-67530371.0000
50.3392,50.0553,50.2030,49.9409,0.4598,0.5626,-0.1028,62.2222,55.9889,56.3509,59.4401,22.0714,27.3053,39.2140,86.4203,70.0000,10.0000,55.0000,30.0000,51.1335,49.5450,50.9466,49.1640,63086062.7231,-78919471.0000
50.2990,50.0625,50.1712,49.8983,0.4784,0.5883,-0.1099,60.0944,43.8029,58.6893,60.6309,22.2251,27.5201,-14.6312,48.7568,80.0000,20.0000,60.0000,35.0000,51.1279,49.4702,50.9655,49.1596,63606032.9366,-87065671.0000
50.2307,50.0238,50.1037,49.8376,0.4819,0.6157,-0.1338,45.6500,28.7042,57.1843,59.9128,23.1090,27.9066,68.7911,119.4375,90.0000,30.0000,65.0000,40.0000,51.1018,49.3596,50.9190,49.1286,72918932.9366,-77752771.0000
50.1842,50.0017,50.0481,49.7832,0.4919,0.6492,-0.1573,25.6644,24.8928,48.2816,55.9010,23.8262,28.2458,-52.9100,-10.7583,0.0000,40.0000,70.0000,45.0000,51.0735,49.2950,50.8850,49.1185,71526144.6491,-91807271.0000
50.1602,49.9848,50.1220,49.7903,0.5623,0.6885,-0.1263,14.7982,32.4120,54.4705,59.3255,25.2945,29.2394,-52.2045,-17.7027,0.0000,50.0000,75.0000,0.0000,51.1098,49.2106,50.9017,49.0679,63223610.3631,-101827571.0000
50.0560,49.9297,50.1261,49.7574,0.6046,0.7201,-0.1155,34.2157,51.3043,53.0911,58.7130,27.9050,30.0166,-0.8699,29.2813,10.0000,60.0000,80.0000,5.0000,51.2136,48.8984,50.9393,48.9201,73650410.3631,-91400771.0000
50.0415,49.8848,50.1532,49.7314,0.6598,0.7490,-0.0892,48.2219,67.4563,52.7940,58.5763,30.0699,30.5370,12.8876,42.1051,20.0000,70.0000,85.0000,0.0000,51.2049,48.8780,50.9551,48.8145,72766473.5173,-83003371.0000
50.0503,49.8486,50.1913,49.7050,0.7230,0.7713,-0.0483,71.4753,79.8253,59.5859,62.5099,32.4754,31.0847,60.6592,100.5520,30.0000,80.0000,90.0000,5.0000,51.2131,48.8875,50.9519,48.7453,72396298.5207,-72638471.0000
49.9864,49.8103,50.1366,49.6280,0.7468,0.7833,-0.0365,82.6716,82.4668,67.0955,66.6183,33.5208,31.2363,104.6457,141.1118,40.0000,90.0000,95.0000,10.0000,51.1272,48.8457,50.8819,48.7386,73993448.5193,-72638471.0000
49.8831,49.7541,49.9720,49.4964,0.7215,0.7925,-0.0710,85.3292,76.5355,71.1294,68.7650,34.0292,31.2303,223.2671,227.2312,50.0000,100.0000,100.0000,15.0000,50.8573,48.9089,50.7073,48.8009,84466564.1798,-61635071.0000
49.7713,49.6797,49.7219,49.3279,0.6562,0.8102,-0.1540,79.3996,66.0382,59.6997,62.7953,32.5173,30.7148,181.6028,156.5014,60.0000,100.0000,100.0000,20.0000,50.3306,49.2120,50.4075,48.9520,72699564.1745,-78108871.0000
49.8261,49.6507,49.6726,49.2631,0.6809,0.8487,-0.1678,64.8778,51.6308,57.7174,61.8847,31.4204,30.3315,-9.5096,17.1675,70.0000,0.0000,50.0000,25.0000,50.5305,49.1216,50.3804,48.9210,61098010.1612,-94494571.0000
49.8170,49.6217,49.6460,49.2074,0.7180,0.8907,-0.1727,53.8373,40.9856,59.4029,62.8209,32.8164,30.5356,24.2090,57.9051,80.0000,10.0000,55.0000,0.0000,50.5253,49.1087,50.3724,48.8709,62061538.1589,-82450471.0000
49.8192,49.5148,49.5920,49.1356,0.7449,0.9339,-0.1890,36.1772,35.2175,54.2931,60.4001,33.4041,30.5254,-78.5243,-7.0263,90.0000,20.0000,60.0000,5.0000,50.5286,49.1099,50.6115,48.4181,64333399.6971,-97217571.0000
49.8094,49.4520,49.6179,49.0999,0.8106,0.9811,-0.1705,32.9424,36.5213,48.4540,57.7891,35.0166,30.7151,-142.6836,-52.4177,0.0000,30.0000,65.0000,10.0000,50.5399,49.0790,50.6860,48.2179,66899165.4516,-108235271.0000
49.8034,49.3940,49.7416,49.1039,0.9248,1.0237,-0.0989,36.5328,40.4126,62.2473,65.7233,38.5358,31.2416,-82.8854,1.3592,10.0000,40.0000,70.0000,15.0000,50.5590,49.0479,50.7937,47.9943,60002329.3855,-96215071.0000
49.7282,49.3022,49.7155,49.0244,0.9759,1.0485,-0.0726,40.0888,45.7200,66.7658,68.0684,41.6623,31.6000,18.4843,60.0796,0.0000,50.0000,75.0000,0.0000,50.5891,48.8672,50.8049,47.7995,62711291.2895,-83848071.0000
49.6469,49.1773,49.6368,48.9144,1.0055,1.0666,-0.0611,44.6161,55.8813,63.7183,66.6133,42.5325,31.3810,36.5876,71.2527,10.0000,60.0000,80.0000,0.0000,50.5169,48.7769,50.8135,47.5411,57014173.6438,-74162971.0000
49.6341,49.0204,49.6007,48.8213,1.0562,1.0819,-0.0257,52.4550,68.8762,64.6069,67.0974,43.0370,31.0515,34.4462,69.9109,20.0000,70.0000,85.0000,0.0000,50.4985,48.7697,50.9615,47.0792,48302559.6103,-83191371.0000
49.6251,48.8029,49.5467,48.7136,1.1009,1.0883,0.0126,70.5728,78.7877,67.1349,68.5166,43.6624,30.7191,61.0507,83.8025,30.0000,80.0000,90.0000,0.0000,50.4824,48.7677,51.2380,46.3677,40279189.2106,-93975471.0000
49.5882,48.5707,49.4505,48.5803,1.1282,1.0852,0.0430,83.6008,77.9740,77.4369,74.1448,42.7610,30.0149,91.8355,92.3229,40.0000,90.0000,95.0000,0.0000,50.4124,48.7639,51.3709,45.7705,44884469.2111,-82462271.0000
49.4753,48.2870,49.2192,48.3792,1.0945,1.0744,0.0201,82.1896,65.8261,71.3210,70.6025,41.7595,29.2736,148.8345,99.5931,50.0000,100.0000,100.0000,5.0000,50.0432,48.9073,51.3853,45.1886,44524441.5182,-70761371.0000
49.4264,48.0469,49.1121,48.2400,1.1161,1.0694,0.0467,68.1317,48.5367,76.2836,73.1411,40.6467,28.4933,132.1187,86.3051,0.0000,100.0000,100.0000,10.0000,49.9924,48.8604,51.4031,44.6906,32530389.3791,-86383571.0000
49.2104,47.7963,48.9344,48.0641,1.1059,1.0577,0.0482,47.1570,35.7517,71.8067,70.5941,40.3069,27.9244,11.0721,62.6875,10.0000,50.0000,75.0000,15.0000,50.2879,48.1328,51.3032,44.2893,19851035.6122,-106369671.0000
49.0945,47.5679,48.8359,47.9258,1.1313,1.0457,0.0856,30.3213,37.1972,67.9752,68.6021,41.7418,27.7679,2.1322,62.1499,20.0000,60.0000,80.0000,0.0000,50.3150,47.8739,51.2250,43.9108,11649181.7683,-116062771.0000
48.9846,47.3654,48.7992,47.8126,1.1855,1.0242,0.1612,29.7766,53.5782,70.3857,69.8609,43.4267,27.6236,-2.9377,61.0429,30.0000,70.0000,85.0000,0.0000,50.4011,47.5681,51.1294,43.6014,6038554.2317,-125065871.0000
48.8762,47.1573,48.7309,47.6764,1.2267,0.9839,0.2428,51.4936,74.7777,73.7481,71.6451,45.8721,27.6034,-5.6491,62.0058,0.0000,80.0000,90.0000,5.0000,50.4005,47.3519,50.9731,43.3415,8544785.8063,-136970471.0000
48.7077,46.9409,48.6140,47.5100,1.2461,0.9232,0.3229,79.4645,87.7549,83.6368,76.7670,48.5892,27.5822,62.1544,85.6762,0.0000,90.0000,95.0000,10.0000,50.3908,47.0245,50.7467,43.1352,15730993.2148,-122045271.0000
48.4066,46.7058,48.3791,47.2826,1.2107,0.8425,0.3682,93.3749,91.6526,85.7054,77.8241,49.6848,27.0430,109.9043,107.5737,0.0000,100.0000,100.0000,15.0000,50.3497,46.4635,50.3869,43.0246,20671114.2660,-108636371.0000
47.9807,46.4570,48.0736,47.0224,1.1394,0.7505,0.3889,90.4253,90.9027,85.1338,77.3114,48.3077,25.8289,109.4311,117.8212,0.0000,100.0000,100.0000,0.0000,50.3717,45.5896,49.9482,42.9659,19214947.6037,-121741871.0000
47.5532,46.2203,47.7320,46.7500,1.0464,0.6533,0.3931,91.1576,91.7694,84.1427,76.4117,46.9327,24.6042,94.2613,123.1773,0.0000,100.0000,100.0000,5.0000,50.1456,44.9608,49.4567,42.9840,9941227.6020,-137198071.0000
47.0986,45.9803,47.3697,46.4750,0.9377,0.5550,0.3827,91.1252,91.3844,83.5442,75.8605,45.7540,23.4351,87.8956,133.3098,10.0000,100.0000,100.0000,10.0000,49.8518,44.3454,48.9501,43.0105,8573401.5137,-149298071.0000
46.6674,45.7526,46.9603,46.1869,0.8007,0.4593,0.3414,93.0252,91.7913,75.4591,69.2364,44.6950,22.2909,85.5652,142.5881,20.0000,100.0000,100.0000,0.0000,49.3101,44.0246,48.3742,43.1310,7118801.5151,-136206671.0000
46.3821,45.5844,46.7844,46.0221,0.7628,0.3739,0.3889,90.0028,92.0493,87.8779,75.5289,43.6639,21.1377,99.5631,173.3227,30.0000,100.0000,100.0000,5.0000,49.1095,43.6548,48.1009,43.0679,-16010221.2118,-159984171.0000
46.0412,45.3929,46.4658,45.7910,0.6559,0.2767,0.3792,92.3460,89.6887,86.5260,74.0087,40.0456,19.2572,95.8657,182.3461,0.0000,80.0000,90.0000,0.0000,48.6131,43.4694,47.6478,43.1379,-22258188.6912,-174484171.0000
45.7462,45.2183,46.1465,45.5687,0.5421,0.1819,0.3602,93.7991,83.9090,89.9662,75.7109,36.7424,17.6380,135.1649,243.6128,0.0000,90.0000,95.0000,5.0000,48.0603,43.4321,47.1922,43.2443,-27599810.4292,-181711071.0000
45.4384,45.0365,45.7296,45.3104,0.3767,0.0919,0.2848,82.9210,76.2988,88.4111,73.5431,31.9157,15.6419,216.3348,353.9862,10.0000,100.0000,100.0000,0.0000,47.2160,43.6608,46.5627,43.5103,-29143521.7518,-170022971.0000
45.1742,44.8676,45.3203,45.0724,0.2060,0.0207,0.1853,75.0070,70.2017,83.8753,68.0864,26.5527,13.5406,249.9288,358.9096,20.0000,100.0000,100.0000,5.0000,46.2534,44.0951,45.9033,43.8319,-49978834.9885,-196755071.0000
45.0049,44.7471,45.0225,44.9052,0.0779,-0.0256,0.1035,70.9682,66.9328,70.6167,57.3921,21.6252,11.9665,176.7405,177.3825,30.0000,100.0000,100.0000,10.0000,45.4331,44.5767,45.4160,44.0783,-67286312.5593,-222838171.0000
44.9334,44.6802,44.9177,44.8432,0.0320,-0.0515,0.0836,64.6298,63.2043,67.3423,55.4715,18.5309,11.3584,240.7026,189.6934,0.0000,100.0000,100.0000,0.0000,45.2293,44.6375,45.3031,44.0572,-60485508.8873,-202803371.0000
44.8875,44.6169,44.8247,44.7913,-0.0109,-0.0724,0.0616,65.2005,59.8705,51.2914,48.1806,15.6799,10.9205,74.1949,94.0572,10.0000,20.0000,60.0000,0.0000,45.0122,44.7628,45.2171,44.0168,-64130472.8024,-221411871.0000
44.8619,44.5665,44.8264,44.7887,-0.0126,-0.0878,0.0752,59.7826,52.1798,55.1828,49.4057,15.5042,11.2952,10.3029,67.9234,20.0000,30.0000,65.0000,0.0000,45.0934,44.6304,45.2541,43.8790,-71253593.4382,-231848071.0000
44.8378,44.5255,44.8102,44.7770,-0.0230,-0.1066,0.0836,54.6283,44.8802,55.1828,49.4057,16.2066,11.8873,90.2238,103.5446,0.0000,40.0000,70.0000,5.0000,45.0971,44.5785,45.2265,43.8246,-64878728.3939,-221339071.0000
44.7867,44.4924,44.7903,44.7641,-0.0361,-0.1275,0.0915,42.1283,44.1311,51.9624,48.1066,15.9990,12.3382,94.6251,105.5676,10.0000,50.0000,75.0000,10.0000,45.1558,44.4175,45.1820,43.8028,-67948061.7273,-230547071.0000
44.7445,44.4905,44.7861,44.7593,-0.0429,-0.1504,0.1074,37.8840,54.2264,57.8901,50.0393,15.7683,12.8129,7.0845,68.0028,0.0000,60.0000,80.0000,15.0000,45.1834,44.3057,45.1769,43.8042,-68682822.9230,-240392871.0000
44.6903,44.4721,44.7492,44.7390,-0.0657,-0.1772,0.1116,52.3810,67.5619,57.6613,49.9387,17.4640,13.2116,17.3830,64.4050,10.0000,70.0000,0.0000,20.0000,45.1467,44.2340,45.1269,43.8172,-65842303.7729,-232539671.0000
44.6346,44.4879,44.7058,44.7174,-0.0929,-0.2051,0.1122,72.4143,74.8966,57.2432,49.7466,19.3503,13.6072,84.0774,93.6403,0.0000,80.0000,0.0000,25.0000,45.0891,44.1801,45.2003,43.7754,-64937117.4963,-223306771.0000
44.5609,44.5255,44.6560,44.6950,-0.1249,-0.2332,0.1083,77.8905,72.2195,58.5441,50.2043,19.4884,14.2380,102.9369,83.8234,10.0000,90.0000,5.0000,30.0000,45.0387,44.0830,45.3905,43.6605,-58930397.4910,-213295571.0000
44.4894,44.5526,44.5869,44.6664,-0.1677,-0.2602,0.0926,74.3852,69.8156,53.8216,47.9284,19.6419,14.9019,176.4800,93.8496,20.0000,100.0000,0.0000,35.0000,44.9135,44.0652,45.5011,43.6041,-62449630.8244,-202737871.0000
44.4269,44.6124,44.5442,44.6545,-0.2007,-0.2834,0.0827,64.3827,72.6852,56.8526,49.0355,19.8124,15.6009,91.9026,21.6076,0.0000,80.0000,0.0000,40.0000,44.8459,44.0079,45.7439,43.4810,-71080139.1573,-212152971.0000
44.3464,44.6749,44.4702,44.6311,-0.2498,-0.3041,0.0542,70.6790,79.4594,48.4037,45.1464,21.6044,15.9151,110.2377,10.1603,0.0000,90.0000,5.0000,45.0000,44.6915,44.0013,45.9822,43.3676,-75863311.5725,-222060971.0000
44.2711,44.7468,44.4501,44.6385,-0.2768,-0.3176,0.0409,82.9938,84.0068,51.1964,46.1827,23.6516,16.3940,147.3360,7.2530,0.0000,100.0000,10.0000,50.0000,44.7114,43.8308,46.1736,43.3199,-67763552.3912,-212380771.0000
44.2132,44.7904,44.4037,44.6364,-0.3171,-0.3279,0.0108,84.7054,81.4024,43.0002,42.7240,25.7773,16.9272,88.1762,-21.9729,10.0000,100.0000,0.0000,55.0000,44.5807,43.8457,46.2567,43.3241,-63162238.1064,-223117171.0000
44.1981,44.8758,44.4072,44.6625,-0.3363,-0.3305,-0.0058,84.3210,78.7813,43.0002,42.7240,27.0667,17.0080,108.1035,-25.3375,20.0000,0.0000,5.0000,60.0000,44.5477,43.8486,46.4345,43.3172,-68046606.5254,-213836871.0000
44.2365,44.9116,44.4115,44.6914,-0.3560,-0.3291,-0.0269,75.1808,75.4421,43.4932,42.9315,28.7036,17.1367,53.4027,-48.2240,30.0000,0.0000,10.0000,65.0000,44.7197,43.7533,46.4566,43.3666,-73285669.0236,-222219371.0000
44.2538,44.9458,44.4118,44.7210,-0.3783,-0.3224,-0.0559,76.8420,73.8930,42.9040,42.6669,29.4224,17.0266,41.5789,-49.7078,40.0000,0.0000,15.0000,70.0000,44.7718,43.7358,46.4751,43.4165,-77324369.0224,-214141971.0000
44.3411,44.9815,44.4172,44.7561,-0.3989,-0.3084,-0.0905,74.3036,66.1154,37.8492,40.3920,30.4903,16.9743,-12.7854,-72.3459,50.0000,0.0000,20.0000,75.0000,45.1388,43.5435,46.4902,43.4728,-83507083.3081,-222797771.0000
44.4901,45.0377,44.4672,44.8155,-0.3995,-0.2858,-0.1137,70.5334,50.9166,38.8004,40.8659,30.7270,16.7021,-10.6059,-66.7893,60.0000,10.0000,25.0000,80.0000,45.6117,43.3685,46.5079,43.5675,-84776288.4356,-212897971.0000
44.6158,45.0880,44.5149,44.8748,-0.4005,-0.2573,-0.1432,53.5093,32.6815,36.4651,39.7749,31.5671,16.5641,-23.0145,-73.3175,70.0000,0.0000,30.0000,85.0000,45.8758,43.3558,46.5154,43.6605,-78685208.4320,-202746171.0000
44.7979,45.1510,44.5950,44.9506,-0.3861,-0.2215,-0.1645,28.7072,18.2517,34.5635,38.8683,32.5005,16.4187,-64.5849,-117.0200,80.0000,0.0000,35.0000,90.0000,46.2504,43.3455,46.5180,43.7839,-74975496.1883,-213438871.0000
45.0034,45.1987,44.7113,45.0431,-0.3536,-0.1804,-0.1732,15.8281,14.6926,28.4294,35.9539,31.3468,15.7433,-103.1973,-165.2302,90.0000,10.0000,40.0000,95.0000,46.5640,43.4428,46.4753,43.9221,-83501199.5816,-227810771.0000
45.2224,45.2685,44.9120,45.1731,-0.2802,-0.1371,-0.1431,10.2196,14.9799,31.1309,37.7106,28.3680,14.6518,-145.9897,-229.4767,100.0000,20.0000,45.0000,100.0000,46.6605,43.7843,46.3747,44.1624,-83107852.2112,-240266771.0000
45.3677,45.3245,45.0970,45.2882,-0.2100,-0.1013,-0.1086,18.0301,17.1687,32.7655,38.7601,25.0582,13.5029,-156.0920,-223.9103,100.0000,0.0000,50.0000,100.0000,46.5921,44.1432,46.2884,44.3605,-71195048.4728,-223271171.0000
45.5535,45.3758,45.2881,45.3988,-0.1334,-0.0742,-0.0592,16.6900,18.1171,38.9959,42.5649,22.1559,12.5974,-151.2167,-166.4475,100.0000,10.0000,55.0000,100.0000,46.5842,44.5229,46.2023,44.5494,-73148316.7675,-207254371.0000
45.5867,45.4024,45.4028,45.4649,-0.0881,-0.0594,-0.0288,16.7859,19.2036,35.0841,40.6150,20.8347,12.2851,-186.5520,-131.6481,100.0000,20.0000,60.0000,100.0000,46.5325,44.6408,46.1823,44.6225,-70049632.5555,-195479371.0000
45.6378,45.4346,45.5849,45.5576,-0.0099,-0.0522,0.0422,20.8754,27.4210,44.2847,45.9504,19.8901,12.1130,-155.0792,-109.6539,10.0000,30.0000,65.0000,55.0000,46.3982,44.8774,46.1245,44.7446,-75642709.3749,-205905971.0000
45.6218,45.4437,45.6569,45.5889,0.0211,-0.0627,0.0838,19.9495,38.4482,51.9076,49.8189,19.6948,12.1804,4.7937,43.2004,20.0000,40.0000,70.0000,60.0000,46.4191,44.8245,46.1291,44.7584,-67721482.7079,-191053671.0000
45.5853,45.4322,45.6513,45.5791,0.0174,-0.0837,0.1011,41.4380,56.3868,48.6396,48.1145,20.3652,12.4401,26.0071,65.3829,30.0000,50.0000,75.0000,65.0000,46.4014,44.7692,46.1088,44.7556,-65283422.1404,-187943042.0000
45.5601,45.4271,45.6829,45.5864,0.0301,-0.1089,0.1391,53.9573,65.8348,58.2412,52.6981,21.4156,12.7861,20.2426,55.8728,40.0000,60.0000,80.0000,70.0000,46.3993,44.7210,46.1028,44.7513,-65689350.9407,-190874750.0000
45.5040,45.4008,45.6178,45.5454,-0.0016,-0.1437,0.1421,73.7651,73.3930,61.7819,54.2829,22.5827,13.1503,68.0703,130.9227,50.0000,70.0000,85.0000,75.0000,46.2983,44.7096,46.0284,44.7733,-58501350.9431,-181290750.0000
45.3940,45.3566,45.5048,45.4843,-0.0574,-0.1792,0.1218,69.7819,69.1936,59.9178,53.1451,23.6952,13.4907,102.8774,191.5808,60.0000,80.0000,90.0000,80.0000,46.1144,44.6735,45.8912,44.8221,-64398217.2598,-192723450.0000
45.3147,45.3114,45.3952,45.4302,-0.1147,-0.2097,0.0949,76.6318,61.4188,52.2774,48.7237,22.5809,13.3187,77.3448,139.6129,70.0000,90.0000,95.0000,0.0000,45.9163,44.7130,45.7686,44.8541,-66198840.3379,-200526150.0000
45.2813,45.2611,45.3648,45.4195,-0.1388,-0.2334,0.0946,61.1672,41.0517,65.9675,54.6501,22.1351,13.3758,150.1335,223.9819,80.0000,100.0000,100.0000,0.0000,45.8679,44.6946,45.8201,44.7021,-72141503.4938,-210790750.0000
