SMA-10,SMA-20,EMA-10,EMA-20,MACD-10,MACD_Signal-10,MACD_Hist-10,SlowK,SlowD,RSI-10,RSI-20,ADX-10,ADX-20,CCI-10,CCI-20,Aroon Down-10,Aroon Up-10,Aroon Up-20,Aroon Down-20,Real Upper Band-10,Real Lower Band-10,Real Upper Band-20,Real Lower Band-20,Chaikin A/D,OBV
124.8918,123.9898,125.4450,123.9707,1.8903,1.6685,0.2217,54.7427,58.4271,68.9037,65.8068,35.1283,26.0607,68.5442,118.3615,20.0000,60.0000,80.0000,60.0000,129.7132,120.0703,127.9325,120.0472,952949649.6091,743491986.0000
124.3606,123.7738,124.9961,123.6029,1.8023,1.6131,0.1892,57.1562,65.9007,64.5666,63.4037,33.8837,25.4614,67.8684,128.1816,30.0000,70.0000,85.0000,65.0000,129.1008,119.6204,127.3912,120.1563,953937078.2845,747817864.0000
123.9943,123.5341,124.7162,123.3237,1.7869,1.5658,0.2211,63.3822,76.1673,62.7602,62.4344,33.1410,24.9963,59.5297,119.8062,40.0000,80.0000,90.0000,70.0000,128.6576,119.3310,127.0968,119.9714,950584957.2253,743008299.0000
123.7074,123.3140,124.4780,123.0642,1.7888,1.5105,0.2782,77.1637,85.9522,68.7539,65.5690,32.8818,24.6473,74.0627,142.7772,50.0000,90.0000,95.0000,0.0000,128.2452,119.1696,126.8360,119.7920,948292681.8320,737950739.0000
123.3271,123.0140,123.9895,122.6840,1.6748,1.4410,0.2338,87.9558,86.3316,79.0533,70.6787,32.0089,24.1477,136.4567,227.7674,60.0000,100.0000,100.0000,0.0000,127.4217,119.2325,126.3569,119.6712,951567254.7154,742639332.0000
122.8486,122.5580,123.0934,122.1221,1.3680,1.3825,-0.0145,92.7372,73.6529,74.0178,67.1867,29.3748,23.2512,211.9271,261.1736,70.0000,100.0000,100.0000,0.0000,125.5014,120.1959,125.5093,119.6068,957125846.4616,748471746.0000
122.5412,122.1291,122.4280,121.7047,1.1534,1.3862,-0.2328,78.3018,51.1665,64.9265,62.0413,26.6198,22.3629,205.4766,158.3284,80.0000,100.0000,100.0000,0.0000,124.1140,120.9684,125.3819,118.8763,950411615.6966,740536746.0000
122.4225,121.7950,122.1298,121.4873,1.0987,1.4444,-0.3457,49.9198,29.9167,57.1447,58.4744,24.9528,21.8420,89.9497,67.7673,90.0000,0.0000,50.0000,5.0000,123.7694,121.0756,125.6261,117.9639,946238360.1831,733835690.0000
122.5973,121.6320,122.0623,121.3877,1.1489,1.5308,-0.3819,25.2781,20.3481,47.9062,54.8987,25.2212,21.8026,-105.8953,-8.5655,100.0000,10.0000,55.0000,10.0000,124.3087,120.8858,125.6151,117.6489,941099463.4708,725974199.0000
122.8440,121.5881,122.2434,121.4025,1.3172,1.6262,-0.3091,14.5522,18.6960,47.2617,54.6651,26.8909,22.4071,-165.0250,-13.9552,100.0000,20.0000,60.0000,15.0000,124.4109,121.2771,125.6064,117.5697,937564128.6290,720596925.0000
123.0879,121.5348,122.4815,121.4267,1.5204,1.7035,-0.1831,21.2142,21.1836,55.3514,58.4393,29.5509,22.8665,-160.4381,8.0850,100.0000,30.0000,65.0000,0.0000,124.2432,121.9326,125.6017,117.4679,940890255.0919,725139927.0000
123.1869,121.3143,122.5544,121.3502,1.6577,1.7493,-0.0916,20.3215,24.4755,59.4509,60.2069,32.1423,23.1366,-147.6801,33.1130,0.0000,40.0000,70.0000,5.0000,124.1603,122.2136,125.6897,116.9388,942005671.1125,728917949.0000
123.0739,121.0400,122.5459,121.2195,1.7642,1.7722,-0.0080,22.0151,32.1461,62.5561,61.5234,34.1357,23.2437,-112.3955,47.1530,0.0000,50.0000,75.0000,10.0000,124.4686,121.6791,125.7364,116.3435,943236608.1853,733242010.0000
122.9206,120.8610,122.4628,121.0405,1.8411,1.7742,0.0669,31.0900,41.0460,62.3030,61.4089,35.4316,23.1786,-63.4305,54.6187,0.0000,60.0000,80.0000,15.0000,124.6468,121.1944,125.5300,116.1921,943197959.2068,729183867.0000
122.7010,120.6704,122.3717,120.8476,1.9173,1.7574,0.1599,43.3333,50.9628,65.4073,62.7938,36.3782,23.0154,18.6390,71.2270,0.0000,70.0000,85.0000,20.0000,124.8918,120.5102,125.3065,116.0344,944629446.8957,732905735.0000
122.2674,120.4130,122.1793,120.5960,1.9495,1.7175,0.2321,48.7146,62.0868,64.4256,62.2967,36.5172,22.6693,42.5884,85.9183,0.0000,80.0000,90.0000,25.0000,125.3830,119.1518,125.0220,115.8039,947578350.9137,737570365.0000
121.7170,120.1597,121.9940,120.3416,1.9852,1.6595,0.3257,60.8404,77.1056,62.5944,61.3566,36.6716,22.3050,51.4040,96.7861,0.0000,90.0000,95.0000,30.0000,125.8799,117.5541,124.7258,115.5936,945657217.6884,731730120.0000
121.1675,119.8784,121.8631,120.1056,2.0455,1.5780,0.4675,76.7054,88.0528,75.6166,67.2811,36.8432,21.9215,57.4197,106.6974,10.0000,100.0000,100.0000,0.0000,126.1062,116.2289,124.5054,115.2515,944574098.6871,725231406.0000
120.6667,119.4444,121.3480,119.6766,1.9301,1.4612,0.4690,93.7711,92.2666,74.2043,66.3794,36.6981,21.4459,91.4796,145.6804,20.0000,100.0000,100.0000,0.0000,125.2869,116.0465,124.0036,114.8852,950037928.0727,731794874.0000
120.3321,118.9426,120.8222,119.2517,1.8023,1.3439,0.4584,93.6818,88.9885,73.9051,66.1846,34.7391,20.5663,110.1522,156.0936,30.0000,100.0000,100.0000,0.0000,124.4818,116.1824,123.7159,114.1693,948464136.5285,726024305.0000
119.9817,118.4314,120.2024,118.7928,1.6234,1.2293,0.3941,89.3468,86.2713,72.6050,65.3169,32.7414,19.6963,134.5734,165.4157,0.0000,100.0000,100.0000,5.0000,123.5099,116.4535,123.2843,113.5786,942961520.2839,718425454.0000
119.4416,117.9857,119.5488,118.3347,1.4191,1.1308,0.2883,83.9369,78.6956,67.3315,61.9804,30.6011,18.8060,132.4530,164.7584,10.0000,100.0000,100.0000,10.0000,122.4890,116.3942,122.6596,113.3117,937632401.5724,707411942.0000
119.0061,117.6026,119.1236,118.0056,1.3089,1.0587,0.2502,85.5301,67.2246,67.0780,61.8253,28.3315,17.9050,133.2595,151.9633,20.0000,100.0000,100.0000,15.0000,122.0186,115.9937,122.3298,112.8753,935059683.1583,700676623.0000
118.8015,117.2395,118.6206,117.6496,1.1568,0.9962,0.1606,66.6199,47.8533,64.7385,60.3665,26.3308,17.1313,72.0838,98.7270,30.0000,40.0000,70.0000,20.0000,121.3869,116.2160,121.8625,112.6165,937903996.7099,693036016.0000
118.6398,116.9288,118.1637,117.3309,1.0181,0.9560,0.0621,49.5237,38.0291,58.0278,56.4105,25.2719,16.6816,103.3071,112.3654,40.0000,50.0000,75.0000,25.0000,120.9201,116.3595,121.4193,112.4383,936414079.5263,699575097.0000
118.5585,116.7223,117.9997,117.1656,1.0072,0.9405,0.0666,27.4162,39.5811,51.5152,52.9087,24.0954,16.2082,-40.3893,43.2413,50.0000,60.0000,80.0000,30.0000,120.8536,116.2634,121.2108,112.2337,930762204.2664,692416055.0000
118.6024,116.5321,118.1087,117.1295,1.1202,0.9239,0.1964,37.1473,46.8563,49.3803,51.7976,24.9608,16.3313,-78.8308,30.4076,60.0000,70.0000,85.0000,35.0000,120.8314,116.3735,121.1903,111.8740,926507610.0309,687784948.0000
118.5893,116.3700,118.3354,117.1338,1.2911,0.8748,0.4164,54.1797,46.8939,61.4477,58.2698,26.4159,16.5902,-18.5995,58.8282,0.0000,80.0000,90.0000,40.0000,120.8549,116.3238,121.1632,111.5768,923978713.4812,693647390.0000
118.2221,116.1312,118.1494,116.9192,1.2782,0.7707,0.5076,49.2420,42.3555,70.3258,62.5303,27.1495,16.6334,86.5529,109.3613,0.0000,90.0000,95.0000,45.0000,121.0987,115.3455,120.8167,111.4457,929505508.4769,699632026.0000
117.5530,115.7504,117.6563,116.5561,1.1214,0.6438,0.4777,37.2600,45.8049,69.4570,61.9522,26.3051,16.2598,152.3506,156.7592,0.0000,100.0000,100.0000,50.0000,121.1449,113.9611,120.2299,111.2710,931864263.8454,706784381.0000
116.8811,115.4271,117.1117,116.1823,0.9316,0.5244,0.4073,40.5646,61.7657,59.9125,56.1438,24.8454,15.7363,-9.9127,46.5245,10.0000,80.0000,90.0000,55.0000,120.8087,112.9536,119.5189,111.3354,931346461.9981,693925635.0000
116.5298,115.2449,116.9715,116.0181,0.9165,0.4225,0.4940,59.5901,76.8424,56.6344,54.3650,26.9573,16.2571,46.3161,96.1950,20.0000,90.0000,95.0000,60.0000,120.7069,112.3527,119.2312,111.2586,934664349.1355,701240068.0000
116.1990,115.1229,116.9413,115.9034,0.9486,0.2990,0.6496,85.1422,88.5674,76.3952,62.8810,27.5392,16.3957,102.8173,167.8394,30.0000,100.0000,100.0000,65.0000,120.6554,111.7426,119.0221,111.2238,938298315.0812,709492199.0000
115.6776,114.9099,116.4081,115.5416,0.7484,0.1366,0.6118,85.7949,91.7574,75.4266,62.1744,24.4731,15.7917,88.4533,164.0864,40.0000,90.0000,95.0000,70.0000,119.7447,111.6104,118.2958,111.5240,937463835.7950,703293210.0000
115.2178,114.7113,115.8187,115.1712,0.5105,-0.0163,0.5268,94.7651,93.4136,71.8185,59.6446,21.6377,15.3540,128.8541,234.3879,50.0000,100.0000,100.0000,75.0000,118.6397,111.7959,117.5163,111.9063,941031894.8427,708120584.0000
114.8861,114.6132,115.3143,114.8641,0.2984,-0.1480,0.4464,94.7122,86.6141,71.2710,59.2714,18.3749,14.8722,149.2492,258.8820,60.0000,100.0000,100.0000,80.0000,117.7238,112.0483,117.0522,112.1742,936964184.9543,703044946.0000
114.4618,114.4796,114.7290,114.5394,0.0376,-0.2596,0.2972,90.7636,70.2584,67.2203,56.5751,15.3108,14.5620,202.4630,256.1833,70.0000,100.0000,100.0000,85.0000,116.4963,112.4273,116.4136,112.5455,938422037.3456,696338825.0000
114.1506,114.3786,114.2337,114.2849,-0.1950,-0.3339,0.1389,74.3665,50.9739,59.6929,52.1459,12.5737,14.4584,246.4757,219.2451,80.0000,100.0000,100.0000,90.0000,115.3388,112.9625,115.9641,112.7932,933007687.6434,689026662.0000
114.0404,114.3025,113.9522,114.1570,-0.3406,-0.3687,0.0281,45.6451,34.2294,45.6526,45.5510,10.2445,14.5756,80.7680,18.5454,90.0000,100.0000,15.0000,95.0000,114.8522,113.2286,115.8096,112.7954,926617956.1345,681707515.0000
113.9479,114.3212,114.0132,114.2074,-0.3360,-0.3757,0.0397,32.9101,31.7262,42.8019,44.3936,9.4941,15.2209,-184.0901,-145.5084,100.0000,50.0000,20.0000,100.0000,115.0594,112.8363,115.8059,112.8364,925266300.6787,677459455.0000
113.9731,114.3450,114.1522,114.2937,-0.2956,-0.3856,0.0900,24.1331,36.9373,49.5997,47.1583,9.6298,15.4965,-22.5026,-56.4053,10.0000,60.0000,25.0000,0.0000,115.0433,112.9028,115.7837,112.9063,920800010.6054,671978099.0000
113.9600,114.2581,114.1350,114.3005,-0.3255,-0.4081,0.0826,38.1356,51.8735,45.6274,45.5106,9.5157,16.1689,-44.4723,-54.3833,20.0000,70.0000,30.0000,0.0000,115.0206,112.8995,115.9087,112.6075,927363393.1171,679706579.0000
114.0469,114.2179,114.2097,114.3532,-0.3151,-0.4288,0.1136,48.5431,60.7697,48.2305,46.5600,10.2420,16.5642,-21.0927,-18.8851,30.0000,0.0000,35.0000,5.0000,115.1805,112.9134,115.9484,112.4874,925307849.4142,674409601.0000
114.1422,114.1240,114.2282,114.3771,-0.3306,-0.4572,0.1266,68.9418,65.1603,50.9196,47.6332,10.9271,17.1142,10.8820,14.7770,40.0000,10.0000,40.0000,0.0000,115.4355,112.8490,116.0563,112.1917,929781038.8836,680075641.0000
114.2048,114.0310,114.1761,114.3681,-0.3798,-0.4888,0.1090,64.8243,60.2702,53.3749,48.6090,11.3817,17.7453,42.6089,40.8966,50.0000,0.0000,45.0000,5.0000,115.6099,112.7998,116.0654,111.9966,928886284.2304,685571991.0000
114.3403,113.9722,114.0438,114.3257,-0.4685,-0.5161,0.0476,61.7150,55.2824,45.1525,44.9051,11.8868,18.4097,43.0182,53.4180,60.0000,0.0000,50.0000,10.0000,116.1428,112.5378,115.9855,111.9588,927864971.3565,693742494.0000
114.4973,114.0018,114.1189,114.3909,-0.4664,-0.5280,0.0616,54.2713,49.4301,46.1156,45.3134,12.2052,19.1538,-90.9155,-24.1176,70.0000,10.0000,55.0000,15.0000,116.3247,112.6699,116.0160,111.9875,923993035.1985,683437187.0000
114.6067,114.0081,114.1796,114.4483,-0.4712,-0.5434,0.0722,49.8609,41.1086,49.8819,46.9068,12.7807,19.5277,-54.2382,14.2206,80.0000,20.0000,60.0000,20.0000,116.3955,112.8178,116.0212,111.9951,925752078.8282,687854341.0000
114.5646,114.0301,114.1312,114.4536,-0.5266,-0.5615,0.0349,44.1583,33.7665,35.8064,41.0304,14.1246,20.0851,-60.5390,11.6099,90.0000,30.0000,65.0000,25.0000,116.3906,112.7387,116.0690,111.9912,927258603.2338,694131526.0000
114.6945,114.1723,114.4375,114.6327,-0.4222,-0.5702,0.1480,29.3067,26.9548,41.4634,43.4992,15.6178,20.6719,-158.8553,-65.7600,100.0000,40.0000,70.0000,30.0000,116.1293,113.2597,116.2316,112.1130,922642690.6915,685559117.0000
114.7169,114.2311,114.6147,114.7371,-0.3732,-0.6072,0.2340,27.8346,28.2818,44.7450,44.8207,15.2311,20.7976,-53.8253,6.8288,0.0000,50.0000,75.0000,35.0000,116.0908,113.3430,116.2935,112.1687,920119167.2117,692346525.0000
114.5562,114.3464,114.7294,114.8044,-0.3518,-0.6657,0.3139,23.7229,36.3831,49.0988,46.4910,16.1507,21.2012,4.0730,27.6557,0.0000,60.0000,0.0000,40.0000,116.4570,112.6554,116.6138,112.0790,909067564.8611,679173015.0000
114.3889,114.4308,114.7430,114.8187,-0.3775,-0.7442,0.3667,33.2879,52.9212,52.4094,47.7093,17.3615,21.8741,56.7889,52.8275,10.0000,70.0000,5.0000,45.0000,116.5032,112.2746,116.8599,112.0018,911143472.3141,684412210.0000
114.1058,114.4994,114.6682,114.7912,-0.4466,-0.8359,0.3892,52.1385,72.4313,52.4817,47.7363,18.0732,22.6929,34.7654,15.0799,0.0000,80.0000,0.0000,50.0000,116.5125,111.6991,117.0709,111.9278,915762862.5972,678575306.0000
113.8572,114.6514,114.5747,114.7599,-0.5293,-0.9332,0.4039,73.3372,83.9066,60.8815,50.7670,19.9503,23.2379,84.0445,40.2431,10.0000,90.0000,5.0000,55.0000,116.3192,111.3952,117.6657,111.6371,915975354.5892,683802609.0000
113.6040,114.6782,114.2299,114.6161,-0.7328,-1.0341,0.3014,91.8182,87.5762,55.6433,48.2060,21.3319,23.9813,162.2870,73.5241,20.0000,100.0000,10.0000,60.0000,115.5466,111.6614,117.7536,111.6029,920861991.8657,689373998.0000
113.5062,114.6757,113.9976,114.5466,-0.8952,-1.1095,0.2142,86.5643,80.9920,53.4227,47.1732,21.4960,24.9915,138.6336,20.8201,30.0000,100.0000,15.0000,65.0000,115.1826,111.8298,117.7492,111.6023,921107047.5387,683165921.0000
113.4096,114.6330,113.7883,114.5053,-1.0553,-1.1630,0.1077,84.3461,71.6796,46.5298,44.1461,23.6343,25.5829,92.1198,-11.7513,40.0000,0.0000,20.0000,70.0000,114.8374,111.9818,117.7144,111.5516,915637642.7789,675751839.0000
113.4955,114.6324,113.7464,114.5609,-1.1463,-1.1900,0.0437,72.0654,59.1231,47.0162,44.3335,25.2802,25.9439,30.8529,-44.3925,50.0000,0.0000,25.0000,75.0000,115.1370,111.8541,117.7143,111.5505,908838351.7789,668952548.0000
113.6500,114.6874,113.6785,114.6146,-1.2533,-1.2009,-0.0524,58.6271,45.4842,45.7400,43.7664,26.6898,26.2376,25.9403,-41.7486,60.0000,10.0000,30.0000,80.0000,115.7094,111.5906,117.7651,111.6096,910382133.7082,674077904.0000
113.7453,114.6803,113.6372,114.6935,-1.3527,-1.1878,-0.1649,46.6768,36.3152,35.4565,39.4601,27.9253,26.4773,-47.2730,-92.3415,70.0000,0.0000,35.0000,85.0000,115.9205,111.5701,117.7662,111.5943,908548766.8201,669224874.0000
114.1366,114.7743,113.8919,114.9253,-1.3200,-1.1466,-0.1734,31.1487,27.5073,37.8267,40.5436,27.3528,26.3384,-104.6145,-135.2490,80.0000,0.0000,40.0000,90.0000,116.6499,111.6233,117.6980,111.8506,903318050.5929,663483844.0000
114.4728,114.9461,114.0910,115.1285,-1.3104,-1.1032,-0.2072,31.1200,24.8020,31.7429,38.1535,26.5811,26.1658,-95.8276,-123.6001,90.0000,10.0000,45.0000,95.0000,117.1777,111.7678,117.8352,112.0571,912688276.4665,673821319.0000
114.8930,115.1924,114.5006,115.4317,-1.2030,-1.0514,-0.1516,20.2533,19.9885,33.1287,38.8584,25.7237,25.9841,-190.3769,-201.9914,100.0000,0.0000,0.0000,100.0000,117.3818,112.4041,117.9565,112.4283,910106192.5339,667397598.0000
115.4455,115.5387,114.9222,115.7294,-1.0846,-1.0135,-0.0710,23.0328,18.4022,37.2067,40.8588,23.4241,25.5157,-96.3802,-92.3872,90.0000,10.0000,5.0000,20.0000,118.1035,112.7876,118.6342,112.4433,912899582.6209,677219518.0000
115.7525,115.7831,115.2175,115.9542,-1.0185,-0.9958,-0.0227,16.6794,15.5848,40.3885,42.3309,22.9761,25.5087,-123.7397,-109.7591,100.0000,20.0000,0.0000,25.0000,118.1834,113.3216,118.9954,112.5709,915623443.1308,672624723.0000
115.8453,115.9408,115.4218,116.1285,-0.9910,-0.9901,-0.0010,15.4944,15.1755,38.1960,41.4065,21.8837,25.3867,-94.6027,-70.0776,0.0000,30.0000,5.0000,30.0000,118.1123,113.5782,119.1556,112.7260,917279089.2426,679548334.0000
115.8564,116.0818,115.7437,116.3554,-0.9086,-0.9898,0.0813,14.5806,17.4502,41.8795,43.1525,21.8910,25.5063,-99.7993,-81.0204,0.0000,40.0000,10.0000,35.0000,118.0874,113.6254,119.1845,112.9792,916515871.2964,674607502.0000
115.7692,116.2274,115.9453,116.5153,-0.8779,-1.0102,0.1323,15.4513,23.2529,45.3500,44.7326,21.9207,25.6365,-44.6388,-56.0130,10.0000,50.0000,15.0000,40.0000,118.2111,113.3273,119.3559,113.0990,922234607.3515,681780154.0000
115.7247,116.3323,116.0228,116.6120,-0.9034,-1.0432,0.1398,22.3187,36.1464,40.8293,42.6905,22.5343,25.8892,-46.5204,-62.7650,20.0000,60.0000,20.0000,45.0000,118.1936,113.2557,119.5092,113.1553,925130437.2592,687338816.0000
115.6152,116.5280,116.2907,116.8009,-0.8436,-1.0782,0.2346,31.9888,53.0298,48.1227,45.9758,22.4061,25.9811,-20.9832,-53.4021,0.0000,70.0000,25.0000,50.0000,118.3210,112.9094,119.7887,113.2672,921570283.4298,681904897.0000
115.4121,116.6272,116.2656,116.8427,-0.9164,-1.1368,0.2205,54.1316,70.3304,47.8777,45.8600,22.5050,26.1294,47.0926,-9.8412,10.0000,80.0000,0.0000,55.0000,118.1554,112.6688,119.9862,113.2683,926139713.3073,688378256.0000
115.4195,116.8243,116.2452,116.8938,-0.9913,-1.1919,0.2007,72.9691,78.3050,48.2882,46.0475,24.0055,26.5712,40.3428,-28.0669,20.0000,90.0000,0.0000,60.0000,118.1734,112.6657,120.5405,113.1082,926988183.0851,684560142.0000
115.4919,117.1291,116.1997,116.9405,-1.0819,-1.2421,0.1602,83.8904,72.5821,56.1279,49.5280,25.5881,27.0162,101.5476,15.1881,30.0000,0.0000,0.0000,65.0000,118.3847,112.5990,121.5961,112.6621,926864916.5633,690435846.0000
115.6319,117.3174,115.7709,116.8154,-1.3527,-1.2822,-0.0705,78.0556,58.6801,49.7139,46.1527,28.3065,27.7253,110.6781,19.1987,40.0000,10.0000,5.0000,70.0000,119.1003,112.1635,122.2322,112.4026,930173764.4917,696537483.0000
115.8137,117.5641,115.5726,116.8314,-1.5295,-1.2645,-0.2650,55.8003,44.6651,42.2610,42.5737,31.1619,28.5043,18.7824,-43.5983,50.0000,0.0000,10.0000,75.0000,119.6504,111.9770,122.8073,112.3209,926694062.0610,690820829.0000
116.0364,117.8364,115.6497,117.0005,-1.5866,-1.1983,-0.3883,42.1843,37.5780,35.4257,39.5444,33.3249,28.9069,-57.2677,-102.7225,60.0000,10.0000,15.0000,80.0000,119.9679,112.1048,123.1308,112.5419,925125179.8885,685872816.0000
116.3072,118.1216,115.9974,117.3074,-1.5201,-1.1012,-0.4189,36.0107,30.7946,34.6903,39.2225,33.1766,28.7316,-96.3523,-138.6333,70.0000,20.0000,20.0000,85.0000,120.0313,112.5831,123.1865,113.0566,923154280.3649,679064254.0000
116.6857,118.4643,116.4493,117.6593,-1.4009,-0.9965,-0.4044,34.5388,24.5890,38.5844,41.2784,32.1942,28.3683,-65.8876,-110.2572,80.0000,30.0000,25.0000,90.0000,120.1398,113.2315,123.2791,113.6496,923022017.8059,685016069.0000
116.9398,118.6735,116.7377,117.9233,-1.3493,-0.8954,-0.4539,21.8343,19.7610,30.0865,37.5361,32.1789,28.2450,-110.0281,-142.4214,90.0000,40.0000,30.0000,95.0000,120.2771,113.6026,123.2521,114.0949,927843330.2768,691723982.0000
117.4407,119.0269,117.4076,118.3655,-1.1183,-0.7819,-0.3364,17.3937,27.0462,31.8917,38.5983,31.1004,27.8837,-201.4808,-198.8146,100.0000,50.0000,35.0000,100.0000,120.1387,114.7428,123.0839,114.9699,923162816.6114,685596353.0000
117.8424,119.3567,118.0822,118.7858,-0.8733,-0.6978,-0.1755,20.0549,40.7914,38.4822,42.1959,28.6607,27.2388,-189.2614,-165.9151,100.0000,0.0000,40.0000,100.0000,119.6387,116.0460,122.8843,115.8290,919868897.2137,692879239.0000
118.2292,119.4207,118.4490,119.0336,-0.7576,-0.6540,-0.1037,43.6899,55.6825,41.2466,43.5867,26.9876,26.8443,-119.7350,-121.6936,100.0000,0.0000,45.0000,0.0000,120.2901,116.1683,122.7759,116.0654,925771620.6716,700270044.0000
118.7663,119.3678,118.7324,119.2294,-0.6745,-0.6280,-0.0465,58.6294,56.3934,51.9004,48.3982,26.3647,26.7241,-21.2723,-62.8980,70.0000,0.0000,50.0000,0.0000,121.9437,115.5888,122.8921,115.8435,924513988.6398,705392594.0000
119.0028,119.3196,118.5553,119.1978,-0.7985,-0.6164,-0.1821,64.7281,46.2429,46.3521,45.8729,27.0232,26.8785,6.0011,-17.2610,80.0000,10.0000,55.0000,5.0000,122.6845,115.3211,122.8601,115.7791,932733398.6398,713612004.0000
119.3145,119.3307,118.5716,119.2732,-0.8384,-0.5709,-0.2675,45.8227,29.4257,40.2601,43.2827,28.8235,27.2413,-14.5522,-26.7207,90.0000,20.0000,60.0000,10.0000,123.2834,115.3456,122.8620,115.7994,931906500.0007,709345207.0000
119.6363,119.3775,118.8205,119.4649,-0.7723,-0.5040,-0.2682,28.1780,18.0044,36.0816,41.5841,30.8238,27.6231,-81.0102,-97.6545,100.0000,30.0000,65.0000,15.0000,123.4685,115.8042,122.8319,115.9232,931338041.0319,701134133.0000
119.9360,119.4332,119.2710,119.7461,-0.6096,-0.4370,-0.1726,14.2766,12.1064,39.7078,43.3744,29.3734,27.2785,-98.3486,-103.1858,100.0000,40.0000,70.0000,20.0000,123.2680,116.6039,122.7524,116.1140,926165746.5601,695292045.0000
120.2430,119.4086,119.6093,119.9564,-0.4904,-0.3938,-0.0966,11.5587,14.7538,39.3885,43.2391,27.7832,26.9206,-114.6185,-91.0036,100.0000,50.0000,75.0000,25.0000,123.2636,117.2224,122.7842,116.0330,927358872.6519,701869535.0000
120.4072,119.4434,120.0351,120.1947,-0.3254,-0.3697,0.0442,10.4841,24.9616,43.2358,45.1513,26.3322,26.6190,-139.5349,-69.5472,100.0000,60.0000,80.0000,30.0000,123.0043,117.8101,122.7614,116.1254,924496316.9981,694367665.0000
120.6131,119.5580,120.3247,120.3486,-0.2159,-0.3807,0.1648,22.2186,42.8030,41.5380,44.3794,24.9778,26.3631,-135.2405,-51.2773,10.0000,70.0000,85.0000,35.0000,122.9608,118.2654,122.9276,116.1883,928677304.5117,702111581.0000
120.8710,119.7328,120.7549,120.5549,-0.0381,-0.4219,0.3838,42.1822,61.1257,48.8611,47.9488,23.9486,26.2070,-140.3700,-30.1898,0.0000,80.0000,90.0000,40.0000,122.6922,119.0497,123.2030,116.2626,928936414.2894,708071106.0000
120.6122,119.7834,120.8561,120.5818,-0.0051,-0.5179,0.5128,64.0083,72.3842,60.0551,52.6772,22.8371,26.0504,38.5991,63.4416,0.0000,90.0000,0.0000,45.0000,123.2411,117.9833,123.3141,116.2527,933374605.3691,717454710.0000
119.9694,119.8409,120.4809,120.3752,-0.1915,-0.6461,0.4546,77.1865,76.5497,57.5216,51.3591,22.8688,26.1824,151.5152,122.0123,0.0000,100.0000,0.0000,50.0000,123.4118,116.5269,123.5809,116.1009,933147287.1869,728463405.0000
119.6363,119.9220,120.1666,120.2152,-0.3605,-0.7598,0.3993,75.9579,75.3867,56.3835,50.7636,25.1255,26.7683,75.6419,57.8937,10.0000,100.0000,5.0000,55.0000,122.9094,116.3633,123.8997,115.9444,935699111.9895,722083843.0000
119.3469,119.9898,119.8485,120.0697,-0.5407,-0.8596,0.3189,76.5046,73.7784,52.8288,48.9063,25.8188,26.9822,86.4040,48.0664,20.0000,100.0000,0.0000,60.0000,122.3777,116.3161,124.1224,115.8571,935195744.6717,717341593.0000
119.1187,120.2286,119.6658,120.0064,-0.6684,-0.9393,0.2709,73.6975,73.4716,49.2956,47.1056,26.7972,27.2484,59.3213,10.0061,30.0000,60.0000,5.0000,65.0000,122.0588,116.1787,124.9947,115.4625,936170593.3364,712781817.0000
118.9304,120.4447,119.6383,120.0293,-0.7320,-1.0070,0.2750,71.1330,75.9909,53.5103,49.0234,26.6494,27.2621,100.4305,16.2970,40.0000,70.0000,10.0000,70.0000,121.9154,115.9455,125.4951,115.3944,936586540.7944,717357239.0000
118.5743,120.6094,119.3760,119.9461,-0.9073,-1.0758,0.1684,75.5843,82.3629,47.7105,46.0136,26.6745,27.3180,85.4458,-9.4138,50.0000,80.0000,15.0000,75.0000,121.4196,115.7289,125.9065,115.3123,935462550.2403,711287690.0000
118.4796,120.7884,119.3851,120.0105,-0.9668,-1.1179,0.1511,81.2555,78.8892,53.6178,48.6936,26.7023,27.3769,42.4099,-41.8813,60.0000,90.0000,20.0000,80.0000,121.2801,115.6792,126.1428,115.4340,935203758.7050,704891842.0000
118.5028,120.7471,119.0726,119.9283,-1.1769,-1.1557,-0.0213,90.2491,72.0526,54.3507,49.0219,26.1948,27.3120,165.9953,10.3908,70.0000,0.0000,25.0000,85.0000,121.3822,115.6235,126.1136,115.3807,936489672.0626,711291152.0000
118.5947,120.6112,118.6516,119.8189,-1.4460,-1.1503,-0.2956,65.1631,57.5078,40.9239,42.1812,27.7004,27.7182,82.8195,-18.1344,80.0000,10.0000,30.0000,90.0000,121.8203,115.3690,126.0850,115.1375,934108722.7009,705669466.0000
118.9546,120.7550,118.8604,120.0407,-1.4368,-1.0764,-0.3604,60.7457,52.5438,32.1183,38.3287,29.2938,28.1261,-35.9924,-73.2157,90.0000,0.0000,35.0000,95.0000,122.4937,115.4154,126.0652,115.4448,928708416.4148,697952412.0000
119.7124,120.9150,119.4703,120.4538,-1.2418,-0.9863,-0.2554,46.6146,43.9654,40.4463,42.4534,28.1475,27.8750,-116.8221,-130.3783,100.0000,0.0000,40.0000,100.0000,123.7115,115.7133,125.8350,115.9951,921263957.7257,689917458.0000
120.2077,120.8728,119.6715,120.6527,-1.2241,-0.9225,-0.3016,50.2711,35.4547,40.9898,42.7014,26.0860,27.4404,-39.0505,-67.6408,60.0000,10.0000,45.0000,80.0000,124.7109,115.7046,125.8863,115.8594,925989507.5181,698834365.0000
