SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Lower Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
127.0919,127.8973,127.8870,128.9705,0.4337,-1.7351,-2.1688,74.6635,79.7887,48.1343,43.9610,22.0508,20.0970,77.4344,47.4372,80.0000,10.0000,0.0000,55.0000,124.6262,129.5576,130.7471,125.0475,425182791.3974,213566828.0000
126.9336,128.1604,127.7525,129.0209,0.3556,-1.9216,-2.2773,76.6307,85.2548,43.0381,41.6994,23.9755,20.3800,58.4324,-2.2957,90.0000,20.0000,0.0000,60.0000,124.6513,129.2158,131.9855,124.3352,423454431.9421,210398169.0000
126.8849,128.8800,127.7929,129.1735,0.3283,-2.0379,-2.3662,88.0720,87.7740,47.6130,43.5120,24.9705,20.4387,118.9675,5.0036,0.0000,30.0000,5.0000,65.0000,124.6386,129.1312,135.9934,121.7667,421275968.1214,214487566.0000
126.9430,129.4243,127.6198,129.2369,0.1896,-2.2586,-2.4482,91.0619,82.7525,46.3874,42.9490,27.1691,20.6968,106.2501,-16.9889,10.0000,40.0000,10.0000,70.0000,124.5036,129.3823,137.8963,120.9524,423441887.4292,211271504.0000
127.0135,129.9841,127.4613,129.3320,0.0126,-2.4831,-2.4956,84.1883,72.5609,44.1217,41.8895,29.3362,20.9088,78.1207,-29.4874,20.0000,50.0000,15.0000,75.0000,124.3840,129.6431,139.5077,120.4605,423804859.9112,214344671.0000
127.1398,130.5564,127.3701,129.4857,-0.1878,-2.6865,-2.4988,73.0074,60.7642,38.1999,39.1866,31.2338,21.0198,-10.5024,-57.3463,30.0000,60.0000,20.0000,80.0000,124.2492,130.0304,140.8481,120.2647,420586425.7325,210618063.0000
127.2980,131.0465,127.5165,129.7778,-0.3372,-2.7890,-2.4518,60.4872,46.2848,32.9643,36.9035,32.0070,20.8507,-60.6008,-74.2544,40.0000,70.0000,25.0000,85.0000,124.3460,130.2501,141.4915,120.6015,418367875.8709,206422110.0000
127.6302,131.6200,127.9066,130.2006,-0.4149,-2.7824,-2.3675,48.7982,34.3700,34.9549,37.9134,31.6833,20.4316,-51.2184,-71.4925,50.0000,80.0000,30.0000,90.0000,124.6973,130.5630,142.1009,121.1392,416775654.3765,211791229.0000
127.7739,132.0731,128.2257,130.5932,-0.5420,-2.8059,-2.2638,29.5690,26.1351,35.0254,37.9500,31.6347,20.0620,-88.4908,-84.3623,0.0000,90.0000,35.0000,95.0000,124.9433,130.6045,142.4067,121.7395,417907585.7318,215448238.0000
128.0911,132.4937,128.6098,131.0244,-0.6693,-2.7976,-2.1283,24.7426,31.6173,25.4643,33.6573,31.5806,19.6730,-199.0382,-112.8320,0.0000,100.0000,40.0000,100.0000,125.1937,130.9885,142.5668,122.4206,414457236.2731,211046068.0000
128.7028,133.0498,129.4922,131.6965,-0.5963,-2.5573,-1.9610,24.0935,41.8735,30.3796,36.5957,29.3790,18.8125,-200.5188,-101.2172,0.0000,100.0000,45.0000,100.0000,126.4728,130.9328,142.5379,123.5616,410472517.3046,216064660.0000
129.3872,133.4726,130.0662,132.2005,-0.6325,-2.4444,-1.8119,46.0158,53.4448,30.7927,36.8315,27.7712,18.1423,-113.6621,-93.9974,0.0000,100.0000,50.0000,100.0000,125.9210,132.8533,142.5743,124.3709,414231748.1510,221259577.0000
130.8752,133.7346,130.7289,132.7390,-0.6288,-2.2826,-1.6538,55.5112,51.2526,35.9898,39.7001,26.6029,17.5982,-50.7782,-84.0678,10.0000,70.0000,55.0000,85.0000,122.8559,138.8944,142.3756,125.0936,409912765.2974,216826184.0000
131.9057,133.9975,131.0792,133.1166,-0.7569,-2.2535,-1.4966,58.8073,39.3445,35.4497,39.4533,26.0238,17.2039,-43.7119,-81.4833,20.0000,80.0000,60.0000,90.0000,122.5069,141.3045,142.3810,125.6140,414328298.2974,221241717.0000
132.9547,134.2884,131.5327,133.5458,-0.8646,-2.1719,-1.3074,39.4394,22.5985,35.6790,39.5836,25.7319,16.8741,-46.9235,-85.6114,30.0000,90.0000,65.0000,95.0000,122.7622,143.1472,142.3615,126.2154,414227496.9738,224447199.0000
133.9730,134.5733,132.0656,134.0102,-0.9549,-2.0461,-1.0912,19.7868,11.4421,32.2367,37.8838,25.6713,16.5919,-69.8940,-119.5741,40.0000,100.0000,70.0000,100.0000,123.4802,144.4657,142.2931,126.8534,414668787.8756,220181387.0000
134.7950,134.9444,132.9038,134.6119,-0.9175,-1.7700,-0.8525,8.5693,6.3031,33.7612,38.8575,24.8148,16.1149,-80.7570,-132.4947,50.0000,90.0000,75.0000,95.0000,124.9423,144.6476,142.1151,127.7737,410286789.6308,212856733.0000
135.6099,135.2230,133.7531,135.1940,-0.8491,-1.4722,-0.6231,5.9702,14.2751,29.2797,36.5509,24.0308,15.6588,-108.4929,-165.0539,60.0000,100.0000,80.0000,100.0000,126.4590,144.7609,141.8753,128.5708,411546969.3982,217773209.0000
136.3723,135.5131,135.0520,135.9609,-0.5402,-0.9511,-0.4108,4.3698,30.6769,32.2228,38.6274,22.1406,14.9361,-139.5156,-172.1442,70.0000,100.0000,85.0000,100.0000,128.7770,143.9676,141.3159,129.7104,406883568.3281,212457584.0000
136.8964,135.8321,136.2481,136.6232,-0.1757,-0.4515,-0.2758,32.4853,54.5663,34.1274,39.9578,20.0960,14.1929,-137.5437,-145.4671,80.0000,100.0000,90.0000,100.0000,130.6136,143.1792,140.9792,130.6850,413285858.2811,220723227.0000
137.3968,136.2260,137.4686,137.2408,0.3140,0.0821,-0.2319,55.1758,69.5043,39.9957,43.9213,18.4732,13.6186,-137.7619,-103.4201,90.0000,0.0000,95.0000,50.0000,132.5073,142.2863,140.9471,131.5049,414628330.9007,228809283.0000
137.5580,136.4582,138.2943,137.6079,0.7672,0.4568,-0.3103,76.0379,77.6946,69.4366,59.2073,17.2056,13.1831,138.3760,170.0138,100.0000,10.0000,100.0000,55.0000,133.0699,142.0461,141.1265,131.7899,430066182.2623,249190978.0000
136.5940,136.3658,137.4788,137.1494,0.5945,0.0924,-0.5021,77.2992,81.1900,61.6898,54.6285,16.9073,13.6246,106.7843,120.4730,90.0000,20.0000,0.0000,60.0000,132.1651,141.0230,140.6518,132.0797,426234701.0151,238983444.0000
136.0893,136.4902,137.0390,136.9064,0.5319,-0.1189,-0.6508,79.7468,82.0191,62.0860,54.7920,18.5066,14.0950,104.3090,85.1264,100.0000,30.0000,5.0000,65.0000,131.9392,140.2394,141.2468,131.7336,429168277.6496,234796689.0000
135.6222,136.5792,136.4859,136.6304,0.3897,-0.3940,-0.7837,86.5241,77.5136,61.4170,54.4032,20.2836,14.5902,160.6650,92.9466,100.0000,40.0000,10.0000,70.0000,132.1253,139.1191,141.6178,131.5405,431264220.0003,238853747.0000
135.1735,136.6536,135.8566,136.3476,0.1632,-0.7180,-0.8812,79.7865,70.8944,51.0529,48.8292,21.7001,15.2342,108.6636,17.8465,90.0000,50.0000,0.0000,75.0000,132.6813,137.6657,141.8921,131.4151,430067974.3011,233214303.0000
135.0938,136.9310,135.7106,136.3301,0.0865,-0.8355,-0.9220,66.2301,69.2841,54.4245,50.3269,22.6070,15.3276,169.3277,23.1566,100.0000,60.0000,5.0000,80.0000,132.7305,137.4571,142.6736,131.1884,428223273.5943,236520842.0000
134.8361,137.1247,135.3725,136.2352,-0.1030,-1.0465,-0.9436,66.6667,70.1732,46.9669,46.6491,24.1820,15.5573,60.2604,-35.4939,80.0000,70.0000,10.0000,85.0000,132.9473,136.7250,143.1491,131.1002,429442134.4824,232564890.0000
134.6539,137.3402,135.3371,136.3092,-0.2097,-1.1276,-0.9178,74.9557,63.9590,43.9458,45.2394,24.3120,15.4191,-28.8537,-72.5127,0.0000,80.0000,15.0000,90.0000,132.7176,136.5901,143.4295,131.2510,430983724.0588,228151712.0000
134.7678,137.5865,135.4321,136.4565,-0.2859,-1.1513,-0.8654,68.8973,53.0081,47.2558,46.8459,23.8231,15.1298,120.8751,-24.8438,0.0000,90.0000,20.0000,95.0000,132.6584,136.8772,143.6610,131.5120,432940948.4701,231824631.0000
135.0552,137.7578,135.3593,136.5299,-0.4573,-1.2513,-0.7940,48.0241,48.0459,45.5432,46.0008,25.5560,15.3802,-14.1723,-69.6093,10.0000,100.0000,25.0000,100.0000,131.9400,138.1705,143.8098,131.7058,433344162.1385,235010019.0000
135.3584,137.9077,135.3579,136.6524,-0.6410,-1.3206,-0.6796,42.1030,51.0880,29.7023,38.8823,27.1016,15.5553,-121.4948,-126.6131,0.0000,100.0000,30.0000,100.0000,131.6480,139.0688,143.8629,131.9524,429018058.2179,230204758.0000
136.1375,138.1920,136.0319,137.1080,-0.5609,-1.0803,-0.5194,54.0105,53.0760,36.2031,42.5360,25.3350,14.9992,-92.5291,-129.5471,0.0000,100.0000,35.0000,100.0000,132.0499,140.2250,143.5688,132.8152,428405362.5126,234340454.0000
136.8911,138.2525,136.3923,137.3920,-0.5911,-0.9702,-0.3791,57.1506,44.8469,37.7985,43.3655,23.4326,14.4312,-43.1758,-86.9754,10.0000,60.0000,40.0000,80.0000,131.7199,142.0623,143.4830,133.0220,430142984.0172,239490889.0000
137.5361,138.3874,136.7335,137.6588,-0.6297,-0.8610,-0.2314,48.0669,31.7951,37.6531,43.3037,22.6788,14.2052,-54.4181,-94.0667,20.0000,70.0000,45.0000,85.0000,131.9484,143.1238,143.3951,133.3798,427842726.8961,236070930.0000
138.1337,138.5750,137.1563,137.9564,-0.6326,-0.7065,-0.0739,29.3233,18.5408,40.5246,44.8694,22.3230,14.0889,-70.3420,-110.9717,0.0000,80.0000,50.0000,90.0000,132.5528,143.7147,143.3093,133.8406,429163552.5086,232406104.0000
138.7682,138.7901,137.4763,138.1923,-0.6733,-0.5891,0.0842,17.9952,12.7032,35.1959,42.5035,21.9277,13.9665,-96.4767,-134.5198,10.0000,90.0000,55.0000,95.0000,132.9918,144.5446,143.3739,134.2063,431433713.3534,236217098.0000
139.4132,139.0188,138.1031,138.5646,-0.5753,-0.3228,0.2525,8.3041,12.3082,30.1702,40.3322,20.3513,13.5934,-189.1772,-244.2884,20.0000,100.0000,60.0000,100.0000,134.2053,144.6211,143.1927,134.8449,428088139.1512,232178512.0000
140.0266,139.1621,139.0796,139.0756,-0.2782,0.1182,0.3964,11.8103,19.2256,36.4619,44.2575,17.5427,12.9779,-199.3074,-166.6971,30.0000,100.0000,65.0000,30.0000,136.4662,143.5870,142.7532,135.5711,431716681.2559,236567527.0000
140.4052,139.1529,139.7530,139.3942,-0.0248,0.4411,0.4659,16.8101,28.7991,46.0010,49.2930,15.9466,12.7984,-90.0829,-12.7660,40.0000,0.0000,70.0000,35.0000,137.9990,142.8113,142.7766,135.5292,436078320.9401,241184898.0000
140.4604,139.0911,140.0017,139.4743,0.1116,0.5837,0.4721,29.0565,39.7529,44.8117,48.7863,16.7941,13.2568,-120.5977,-26.0115,50.0000,10.0000,75.0000,40.0000,138.1983,142.7225,142.7895,135.3928,437130125.4571,237944203.0000
140.4569,139.0048,140.3581,139.5876,0.3371,0.7813,0.4442,40.5306,47.1278,52.3438,52.3968,17.4717,13.6860,-40.5444,30.8165,60.0000,0.0000,80.0000,45.0000,138.1819,142.7318,142.8419,135.1678,438464779.5130,242241138.0000
140.2466,138.9128,140.4122,139.5321,0.4872,0.8472,0.3599,49.6716,55.1106,62.4114,56.6432,19.1447,14.3442,98.3529,136.6870,70.0000,0.0000,85.0000,50.0000,137.5368,142.9563,142.7271,135.0985,441046472.2790,247656396.0000
139.6139,138.6885,140.0712,139.2779,0.4944,0.7325,0.2381,51.1813,65.8291,59.9925,55.4450,18.3105,14.5322,78.0186,124.6127,80.0000,10.0000,90.0000,0.0000,135.9877,143.2400,142.2842,135.0927,445017422.4462,239209102.0000
139.2388,138.4146,139.7966,139.0643,0.5261,0.6406,0.1145,64.4788,75.3901,58.0975,54.5126,17.9162,14.8569,60.8243,100.0447,90.0000,20.0000,95.0000,0.0000,135.6148,142.8628,142.0052,134.8240,445795174.6249,235348623.0000
139.0162,137.9984,139.5719,138.8808,0.5818,0.5648,-0.0170,81.8271,81.0458,65.0548,57.3743,17.8961,15.2973,126.4415,152.6459,100.0000,30.0000,100.0000,5.0000,135.5343,142.4981,142.2519,133.7448,448475160.5928,238962916.0000
138.8120,137.5729,139.0189,138.5461,0.4948,0.3323,-0.1624,79.8643,77.1379,61.9270,55.6899,16.7121,15.5488,161.5473,165.2350,100.0000,40.0000,100.0000,0.0000,135.8706,141.7534,141.8183,133.3275,451306272.5193,243060578.0000
138.6245,137.1137,138.5552,138.2767,0.4141,0.1280,-0.2861,81.4458,74.7588,57.3928,53.3777,16.0978,15.9925,130.3038,127.1146,20.0000,50.0000,60.0000,5.0000,136.0795,141.1695,141.7041,132.5233,449824603.6479,238004089.0000
138.2976,136.8324,138.2690,138.1118,0.3835,-0.0062,-0.3897,70.1035,65.2276,57.3611,53.3616,16.4292,16.7045,48.5419,75.8781,30.0000,60.0000,65.0000,10.0000,135.6263,140.9689,141.4087,132.2561,446174230.9372,233220842.0000
137.9006,136.5786,137.9210,137.9305,0.3091,-0.1764,-0.4855,72.7270,54.2828,55.1354,52.2045,16.8045,17.4557,75.4654,92.5836,40.0000,70.0000,70.0000,15.0000,135.0850,140.7163,141.0218,132.1353,449181354.6282,239316363.0000
137.7219,136.3637,137.6399,137.7983,0.2376,-0.3252,-0.5628,52.8523,40.1651,52.2881,50.7293,17.7181,18.3685,35.0744,69.0285,50.0000,80.0000,75.0000,20.0000,135.0312,140.4125,140.6960,132.0313,445719977.7606,234708686.0000
137.5527,136.3206,137.4793,137.7389,0.1958,-0.4264,-0.6222,37.2692,34.9781,51.0996,50.1068,19.3673,19.1857,32.1491,70.0083,60.0000,90.0000,0.0000,25.0000,134.8320,140.2735,140.5891,132.0520,447893616.9414,238394422.0000
137.5790,136.4467,137.3609,137.7102,0.1574,-0.5138,-0.6712,30.3737,43.9279,42.2655,45.6547,21.4642,19.9805,-96.8684,-6.2575,70.0000,100.0000,0.0000,30.0000,134.8360,140.3221,141.0444,131.8491,445282954.9622,234723792.0000
137.7631,136.7849,137.7479,137.9302,0.3364,-0.3742,-0.7105,37.2914,56.4105,48.6717,49.0185,21.9460,20.3510,-71.5915,5.8940,80.0000,0.0000,0.0000,35.0000,135.3426,140.1835,142.0379,131.5320,442633277.8994,231462651.0000
137.5904,137.0636,137.7905,137.9696,0.4069,-0.3877,-0.7946,64.1186,61.4772,52.4603,50.9049,22.9981,20.8679,55.0180,43.6401,90.0000,0.0000,0.0000,40.0000,134.9040,140.2769,142.9979,131.1294,444701264.8524,235501990.0000
136.9805,137.3682,137.6147,137.9052,0.3925,-0.5038,-0.8963,67.8217,52.6859,58.1727,53.6543,24.9895,21.8607,115.6624,54.5212,100.0000,10.0000,0.0000,45.0000,133.0090,140.9521,144.1481,130.5884,448366410.6453,239263587.0000
136.3338,137.6713,137.0805,137.6827,0.2035,-0.7910,-0.9945,52.4913,44.1192,55.7953,52.3115,26.6677,23.0010,127.6437,41.4296,100.0000,0.0000,5.0000,50.0000,132.4465,140.2211,145.3765,129.9661,452507766.9571,243456549.0000
135.6029,137.9712,136.6028,137.5198,-0.0203,-1.0657,-1.0453,37.7448,48.7121,46.5985,47.4408,29.0681,24.0800,56.1290,-9.8034,60.0000,10.0000,10.0000,55.0000,131.4308,139.7751,146.3347,129.6077,449567849.2401,239879826.0000
135.3672,138.3766,136.6090,137.6193,-0.0902,-1.1305,-1.0403,42.1215,62.9253,43.7846,46.0413,30.8191,24.7059,23.4701,-36.6046,70.0000,20.0000,0.0000,60.0000,131.1750,139.5594,147.2032,129.5500,447548761.0603,236670918.0000
135.2565,138.9016,136.7744,137.8040,-0.1067,-1.1244,-1.0177,66.2700,79.0137,48.7829,48.7031,32.1498,25.2194,62.0970,-24.9985,80.0000,30.0000,5.0000,65.0000,131.0643,139.4487,148.2989,129.5043,450173657.7399,240688617.0000
135.0055,139.2433,136.6357,137.8467,-0.2655,-1.2565,-0.9910,80.3845,85.6606,46.1593,47.3311,34.2064,25.9081,79.2659,-27.5993,90.0000,40.0000,10.0000,70.0000,131.0632,138.9478,148.8907,129.5959,453521326.3832,244181311.0000
135.0884,139.5224,136.6278,137.9704,-0.4082,-1.3328,-0.9246,90.3865,85.4146,51.3821,50.1401,35.9223,26.4910,156.5558,-11.4717,0.0000,50.0000,15.0000,75.0000,130.9783,139.1984,149.1790,129.8658,452520741.4586,248449112.0000
135.3145,139.7829,136.2618,137.9384,-0.7514,-1.5740,-0.8226,86.2107,75.5154,48.7288,48.6693,38.7102,27.3411,102.0128,-26.7085,0.0000,60.0000,0.0000,80.0000,130.3651,140.2639,149.5711,129.9948,454781840.1263,244209552.0000
135.8068,140.3327,135.9955,137.9887,-1.1413,-1.7761,-0.6347,79.6467,59.5616,43.1435,45.6217,41.2288,28.0833,8.9158,-58.9260,0.0000,70.0000,5.0000,85.0000,129.3512,142.2625,150.7522,129.9133,452229113.7503,238684473.0000
136.5368,140.8773,136.0323,138.2160,-1.4927,-1.8421,-0.3494,60.6889,41.1372,28.8085,38.4973,42.8353,28.5511,-52.9890,-97.9828,0.0000,80.0000,10.0000,90.0000,128.7270,144.3466,151.4360,130.3186,447326846.5008,233261611.0000
137.7560,141.4227,136.8212,138.8195,-1.5826,-1.5588,0.0238,38.3493,28.8508,31.0594,40.0910,41.7171,28.3263,-49.3130,-102.7879,0.0000,90.0000,15.0000,95.0000,129.0982,146.4137,151.2950,131.5503,445183172.9965,238116401.0000
139.0087,141.8907,137.5478,139.3740,-1.7028,-1.2834,0.4194,24.3733,25.6094,22.7809,36.2700,40.6480,28.1572,-98.4629,-165.2092,10.0000,100.0000,20.0000,100.0000,129.5579,148.4596,151.0907,132.6907,444913667.1379,232456778.0000
140.3395,142.4490,138.7981,140.1585,-1.5924,-0.7473,0.8451,23.8297,23.7071,26.8716,39.6544,37.9184,27.6056,-109.3078,-190.7458,20.0000,100.0000,25.0000,100.0000,131.5293,149.1497,150.4366,134.4614,439754790.8785,224693175.0000
141.3860,142.8660,139.8160,140.7839,-1.5291,-0.2858,1.2432,28.6254,18.4829,27.9350,40.5001,35.5018,27.3267,-99.1226,-184.9174,0.0000,90.0000,30.0000,95.0000,133.2748,149.4972,149.9057,135.8263,446144060.3635,231292311.0000
142.5467,143.2646,140.9400,141.4182,-1.3733,0.2522,1.6255,18.6663,11.8390,28.1765,40.6985,33.9103,27.5208,-149.5500,-261.3505,10.0000,100.0000,35.0000,100.0000,135.2838,149.8097,149.2461,137.2831,448854602.7742,237361569.0000
143.4810,143.6298,142.2848,142.1055,-1.0467,0.9221,1.9688,8.1571,9.2474,33.3886,44.8906,32.1421,27.7251,-231.0036,-332.9175,20.0000,100.0000,40.0000,100.0000,138.2912,148.6708,148.2604,138.9992,439492714.0714,227537745.0000
143.9564,143.8207,143.3481,142.5903,-0.7327,1.4978,2.2305,8.6937,16.9785,41.4038,50.6542,30.4163,28.0471,-172.0393,-174.9762,30.0000,100.0000,45.0000,100.0000,140.4462,147.4666,147.6744,139.9669,442973353.0171,236138161.0000
144.2514,143.8345,143.9731,142.8066,-0.5121,1.9016,2.4137,10.8913,31.7719,47.6719,54.7157,32.1297,29.2715,-91.6434,-69.3308,0.0000,20.0000,50.0000,0.0000,141.5343,146.9684,147.6426,140.0265,447619081.1300,241312940.0000
144.8586,143.6472,144.3263,142.8511,-0.3405,2.2012,2.5417,31.3506,51.2794,50.4471,56.4518,35.1215,29.8839,-65.4060,-18.5430,10.0000,30.0000,55.0000,0.0000,141.4551,148.2622,148.0454,139.2489,450058400.0315,245735445.0000
145.2178,143.2056,144.5922,142.8218,-0.1511,2.4757,2.6268,53.0738,61.0152,56.5829,60.2083,37.6903,30.3167,-53.7282,19.0668,20.0000,40.0000,60.0000,0.0000,141.8622,148.5734,149.2048,137.2064,450690142.9694,241710340.0000
145.0894,142.6829,144.5741,142.6269,-0.0318,2.6328,2.6646,69.4137,60.1134,62.8439,63.8837,40.1986,30.6741,46.0736,87.8764,30.0000,50.0000,65.0000,0.0000,141.5663,148.6125,149.7972,135.5686,454264042.6911,246506540.0000
144.7727,142.0640,144.2396,142.2635,-0.0206,2.6520,2.6726,60.5580,49.0513,60.4620,62.5706,40.2103,30.2968,48.2200,85.3912,40.0000,60.0000,70.0000,0.0000,141.0966,148.4489,149.9957,134.1322,455414934.4535,249930443.0000
144.5585,141.4467,144.0197,141.9513,0.0467,2.7244,2.6777,50.3685,37.4268,58.9391,61.7207,40.7024,30.0283,21.1114,68.1807,50.0000,70.0000,75.0000,0.0000,140.7657,148.3512,150.1782,132.7153,452067123.2953,246265947.0000
144.3459,140.8863,143.8724,141.6638,0.1668,2.8328,2.6660,36.2275,31.8529,65.9828,66.1126,41.5593,29.8295,46.9643,78.8536,60.0000,80.0000,80.0000,0.0000,140.3710,148.3209,150.1383,131.6343,454166105.8816,243025770.0000
143.9824,140.2045,143.3184,141.1689,0.1343,2.7587,2.6244,25.6842,39.6471,60.6106,62.9354,42.5114,29.6201,8.8013,63.4800,70.0000,90.0000,85.0000,0.0000,140.1505,147.8144,149.7463,130.6626,458120326.1905,248533434.0000
143.7786,139.6493,143.1156,140.8465,0.2504,2.8412,2.5908,33.6468,55.1226,54.6344,59.6003,44.7557,29.7308,-77.9663,34.8460,80.0000,0.0000,90.0000,5.0000,139.8069,147.7502,149.4771,129.8214,450742616.9528,241116166.0000
143.6849,139.2116,143.3071,140.6984,0.5784,3.1065,2.5282,59.6101,64.5283,59.7125,62.9518,48.5727,30.1957,-58.1455,45.0429,90.0000,0.0000,95.0000,10.0000,139.5336,147.8362,149.3124,129.1108,450422945.9556,232775659.0000
143.4177,138.7245,143.2675,140.4050,0.8911,3.2747,2.3836,72.1108,63.9428,90.1398,80.2509,52.6710,30.6387,187.1750,130.7846,100.0000,0.0000,100.0000,15.0000,138.9199,147.9154,148.8933,128.5557,460499989.5608,253855189.0000
142.4357,137.9893,142.1145,139.5576,0.7747,2.9355,2.1608,61.8639,64.1715,88.2606,78.2709,49.7026,28.9756,203.2843,135.0195,100.0000,0.0000,100.0000,20.0000,138.5160,146.3553,147.3299,128.6487,464320779.5994,242907156.0000
141.1934,137.3243,141.0908,138.8035,0.6694,2.6365,1.9672,57.8536,73.0401,82.4964,73.4082,46.8382,27.4268,65.7372,95.4962,100.0000,0.0000,100.0000,25.0000,135.8708,146.5160,145.9499,128.6988,458660998.5909,231276617.0000
140.2765,136.8828,140.5799,138.3207,0.7560,2.5558,1.7998,72.7969,84.9153,81.3136,72.5730,44.9816,26.2939,59.0924,100.9530,90.0000,0.0000,95.0000,30.0000,133.7583,146.7946,145.1164,128.6492,462337756.2621,223688415.0000
139.3552,136.5353,140.0614,137.8373,0.8533,2.4641,1.6108,88.4699,92.0825,83.1525,73.3691,43.1898,25.1871,75.6821,125.5739,100.0000,0.0000,100.0000,35.0000,132.0332,146.6772,144.2946,128.7761,466700802.1440,228695669.0000
138.3350,136.2278,139.3892,137.2848,0.8961,2.2936,1.3975,93.4792,94.2185,82.0374,72.4949,40.6534,23.9049,81.5566,141.1144,90.0000,0.0000,95.0000,40.0000,130.5486,146.1214,143.3886,129.0671,466331669.0716,224912055.0000
137.4267,135.8617,138.6853,136.7298,0.9230,2.0965,1.1735,94.2985,93.1192,83.6716,73.2437,38.0846,22.6442,101.9168,176.3956,100.0000,0.0000,100.0000,45.0000,129.7035,145.1499,142.4135,129.3100,462861297.9888,220761219.0000
136.4265,135.4497,137.7863,136.0982,0.8540,1.7968,0.9427,94.8780,89.5337,82.7107,72.4043,34.1797,21.0829,117.2170,208.6449,100.0000,0.0000,100.0000,50.0000,129.1311,143.7219,141.2104,129.6889,462654944.7527,216427801.0000
135.5199,135.0393,136.8071,135.4566,0.7136,1.4428,0.7292,90.1812,82.0246,81.0782,70.9959,30.0225,19.5215,147.2205,253.0527,100.0000,10.0000,100.0000,55.0000,129.1176,141.9222,139.9227,130.1560,459585098.3341,211326778.0000
134.7383,134.7496,135.8049,134.8398,0.5085,1.0593,0.5508,83.5420,77.7801,80.1074,70.1653,25.7136,18.0161,213.6483,312.9506,100.0000,20.0000,100.0000,60.0000,129.5676,139.9091,138.7090,130.7902,456774635.2773,206164703.0000
134.0313,134.5075,134.6919,134.2110,0.1819,0.6056,0.4237,72.3505,74.9237,75.1399,66.1837,21.1115,16.5131,290.6670,249.8868,100.0000,30.0000,100.0000,65.0000,130.8110,137.2516,137.4037,131.6114,452506102.5562,198800860.0000
133.5429,134.3770,133.8155,133.7452,-0.1389,0.2393,0.3782,77.4477,74.7282,54.9880,54.7578,16.9598,15.3258,120.4287,9.9289,100.0000,40.0000,35.0000,70.0000,132.5601,134.5257,136.6946,132.0594,450227708.0375,189361797.0000
133.4553,134.3861,133.7082,133.6869,-0.2029,0.2101,0.4130,74.9729,66.2322,54.3890,54.4949,16.4733,15.2358,105.6277,-14.1090,0.0000,50.0000,40.0000,75.0000,132.6111,134.2994,136.7038,132.0684,449732209.0262,185166572.0000
133.4891,134.3727,133.5943,133.6308,-0.2860,0.1776,0.4637,71.7638,51.0099,50.4315,52.7560,16.0614,15.1682,82.5502,-18.5648,0.0000,60.0000,45.0000,80.0000,132.5088,134.4694,136.6972,132.0481,453043103.0262,188477466.0000
133.7155,134.3505,133.5709,133.6235,-0.3485,0.1866,0.5352,51.9599,34.6207,43.5218,49.9072,16.4617,15.2774,-31.6677,-70.0571,0.0000,70.0000,50.0000,85.0000,131.9299,135.5011,136.7084,131.9926,450838214.1526,185808390.0000
134.1206,134.3397,133.7234,133.7013,-0.3439,0.2784,0.6223,29.3061,23.4978,47.8659,52.0648,18.1385,15.6898,-39.2660,-60.3697,10.0000,80.0000,55.0000,90.0000,131.5902,136.6511,136.7263,131.9531,449093011.8065,183691868.0000
134.2967,134.2803,133.7787,133.7252,-0.3768,0.3315,0.7083,22.5961,22.3668,41.1836,49.4385,20.0016,16.1239,-90.7841,-99.9347,20.0000,90.0000,60.0000,0.0000,131.7259,136.8676,136.8053,131.7553,450368061.8051,181214628.0000
134.4728,134.2456,134.0122,133.8301,-0.3322,0.4703,0.8025,18.5913,21.0508,43.8918,50.8543,20.5783,16.8574,-124.6151,-107.2013,30.0000,100.0000,65.0000,5.0000,132.1242,136.8215,136.8720,131.6192,449374023.8066,178232514.0000
134.5587,134.1992,134.2088,133.9041,-0.2855,0.6001,0.8855,25.9129,19.3956,46.4624,52.1813,21.2192,17.6294,-78.7083,-41.4385,40.0000,70.0000,70.0000,0.0000,132.3548,136.7626,136.9335,131.4648,453458761.0611,182359146.0000
134.7609,134.1367,134.3662,133.9466,-0.2379,0.7190,0.9569,18.6481,14.3915,48.1137,53.0375,23.4049,17.9945,-73.1360,-18.9836,50.0000,80.0000,75.0000,0.0000,132.6122,136.9095,136.9867,131.2867,456074974.8016,186130571.0000
134.9838,134.0404,134.5047,133.9680,-0.1808,0.8355,1.0164,13.6258,19.3359,48.1687,53.0670,25.3445,18.2660,-82.4194,-6.1644,60.0000,90.0000,80.0000,0.0000,132.8411,137.1265,137.0620,131.0188,459120526.6549,190242066.0000
135.2111,133.8656,134.6719,133.9907,-0.0903,0.9713,1.0616,10.9006,31.6561,46.0588,52.1040,27.3192,18.5091,-165.3633,-30.4020,70.0000,100.0000,85.0000,0.0000,133.1590,137.2631,137.3088,130.4224,462924251.8610,185187801.0000
