SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Lower Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
77.5950,75.9496,77.6012,76.2395,0.0783,1.8443,1.7660,59.2939,71.4852,63.5480,64.3747,29.3314,21.8491,39.9863,82.2499,80.0000,10.0000,90.0000,45.0000,74.2790,80.9110,80.0497,71.8494,-291298.3308,73666900.0000
77.2389,75.7840,77.4908,76.0439,0.1658,1.9122,1.7464,71.0156,77.7923,68.6592,66.7317,28.9231,21.5779,52.3368,99.3997,90.0000,0.0000,95.0000,50.0000,73.4799,80.9978,79.7902,71.7779,-4744032.6303,66630900.0000
76.7406,75.6088,77.2388,75.7723,0.2125,1.9175,1.7049,84.1459,80.1234,74.6565,69.4110,27.3916,21.0830,88.9673,149.7704,100.0000,10.0000,100.0000,55.0000,72.5523,80.9289,79.4036,71.8141,2355563.7000,74691900.0000
76.1730,75.4092,76.8008,75.4104,0.1849,1.8367,1.6518,78.2153,80.4415,73.5840,68.7963,25.6900,20.5621,87.2918,161.3138,100.0000,20.0000,100.0000,60.0000,71.9387,80.4072,78.8265,71.9919,-5571682.9666,66714000.0000
75.7589,75.1572,76.3325,75.0423,0.1321,1.7377,1.6056,78.0089,84.5571,69.2475,66.4232,24.0583,20.0830,80.1262,154.2974,70.0000,30.0000,85.0000,65.0000,71.8806,79.6372,78.2315,72.0829,-6791027.1839,58920800.0000
75.4632,74.9611,76.0088,74.7531,0.1273,1.6999,1.5726,85.1001,85.7028,69.2475,66.4232,23.2847,19.8449,106.8135,194.5678,80.0000,40.0000,90.0000,70.0000,71.8045,79.1220,77.8324,72.0898,-2971982.5298,64491700.0000
75.1013,74.7863,75.6132,74.4335,0.0862,1.6269,1.5407,90.5623,83.1577,73.1611,68.3094,22.4250,19.5942,172.0942,279.1105,90.0000,50.0000,95.0000,75.0000,71.7297,78.4729,77.3577,72.2148,-6186942.5298,57602500.0000
74.6866,74.5773,75.0296,74.0329,-0.0549,1.4643,1.5192,81.4460,74.2040,74.6806,69.0546,20.2609,19.0631,261.8539,366.4633,100.0000,60.0000,100.0000,0.0000,72.0130,77.3602,76.6165,72.5381,1021138.5229,68828200.0000
74.3536,74.3420,74.2764,73.5712,-0.3158,1.2171,1.5329,77.4647,62.6771,60.9788,61.5737,17.8563,18.5040,79.1130,90.8912,10.0000,70.0000,30.0000,5.0000,73.2597,75.4474,75.4070,73.2769,-10437520.7634,54182000.0000
74.2944,74.1406,74.1072,73.4168,-0.3836,1.2283,1.6118,63.7013,46.7345,52.8073,58.1574,18.4654,18.7514,-48.4759,-11.6024,20.0000,80.0000,35.0000,0.0000,73.2951,75.2938,75.9003,72.3809,-16707928.5479,47596100.0000
74.3041,73.9900,74.1676,73.3728,-0.3607,1.3470,1.7077,46.8654,38.7558,59.3245,61.1688,20.0014,19.3866,48.6533,61.5513,30.0000,90.0000,40.0000,0.0000,73.3209,75.2873,76.2677,71.7122,-17413513.9137,53381900.0000
74.3292,73.8001,74.0857,73.2503,-0.3903,1.4076,1.7979,29.6367,43.5802,52.6123,58.5699,22.1211,19.9126,-90.7307,-3.6800,0.0000,100.0000,45.0000,5.0000,73.3114,75.3469,76.4642,71.1361,-21180257.8383,47784100.0000
74.4770,73.6855,74.1842,73.2090,-0.3400,1.5555,1.8955,39.7654,55.4198,51.7357,58.2452,23.1270,20.7536,-203.7557,-20.5703,0.0000,100.0000,50.0000,10.0000,73.4716,75.4824,76.5561,70.8149,-26772137.4003,41655400.0000
74.6455,73.5323,74.3289,73.1749,-0.2478,1.7327,1.9805,61.3386,61.6324,63.7174,63.5925,24.5078,21.5727,-23.2911,50.1898,10.0000,0.0000,55.0000,15.0000,73.7734,75.5175,76.7276,70.3371,-20881165.4705,47816600.0000
74.5555,73.3480,74.2314,73.0073,-0.2344,1.8081,2.0425,65.1556,59.4510,64.4167,63.8827,26.4372,21.9667,110.2442,85.4241,20.0000,10.0000,60.0000,20.0000,73.5736,75.5374,76.6603,70.0356,-14790861.8830,54710700.0000
74.4590,73.2053,74.0980,72.8152,-0.2297,1.8714,2.1011,58.4031,56.8170,60.3864,62.1946,27.2118,22.0915,5.7030,59.6921,30.0000,20.0000,65.0000,0.0000,73.4171,75.5010,76.4954,69.9153,-19078826.8831,49856400.0000
74.4712,73.0556,74.0820,72.6726,-0.1661,1.9924,2.1585,54.7944,55.0267,59.9103,61.9980,29.0046,22.4075,-54.7502,48.6912,40.0000,30.0000,70.0000,0.0000,73.4404,75.5021,76.4279,69.6834,-20751275.3679,48142400.0000
74.4680,72.8424,74.0797,72.5231,-0.0742,2.1258,2.2000,57.2535,53.4847,69.6404,66.2236,31.1058,22.7616,84.5761,86.3081,50.0000,0.0000,75.0000,0.0000,73.4322,75.5038,76.4561,69.2287,-21474087.1861,52327100.0000
74.3304,72.5132,73.8554,72.2530,-0.0550,2.1636,2.2186,53.0322,56.0612,66.4793,64.7511,32.0903,22.8399,43.8693,78.0510,60.0000,10.0000,80.0000,0.0000,73.2955,75.3653,76.4347,68.5917,-21043940.5191,45874900.0000
73.9867,72.1870,73.7241,72.0222,0.0136,2.2459,2.2323,50.1684,63.9335,63.7626,63.5433,33.9639,23.0873,8.6727,67.0285,70.0000,0.0000,85.0000,0.0000,71.7496,76.2238,76.4792,67.8948,-22088501.6028,40943600.0000
73.6758,71.7888,73.6779,71.8212,0.1416,2.3705,2.2289,64.9832,76.2521,72.5615,67.1790,36.7003,23.4821,59.6589,95.0657,80.0000,0.0000,90.0000,5.0000,70.7398,76.6118,76.7801,66.7976,-26031022.0110,47605100.0000
73.2711,71.3803,73.4314,71.5090,0.2147,2.4082,2.1935,76.6489,81.4973,76.2648,68.6377,38.3780,23.5924,62.8882,103.7482,90.0000,10.0000,95.0000,10.0000,69.9667,76.5756,76.6526,66.1081,-24143774.6211,40591300.0000
72.8940,71.0499,73.0559,71.1287,0.2473,2.3871,2.1398,87.1241,82.2369,77.2888,69.0485,40.2421,23.7085,119.5378,150.8494,100.0000,20.0000,100.0000,0.0000,69.6601,76.1279,76.1691,65.9307,-20741582.5754,48683000.0000
72.4192,70.5958,72.5756,70.6983,0.2377,2.3157,2.0780,80.7190,80.2676,72.6639,66.3713,39.6061,23.2508,72.6337,109.7094,80.0000,30.0000,90.0000,5.0000,69.2972,75.5412,75.7666,65.4250,-25704421.0375,39466300.0000
72.1405,70.2015,72.2884,70.3647,0.3097,2.3283,2.0186,78.8675,80.2139,72.6639,66.3713,40.0412,23.0632,93.9529,116.8370,90.0000,40.0000,95.0000,0.0000,69.0885,75.1924,75.5149,64.8881,-31155392.2656,33857900.0000
71.9516,69.7507,71.9375,69.9960,0.3694,2.3106,1.9412,81.2163,78.2911,76.6368,68.0406,39.1136,22.5929,136.8770,128.0962,100.0000,0.0000,100.0000,0.0000,69.1251,74.7781,75.2693,64.2321,-31603916.7100,28812000.0000
71.6401,69.2273,71.4143,69.5438,0.3623,2.2111,1.8488,80.5579,72.5368,75.9924,67.6186,37.3796,21.9641,190.7832,131.2907,100.0000,0.0000,100.0000,0.0000,69.2630,74.0171,74.9071,63.5476,-25251937.2228,36803200.0000
71.2168,68.6481,70.8263,69.0684,0.3173,2.0755,1.7582,73.0990,61.6602,75.0622,66.9964,35.5931,21.3472,213.2307,113.7813,100.0000,0.0000,100.0000,5.0000,69.2409,73.1927,74.5947,62.7015,-22777863.0293,26673500.0000
70.6961,68.1248,70.1849,68.5795,0.2289,1.9078,1.6789,63.9534,51.1570,65.7894,61.5398,33.8106,20.7642,68.1911,82.0304,40.0000,0.0000,70.0000,10.0000,68.8881,72.5040,74.0385,62.2111,-27795651.6501,18163800.0000
70.3872,67.7527,70.0017,68.3237,0.3194,1.9411,1.6217,47.9281,43.3032,64.9821,61.1192,33.8566,20.7314,51.8545,85.1482,50.0000,0.0000,75.0000,15.0000,67.9524,72.8221,73.8279,61.6775,-28816376.8161,12455300.0000
69.9018,67.3723,69.8191,68.0606,0.4325,1.9743,1.5418,41.5895,48.1369,64.6456,60.9372,34.0848,20.7415,41.6402,84.7956,60.0000,10.0000,80.0000,20.0000,66.3355,73.4681,73.5821,61.1624,-28531943.4823,18672200.0000
69.4896,67.0098,69.6146,67.7786,0.5629,1.9966,1.4337,40.3920,61.2658,69.0077,62.9834,34.4123,20.7716,52.4192,95.9325,70.0000,20.0000,85.0000,0.0000,65.4805,73.4986,73.2374,60.7822,-35181802.8092,10648200.0000
69.2058,66.5764,69.2290,67.4027,0.6408,1.9338,1.2930,62.4291,79.6849,66.0329,61.1984,33.5265,20.5430,54.3413,102.3566,80.0000,0.0000,90.0000,0.0000,65.3654,73.0462,72.7417,60.4111,-28004102.8092,17825900.0000
68.7723,66.0675,68.9532,67.0799,0.7824,1.9151,1.1328,80.9764,90.2908,70.2406,63.2062,33.1783,20.4913,81.9570,125.8065,90.0000,10.0000,95.0000,0.0000,64.6338,72.9109,72.5359,59.5991,-27093916.3778,9200800.0000
68.2625,65.5147,68.4805,66.6588,0.8642,1.8013,0.9372,95.6494,92.6215,76.7249,66.2492,31.8883,20.2487,141.8074,164.5646,100.0000,0.0000,100.0000,0.0000,64.1306,72.3944,72.0644,58.9649,-20021116.3778,16273600.0000
67.5498,64.8922,67.7031,66.0988,0.8172,1.5383,0.7211,94.2466,83.8997,74.8600,64.8123,29.3871,19.7719,151.6906,160.3167,100.0000,0.0000,100.0000,0.0000,63.7856,71.3140,71.2292,58.5551,-22474947.0224,6131100.0000
66.8146,64.2709,66.9312,65.5643,0.7452,1.2620,0.5168,87.9686,70.1893,71.3943,62.2470,27.0169,19.4248,152.7153,152.5270,100.0000,0.0000,100.0000,5.0000,63.3077,70.3215,70.4561,58.0857,-31260861.1686,-3552300.0000
66.0794,63.8118,66.2875,65.1155,0.6978,1.0283,0.3305,69.4837,56.7206,67.4305,59.4952,25.1443,19.3348,136.6878,137.7193,60.0000,10.0000,80.0000,10.0000,62.3333,69.8255,69.6313,57.9924,-38431673.1983,-11845500.0000
65.5535,63.4686,65.7947,64.7587,0.6936,0.8496,0.1561,53.1154,54.2281,65.5316,58.2171,23.9359,19.5346,110.5128,131.8035,70.0000,20.0000,85.0000,15.0000,61.8409,69.2661,68.9396,57.9977,-39750894.6928,-19274800.0000
65.1182,63.1399,65.3222,64.4258,0.6861,0.6688,-0.0173,47.5627,63.0650,58.2053,53.5672,23.0119,19.8812,54.6163,97.5847,80.0000,30.0000,90.0000,20.0000,61.6023,68.6340,68.2814,57.9983,-45291976.6513,-26898700.0000
64.8427,62.8432,65.1785,64.2633,0.8158,0.6270,-0.1888,62.0063,77.6008,62.1556,55.5173,23.6043,20.7404,70.2078,108.8137,90.0000,40.0000,95.0000,25.0000,61.2071,68.4784,67.9823,57.7042,-56270265.4150,-38670600.0000
64.5300,62.5864,64.8587,64.0155,0.8912,0.4984,-0.3928,79.6261,88.8996,75.6528,61.7552,23.6434,21.5112,161.6092,168.6731,100.0000,0.0000,100.0000,30.0000,61.0231,68.0369,67.4514,57.7214,-49032302.7893,-27975700.0000
63.9470,62.2702,64.0470,63.5423,0.7498,0.1343,-0.6156,91.1701,90.6569,67.7468,55.8435,21.6899,21.9051,132.4158,140.1269,100.0000,0.0000,100.0000,35.0000,61.5048,66.3892,66.3048,58.2355,-30111802.7893,-46896200.0000
63.3627,62.0695,63.5827,63.2692,0.7124,-0.0906,-0.8030,95.9026,85.7264,67.1236,55.4189,21.4595,22.9599,169.9313,165.2208,100.0000,0.0000,100.0000,40.0000,60.5301,66.1952,65.6934,58.4456,-33831515.3638,-34950200.0000
62.7668,61.8480,63.0496,62.9837,0.6205,-0.3606,-0.9811,84.8980,78.4131,62.3179,52.2177,21.3530,24.1157,123.7381,148.7172,100.0000,0.0000,100.0000,45.0000,59.8823,65.6513,64.9990,58.6970,-38705686.4977,-45154400.0000
62.2345,61.7324,62.6492,62.7871,0.5513,-0.5850,-1.1363,76.3784,78.2433,57.1991,49.0585,22.3712,25.0974,83.1631,118.1442,100.0000,0.0000,100.0000,50.0000,59.1293,65.3397,64.5902,58.8746,-48980091.8312,-56655600.0000
61.7273,61.6923,62.3880,62.6779,0.5159,-0.7582,-1.2741,73.9630,82.1021,49.0185,44.4817,24.6822,25.7991,39.5139,60.3164,80.0000,10.0000,0.0000,55.0000,58.1983,65.2563,64.4523,58.9323,-60481691.8312,-68157200.0000
61.5443,61.8008,62.3685,62.6992,0.5722,-0.8309,-1.4031,84.3887,86.8364,54.3621,46.7624,25.7770,26.0643,72.4546,84.3725,90.0000,20.0000,0.0000,60.0000,57.9998,65.0887,64.8328,58.7688,-70675387.6645,-78794100.0000
61.3837,61.9398,62.1733,62.6415,0.5560,-0.9901,-1.5461,87.9548,88.2771,56.6791,47.7312,28.4429,26.6463,105.5161,90.8950,100.0000,30.0000,0.0000,65.0000,58.0215,64.7460,65.4426,58.4370,-66437000.3077,-71268800.0000
61.1616,62.0724,61.8635,62.5441,0.4735,-1.2116,-1.6851,88.1656,86.1761,54.7706,46.5746,31.4051,27.2590,113.3431,58.6910,90.0000,40.0000,5.0000,70.0000,58.1283,64.1948,65.9880,58.1568,-70377778.0854,-78362200.0000
60.8437,62.1658,61.5633,62.4735,0.3627,-1.4408,-1.8035,88.7109,79.1515,56.5228,47.3528,34.2658,27.7843,161.1784,61.1784,100.0000,50.0000,0.0000,75.0000,58.0837,63.6038,66.2706,58.0611,-77375246.9161,-88070400.0000
60.6428,62.3109,61.1351,62.3665,0.1538,-1.7404,-1.8942,81.6518,65.1969,52.5168,44.7846,37.6763,28.5608,127.1388,5.5634,100.0000,60.0000,0.0000,80.0000,58.4481,62.8374,66.7816,57.8402,-72388609.4160,-97855500.0000
60.5933,62.5768,60.7915,62.3333,-0.0826,-2.0152,-1.9326,67.0919,49.8566,37.1231,36.0323,41.3581,29.1110,22.2326,-52.6528,10.0000,70.0000,0.0000,85.0000,58.5690,62.6177,67.6900,57.4635,-80651820.1436,-108972500.0000
60.7763,63.0028,60.9023,62.5481,-0.1814,-2.0933,-1.9120,46.8468,41.3297,34.9812,34.9259,42.1057,28.7943,-20.4169,-71.1249,20.0000,80.0000,0.0000,90.0000,58.5710,62.9817,68.6734,57.3322,-86829957.9209,-116193700.0000
60.9291,63.4754,61.0976,62.8139,-0.2686,-2.1352,-1.8666,35.6311,44.2861,31.1091,32.9047,42.4857,28.3492,-68.5178,-92.3623,0.0000,90.0000,5.0000,95.0000,58.7420,63.1163,69.6287,57.3220,-89262537.3607,-124869900.0000
61.2303,63.9598,61.4463,63.1597,-0.3077,-2.1073,-1.7995,41.5113,49.4159,24.7731,29.6425,42.1018,27.6777,-163.7460,-125.6608,0.0000,100.0000,10.0000,100.0000,59.0682,63.3924,70.3164,57.6033,-92534450.5276,-135947100.0000
61.6573,64.3836,62.0451,63.6237,-0.2392,-1.9618,-1.7226,55.7160,47.2351,31.0364,33.4042,40.3797,26.6455,-116.3681,-103.7121,0.0000,70.0000,15.0000,85.0000,59.9924,63.3222,70.4167,58.3506,-95852161.9989,-122774800.0000
62.0573,64.6915,62.3560,63.9371,-0.2777,-1.9405,-1.6628,51.0204,39.2273,35.2510,35.6633,39.4106,25.8558,-19.5405,-73.7893,0.0000,80.0000,20.0000,90.0000,59.7560,64.3586,70.5563,58.8267,-88711519.8305,-108991700.0000
62.4959,64.9795,62.5148,64.1788,-0.3931,-1.9864,-1.5933,34.9687,36.5347,32.8142,34.4127,39.7448,25.4137,-53.1887,-91.5872,0.0000,90.0000,25.0000,95.0000,59.2156,65.7761,70.7822,59.1768,-86235341.8384,-96416600.0000
62.9832,65.2832,62.7746,64.4770,-0.4909,-1.9860,-1.4951,31.6927,37.9141,20.9380,28.5627,39.5956,24.8202,-142.2794,-153.1020,10.0000,100.0000,30.0000,100.0000,59.1326,66.8338,70.9271,59.6393,-93004343.9778,-107618400.0000
63.4879,65.6681,63.3831,64.9445,-0.4509,-1.8233,-1.3723,42.9427,34.7623,25.3938,31.5073,36.9387,23.6005,-93.0115,-128.0761,0.0000,90.0000,35.0000,95.0000,60.0098,66.9660,70.8600,60.4762,-83821993.9782,-89253700.0000
63.9791,65.9979,63.8059,65.3091,-0.4765,-1.7361,-1.2596,39.1070,23.5181,28.0171,33.0918,35.2312,22.7221,-80.6803,-124.7111,0.0000,100.0000,40.0000,100.0000,60.3880,67.5702,70.9144,61.0813,-74398125.0127,-74070800.0000
64.5602,66.3106,64.1656,65.6377,-0.5311,-1.6716,-1.1404,22.2371,13.3750,27.4035,32.7999,33.3339,21.7974,-85.2563,-131.0428,0.0000,90.0000,45.0000,95.0000,60.4711,68.6493,71.0085,61.6126,-83531181.8317,-59187300.0000
65.2293,66.6348,64.6196,66.0077,-0.5506,-1.5583,-1.0077,9.2103,9.9100,22.0833,30.2266,31.7581,20.9863,-146.4243,-189.6872,0.0000,100.0000,50.0000,100.0000,60.7807,69.6779,71.0164,62.2532,-93030481.5058,-71492300.0000
66.0216,66.9809,65.3015,66.4768,-0.4629,-1.3329,-0.8700,8.6776,13.3844,24.9283,32.2571,28.8600,19.8669,-117.7113,-168.7075,10.0000,100.0000,55.0000,100.0000,61.6538,70.3894,70.7527,63.2091,-85121193.2886,-56359500.0000
66.6894,67.2233,65.9151,66.8912,-0.3722,-1.1265,-0.7543,11.8422,17.6567,26.4202,33.2918,26.9241,19.1005,-122.3474,-195.6011,20.0000,100.0000,60.0000,100.0000,62.6234,70.7554,70.3983,64.0482,-84836345.2232,-46048000.0000
67.1100,67.4284,66.5580,67.2985,-0.2344,-0.8957,-0.6612,19.6334,20.3070,32.2865,37.1061,24.9786,18.3549,-110.1719,-181.8667,30.0000,100.0000,65.0000,100.0000,63.8603,70.3596,69.9551,64.9018,-80095977.7805,-35541000.0000
67.3257,67.6025,66.9829,67.5777,-0.1508,-0.7535,-0.6026,21.4945,19.2582,38.8911,40.8881,23.6964,17.8245,-78.9193,-132.2099,40.0000,70.0000,70.0000,85.0000,64.5002,70.1512,69.7961,65.4088,-73142042.7971,-26497900.0000
67.4631,67.7436,67.1954,67.7409,-0.1366,-0.7016,-0.5649,19.7929,21.7961,39.9165,41.4480,23.5388,17.6019,-79.8012,-135.7442,50.0000,80.0000,75.0000,90.0000,64.7733,70.1530,69.8759,65.6113,-66722037.2073,-14617200.0000
67.5832,67.8751,67.4122,67.9011,-0.1139,-0.6447,-0.5308,16.4870,32.0383,30.1350,36.5796,23.3636,17.3675,-143.2250,-211.9683,60.0000,90.0000,0.0000,95.0000,65.0220,70.1444,69.9385,65.8117,-68164591.3740,-24509000.0000
67.8484,68.1506,67.9299,68.1978,0.0552,-0.4470,-0.5023,29.1083,50.6729,36.2578,40.2433,21.0660,16.6178,-163.5487,-209.6541,70.0000,100.0000,5.0000,100.0000,65.9024,69.7944,70.1185,66.1827,-65481280.0532,-16382400.0000
68.0166,68.3408,68.2715,68.3878,0.1945,-0.3216,-0.5161,50.5197,63.9432,46.7297,45.5553,18.5131,15.8287,-4.7256,-37.6616,80.0000,40.0000,10.0000,70.0000,66.3294,69.7038,70.3274,66.3542,-60387916.6174,-1366900.0000
68.0609,68.4196,68.3322,68.4288,0.2444,-0.3203,-0.5647,72.3907,67.3116,53.8390,48.6547,18.9280,15.8867,51.2089,12.3728,90.0000,50.0000,15.0000,75.0000,66.3548,69.7670,70.4695,66.3696,-56990398.3480,3473400.0000
68.0404,68.4095,68.2253,68.3883,0.2288,-0.3970,-0.6258,68.9192,54.7339,60.5646,51.3462,20.4369,16.1822,134.1343,94.9062,100.0000,60.0000,20.0000,80.0000,66.3664,69.7143,70.4536,66.3654,-51586340.0867,9281500.0000
67.9402,68.3423,67.9476,68.2739,0.1266,-0.5564,-0.6830,60.6249,42.5332,58.7642,50.3325,21.1799,16.9244,88.6897,40.7649,100.0000,70.0000,25.0000,85.0000,66.5210,69.3593,70.3295,66.3552,-48326206.7531,13822400.0000
67.7572,68.2784,67.6653,68.1745,-0.0110,-0.7257,-0.7147,34.6574,30.1797,39.4978,41.3336,22.4157,17.5984,-65.8654,-96.3564,30.0000,80.0000,30.0000,90.0000,66.5958,68.9186,70.2307,66.3260,-53192257.5504,6110500.0000
67.7469,68.3155,67.7626,68.2742,-0.0166,-0.7285,-0.7119,32.3171,33.5188,33.5487,39.1019,21.7719,17.3618,-91.4830,-124.2881,40.0000,90.0000,35.0000,95.0000,66.5653,68.9286,70.2140,66.4171,-47717957.5504,11584800.0000
67.8792,68.3643,67.9757,68.4290,0.0294,-0.6784,-0.7078,23.5645,40.2563,38.3282,41.1999,19.7920,16.8803,-160.9388,-164.9350,0.0000,100.0000,40.0000,100.0000,66.8653,68.8931,70.1518,66.5768,-55183518.9545,3555800.0000
68.0240,68.3976,68.1035,68.5373,0.0498,-0.6653,-0.7151,44.6749,56.0428,38.4873,41.2677,17.5922,16.3735,-96.0351,-104.3940,10.0000,30.0000,45.0000,10.0000,66.9154,69.1327,70.1362,66.6590,-50456297.3860,10071700.0000
68.1670,68.4556,68.2554,68.6549,0.0867,-0.6409,-0.7276,52.5295,64.4645,40.9899,42.3500,16.3559,16.1278,-54.1628,-66.9065,0.0000,40.0000,50.0000,15.0000,67.0383,69.2956,70.1363,66.7748,-51476788.2956,15684400.0000
68.4528,68.4578,68.3711,68.7517,0.1167,-0.6325,-0.7492,70.9241,69.6070,43.7598,43.5228,16.1371,16.1135,-34.5416,-31.9089,10.0000,50.0000,55.0000,20.0000,66.6563,70.2494,70.1349,66.7807,-50551441.1251,22690600.0000
68.6649,68.4526,68.4368,68.8230,0.1312,-0.6472,-0.7784,69.9400,61.3644,46.8223,44.7902,15.8940,16.0985,-23.9636,-0.0484,20.0000,60.0000,60.0000,25.0000,66.6141,70.7157,70.1350,66.7701,-55344519.0907,16475400.0000
68.7782,68.4803,68.4359,68.8632,0.1175,-0.6938,-0.8112,67.9570,45.8632,48.2073,45.3626,17.1622,16.3893,4.5729,43.4666,30.0000,70.0000,65.0000,30.0000,66.6652,70.8913,70.1794,66.7813,-50631619.0907,21188300.0000
68.7786,68.5312,68.3977,68.8900,0.0804,-0.7601,-0.8406,46.1962,27.7766,47.0692,44.8215,19.0607,16.7872,-17.0637,10.3571,40.0000,80.0000,70.0000,35.0000,66.6657,70.8915,70.3019,66.7605,-51224398.4011,15458100.0000
68.7444,68.6145,68.3809,68.9339,0.0406,-0.8201,-0.8607,23.4363,17.8854,37.0498,40.3018,20.9160,17.1483,-96.9122,-81.4255,50.0000,90.0000,75.0000,40.0000,66.6020,70.8869,70.5180,66.7109,-52526153.1743,9433700.0000
68.7995,68.7494,68.6015,69.0966,0.0966,-0.7742,-0.8708,13.6974,22.5391,34.3358,39.1531,20.7212,17.0457,-131.2974,-112.7325,60.0000,100.0000,80.0000,45.0000,66.7743,70.8247,70.6686,66.8302,-57780953.1743,4178900.0000
68.8841,68.8494,68.9297,69.3042,0.2174,-0.6775,-0.8950,16.5226,37.8840,40.2830,42.0798,19.8877,16.8147,-86.2575,-67.9027,70.0000,0.0000,85.0000,0.0000,67.0882,70.6801,70.6225,67.0764,-61162553.1743,10942100.0000
68.8493,68.7817,69.1082,69.4282,0.3030,-0.6463,-0.9494,37.3975,57.4667,45.3897,44.3530,20.2505,16.8525,2.6231,12.7417,80.0000,10.0000,90.0000,5.0000,66.9839,70.7148,70.7525,66.8109,-55340373.1735,17340100.0000
68.7711,68.7185,69.1658,69.4891,0.3545,-0.6707,-1.0251,59.7318,69.4150,45.3897,44.3530,21.7504,17.1099,25.0156,32.2756,90.0000,20.0000,95.0000,10.0000,66.8475,70.6948,70.7565,66.6806,-55092122.4628,21369400.0000
68.7442,68.7051,69.2361,69.5564,0.4217,-0.6920,-1.1137,75.2708,74.0447,60.3374,50.2654,24.0241,17.4962,139.3553,128.1964,100.0000,30.0000,0.0000,15.0000,66.8181,70.6702,70.7429,66.6672,-54722026.2603,25546200.0000
68.4627,68.7310,68.9344,69.4473,0.3324,-0.8867,-1.2192,73.2423,70.4432,57.4637,48.7871,25.1925,18.1981,206.6834,135.9168,100.0000,40.0000,0.0000,20.0000,66.9142,70.0111,70.8750,66.5871,-53693797.8320,29250300.0000
68.2402,68.8526,68.6541,69.3685,0.2204,-1.0819,-1.3023,73.6211,69.6743,52.6312,46.4200,27.1461,18.7793,169.7923,41.9188,100.0000,50.0000,0.0000,25.0000,67.1939,69.2865,71.5251,66.1800,-56004015.5310,23575200.0000
68.1825,69.0350,68.4497,69.3468,0.1054,-1.2519,-1.3574,64.4662,64.6179,43.7347,42.5168,29.9173,19.1394,107.0725,-17.0521,0.0000,60.0000,0.0000,30.0000,67.4086,68.9563,72.3099,65.7601,-56590595.7821,17539100.0000
68.2838,69.3043,68.4136,69.4242,0.0309,-1.3528,-1.3837,70.9357,61.0245,38.5404,40.4565,31.0261,19.1049,40.0219,-30.0243,0.0000,70.0000,0.0000,35.0000,67.1364,69.4312,73.2192,65.3894,-51351033.6195,23142100.0000
68.4845,69.6377,68.4763,69.5603,-0.0216,-1.4130,-1.3914,58.4518,52.3105,36.4276,39.6343,31.1295,18.8512,-37.3611,-52.6334,10.0000,80.0000,0.0000,40.0000,66.8965,70.0725,74.1816,65.0939,-53217645.6995,19111300.0000
68.6993,69.9904,68.5958,69.7310,-0.0636,-1.4496,-1.3861,53.6860,46.7424,36.6164,39.7211,30.7898,18.4975,-43.0068,-55.9016,20.0000,90.0000,5.0000,45.0000,66.8979,70.5007,75.0210,64.9599,-51658575.0473,23457800.0000
68.8147,70.2527,68.7346,69.9163,-0.1084,-1.4785,-1.3702,44.7936,40.7570,34.7913,38.9588,30.4124,18.1252,-79.7000,-70.5170,30.0000,0.0000,10.0000,50.0000,67.0677,70.5618,75.3807,65.1247,-60087275.0473,15029100.0000
68.7140,70.5204,68.9471,70.1413,-0.1313,-1.4744,-1.3431,41.7477,34.0318,36.1985,39.6738,29.6034,17.6532,-48.9203,-67.9613,40.0000,10.0000,15.0000,55.0000,66.6521,70.7760,75.6628,65.3780,-62927093.2291,8781500.0000
68.6660,70.8009,69.1427,70.3596,-0.1667,-1.4770,-1.3102,35.7298,33.5534,38.7031,40.9429,29.3320,17.3191,15.0744,-51.3482,50.0000,20.0000,20.0000,60.0000,66.5250,70.8069,75.9894,65.6125,-60081408.4835,16081300.0000
68.6660,71.0408,69.2677,70.5470,-0.2425,-1.5110,-1.2686,24.6181,42.3832,32.0960,37.9989,30.0235,17.2112,-32.0582,-77.3022,0.0000,30.0000,25.0000,65.0000,66.5250,70.8069,76.2398,65.8417,-57976175.1494,9765600.0000
68.9994,71.3293,69.5987,70.8384,-0.2430,-1.4509,-1.2079,40.3125,62.9809,32.8610,38.4358,29.3059,16.7815,-57.7198,-92.9940,0.0000,40.0000,30.0000,70.0000,66.5056,71.4932,76.4114,66.2473,-66967875.1494,773900.0000
69.4649,71.6176,69.9604,71.1402,-0.2255,-1.3727,-1.1472,62.2191,75.2127,37.1068,40.8130,28.5475,16.3396,-52.8155,-92.4121,0.0000,50.0000,0.0000,75.0000,66.2727,72.6572,76.5569,66.6782,-61792375.1492,14418400.0000
69.8875,71.9270,70.1745,71.3658,-0.2666,-1.3574,-1.0908,86.4111,73.4224,39.9523,42.3367,27.7554,15.8889,-5.9517,-62.5302,0.0000,60.0000,5.0000,80.0000,66.0098,73.7652,76.9455,66.9084,-55851131.5132,26088700.0000
