SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD-10-10,MACD_Signal-10-10,MACD_Hist-10-10,SlowD,SlowK,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Upper Band-10-10,Real Lower Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
99.9467,99.6883,100.0535,99.3637,-0.0417,1.0010,1.0427,66.9615,58.3903,65.6353,66.0265,37.6677,29.4199,60.0174,102.5066,20.0000,60.0000,0.0000,80.0000,101.4008,98.4925,100.9879,98.3887,915669378.0102,560599135.0000
99.7979,99.5338,99.9036,99.2200,-0.0541,0.9991,1.0532,76.0454,62.3411,58.6619,62.8633,38.0287,29.1868,32.2440,65.5112,0.0000,70.0000,0.0000,85.0000,101.2054,98.3904,101.0229,98.0448,911237946.6996,554376274.0000
99.6676,99.3851,99.8925,99.1428,-0.0058,1.0609,1.0667,83.3201,80.1531,68.1361,67.4024,39.4109,29.1626,84.1309,115.6353,10.0000,80.0000,0.0000,90.0000,101.2264,98.1089,101.2288,97.5413,914302790.9594,561156081.0000
99.5136,99.1919,99.7478,98.9954,-0.0038,1.0643,1.0682,84.2311,85.6419,70.2703,68.3826,40.3593,28.9971,139.7439,142.9003,20.0000,90.0000,0.0000,95.0000,100.9984,98.0288,101.3004,97.0834,913363614.2256,568312244.0000
99.3728,98.9939,99.5436,98.8195,-0.0284,1.0407,1.0691,78.4731,84.1651,74.7883,70.4687,38.6004,28.1888,233.3650,147.1267,30.0000,100.0000,0.0000,100.0000,100.6454,98.1002,101.2500,96.7377,918262612.3634,574992696.0000
99.2179,98.7707,99.2354,98.5972,-0.1077,0.9685,1.0762,72.7114,82.8863,69.1321,67.4847,36.6460,27.3379,177.5511,84.0401,40.0000,100.0000,0.0000,35.0000,99.9613,98.4744,101.0981,96.4434,915012955.6913,566636436.0000
99.1994,98.5617,99.0444,98.4396,-0.1558,0.9474,1.1032,64.5231,68.3678,61.0111,63.9109,35.7337,26.7961,22.2260,42.9600,50.0000,0.0000,5.0000,40.0000,99.8592,98.5396,101.1159,96.0075,911291518.5557,560123921.0000
99.2504,98.4015,99.0028,98.3562,-0.1476,0.9945,1.1421,59.3022,66.8800,63.1471,64.8787,36.4145,26.6183,4.4894,46.0827,60.0000,10.0000,0.0000,45.0000,99.9869,98.5139,101.1611,95.6419,910071550.7557,566223760.0000
99.3112,98.2426,98.9245,98.2511,-0.1514,1.0276,1.1790,51.2360,58.3215,56.7179,62.3236,37.1710,26.4312,-89.7664,27.3118,70.0000,0.0000,0.0000,50.0000,100.1633,98.4590,101.1273,95.3579,906910579.6049,560819519.0000
99.4309,98.1194,98.9578,98.1960,-0.1028,1.1141,1.2169,41.9656,52.7051,63.8579,65.5497,39.2163,26.4867,-34.8721,51.8772,0.0000,10.0000,5.0000,55.0000,100.2840,98.5777,101.1113,95.1275,905668996.5094,566034168.0000
99.4300,97.9548,98.9067,98.0916,-0.0764,1.1662,1.2425,34.2718,42.6816,64.7951,65.9638,39.9577,26.2055,-59.3883,51.5772,0.0000,20.0000,10.0000,60.0000,100.2841,98.5758,101.0537,94.8559,904436229.6532,573584865.0000
99.2698,97.7717,98.8325,97.9706,-0.0514,1.2102,1.2616,33.8255,30.5101,58.7043,63.5190,41.4081,26.0439,-75.9311,36.3107,0.0000,30.0000,0.0000,65.0000,100.6467,97.8929,100.9760,94.5675,899735689.5653,568406018.0000
99.1026,97.6445,98.8728,97.8990,0.0345,1.3090,1.2745,43.7450,29.6239,64.7208,66.2166,44.3215,26.1343,-15.2528,54.5898,0.0000,40.0000,5.0000,70.0000,101.0340,97.1711,100.9006,94.3885,895027203.4954,576180495.0000
98.8702,97.4562,98.8439,97.7828,0.1142,1.3801,1.2659,60.8082,41.3424,69.3590,68.2119,47.1228,26.1287,29.9790,82.5638,0.0000,50.0000,10.0000,75.0000,101.2908,96.4496,100.8104,94.1019,891242742.9721,582818811.0000
98.6149,97.2894,98.7517,97.6274,0.1875,1.4248,1.2373,75.3233,60.2687,71.5881,69.1677,47.0658,25.4473,48.5375,104.0365,0.0000,60.0000,15.0000,80.0000,101.3375,95.8924,100.6001,93.9787,892176683.6751,588578112.0000
98.3236,97.1235,98.6118,97.4428,0.2582,1.4486,1.1904,82.6271,80.8134,81.7180,73.3527,46.1399,24.5625,64.6485,128.3609,0.0000,70.0000,20.0000,85.0000,101.2700,95.3772,100.3291,93.9179,894685352.6757,594431673.0000
97.9240,96.8911,98.3234,97.1831,0.2783,1.4042,1.1259,83.7478,84.8878,80.9497,72.8587,45.1236,23.6346,85.7107,162.3940,10.0000,80.0000,25.0000,90.0000,100.9833,94.8647,99.9242,93.8579,889004553.1810,588291819.0000
97.5526,96.6706,98.0080,96.9137,0.2877,1.3440,1.0563,83.5434,82.1802,85.1890,74.5872,42.5308,22.3632,117.2128,205.4223,0.0000,90.0000,0.0000,95.0000,100.5396,94.5655,99.4751,93.8661,888526509.4223,595800109.0000
97.1741,96.4475,97.5737,96.5928,0.2409,1.2253,0.9844,83.9494,84.1754,85.3500,74.6545,39.6678,21.0318,186.5282,283.1673,0.0000,100.0000,0.0000,100.0000,99.7784,94.5698,98.8502,94.0448,883270208.0965,603684561.0000
96.8079,96.1746,97.0409,96.2371,0.1309,1.0550,0.9242,81.3933,84.2746,82.7036,72.5356,35.3866,19.4010,258.3754,315.3694,10.0000,100.0000,0.0000,100.0000,98.6559,94.9599,98.1083,94.2409,883846533.2185,595471928.0000
96.4796,95.9370,96.5657,95.9275,0.0116,0.9031,0.8914,77.1878,83.3982,74.7086,67.5199,30.7448,17.7464,154.9358,175.4664,20.0000,100.0000,0.0000,100.0000,97.5128,95.4464,97.4599,94.4141,884144770.4021,584948416.0000
96.2736,95.7860,96.3272,95.7473,-0.0358,0.8528,0.8885,71.6758,76.5072,69.2211,64.9109,28.2083,16.9998,118.9315,135.9360,0.0000,100.0000,5.0000,100.0000,97.1011,95.4462,97.1988,94.3733,878223168.5639,577179709.0000
96.1865,95.6346,96.1825,95.6177,-0.0541,0.8434,0.8975,67.3666,71.6581,66.2317,63.6535,26.9164,16.5670,134.2338,125.9559,10.0000,90.0000,10.0000,95.0000,96.8695,95.5035,97.1490,94.1203,873082481.4974,567121843.0000
96.0422,95.5277,96.0720,95.5059,-0.0614,0.8496,0.9110,64.7412,66.8622,66.7465,63.8453,25.7728,16.1702,169.2959,134.6522,20.0000,100.0000,15.0000,100.0000,96.8468,95.2375,97.0339,94.0215,873400845.7118,571578942.0000
95.9638,95.4348,95.9312,95.3796,-0.0838,0.8425,0.9263,66.4758,63.5795,64.5122,62.8893,24.5022,15.7525,150.2595,117.8390,30.0000,100.0000,20.0000,100.0000,96.6365,95.2912,96.8662,94.0035,872957900.7894,565820658.0000
95.9233,95.3495,95.8119,95.2651,-0.1019,0.8454,0.9473,68.9002,63.7818,58.6825,60.5789,23.3463,15.3674,57.5226,84.4568,40.0000,60.0000,25.0000,80.0000,96.5133,95.3333,96.7268,93.9722,871772967.3328,557413273.0000
95.8582,95.2940,95.7892,95.1968,-0.0795,0.8932,0.9728,68.4394,72.0661,60.5291,61.3274,23.7151,15.2815,92.0763,101.7741,50.0000,70.0000,0.0000,85.0000,96.5694,95.1470,96.6653,93.9227,874094456.7750,564237045.0000
95.7887,95.2077,95.7362,95.1093,-0.0630,0.9296,0.9927,65.1892,70.8527,62.8571,62.2834,23.6197,15.1082,115.9553,109.8563,0.0000,80.0000,5.0000,90.0000,96.5538,95.0235,96.6003,93.8152,875526623.5936,570538579.0000
95.7209,95.1008,95.6380,94.9968,-0.0610,0.9474,1.0084,58.6402,62.3994,64.8373,63.1080,23.5660,14.9357,76.3731,96.1699,0.0000,90.0000,0.0000,95.0000,96.4556,94.9861,96.5074,93.6942,873235062.3418,578361495.0000
95.5413,94.9600,95.4888,94.8586,-0.0809,0.9428,1.0237,57.9418,62.3156,61.4088,61.5944,23.8002,14.8121,84.6083,105.8106,0.0000,100.0000,0.0000,100.0000,96.4658,94.6168,96.4173,93.5026,867080797.3417,571532790.0000
95.3943,94.8627,95.3983,94.7494,-0.0786,0.9653,1.0439,58.9142,51.2057,58.6280,60.4126,23.6045,14.5985,52.0170,91.5492,0.0000,70.0000,5.0000,85.0000,96.4968,94.2919,96.3168,93.4086,866842852.3257,563594079.0000
95.2984,94.7707,95.3580,94.6621,-0.0512,1.0123,1.0635,68.7249,60.3041,65.7330,63.5068,25.2024,14.7251,70.1179,108.8744,10.0000,80.0000,10.0000,90.0000,96.4837,94.1131,96.2641,93.2773,869129039.8238,574262954.0000
95.0828,94.6589,95.1915,94.5099,-0.0726,1.0038,1.0764,75.9120,65.2328,58.2128,60.3212,26.9779,14.8584,44.6515,91.0282,20.0000,90.0000,15.0000,95.0000,96.3803,93.7853,96.0677,93.2502,861216387.6997,565219923.0000
95.0132,94.6079,95.1817,94.4335,-0.0275,1.0670,1.0945,80.5469,80.6377,68.9411,64.5380,27.8365,14.7837,129.7625,180.1451,30.0000,100.0000,0.0000,100.0000,96.3445,93.6819,96.0033,93.2125,866603589.4660,573387616.0000
94.9058,94.5304,95.0171,94.2768,-0.0390,1.0623,1.1014,79.7612,81.8656,71.3694,65.4293,25.2664,14.1147,125.6713,165.3157,40.0000,100.0000,0.0000,100.0000,96.0918,93.7199,95.7908,93.2701,871018726.7034,578635798.0000
94.7756,94.3575,94.7846,94.0887,-0.0846,1.0265,1.1111,74.9133,79.1374,65.0721,62.6416,22.9064,13.5363,125.2905,146.3366,50.0000,100.0000,5.0000,100.0000,95.6762,93.8750,95.6770,93.0380,865369392.1136,572023011.0000
94.7298,94.2497,94.6784,93.9652,-0.0848,1.0475,1.1323,67.6938,78.2806,66.2246,63.0663,20.8894,13.0720,134.3947,145.7166,0.0000,90.0000,0.0000,95.0000,95.5714,93.8882,95.6076,92.8917,868189696.8758,576761123.0000
94.6268,94.1647,94.5330,93.8213,-0.1017,1.0518,1.1535,54.7981,67.3218,68.8303,64.0461,19.1866,12.7046,165.4687,157.0556,10.0000,100.0000,0.0000,100.0000,95.3971,93.8565,95.4518,92.8777,866289820.6429,583045329.0000
94.4807,94.0089,94.3181,93.6446,-0.1539,1.0250,1.1789,46.9488,57.4788,60.6074,60.6200,17.2945,12.3180,21.3822,73.1138,0.0000,50.0000,5.0000,75.0000,95.0649,93.8965,95.3643,92.6536,861375032.8436,574854016.0000
94.3786,93.8637,94.2746,93.5530,-0.1411,1.0763,1.2174,44.2511,39.5936,59.7542,60.2991,17.8713,12.4338,6.1516,62.8124,0.0000,60.0000,10.0000,80.0000,95.2088,93.5484,95.5528,92.1746,860296180.9802,567032340.0000
94.3311,93.7524,94.2409,93.4611,-0.1176,1.1350,1.2526,53.8850,43.7738,62.4314,61.3438,18.5121,12.5556,23.3447,70.8447,10.0000,70.0000,15.0000,85.0000,95.1986,93.4636,95.5673,91.9374,858633403.8470,574706696.0000
94.2431,93.6054,94.1567,93.3391,-0.1083,1.1737,1.2820,65.4619,49.3860,56.3511,59.0133,19.2241,12.6840,-10.8957,51.3017,20.0000,80.0000,0.0000,90.0000,95.1531,93.3330,95.5843,91.6264,850655942.7668,559948393.0000
94.2351,93.4625,94.2025,93.2748,-0.0349,1.2742,1.3091,76.1450,68.4952,64.6534,62.1514,20.5874,12.9224,52.1890,82.0959,30.0000,90.0000,0.0000,95.0000,95.1565,93.3138,95.7146,91.2105,854904182.5060,568519403.0000
94.2026,93.2142,94.1273,93.1415,0.0060,1.3238,1.3179,82.1966,78.5046,69.4652,63.8360,20.8783,12.9561,101.9771,97.3593,0.0000,100.0000,0.0000,100.0000,95.1012,93.3040,95.9741,90.4543,853616073.8156,575584484.0000
94.1550,92.9426,93.9670,92.9618,0.0202,1.3366,1.3164,79.2696,81.4352,68.8694,63.5680,21.2015,12.9916,158.1572,105.4487,0.0000,100.0000,0.0000,100.0000,94.9570,93.3530,96.0526,89.8326,851430284.3932,567107886.0000
93.9394,92.6536,93.7907,92.7725,0.0311,1.3424,1.3113,73.4852,86.6500,69.4794,63.7926,19.9743,12.7531,191.1634,102.5530,10.0000,100.0000,0.0000,100.0000,95.0675,92.8113,96.0913,89.2159,853551900.3740,574350644.0000
93.7695,92.3571,93.5654,92.5586,0.0223,1.3258,1.3035,63.0034,69.7236,66.4285,62.3521,19.1031,12.6133,103.3446,80.0732,0.0000,100.0000,5.0000,100.0000,94.8352,92.7039,96.0172,88.6969,851362146.1690,566586970.0000
93.7026,92.0870,93.4015,92.3749,0.0385,1.3364,1.2980,61.4873,64.0820,64.7598,61.5880,18.9952,12.6519,66.9124,78.2297,0.0000,50.0000,10.0000,75.0000,94.7083,92.6970,95.9258,88.2482,845939050.2052,556112223.0000
93.5372,91.8406,93.2598,92.1998,0.0691,1.3574,1.2884,64.0734,55.2047,61.1699,59.9939,19.7220,12.8647,27.9428,73.0171,10.0000,60.0000,15.0000,80.0000,94.7829,92.2914,95.7780,87.9032,841303047.7530,548548219.0000
93.3488,91.6228,93.2080,92.0637,0.1489,1.4200,1.2711,73.8328,65.1752,66.2653,62.0455,21.0053,13.1825,45.4135,80.6115,20.0000,70.0000,0.0000,85.0000,95.0504,91.6472,95.6513,87.5942,844079654.4497,556125061.0000
93.1736,91.3183,93.0429,91.8650,0.1988,1.4327,1.2339,79.0217,71.8402,65.0562,61.4678,22.4313,13.5170,64.5012,90.9921,30.0000,80.0000,5.0000,90.0000,94.9503,91.3970,95.5140,87.1225,838858353.9143,549151620.0000
92.9677,91.1712,92.8880,91.6677,0.2654,1.4495,1.1841,80.3393,84.4830,66.3948,62.0284,22.7990,13.6295,69.5793,98.8265,0.0000,90.0000,10.0000,95.0000,94.9044,91.0309,95.2208,87.1215,839227341.1665,555867188.0000
92.6900,91.0279,92.6695,91.4357,0.3187,1.4365,1.1178,77.4623,80.7418,69.7533,63.4580,23.2076,13.7480,114.4836,131.3250,0.0000,100.0000,15.0000,100.0000,94.8158,90.5641,94.8834,87.1725,835839608.4297,562794343.0000
92.2259,90.8356,92.3260,91.1431,0.3259,1.3640,1.0381,80.2562,75.7932,71.2504,64.1058,21.9738,13.5442,121.4805,142.5351,0.0000,100.0000,20.0000,100.0000,94.7971,89.6546,94.4094,87.2619,833447707.4503,572561272.0000
91.7302,90.6774,91.8711,90.8031,0.2788,1.2355,0.9567,85.5091,75.8519,63.3437,59.7465,20.7853,13.3794,78.5657,115.4860,0.0000,90.0000,25.0000,95.0000,94.3647,89.0956,93.8706,87.4842,825333646.9167,564262801.0000
91.3677,90.6106,91.7082,90.6135,0.3467,1.2336,0.8869,90.7749,89.1234,68.1255,61.7675,20.6588,13.5182,110.6619,158.0347,0.0000,100.0000,30.0000,100.0000,94.3903,88.3452,93.6938,87.5274,832475684.3309,574366171.0000
90.9446,90.4240,91.3976,90.3512,0.3620,1.1623,0.8003,90.7687,91.5520,73.3729,63.9299,19.7678,13.5165,121.0531,169.9178,10.0000,100.0000,35.0000,100.0000,94.0587,87.8306,93.3271,87.5209,837181393.6506,583415612.0000
90.4713,90.2061,90.9006,90.0056,0.2907,1.0005,0.7098,91.3170,91.6494,68.1469,60.8481,19.3700,13.6729,79.9331,112.1018,20.0000,100.0000,0.0000,100.0000,93.2243,87.7184,92.7439,87.6683,829188932.4170,575323245.0000
90.1440,90.0079,90.5710,89.7553,0.2696,0.9067,0.6371,89.3107,89.1047,64.2315,58.7745,20.6337,14.2576,97.9237,120.0125,30.0000,100.0000,0.0000,100.0000,92.6792,87.6088,92.4518,87.5641,821107346.6089,566250318.0000
89.8967,89.6396,90.3402,89.5601,0.2829,0.8526,0.5697,86.7452,93.1970,70.1393,61.1158,20.1539,14.5051,148.2480,140.0554,0.0000,100.0000,0.0000,100.0000,92.2903,87.5032,93.0401,86.2391,825819157.6944,572878798.0000
89.4629,89.2571,89.9270,89.2823,0.2123,0.7112,0.4989,78.5292,85.6305,67.7915,59.7753,19.4400,14.7315,190.3781,125.8408,10.0000,100.0000,0.0000,100.0000,91.5873,87.3385,93.1107,85.4035,818872191.6944,565931832.0000
89.3746,88.8652,89.5375,89.0299,0.1273,0.5732,0.4459,69.9657,81.4080,64.9990,58.2330,18.7218,14.9906,148.1830,85.3378,20.0000,100.0000,5.0000,40.0000,91.1714,87.5779,93.2159,84.5145,817003612.0947,556588934.0000
89.3659,88.4942,89.1915,88.8125,0.0343,0.4484,0.4140,59.3736,68.5489,56.1034,53.8694,18.7266,15.4861,48.5999,49.2467,30.0000,10.0000,10.0000,45.0000,91.1296,87.6022,93.2661,83.7223,810571152.1029,545845793.0000
89.4454,88.2757,89.1065,88.7324,0.0319,0.4374,0.4055,52.5662,59.9402,55.0396,53.3909,20.5373,16.1352,8.3801,43.2664,40.0000,0.0000,15.0000,50.0000,91.3084,87.5824,93.2267,83.3248,814714587.4096,536941815.0000
89.6246,88.0433,89.0376,88.6604,0.0354,0.4329,0.3975,48.2712,49.6318,52.1398,52.0790,22.8133,16.7547,-59.5942,24.5594,50.0000,10.0000,20.0000,55.0000,91.7658,87.4834,93.1908,82.8957,815162510.9814,526490265.0000
89.8535,87.9152,89.0505,88.6268,0.0768,0.4655,0.3886,44.0666,48.1265,51.4636,51.7695,23.7896,17.0384,-88.1113,20.5547,60.0000,20.0000,25.0000,60.0000,92.1537,87.5534,93.0905,82.7400,808422104.4580,517455252.0000
89.9033,87.7108,89.0895,88.6007,0.1415,0.5109,0.3694,42.6415,47.0552,51.6277,51.8491,24.8744,17.3370,-53.4384,43.1802,70.0000,30.0000,30.0000,65.0000,92.1372,87.6695,93.0392,82.3823,799867156.0271,529921034.0000
89.9409,87.5583,89.1314,88.5690,0.2248,0.5588,0.3340,44.8805,37.0181,52.8410,52.4616,27.5366,18.0490,-72.5685,40.9091,0.0000,40.0000,35.0000,70.0000,92.1180,87.7639,92.9162,82.2003,805087229.3281,539753958.0000
89.8719,87.3660,89.1360,88.5120,0.3126,0.5904,0.2778,56.3321,43.8513,52.9810,52.5353,29.7991,18.5763,-39.6284,50.1001,0.0000,50.0000,40.0000,75.0000,92.1891,87.5546,92.7631,81.9689,799322422.3282,549797797.0000
89.3825,87.1982,89.1358,88.4463,0.4199,0.6196,0.1997,68.4466,53.7723,46.8048,49.2382,32.3129,19.1313,-40.1502,33.4227,0.0000,60.0000,45.0000,80.0000,93.4896,85.2754,92.5733,81.8232,798146918.9781,535474071.0000
89.0513,87.1405,89.4191,88.5078,0.6830,0.7777,0.0947,79.3006,71.3727,64.2983,58.0549,34.1677,19.4753,55.3608,101.1254,0.0000,70.0000,50.0000,85.0000,94.0362,84.0664,92.5106,81.7704,805777671.2793,550995125.0000
88.3557,86.9872,89.1129,88.2669,0.7452,0.6692,-0.0760,86.1849,80.1950,65.8813,58.7690,36.0045,20.2869,61.4138,112.0476,10.0000,80.0000,55.0000,90.0000,94.0611,82.6502,92.0998,81.8745,798225521.4423,561384123.0000
87.6225,86.8456,88.6919,87.9784,0.7619,0.4996,-0.2623,89.2415,86.3340,63.4157,57.2496,38.0455,21.1412,74.1721,124.2062,20.0000,90.0000,60.0000,95.0000,93.6518,81.5931,91.6528,82.0384,790116358.4169,551215490.0000
87.1060,86.7176,88.3192,87.7268,0.7936,0.3408,-0.4528,90.3955,92.0255,69.3469,60.0125,38.7449,21.7051,103.5022,156.4308,30.0000,100.0000,65.0000,100.0000,92.9888,81.2232,91.2724,82.1628,793823654.8926,561831839.0000
86.4620,86.6455,87.6772,87.3603,0.6990,0.0478,-0.6512,85.9046,89.3649,69.7751,60.2138,39.1621,22.2226,131.1157,156.9064,40.0000,100.0000,70.0000,100.0000,91.7916,81.1323,90.9526,82.3384,789219462.2571,571635324.0000
85.9769,86.6166,86.8790,86.9488,0.4929,-0.3331,-0.8260,79.3242,89.7959,63.4833,55.8527,39.6511,22.7765,140.9324,106.7287,50.0000,90.0000,75.0000,5.0000,90.2455,81.7084,90.8056,82.4276,778172188.6727,556021844.0000
85.5182,86.6935,86.3248,86.6937,0.3278,-0.6213,-0.9492,65.2948,78.5529,63.1331,55.6185,41.5277,23.8307,199.7722,88.6165,60.0000,100.0000,80.0000,10.0000,89.1697,81.8666,91.1312,82.2559,781933794.2605,543232385.0000
85.1756,86.7399,85.6688,86.4218,0.0607,-0.9704,-1.0311,52.0535,69.6239,60.0628,53.5314,43.6128,24.9404,174.0094,19.6569,70.0000,100.0000,85.0000,15.0000,87.8697,82.4815,91.3020,82.1777,778924366.0084,523905168.0000
84.8601,86.8508,85.0574,86.2114,-0.2684,-1.3147,-1.0463,39.4567,47.7075,37.0482,40.5848,47.7844,25.7704,-35.7094,-75.2789,80.0000,0.0000,90.0000,20.0000,86.4886,83.2317,91.6718,82.0299,762971897.2678,506638725.0000
85.0139,87.1606,85.2383,86.4186,-0.3304,-1.3096,-0.9792,33.6270,38.8291,38.5107,41.3869,48.1965,25.1327,-57.8851,-84.4099,90.0000,0.0000,95.0000,25.0000,86.6705,83.3573,92.0670,82.2543,768241914.7407,515988756.0000
85.2298,87.4211,85.3915,86.6154,-0.4187,-1.3153,-0.8966,36.1013,31.8336,33.0021,38.7244,47.2691,24.1478,-151.0489,-119.6367,100.0000,0.0000,100.0000,30.0000,87.1321,83.3274,92.2981,82.5440,764808721.0057,507608810.0000
85.6187,87.6675,85.7360,86.9074,-0.4394,-1.2313,-0.7919,39.1988,30.2183,31.7106,38.0978,45.1819,22.8753,-157.1709,-130.2375,100.0000,0.0000,100.0000,35.0000,87.7965,83.4408,92.2874,83.0476,760226352.5993,496343821.0000
86.0687,87.9384,86.1940,87.2476,-0.4072,-1.0893,-0.6821,44.7273,46.2521,37.7416,41.8416,42.9824,21.5818,-62.0357,-95.0031,50.0000,0.0000,75.0000,0.0000,88.3131,83.8243,92.2126,83.6642,761656306.6207,509028897.0000
86.3291,88.2067,86.4139,87.4627,-0.4676,-1.0479,-0.5803,39.9112,41.1260,34.5402,40.2478,41.9808,20.7167,-100.7553,-121.7965,60.0000,0.0000,80.0000,0.0000,88.7120,83.9463,92.4341,83.9793,764213850.7603,496571182.0000
86.8290,88.5672,86.7798,87.7464,-0.4719,-0.9353,-0.4634,35.0690,46.8037,41.8636,44.6409,39.8336,19.5852,-46.6059,-93.0567,70.0000,0.0000,85.0000,5.0000,89.7322,83.9258,92.7896,84.3447,766022081.3324,509228796.0000
87.2563,88.7961,86.8599,87.8861,-0.6008,-0.9462,-0.3454,24.2233,31.8039,28.3326,38.3120,37.9299,18.5639,-89.7707,-133.2782,80.0000,10.0000,90.0000,10.0000,90.9443,83.5683,93.0244,84.5678,760631381.4776,499064652.0000
87.8689,89.0203,87.3210,88.2126,-0.5847,-0.7799,-0.1952,17.4247,26.5995,32.8175,41.2337,34.5835,17.2264,-92.6725,-143.2039,90.0000,20.0000,95.0000,15.0000,91.7419,83.9960,92.8287,85.2118,767527375.1323,507355341.0000
88.3041,89.1706,87.6477,88.4611,-0.6159,-0.6649,-0.0491,14.7858,14.2666,27.1151,38.7987,31.0596,15.9029,-130.8455,-196.2536,100.0000,30.0000,100.0000,20.0000,92.1503,84.4580,92.6934,85.6477,764567787.2257,500611362.0000
88.8416,89.3921,88.1770,88.7975,-0.5538,-0.4489,0.1049,17.8012,11.4081,29.0706,40.1919,27.1440,14.5097,-117.2292,-184.5927,100.0000,40.0000,100.0000,25.0000,92.3239,85.3592,92.4285,86.3557,763193232.8687,508762789.0000
89.3073,89.5665,88.7094,89.1150,-0.4624,-0.2190,0.2434,19.8356,18.6828,32.9083,42.8159,23.7066,13.4344,-123.9049,-182.5308,100.0000,50.0000,100.0000,30.0000,92.2286,86.3861,92.1147,87.0183,770062601.9507,518529443.0000
89.6123,89.7063,89.1543,89.3684,-0.3758,-0.0168,0.3590,23.3727,23.3129,37.8753,45.9626,20.5692,12.5652,-123.7509,-158.4843,80.0000,60.0000,90.0000,35.0000,91.9658,87.2589,91.8929,87.5197,774194099.1246,527961729.0000
89.7163,89.8343,89.4708,89.5409,-0.3155,0.1374,0.4529,33.5696,17.5113,40.2591,47.4052,17.6250,11.8483,-111.8339,-136.5091,90.0000,70.0000,95.0000,40.0000,91.8049,87.6278,91.8350,87.8336,773008720.0957,535694916.0000
89.8081,89.9239,89.7586,89.6846,-0.2449,0.2869,0.5318,54.1041,29.2939,37.3359,46.0812,15.1787,11.3805,-175.8888,-186.4524,100.0000,0.0000,100.0000,45.0000,91.6881,87.9281,91.7743,88.0735,774569775.1308,529227688.0000
90.0842,89.9374,90.1919,89.8821,-0.0822,0.5108,0.5930,73.9100,53.9037,48.7969,52.8183,12.4606,10.8880,-12.9528,10.7048,30.0000,0.0000,5.0000,50.0000,91.4489,88.7196,91.7287,88.1461,776187035.2157,541950134.0000
90.3053,89.9082,90.2865,89.8943,-0.0236,0.5900,0.6135,81.6205,79.1146,56.1359,56.5340,13.5428,11.3585,52.2449,85.8207,40.0000,10.0000,10.0000,55.0000,92.0545,88.5562,91.7286,88.0877,780483247.6993,546542637.0000
90.3359,89.8461,90.1963,89.8102,-0.0313,0.5881,0.6194,76.7757,88.7116,57.9871,57.4394,13.5502,11.4469,50.3277,94.2964,0.0000,20.0000,15.0000,60.0000,92.1214,88.5504,91.6398,88.0524,781955869.7859,550390456.0000
90.1716,89.7242,90.0375,89.6944,-0.0724,0.5549,0.6273,60.0589,77.0353,53.5173,55.2327,13.8319,11.6039,8.9770,50.2656,10.0000,30.0000,20.0000,65.0000,92.0166,88.3267,91.5430,87.9054,779277721.2002,546160483.0000
90.0370,89.6871,90.0007,89.6408,-0.0689,0.5765,0.6454,43.3426,64.5803,56.8792,56.9647,15.2692,12.0715,40.9461,88.4733,20.0000,40.0000,25.0000,70.0000,92.0425,88.0316,91.4956,87.8785,778942247.7695,550223439.0000
89.9427,89.6102,89.8586,89.5357,-0.1114,0.5512,0.6626,33.0709,38.5610,55.7278,56.3668,16.9054,12.5251,31.9256,77.8993,30.0000,50.0000,30.0000,75.0000,91.9143,87.9710,91.3804,87.8399,777471064.9254,547677161.0000
89.8256,89.5468,89.7296,89.4406,-0.1591,0.5314,0.6904,40.2691,26.8866,51.7995,54.3221,18.4205,13.1018,-38.8212,-24.1101,40.0000,60.0000,35.0000,80.0000,91.8045,87.8467,91.2843,87.8093,774080747.2162,542145590.0000
89.8002,89.5494,89.7235,89.4072,-0.1625,0.5677,0.7302,58.1185,33.7651,45.4937,51.1731,18.6338,13.5371,-76.9830,-75.7476,50.0000,70.0000,40.0000,85.0000,91.7884,87.8120,91.2883,87.8105,769596083.3551,536563958.0000
89.9523,89.5887,89.9354,89.4743,-0.0644,0.7064,0.7708,72.8743,60.1557,47.3179,52.2945,18.8707,13.9954,-48.0613,-22.2427,60.0000,80.0000,45.0000,90.0000,91.8316,88.0729,91.2905,87.8870,772048441.6018,544885895.0000
90.0397,89.5798,90.1225,89.5144,0.0533,0.8402,0.7869,69.6368,80.4347,56.6573,57.7898,20.7012,14.5407,99.7641,180.7815,0.0000,90.0000,50.0000,95.0000,91.8303,88.2490,91.2937,87.8659,786953895.6018,559791349.0000
89.7906,89.5048,90.0231,89.4033,0.0749,0.8484,0.7736,56.9575,78.0326,68.1983,63.8635,19.9880,14.3063,185.4127,288.4023,10.0000,100.0000,0.0000,100.0000,91.8841,87.6972,91.1694,87.8402,795587478.1294,568532181.0000
89.5110,89.3087,89.5888,89.1324,-0.0515,0.7033,0.7548,45.5617,50.4431,63.5497,61.1662,19.1955,14.0597,188.8252,217.1877,20.0000,100.0000,0.0000,100.0000,91.0296,87.9923,90.6559,87.9616,789401477.6520,560353375.0000
