SMA-10,SMA-20,EMA-10,EMA-20,MACD_Hist-10,MACD-10,MACD_Signal-10,SlowK,SlowD,RSI-10,RSI-20,ADX-10,ADX-20,CCI-10,CCI-20,Aroon Down-10,Aroon Up-10,Aroon Up-20,Aroon Down-20,Real Upper Band-10,Real Lower Band-10,Real Upper Band-20,Real Lower Band-20,Chaikin A/D,OBV
126.9284,127.3745,127.2322,127.4483,0.2985,-0.5549,-0.8534,86.9361,85.1753,58.5022,49.3532,21.6222,19.1632,153.8398,137.8886,30.0000,100.0000,100.0000,65.0000,128.7109,125.1459,129.1265,125.6225,420782984.0940,207590925.0000
126.8708,127.2372,126.9582,127.3412,0.2028,-0.7252,-0.9281,94.2648,74.0572,54.6826,47.6640,22.5291,19.8586,90.6838,49.5350,40.0000,0.0000,50.0000,70.0000,128.4797,125.2619,129.0549,125.4195,423002193.3861,203274441.0000
126.9754,127.1088,126.7531,127.2844,0.1062,-0.8725,-0.9788,74.3250,55.8370,45.9275,44.2087,23.9051,20.0233,28.2002,7.2120,50.0000,10.0000,55.0000,75.0000,128.9316,125.0191,129.0824,125.1353,419836633.0143,200054302.0000
127.1437,127.0814,126.7565,127.3419,0.0738,-0.9315,-1.0053,53.5819,41.7026,39.8466,42.0973,24.3791,19.9987,-29.8901,-36.2974,60.0000,20.0000,60.0000,0.0000,129.2714,125.0160,129.0897,125.0732,419073089.9732,197218285.0000
127.3359,126.9602,126.9083,127.4754,0.0983,-0.9255,-1.0238,39.6041,34.0383,40.5581,42.3613,23.2578,19.6841,-73.4491,-65.7727,70.0000,30.0000,65.0000,0.0000,129.3882,125.2837,129.4356,124.4849,416834971.1759,194183028.0000
127.5193,126.8784,127.0682,127.6109,0.1322,-0.9162,-1.0484,31.9219,28.8985,42.5574,43.1120,21.3819,19.2472,-121.2999,-73.7701,80.0000,40.0000,70.0000,5.0000,129.4530,125.5856,129.5508,124.2059,418605640.6864,190325498.0000
127.5982,126.8818,127.1889,127.7251,0.1562,-0.9252,-1.0814,30.5890,29.3070,35.7293,40.7221,19.2436,18.7781,-114.8372,-34.0709,90.0000,50.0000,75.0000,10.0000,129.4247,125.7717,129.5526,124.2110,423417866.5021,197155754.0000
127.7400,126.9338,127.5155,127.9363,0.2793,-0.8412,-1.1204,24.1846,34.7026,38.5872,41.8792,17.4413,18.4158,-241.1341,-89.3233,100.0000,60.0000,80.0000,15.0000,129.1286,126.3513,129.5520,124.3156,422138234.0010,192037224.0000
127.9118,127.0548,127.7907,128.1109,0.4117,-0.7785,-1.1903,33.1474,47.5564,45.7491,44.4911,15.1105,17.9742,-77.1346,27.9232,20.0000,70.0000,85.0000,20.0000,128.9021,126.9216,129.7625,124.3471,423255712.0146,196574862.0000
127.9304,127.1142,127.8573,128.1762,0.4824,-0.8108,-1.2932,46.7759,58.2394,48.6560,45.4543,15.5044,18.1038,-95.2758,21.7068,30.0000,80.0000,90.0000,25.0000,128.8950,126.9659,129.9083,124.3201,426576180.9327,201489156.0000
127.8206,127.1414,127.8422,128.2026,0.5293,-0.8845,-1.4138,62.7459,65.2115,48.4152,45.3625,15.8059,18.2154,-24.4848,40.1368,0.0000,90.0000,95.0000,30.0000,128.9909,126.6503,129.9768,124.3060,424999005.9587,204887857.0000
127.6035,127.1349,127.8317,128.2356,0.5841,-0.9620,-1.5461,65.1964,66.3442,55.2351,47.5863,16.7401,18.4360,130.0502,99.4610,0.0000,100.0000,100.0000,35.0000,129.3198,125.8872,129.9639,124.3058,421709410.4536,208347604.0000
127.2423,127.1080,127.5884,128.1629,0.5397,-1.1524,-1.6921,67.6922,68.1002,52.2883,46.3695,17.4681,18.9753,121.5894,104.5859,10.0000,100.0000,100.0000,40.0000,129.1969,125.2876,129.8783,124.3378,423650827.4555,210631624.0000
127.0192,127.0416,127.4033,128.1357,0.4997,-1.3274,-1.8271,66.1440,70.4240,49.7829,45.3546,18.4599,19.5042,58.1892,55.5056,0.0000,90.0000,0.0000,45.0000,128.8922,125.1462,129.7456,124.3376,423097429.3099,207736926.0000
126.5845,127.1222,127.2716,128.1504,0.4639,-1.4881,-1.9520,70.4644,73.9195,49.9304,45.4056,20.1609,19.7930,74.3234,64.2983,0.0000,100.0000,0.0000,50.0000,129.2139,123.9551,130.0241,124.2204,425271457.8498,210419169.0000
126.2374,127.2580,127.1048,128.1638,0.3938,-1.6742,-2.0680,74.6635,79.7887,46.0980,43.8042,22.0508,20.0970,77.4344,47.4372,10.0000,80.0000,0.0000,55.0000,128.9314,123.5434,130.5444,123.9716,425182791.3974,213566828.0000
126.1654,127.5585,127.0583,128.2533,0.3512,-1.8153,-2.1664,76.6307,85.2548,45.1534,43.4100,23.9755,20.3800,58.4324,-2.2957,20.0000,90.0000,0.0000,60.0000,128.7777,123.5530,131.7771,123.3399,423454431.9421,210398169.0000
126.1277,128.1606,127.0409,128.3708,0.3033,-1.9509,-2.2542,88.0720,87.7740,48.8933,44.8600,24.9705,20.4387,118.9675,5.0036,30.0000,0.0000,5.0000,65.0000,128.6934,123.5620,134.7417,121.5794,421275968.1214,214487566.0000
126.1978,128.6833,126.8287,128.4103,0.1470,-2.1831,-2.3300,91.0619,82.7525,47.4392,44.2029,27.1691,20.6968,106.2501,-16.9889,40.0000,10.0000,10.0000,70.0000,128.9918,123.4037,136.6449,120.7216,423441887.4292,211271504.0000
126.2980,129.2517,126.6402,128.4875,-0.0485,-2.4152,-2.3668,84.1883,72.5609,43.5869,42.4659,29.3362,20.9088,78.1207,-29.4874,50.0000,20.0000,15.0000,75.0000,129.3564,123.2395,138.3824,120.1210,423804859.9112,214344671.0000
126.4622,129.7786,126.5988,128.6623,-0.2352,-2.5898,-2.3547,73.0074,60.7642,38.2863,40.1617,31.2338,21.0198,-10.5024,-57.3463,60.0000,30.0000,20.0000,80.0000,129.7817,123.1427,139.4865,120.0706,420586425.7325,210618063.0000
126.6662,130.2565,126.7942,128.9721,-0.3664,-2.6622,-2.2959,60.4872,46.2848,36.3168,39.3173,32.0070,20.8507,-60.6008,-74.2544,70.0000,40.0000,25.0000,85.0000,130.0284,123.3040,140.0587,120.4543,418367875.8709,206422110.0000
126.9738,130.7836,127.1232,129.3572,-0.4704,-2.6747,-2.2043,48.7982,34.3700,38.7233,40.4917,31.6833,20.4316,-51.2184,-71.4925,80.0000,50.0000,30.0000,90.0000,130.3477,123.5999,140.5998,120.9674,416775654.3765,211791229.0000
127.0640,131.1254,127.3305,129.6905,-0.6542,-2.7409,-2.0867,29.5690,26.1351,25.9097,35.1553,31.6347,20.0620,-88.4908,-84.3623,90.0000,0.0000,35.0000,95.0000,130.3974,123.7307,140.7522,121.4986,417907585.7318,215448238.0000
127.6599,131.6669,128.1486,130.3265,-0.6037,-2.5268,-1.9231,24.7426,31.6173,27.7657,36.2522,31.5806,19.6730,-199.0382,-112.8320,100.0000,0.0000,40.0000,100.0000,130.4193,124.9005,140.7540,122.5799,414457236.2731,211046068.0000
128.2786,132.2063,128.9479,130.9344,-0.5364,-2.3087,-1.7722,24.0935,41.8735,32.5062,38.8578,29.3790,18.8125,-200.5188,-101.2172,100.0000,0.0000,45.0000,100.0000,130.7301,125.8272,140.8076,123.6050,410472517.3046,216064660.0000
128.9516,132.3566,129.4711,131.3913,-0.5665,-2.2046,-1.6381,46.0158,53.4448,32.9187,39.0753,27.7712,18.1423,-113.6621,-93.9974,100.0000,0.0000,50.0000,100.0000,132.5907,125.3126,140.6602,124.0530,414231748.1510,221259577.0000
130.1934,132.6261,130.0736,131.8788,-0.5601,-2.0566,-1.4965,55.5112,51.2526,37.9614,41.6523,26.6029,17.5982,-50.7782,-84.0678,70.0000,10.0000,55.0000,85.0000,137.0476,123.3392,140.5257,124.7264,409912765.2974,216826184.0000
131.1687,132.9100,130.3795,132.2138,-0.6785,-2.0350,-1.3565,58.8073,39.3445,37.8839,41.6192,26.0238,17.2039,-43.7119,-81.4833,80.0000,20.0000,60.0000,90.0000,139.5083,122.8292,140.6304,125.1895,414328298.2974,221241717.0000
132.2054,133.1830,130.7574,132.5858,-0.7892,-1.9760,-1.1869,39.4394,22.5985,37.0344,41.2392,25.7319,16.8741,-46.9235,-85.6114,90.0000,30.0000,65.0000,95.0000,141.5644,122.8465,140.6682,125.6977,414227496.9738,224447199.0000
133.0949,133.4226,131.2660,133.0192,-0.8611,-1.8506,-0.9896,19.7868,11.4421,34.3053,39.9867,25.6713,16.5919,-69.8940,-119.5741,100.0000,40.0000,70.0000,100.0000,142.5544,123.6354,140.5890,126.2563,414668787.8756,220181387.0000
133.8468,133.7802,132.0453,133.5729,-0.8171,-1.5914,-0.7743,8.5693,6.3031,35.5375,40.7196,24.8148,16.1149,-80.7570,-132.4947,90.0000,50.0000,75.0000,95.0000,142.6637,125.0298,140.4788,127.0816,410286789.6308,212856733.0000
134.5934,133.9861,132.8577,134.1185,-0.7315,-1.3016,-0.5700,5.9702,14.2751,30.9491,38.5190,24.0308,15.6588,-108.4929,-165.0539,100.0000,60.0000,80.0000,100.0000,142.6689,126.5179,140.2482,127.7240,411546969.3982,217773209.0000
135.1867,134.3025,134.1387,134.8580,-0.3935,-0.7807,-0.3871,4.3698,30.6769,35.3392,41.3466,22.1406,14.9361,-139.5156,-172.1442,100.0000,70.0000,85.0000,100.0000,141.6894,128.6839,139.7223,128.8826,406883568.3281,212457584.0000
135.6739,134.6136,135.1455,135.4107,-0.0718,-0.3606,-0.2888,32.4853,54.5663,37.4905,42.6846,20.0960,14.1929,-137.5437,-145.4671,100.0000,80.0000,90.0000,100.0000,141.0672,130.2807,139.6182,129.6089,413285858.2811,220723227.0000
136.1340,134.9369,136.1249,135.9025,0.3366,0.0658,-0.2708,55.1758,69.5043,42.8605,45.9123,18.4732,13.6186,-137.7619,-103.4201,0.0000,90.0000,95.0000,50.0000,140.4400,131.8280,139.7295,130.1443,414628330.9007,228809283.0000
135.7615,135.1727,136.7474,136.1739,0.7008,0.3458,-0.3550,76.0379,77.6946,60.5297,54.8318,17.2056,13.1831,138.3760,170.0138,10.0000,100.0000,100.0000,55.0000,141.4103,130.1127,140.0869,130.2584,430066182.2623,249190978.0000
135.0587,135.2117,136.2073,135.8578,0.6323,0.1022,-0.5302,77.2992,81.1900,58.6222,53.7717,16.9073,13.6246,106.7843,120.4730,20.0000,90.0000,0.0000,60.0000,140.5801,129.5374,140.2629,130.1604,426234701.0151,238983444.0000
134.6512,135.3024,135.7089,135.5849,0.5520,-0.1362,-0.6883,79.7468,82.0191,60.7884,54.7722,18.5066,14.0950,104.3090,85.1264,30.0000,100.0000,5.0000,65.0000,139.6918,129.6107,140.6399,129.9648,429168277.6496,234796689.0000
134.1605,135.3041,134.9674,135.2206,0.3270,-0.4992,-0.8263,86.5241,77.5136,56.7248,52.3963,20.2836,14.5902,160.6650,92.9466,40.0000,100.0000,10.0000,70.0000,138.2621,130.0589,140.6466,129.9616,431264220.0003,238853747.0000
133.7504,135.4540,134.4349,134.9950,0.1241,-0.7839,-0.9080,79.7865,70.8944,51.0675,49.2573,21.7001,15.2342,108.6636,17.8465,50.0000,90.0000,0.0000,75.0000,137.2674,130.2333,141.1739,129.7340,430067974.3011,233214303.0000
133.7136,135.7046,134.2476,134.9652,0.0154,-0.9236,-0.9390,66.2301,69.2841,52.7899,50.1281,22.6070,15.3276,169.3277,23.1566,60.0000,100.0000,5.0000,80.0000,137.1732,130.2540,141.7987,129.6104,428223273.5943,236520842.0000
133.3788,135.9066,133.8901,134.8714,-0.2044,-1.1473,-0.9429,66.6667,70.1732,44.5530,45.6619,24.1820,15.5573,60.2604,-35.4939,70.0000,80.0000,10.0000,85.0000,136.5827,130.1749,142.2693,129.5438,429442134.4824,232564890.0000
133.4183,136.1550,134.0822,135.0657,-0.2362,-1.1280,-0.8918,74.9557,63.9590,48.4641,47.7497,24.3120,15.4191,-28.8537,-72.5127,80.0000,0.0000,15.0000,90.0000,136.6135,130.2230,142.4359,129.8741,430983724.0588,228151712.0000
133.5532,136.3978,133.9938,135.1273,-0.4022,-1.2350,-0.8328,68.8973,53.0081,50.8352,49.0064,23.8231,15.1298,120.8751,-24.8438,90.0000,0.0000,20.0000,95.0000,137.0190,130.0874,142.7755,130.0200,432940948.4701,231824631.0000
133.7399,136.4223,133.6948,135.1051,-0.7088,-1.4410,-0.7322,48.0241,48.0459,30.3324,38.7753,25.5560,15.3802,-14.1723,-69.6093,100.0000,10.0000,25.0000,100.0000,137.7315,129.7483,142.7873,130.0573,433344162.1385,235010019.0000
134.5838,136.8337,134.6049,135.6846,-0.5437,-1.0987,-0.5550,42.1030,51.0880,36.4023,42.3625,27.1016,15.5553,-121.4948,-126.6131,100.0000,0.0000,30.0000,100.0000,138.2739,130.8937,142.3944,131.2731,429018058.2179,230204758.0000
135.3646,136.9792,135.1506,136.0567,-0.4862,-0.9053,-0.4191,54.0105,53.0760,43.1922,45.8823,25.3350,14.9992,-92.5291,-129.5471,100.0000,0.0000,35.0000,100.0000,139.8765,130.8526,142.1828,131.7756,428405362.5126,234340454.0000
135.9535,136.9551,135.3229,136.2337,-0.5745,-0.8720,-0.2975,57.1506,44.8469,42.1601,45.4244,23.4326,14.4312,-43.1758,-86.9754,60.0000,10.0000,40.0000,80.0000,141.2621,130.6449,142.2109,131.6992,430142984.0172,239490889.0000
136.4477,137.0629,135.5861,136.4543,-0.6389,-0.7927,-0.1539,48.0669,31.7951,38.4313,43.7497,22.6788,14.2052,-54.4181,-94.0667,70.0000,20.0000,45.0000,85.0000,141.9066,130.9888,142.1696,131.9562,427842726.8961,236070930.0000
137.1575,137.3008,136.1025,136.7903,-0.5966,-0.5908,0.0058,29.3233,18.5408,43.1366,46.2864,22.3230,14.0889,-70.3420,-110.9717,80.0000,0.0000,50.0000,90.0000,142.6210,131.6941,142.1119,132.4897,429163552.5086,232406104.0000
137.6956,137.4984,136.3676,136.9882,-0.6472,-0.4922,0.1550,17.9952,12.7032,32.2574,41.5979,21.9277,13.9665,-96.4767,-134.5198,90.0000,10.0000,55.0000,95.0000,143.2270,132.1642,142.2243,132.7725,431433713.3534,236217098.0000
138.4343,137.7000,137.2251,137.4598,-0.4315,-0.1147,0.3168,8.3041,12.3082,34.5131,42.9497,20.3513,13.5934,-189.1772,-244.2884,100.0000,20.0000,60.0000,100.0000,142.8602,134.0085,141.8684,133.5315,428088139.1512,232178512.0000
138.8918,137.7898,138.0707,137.8850,-0.1486,0.2760,0.4246,11.8103,19.2256,41.4030,46.7676,17.5427,12.9779,-199.3074,-166.6971,100.0000,30.0000,65.0000,30.0000,141.8534,135.9301,141.6516,133.9280,431716681.2559,236567527.0000
139.2423,137.7679,138.5686,138.1013,0.0635,0.5253,0.4618,16.8101,28.7991,46.1353,49.1365,15.9466,12.7984,-90.0829,-12.7660,0.0000,40.0000,70.0000,35.0000,141.3890,137.0956,141.6786,133.8572,436078320.9401,241184898.0000
139.1047,137.7179,138.8715,138.1956,0.2498,0.6957,0.4459,29.0565,39.7529,49.1976,50.6101,16.7941,13.2568,-120.5977,-26.0115,10.0000,50.0000,75.0000,40.0000,141.8490,136.3604,141.6812,133.7546,437130125.4571,237944203.0000
139.0837,137.6421,139.0567,138.2122,0.4349,0.8184,0.3835,40.5306,47.1278,57.0549,54.1679,17.4717,13.6860,-40.5444,30.8165,0.0000,60.0000,80.0000,45.0000,141.8634,136.3040,141.6359,133.6483,438464779.5130,242241138.0000
138.5938,137.4669,138.8565,138.0285,0.4929,0.7676,0.2748,49.6716,55.1106,58.3964,54.7523,19.1447,14.3442,98.3529,136.6870,0.0000,70.0000,85.0000,50.0000,142.1913,134.9964,141.3448,133.5889,441046472.2790,247656396.0000
137.9567,137.2671,138.5437,137.7932,0.5089,0.6605,0.1515,51.1813,65.8291,54.6989,52.8900,18.3105,14.5322,78.0186,124.6127,10.0000,80.0000,90.0000,0.0000,142.3203,133.5932,140.9551,133.5790,445017422.4462,239209102.0000
137.6781,136.8938,138.4243,137.6576,0.6103,0.6346,0.0243,64.4788,75.3901,59.8787,55.2252,17.9162,14.8569,60.8243,100.0447,20.0000,90.0000,95.0000,0.0000,142.0746,133.2815,141.2268,132.5607,445795174.6249,235348623.0000
137.4441,136.4876,137.9940,137.3731,0.5902,0.4620,-0.1283,81.8271,81.0458,59.6904,55.1221,17.8961,15.2973,126.4415,152.6459,30.0000,100.0000,100.0000,5.0000,141.4788,133.4093,140.9652,132.0100,448475160.5928,238962916.0000
137.3012,136.0849,137.4837,137.0660,0.5179,0.2421,-0.2758,79.8643,77.1379,58.7097,54.5627,16.7121,15.5488,161.5473,165.2350,40.0000,100.0000,100.0000,0.0000,141.0109,133.5916,140.5706,131.5992,451306272.5193,243060578.0000
136.9656,135.6012,136.9477,136.7681,0.4034,-0.0019,-0.4053,81.4458,74.7588,53.8349,51.8113,16.0978,15.9925,130.3038,127.1146,50.0000,20.0000,60.0000,5.0000,140.2595,133.6717,140.4133,130.7890,449824603.6479,238004089.0000
136.6878,135.3825,136.7150,136.6390,0.3865,-0.1197,-0.5062,70.1035,65.2276,58.1947,54.0016,16.4292,16.7045,48.5419,75.8781,60.0000,30.0000,65.0000,10.0000,140.0555,133.3201,140.1369,130.6282,446174230.9372,233220842.0000
136.2935,135.1029,136.1328,136.3552,0.1980,-0.4048,-0.6028,72.7270,54.2828,48.3535,48.6053,16.8045,17.4557,75.4654,92.5836,70.0000,40.0000,70.0000,15.0000,139.2240,133.3630,139.5419,130.6640,449181354.6282,239316363.0000
136.3312,134.8303,136.2001,136.4105,0.2464,-0.4059,-0.6523,52.8523,40.1651,54.9948,51.9025,17.7181,18.3685,35.0744,69.0285,80.0000,50.0000,75.0000,20.0000,139.2465,133.4158,139.7055,129.9551,445719977.7606,234708686.0000
136.2006,134.7874,135.8384,136.2613,0.1091,-0.6048,-0.7139,37.2692,34.9781,45.6901,47.1852,19.3673,19.1857,32.1491,70.0083,90.0000,60.0000,0.0000,25.0000,138.9482,133.4530,139.5706,130.0043,447893616.9414,238394422.0000
136.3399,135.0483,136.0116,136.3879,0.1732,-0.5680,-0.7412,30.3737,43.9279,41.0754,45.0296,21.4642,19.9805,-96.8684,-6.2575,100.0000,70.0000,0.0000,30.0000,138.9810,133.6988,140.3977,129.6989,445282954.9622,234723792.0000
136.5774,135.4320,136.4824,136.6505,0.3904,-0.3940,-0.7845,37.2914,56.4105,48.7568,48.9389,21.9460,20.3510,-71.5915,5.8940,0.0000,80.0000,0.0000,35.0000,138.6649,134.4899,141.4538,129.4102,442633277.8994,231462651.0000
136.1094,135.7200,136.5242,136.6880,0.4713,-0.4108,-0.8821,64.1186,61.4772,55.4691,52.0239,22.9981,20.8679,55.0180,43.6401,0.0000,90.0000,0.0000,40.0000,139.7564,132.4625,142.3947,129.0453,444701264.8524,235501990.0000
135.5311,136.0284,136.1916,136.5477,0.3980,-0.6020,-0.9999,67.8217,52.6859,59.0334,53.5877,24.9895,21.8607,115.6624,54.5212,10.0000,100.0000,0.0000,45.0000,139.5931,131.4691,143.6082,128.4485,448366410.6453,239263587.0000
134.8686,136.3485,135.5982,136.3041,0.1765,-0.9229,-1.0994,52.4913,44.1192,51.2511,49.6160,26.6677,23.0010,127.6437,41.4296,0.0000,100.0000,5.0000,50.0000,138.6956,131.0415,144.8630,127.8340,452507766.9571,243456549.0000
134.2367,136.7270,135.3889,136.2793,0.0610,-1.0826,-1.1435,37.7448,48.7121,45.9893,47.1687,29.0681,24.0800,56.1290,-9.8034,10.0000,60.0000,10.0000,55.0000,138.7723,129.7012,145.8902,127.5638,449567849.2401,239879826.0000
134.0773,137.1625,135.4273,136.3911,0.0228,-1.1359,-1.1588,42.1215,62.9253,46.5887,47.4588,30.8191,24.7059,23.4701,-36.6046,20.0000,70.0000,0.0000,60.0000,138.5758,129.5787,146.8124,127.5127,447548761.0603,236670918.0000
133.9124,137.6258,135.4352,136.4963,-0.0409,-1.2054,-1.1645,66.2700,79.0137,49.2767,48.7840,32.1498,25.2194,62.0970,-24.9985,30.0000,80.0000,5.0000,65.0000,138.3262,129.4986,147.7681,127.4835,450173657.7399,240688617.0000
133.3295,137.8778,135.2637,136.5268,-0.2052,-1.3595,-1.1543,80.3845,85.6606,50.2875,49.2901,34.2064,25.9081,79.2659,-27.5993,40.0000,90.0000,10.0000,70.0000,137.9137,128.7452,148.1166,127.6391,453521326.3832,244181311.0000
133.3743,138.0572,134.9840,136.5273,-0.4656,-1.5685,-1.1029,90.3865,85.4146,50.0827,49.1788,35.9223,26.4910,156.5558,-11.4717,50.0000,0.0000,15.0000,75.0000,138.0894,128.6592,148.3204,127.7940,452520741.4586,248449112.0000
133.7566,138.3681,134.6578,136.5352,-0.8188,-1.8053,-0.9866,86.2107,75.5154,49.5921,48.8991,38.7102,27.3411,102.0128,-26.7085,60.0000,0.0000,0.0000,80.0000,139.8320,127.6813,148.7934,127.9428,454781840.1263,244209552.0000
134.2867,138.9285,134.3000,136.5633,-1.2808,-2.0626,-0.7819,79.6467,59.5616,35.0704,41.1131,41.2288,28.0833,8.9158,-58.9260,70.0000,0.0000,5.0000,85.0000,141.8808,126.6925,150.0253,127.8317,452229113.7503,238684473.0000
135.3306,139.6353,134.8967,137.0842,-1.4256,-1.8873,-0.4617,60.6889,41.1372,36.3299,41.9245,42.8353,28.5511,-52.9890,-97.9828,80.0000,0.0000,10.0000,90.0000,143.9671,126.6941,150.5782,128.6923,447326846.5008,233261611.0000
136.5257,140.1847,135.4877,137.5945,-1.5940,-1.6993,-0.1053,38.3493,28.8508,36.3299,41.9245,41.7171,28.3263,-49.3130,-102.7879,90.0000,0.0000,15.0000,95.0000,146.3455,126.7058,150.6809,129.6884,445183172.9965,238116401.0000
137.8284,140.6872,136.2101,138.1584,-1.7279,-1.4347,0.2932,24.3733,25.6094,29.7058,38.3683,40.6480,28.1572,-98.4629,-165.2092,100.0000,10.0000,20.0000,100.0000,148.4503,127.2064,150.5570,130.8174,444913667.1379,232456778.0000
139.2172,141.3244,137.5409,138.9939,-1.5960,-0.8708,0.7252,23.8297,23.7071,35.2782,42.5432,37.9184,27.6056,-109.3078,-190.7458,100.0000,20.0000,25.0000,100.0000,149.1040,129.3305,149.9800,132.6688,439754790.8785,224693175.0000
140.2478,141.7096,138.4119,139.5594,-1.6089,-0.4847,1.1242,28.6254,18.4829,35.4927,42.7012,35.5018,27.3267,-99.1226,-184.9174,90.0000,0.0000,30.0000,95.0000,149.7268,130.7689,149.6127,133.8065,446144060.3635,231292311.0000
141.3392,142.1316,139.4493,140.1716,-1.5236,0.0028,1.5265,18.6663,11.8390,23.9901,36.5058,33.9103,27.5208,-149.5500,-261.3505,100.0000,10.0000,35.0000,100.0000,150.0534,132.6250,149.1387,135.1245,448854602.7742,237361569.0000
142.4261,142.6682,141.4653,141.2026,-0.9396,0.9678,1.9074,8.1571,9.2474,34.9888,45.7009,32.1421,27.7251,-231.0036,-332.9175,100.0000,20.0000,40.0000,100.0000,147.2376,137.6147,147.1986,138.1377,439492714.0714,227537745.0000
142.7402,142.8655,142.4642,141.6481,-0.6283,1.5140,2.1423,8.6937,16.9785,44.1138,51.9304,30.4163,28.0471,-172.0393,-174.9762,100.0000,30.0000,45.0000,100.0000,146.3449,139.1354,146.6720,139.0591,442973353.0171,236138161.0000
142.9796,142.7766,142.9506,141.7926,-0.4467,1.8526,2.2993,10.8913,31.7719,48.5724,54.7006,32.1297,29.2715,-91.6434,-69.3308,20.0000,0.0000,50.0000,0.0000,146.1947,139.7645,146.8915,138.6617,447619081.1300,241312940.0000
143.5704,142.5229,143.2578,141.8162,-0.2848,2.1263,2.4110,31.3506,51.2794,50.2918,55.7627,35.1215,29.8839,-65.4060,-18.5430,30.0000,10.0000,55.0000,0.0000,147.5991,139.5416,147.4502,137.5955,450058400.0315,245735445.0000
143.9399,142.1216,143.5253,141.7911,-0.0871,2.3951,2.4822,53.0738,61.0152,58.4753,60.6794,37.6903,30.3167,-53.7282,19.0668,40.0000,20.0000,60.0000,0.0000,148.0221,139.8578,148.2875,135.9558,450690142.9694,241710340.0000
143.8436,141.5994,143.3780,141.5388,-0.0178,2.4862,2.5040,69.4137,60.1134,63.1360,63.3543,40.1986,30.6741,46.0736,87.8764,50.0000,30.0000,65.0000,0.0000,147.9433,139.7440,148.6784,134.5204,454264042.6911,246506540.0000
143.5461,140.9813,142.9589,141.1467,-0.0517,2.4568,2.5084,60.5580,49.0513,60.0633,61.6308,40.2103,30.2968,48.2200,85.3912,60.0000,40.0000,70.0000,0.0000,147.6221,139.4701,148.7934,133.1692,455414934.4535,249930443.0000
143.4316,140.4101,142.7031,140.8348,-0.0204,2.5009,2.5214,50.3685,37.4268,59.5845,61.3582,40.7024,30.0283,21.1114,68.1807,70.0000,50.0000,75.0000,0.0000,147.5021,139.3610,148.8677,131.9524,452067123.2953,246265947.0000
143.1713,139.8288,142.4310,140.5092,0.0130,2.5395,2.5265,36.2275,31.8529,62.2717,63.0608,41.5593,29.8295,46.9643,78.8536,80.0000,60.0000,80.0000,0.0000,147.4110,138.9317,148.8205,130.8372,454166105.8816,243025770.0000
142.9241,139.1812,141.9364,140.0727,-0.0457,2.4775,2.5232,25.6842,39.6471,53.4278,57.8643,42.5114,29.6201,8.8013,63.4800,90.0000,70.0000,85.0000,0.0000,147.0759,138.7723,148.5467,129.8158,458120326.1905,248533434.0000
142.9102,138.7627,142.0896,139.9491,0.1749,2.7095,2.5346,33.6468,55.1226,49.9049,55.8997,44.7557,29.7308,-77.9663,34.8460,0.0000,80.0000,90.0000,5.0000,147.0852,138.7352,148.4636,129.0617,450742616.9528,241116166.0000
142.9909,138.4217,142.5294,139.9320,0.5911,3.0820,2.4909,59.6101,64.5283,58.9410,62.0932,48.5727,30.1957,-58.1455,45.0429,0.0000,90.0000,95.0000,10.0000,146.9731,139.0087,148.3849,128.4585,450422945.9556,232775659.0000
142.5736,137.9739,142.4981,139.6438,0.9088,3.2520,2.3431,72.1108,63.9428,84.9331,77.3910,52.6710,30.6387,187.1750,130.7846,0.0000,100.0000,100.0000,15.0000,147.3900,137.7572,147.9382,128.0095,460499989.5608,253855189.0000
141.4754,137.2543,141.3919,138.8194,0.8163,2.9323,2.1159,61.8639,64.1715,82.4280,75.3157,49.7026,28.9756,203.2843,135.0195,0.0000,100.0000,100.0000,20.0000,146.3280,136.6227,146.4163,128.0923,464320779.5994,242907156.0000
140.3034,136.6358,140.4236,138.0899,0.7455,2.6573,1.9119,57.8536,73.0401,77.5057,71.7081,46.8382,27.4268,65.7372,95.4962,0.0000,100.0000,100.0000,25.0000,146.0412,134.5655,145.0608,128.2107,458660998.5909,231276617.0000
139.3552,136.1760,139.8010,137.5494,0.7993,2.5248,1.7255,72.7969,84.9153,75.1838,70.1711,44.9816,26.2939,59.0924,100.9530,0.0000,90.0000,95.0000,30.0000,145.9222,132.7882,144.1013,128.2507,462337756.2621,223688415.0000
138.4165,135.8541,139.2483,137.0506,0.8887,2.4144,1.5257,88.4699,92.0825,80.5911,72.8880,43.1898,25.1871,75.6821,125.5739,0.0000,100.0000,100.0000,35.0000,145.6842,131.1489,143.2666,128.4416,466700802.1440,228695669.0000
137.3885,135.4377,138.4224,136.4280,0.8659,2.1694,1.3035,93.4792,94.2185,76.9807,70.2352,40.6534,23.9049,81.5566,141.1144,0.0000,90.0000,95.0000,40.0000,144.7000,130.0771,142.1037,128.7717,466331669.0716,224912055.0000
136.4863,135.0933,137.7774,135.9125,0.9050,1.9920,1.0870,94.2985,93.1192,84.3803,73.8300,38.0846,22.6442,101.9168,176.3956,0.0000,100.0000,100.0000,45.0000,143.8583,129.1143,141.1948,128.9918,462861297.9888,220761219.0000
