SMA-10,SMA-20,EMA-10,EMA-20,MACD_Hist-10,MACD-10,MACD_Signal-10,SlowK,SlowD,RSI-10,RSI-20,ADX-10,ADX-20,CCI-10,CCI-20,Aroon Down-10,Aroon Up-10,Aroon Up-20,Aroon Down-20,Real Upper Band-10,Real Lower Band-10,Real Upper Band-20,Real Lower Band-20,Chaikin A/D,OBV
69.4341,67.7525,68.9831,67.7469,-0.0255,1.6504,1.6759,33.4700,46.2649,53.4998,56.0752,20.2594,13.5303,-99.7795,12.4697,0.0000,30.0000,65.0000,5.0000,71.5340,67.3342,72.3721,63.1328,56843883.6895,90612900.0000
69.2059,67.5041,69.0819,67.6635,0.1212,1.8035,1.6823,45.7073,55.8069,56.6433,57.6270,22.2722,13.9296,-29.7601,43.3669,0.0000,40.0000,70.0000,10.0000,72.0198,66.3921,72.4506,62.5575,49988448.5746,98777100.0000
68.7119,67.2341,69.0708,67.5090,0.2604,1.9124,1.6520,59.6175,62.2813,61.2132,59.8482,23.3553,13.9693,33.0098,71.8560,10.0000,50.0000,75.0000,0.0000,72.8346,64.5893,72.3812,62.0869,48792886.6701,105053800.0000
68.4126,66.8894,68.8711,67.2500,0.3514,1.9382,1.5869,62.0959,67.4850,68.3702,63.1836,23.8062,13.8441,75.0832,101.8179,20.0000,60.0000,80.0000,0.0000,72.5612,64.2640,72.1791,61.5997,51152958.7009,112851000.0000
68.1656,66.4212,68.3589,66.8367,0.3211,1.8201,1.4990,65.1305,76.8288,62.5367,60.0540,23.0740,13.4447,65.2701,91.5469,30.0000,70.0000,85.0000,0.0000,71.9001,64.4311,71.7675,61.0748,48603145.0648,104837300.0000
68.0972,66.0046,68.1298,66.5680,0.4061,1.8248,1.4187,75.2286,84.3387,65.6103,61.4546,22.7741,13.1561,37.4313,74.6855,40.0000,80.0000,90.0000,0.0000,71.7640,64.4305,71.6506,60.3586,43374942.7117,97552100.0000
67.9240,65.4792,67.7377,66.2178,0.4357,1.7529,1.3172,90.1274,84.8384,68.6687,62.8570,23.0592,13.0084,103.4695,115.7597,50.0000,90.0000,95.0000,0.0000,71.3932,64.4548,71.5217,59.4366,50106239.6818,106320500.0000
67.4217,64.9140,67.1457,65.7774,0.3756,1.5839,1.2083,87.6600,74.2861,66.4018,61.5152,21.9722,12.5384,146.1135,135.0420,60.0000,100.0000,100.0000,5.0000,70.7628,64.0805,71.1214,58.7066,44051566.1680,115140300.0000
66.9632,64.4863,66.6036,65.3766,0.3139,1.4284,1.1144,76.7277,58.0204,65.2810,60.8492,20.7645,12.0436,134.1019,130.8592,0.0000,100.0000,100.0000,10.0000,70.2486,63.6779,70.5237,58.4488,36358954.9818,104177400.0000
66.5397,64.1018,66.0309,64.9762,0.2143,1.2502,1.0359,58.4706,47.9306,58.8480,57.1838,19.7217,11.6112,37.3535,87.7092,0.0000,50.0000,75.0000,15.0000,69.6603,63.4191,69.8678,58.3359,30653101.7964,87958400.0000
66.0708,63.8520,65.7992,64.7554,0.2368,1.2192,0.9823,38.8629,48.7464,56.0057,55.6559,20.6864,11.7375,39.4336,92.2144,10.0000,60.0000,80.0000,20.0000,70.0269,62.1148,69.5133,58.1908,22581967.8826,75745500.0000
65.8022,63.6846,65.6974,64.5973,0.3218,1.2450,0.9231,46.4583,63.6516,47.7960,51.4956,21.7584,11.8705,-33.5388,41.8853,20.0000,70.0000,85.0000,25.0000,70.0269,61.5775,69.2486,58.1205,21550603.3163,61191800.0000
65.7562,63.6556,66.0320,64.6400,0.6274,1.4701,0.8427,60.9179,77.5876,61.7829,58.5270,22.6513,12.3108,-10.5622,58.3494,0.0000,80.0000,90.0000,30.0000,70.0593,61.4530,69.2149,58.0964,12227474.0647,50227800.0000
65.3661,63.3772,65.8222,64.3941,0.7667,1.4526,0.6858,83.5786,84.2959,73.8767,63.6597,24.2631,12.9434,96.0526,153.6089,0.0000,90.0000,95.0000,35.0000,69.8593,60.8730,68.7995,57.9550,14407578.6799,65973000.0000
64.6768,62.9771,65.1814,63.9402,0.7387,1.2329,0.4941,88.2661,82.9320,73.8767,63.6597,23.3609,12.5908,114.7604,166.7059,0.0000,100.0000,100.0000,0.0000,69.0214,60.3321,67.9279,58.0262,9597160.7493,54538400.0000
63.9120,62.5420,64.3981,63.4386,0.6251,0.9345,0.3095,81.0429,77.8883,72.5056,62.7320,22.3584,12.2196,174.2311,208.0145,0.0000,100.0000,100.0000,5.0000,67.8207,60.0034,66.8958,58.1882,9756537.4070,66555400.0000
63.0343,62.0791,63.5617,62.9414,0.4424,0.5956,0.1532,79.4870,80.0424,63.7452,57.4538,19.5699,11.4862,181.0457,210.7401,0.0000,100.0000,100.0000,10.0000,66.6635,59.4051,65.8778,58.2804,11920551.6926,75902100.0000
62.4063,61.9256,63.1580,62.6849,0.3951,0.4377,0.0426,73.1349,82.4904,62.2814,56.6647,16.8455,10.8360,96.6778,131.6663,10.0000,100.0000,100.0000,15.0000,66.3551,58.4575,65.4141,58.4371,-486648.3074,63494900.0000
62.0093,61.7473,62.7484,62.4411,0.3244,0.2683,-0.0562,87.5052,88.7509,62.0772,56.5513,15.9400,10.7579,91.7253,130.1081,20.0000,100.0000,100.0000,20.0000,65.6184,58.4002,64.9408,58.5538,8853360.2031,75688800.0000
61.6639,61.6988,62.2602,62.1774,0.1910,0.0537,-0.1373,86.8312,90.0873,51.1633,50.9575,16.2535,10.9907,81.4247,104.9075,30.0000,80.0000,35.0000,25.0000,64.6983,58.6295,64.7215,58.6761,6378535.2029,65789500.0000
61.6332,61.7602,62.2326,62.1556,0.2249,0.0399,-0.1851,91.9163,91.3650,58.1388,54.0179,16.9922,11.3245,118.8245,129.3388,40.0000,90.0000,40.0000,30.0000,64.6440,58.6225,64.8843,58.6361,-1801217.5188,83743800.0000
61.5669,61.7818,61.9352,62.0067,0.1421,-0.0992,-0.2413,91.5145,85.9765,59.1202,54.4381,16.6946,11.4492,138.6794,115.2794,50.0000,100.0000,0.0000,35.0000,64.4297,58.7042,64.9613,58.6024,-13290917.5188,72254100.0000
61.5551,61.9022,61.5360,61.8251,-0.0148,-0.2916,-0.2768,90.6640,70.5258,56.4138,53.0191,16.2681,11.5610,90.3885,51.4497,60.0000,0.0000,0.0000,40.0000,64.3826,58.7276,65.5198,58.2846,-8017311.8271,60460400.0000
61.3883,62.0421,61.1939,61.6935,-0.1930,-0.4661,-0.2731,75.7509,49.3909,50.7650,50.1809,17.5937,12.1176,57.4227,21.1061,70.0000,10.0000,0.0000,45.0000,64.0280,58.7487,66.0280,58.0562,-13243254.4742,69572300.0000
61.2774,62.2127,61.0565,61.6810,-0.3286,-0.5535,-0.2249,45.1624,28.3257,47.0821,48.4144,19.1083,12.7133,11.5622,-21.5594,0.0000,20.0000,0.0000,50.0000,63.9296,58.6252,66.4301,57.9953,-23551013.9597,57743100.0000
61.1720,62.4942,61.0559,61.7464,-0.4376,-0.5803,-0.1427,27.2593,21.8869,37.7724,44.2404,20.8096,13.2210,-61.0126,-83.9449,10.0000,30.0000,0.0000,55.0000,63.9321,58.4120,67.0998,57.8886,-27660028.8527,45919200.0000
61.1239,62.8717,61.4273,61.9951,-0.4022,-0.4355,-0.0333,12.5554,23.9102,36.0424,43.4985,20.5506,13.2839,-117.4569,-129.0208,20.0000,40.0000,0.0000,60.0000,64.0204,58.2273,67.6309,58.1125,-43574828.8527,30004400.0000
61.4448,63.1442,61.9449,62.3000,-0.2825,-0.2153,0.0672,25.8459,36.6232,43.3745,47.5603,19.7965,13.2528,-75.8072,-104.2315,30.0000,50.0000,5.0000,65.0000,64.0711,58.8185,67.6238,58.6646,-33623996.0488,43156200.0000
61.4853,63.2901,62.1480,62.4336,-0.2657,-0.1278,0.1379,33.3292,49.6335,45.3530,48.5873,19.4180,13.3483,3.9299,-61.4268,40.0000,60.0000,10.0000,70.0000,64.0973,58.8733,67.6740,58.9062,-32119077.1302,58342200.0000
61.7337,63.4689,62.2938,62.5327,-0.2655,-0.0612,0.2043,50.6944,64.1598,47.8532,49.8898,21.2405,14.0204,49.1743,-37.3547,50.0000,70.0000,15.0000,75.0000,64.7431,58.7243,67.8365,59.1014,-21563401.3345,73272300.0000
61.8872,63.5257,62.3418,62.5806,-0.3057,-0.0350,0.2707,64.8770,69.9329,51.4711,51.7572,23.4527,14.6759,-4.4184,-68.5303,60.0000,80.0000,20.0000,80.0000,65.1007,58.6737,67.8488,59.2027,-22147253.6159,57880600.0000
61.9967,63.5247,62.2160,62.5462,-0.4327,-0.0856,0.3471,76.9082,64.3347,54.6257,53.3678,25.3373,15.3298,39.0490,-33.5975,70.0000,0.0000,25.0000,85.0000,65.4105,58.5830,67.8483,59.2011,-13735312.8133,71624700.0000
62.2493,63.5451,61.9057,62.4339,-0.6759,-0.2206,0.4553,68.0137,45.7153,45.1615,48.6150,27.6548,15.9602,53.9645,-3.6984,80.0000,0.0000,30.0000,90.0000,66.3985,58.1002,67.8739,59.2162,-1404889.0030,86856400.0000
62.6959,63.7225,62.0163,62.5419,-0.7896,-0.1653,0.6242,48.0822,28.4757,41.6612,46.9740,30.2299,16.6238,-25.4055,-75.6500,90.0000,0.0000,35.0000,95.0000,67.3206,58.0712,67.9767,59.4683,-12606411.5839,65545200.0000
63.1480,63.9046,62.3081,62.7354,-0.8422,-0.0206,0.8216,21.0500,15.5343,38.1429,45.3319,31.6349,17.0965,-107.5233,-175.1593,100.0000,0.0000,40.0000,100.0000,67.7891,58.5069,67.9320,59.8772,-18954399.1812,48122000.0000
63.8164,64.0894,62.8198,63.0228,-0.7966,0.2355,1.0322,16.2948,13.5924,32.3406,42.6669,29.7674,16.9076,-125.1046,-192.3692,100.0000,0.0000,45.0000,100.0000,68.3793,59.2536,67.7020,60.4768,-24374284.8956,60768400.0000
64.6195,64.2598,63.6902,63.4565,-0.5601,0.6713,1.2313,9.2582,11.4793,43.7477,49.7886,28.2996,16.9133,-153.9475,-222.2558,100.0000,0.0000,50.0000,100.0000,68.1509,61.0882,67.1211,61.3985,-31395354.0226,47853100.0000
64.8435,64.2124,63.9973,63.5774,-0.5004,0.8709,1.3713,15.2240,14.7338,38.7688,47.6628,26.7127,16.9341,-133.4309,-138.9474,100.0000,10.0000,55.0000,100.0000,68.0269,61.6601,67.2285,61.1964,-18831951.6879,61362700.0000
65.0949,64.2583,64.5666,63.8028,-0.2945,1.2019,1.4964,9.9557,20.7427,50.4780,53.9857,26.7269,17.5092,-129.3641,-95.4572,100.0000,20.0000,60.0000,0.0000,67.4520,62.7379,67.1284,61.3882,-20478919.6571,73763400.0000
65.2041,64.0564,64.6979,63.7846,-0.2217,1.3483,1.5701,19.0218,35.9264,48.4772,53.1421,27.5334,18.3322,-101.1634,-32.1242,0.0000,30.0000,65.0000,0.0000,67.4418,62.9665,67.4904,60.6225,-11122470.8704,86386100.0000
65.1643,63.8175,64.9391,63.8027,-0.0730,1.5525,1.6255,33.2506,48.6873,50.4529,54.1579,30.0890,18.9770,-118.0603,-17.4127,0.0000,40.0000,70.0000,5.0000,67.5247,62.8039,67.9380,59.6970,-12668542.7394,77893500.0000
65.0527,63.5539,65.1470,63.7816,0.1070,1.7507,1.6438,55.5067,60.4240,63.0993,60.1239,32.9816,19.6428,30.3817,72.5265,10.0000,50.0000,75.0000,10.0000,67.7089,62.3965,68.2304,58.8773,-5286243.7437,86797000.0000
64.8408,63.1394,64.9267,63.5335,0.1439,1.7609,1.6170,57.3047,66.7807,62.0357,59.5988,33.8613,19.6303,37.0986,76.0496,20.0000,60.0000,80.0000,15.0000,67.4545,62.2271,68.2732,58.0055,-805269.8306,93539400.0000
64.7491,62.7680,64.7163,63.2872,0.1942,1.7753,1.5810,68.4605,73.9164,59.4622,58.3229,34.8389,19.6172,66.3991,89.7314,30.0000,70.0000,85.0000,20.0000,67.2743,62.2239,68.1267,57.4092,-9863435.8304,103457100.0000
64.6612,62.4741,64.6034,63.0833,0.3014,1.8339,1.5325,74.5771,73.3261,68.9627,62.5611,34.9738,19.4083,65.3713,89.6549,40.0000,80.0000,90.0000,25.0000,67.1753,62.1472,67.9058,57.0424,-15887563.9887,92691400.0000
64.3623,62.0748,64.1398,62.7037,0.2757,1.7328,1.4571,78.7116,68.9616,70.6560,63.2893,35.1238,19.1885,176.6676,132.8648,0.0000,90.0000,95.0000,30.0000,66.5271,62.1974,67.3810,56.7685,-4521291.4499,106232700.0000
63.9000,61.7493,63.5188,62.2584,0.1655,1.5537,1.3882,66.6895,60.0536,62.5743,58.8422,33.2280,18.5318,183.4023,121.6711,0.0000,100.0000,100.0000,35.0000,65.5937,62.2064,66.6026,56.8959,-11530871.9810,98066900.0000
63.5814,61.5694,63.2902,62.0174,0.1986,1.5455,1.3468,61.4837,52.8358,60.0968,57.6206,31.1216,17.8406,19.5285,69.5652,10.0000,40.0000,70.0000,40.0000,65.7889,61.3738,66.2585,56.8804,-19987262.2565,85011000.0000
63.4217,61.4202,63.1436,61.8140,0.2762,1.5734,1.2972,51.9876,46.6564,67.6303,60.8274,30.8487,17.7324,80.1197,95.5422,0.0000,50.0000,75.0000,45.0000,65.7283,61.1152,65.9850,56.8554,-22335322.8614,96633900.0000
62.9088,61.1901,62.7161,61.4715,0.2441,1.4723,1.2281,45.0361,51.9422,60.1800,57.0627,29.8020,17.4746,60.0457,90.7501,0.0000,60.0000,80.0000,50.0000,65.7441,60.0734,65.4501,56.9301,-18806816.0652,106823700.0000
62.4708,61.0287,62.6054,61.2881,0.3434,1.5106,1.1671,42.9455,64.6071,58.6731,56.3613,29.2848,17.3844,13.9219,62.9770,10.0000,70.0000,85.0000,55.0000,66.1957,58.7458,65.2137,56.8438,-26429789.4545,97959200.0000
62.0550,60.7958,62.5426,61.1197,0.4894,1.5706,1.0813,67.8448,80.6661,66.5318,59.5670,29.8838,17.5947,61.1415,101.1319,20.0000,80.0000,90.0000,60.0000,66.3806,57.7294,65.0587,56.5330,-27847846.5976,107885600.0000
61.4379,60.4928,62.2144,60.8144,0.5504,1.5093,0.9589,83.0311,86.2297,73.9111,62.3576,28.6544,17.4562,87.3763,135.7688,30.0000,90.0000,95.0000,0.0000,66.2046,56.6712,64.6564,56.3293,-21680891.4405,117502600.0000
60.7868,60.0850,61.6051,60.3784,0.4923,1.3137,0.8213,91.1223,86.6861,72.0954,61.2329,26.2683,17.1263,113.7978,178.3367,40.0000,100.0000,100.0000,0.0000,65.2203,56.3533,64.0109,56.1592,-15982090.6586,126736100.0000
60.2870,59.7040,60.9961,59.9608,0.4088,1.1070,0.6982,84.5357,85.3318,70.1172,60.0341,23.6171,16.7789,90.6317,136.0663,50.0000,90.0000,95.0000,5.0000,64.0843,56.4898,63.3727,56.0352,-28327334.2234,113328900.0000
59.7873,59.3278,60.3952,59.5672,0.2969,0.8929,0.5960,84.4002,77.9507,65.3651,57.3388,22.0870,16.8658,114.7199,149.9865,60.0000,100.0000,100.0000,10.0000,62.9122,56.6624,62.8191,55.8364,-33369973.6786,104608100.0000
59.5985,59.0078,59.9693,59.2783,0.2261,0.7480,0.5218,87.0596,68.1850,61.6005,55.3806,20.3869,16.9573,104.3897,113.4481,70.0000,80.0000,90.0000,15.0000,62.2883,56.9087,62.5196,55.4960,-36525277.8055,94767300.0000
59.5575,58.7978,59.6600,59.0591,0.1836,0.6489,0.4653,62.3923,50.7684,68.6058,58.0215,19.6048,17.3768,141.6279,133.2797,80.0000,90.0000,95.0000,20.0000,62.1494,56.9656,62.2228,55.3728,-38192834.5528,105021000.0000
59.4187,58.5701,59.0615,58.7123,-0.0074,0.4120,0.4194,55.1030,43.0582,58.1926,52.8201,18.4201,17.7578,172.1133,152.8774,90.0000,100.0000,100.0000,25.0000,61.4939,57.3434,61.6023,55.5380,-44250782.4614,117371700.0000
59.4714,58.5090,58.8667,58.5833,-0.0717,0.3495,0.4212,34.8099,33.4859,51.5897,50.1385,17.1039,18.1587,-117.4666,-45.4603,100.0000,10.0000,55.0000,30.0000,61.6222,57.3206,61.4771,55.5410,-67554746.7471,92466700.0000
59.5867,58.5441,58.8740,58.5569,-0.0620,0.3771,0.4391,39.2617,29.1679,50.9317,49.8832,17.1571,18.3711,-62.2293,8.8005,80.0000,20.0000,60.0000,35.0000,61.7119,57.4614,61.5430,55.5451,-55676179.6584,106266800.0000
59.5367,58.5729,58.9059,58.5387,-0.0372,0.4175,0.4546,26.3859,22.1876,45.2625,47.7306,18.4746,18.8361,-118.2039,-21.8591,90.0000,30.0000,65.0000,40.0000,61.7613,57.3121,61.5895,55.5563,-59988287.1769,95021500.0000
59.5478,58.5649,59.1409,58.6113,0.0887,0.5526,0.4639,21.8559,22.4441,48.6910,49.0869,18.8617,19.1166,-144.4268,-36.4921,0.0000,40.0000,70.0000,45.0000,61.7395,57.3561,61.5899,55.5399,-65249343.5869,83286700.0000
59.3833,58.5063,59.2954,58.6288,0.2146,0.6563,0.4417,18.3208,28.4754,54.2852,51.1752,19.2802,19.4096,-24.8026,37.2950,0.0000,50.0000,75.0000,0.0000,62.0718,56.6947,61.5833,55.4292,-63327387.8675,92756700.0000
59.1209,58.2696,59.2838,58.5531,0.2992,0.6872,0.3881,27.1555,44.5096,50.6334,49.7215,20.4428,20.2031,-0.5499,42.3346,10.0000,60.0000,80.0000,5.0000,62.2484,55.9934,61.7527,54.7864,-60349587.8671,100413900.0000
58.8682,58.1630,59.4130,58.5374,0.4691,0.7824,0.3133,39.9498,61.9214,62.6431,53.7778,21.7346,21.0384,9.5681,44.5968,20.0000,70.0000,85.0000,10.0000,62.4634,55.2731,61.7164,54.6096,-61830817.2248,92341200.0000
58.4171,58.0554,59.1883,58.3388,0.5213,0.7173,0.1960,66.4236,78.9722,67.0279,55.0861,23.1700,21.9176,60.0312,97.1308,30.0000,80.0000,90.0000,15.0000,62.2431,54.5910,61.4555,54.6554,-56450907.9943,99781500.0000
58.0381,57.9169,58.7966,58.0638,0.5043,0.5700,0.0657,79.3908,86.9189,67.1393,55.1196,22.9175,22.9835,93.8526,136.3905,40.0000,90.0000,95.0000,20.0000,61.5203,54.5558,61.0490,54.7849,-57254441.3274,107013300.0000
57.7215,57.7344,58.3147,57.7584,0.4327,0.3723,-0.0604,91.1024,91.4727,65.2707,54.1656,21.2483,23.8868,142.3290,185.5274,50.0000,100.0000,100.0000,0.0000,60.6061,54.8370,60.5434,54.9254,-55543290.1358,115468400.0000
57.5466,57.3759,57.8367,57.4734,0.3340,0.1655,-0.1686,90.2636,85.9478,63.4796,53.2612,19.3936,24.8377,139.3881,144.4721,60.0000,100.0000,100.0000,5.0000,59.9094,55.1839,60.5105,54.2412,-59555953.5021,105818900.0000
57.5015,57.1541,57.3590,57.2089,0.1999,-0.0522,-0.2521,93.0522,74.3016,55.9894,49.8114,18.9923,25.9692,146.0475,135.2834,70.0000,100.0000,100.0000,10.0000,59.6867,55.3163,60.1428,54.1654,-58383942.0927,114134600.0000
57.6091,56.9712,57.1654,57.1014,0.1516,-0.1505,-0.3021,74.5275,51.8594,54.7005,49.2629,18.6009,27.1456,63.4247,75.3467,80.0000,10.0000,55.0000,15.0000,60.0214,55.1968,60.1176,53.8248,-65043329.1198,106576400.0000
57.5820,56.7734,56.9888,57.0111,0.0938,-0.2462,-0.3399,55.3252,31.6964,48.9371,46.9027,20.1259,27.8890,2.5206,35.3304,90.0000,20.0000,60.0000,20.0000,59.9840,55.1800,60.1364,53.4103,-64243205.1198,99908700.0000
57.6292,56.7428,57.0307,57.0332,0.1167,-0.2467,-0.3634,25.7256,17.6480,48.5490,46.7477,21.6296,28.3896,-71.9631,-29.2164,0.0000,30.0000,65.0000,25.0000,59.9861,55.2724,60.1154,53.3702,-69527325.8749,94134300.0000
57.4182,56.7178,57.0989,57.0658,0.1566,-0.2359,-0.3926,14.0383,17.8538,45.8911,45.6654,21.1581,28.4935,-60.0040,-17.9162,10.0000,40.0000,70.0000,30.0000,60.3654,54.4711,60.0980,53.3377,-72796374.8946,100196900.0000
57.4578,56.6689,57.3040,57.1595,0.2687,-0.1630,-0.4317,13.1800,28.3902,44.6533,45.1561,21.2901,28.7195,-84.8268,-40.1454,20.0000,50.0000,75.0000,35.0000,60.3472,54.5683,60.1069,53.2309,-73565497.2947,97095600.0000
57.6938,56.6974,57.6133,57.2908,0.4583,-0.0407,-0.4989,26.3432,45.9287,49.4785,47.1448,20.7678,28.8302,-78.9621,-18.0987,30.0000,60.0000,80.0000,0.0000,60.4206,54.9670,60.1192,53.2755,-73379712.6790,99510800.0000
57.7958,56.4679,57.7138,57.3044,0.6024,-0.0111,-0.6135,45.6473,64.2540,52.0666,48.1750,20.3243,28.9728,-64.6030,10.7612,40.0000,70.0000,85.0000,0.0000,60.5116,55.0800,60.3224,52.6135,-69241109.6945,105885200.0000
57.7472,56.1025,57.6946,57.2522,0.7258,-0.0383,-0.7641,65.7956,76.0754,55.8382,49.6539,19.9461,29.1456,21.7802,78.1431,0.0000,80.0000,90.0000,5.0000,60.4783,55.0161,60.6974,51.5076,-69716347.0744,112968500.0000
57.2051,55.7697,57.4676,57.0981,0.7798,-0.1657,-0.9455,81.3190,77.6772,59.2938,50.9831,21.2897,29.6542,59.0924,101.3387,10.0000,90.0000,95.0000,10.0000,60.9248,53.4854,60.5207,51.0186,-63021507.0737,126067100.0000
56.8067,55.5670,57.0081,56.8416,0.7311,-0.4094,-1.1405,81.1117,69.0900,58.6497,50.6320,22.7825,30.1896,115.1876,148.5194,20.0000,100.0000,100.0000,15.0000,60.2886,53.3247,59.9929,51.1410,-59530420.1178,134096600.0000
56.3333,55.3480,56.4974,56.5822,0.6322,-0.6910,-1.3232,70.6010,61.4114,54.0273,48.1404,24.9479,30.9681,125.6724,157.0282,30.0000,100.0000,100.0000,20.0000,59.6083,53.0583,59.4324,51.2635,-58719680.3920,142688600.0000
55.9647,55.2192,56.2326,56.4657,0.6054,-0.8758,-1.4813,55.5574,59.1119,52.8046,47.4921,27.6590,31.7125,39.9945,79.6234,40.0000,50.0000,75.0000,25.0000,59.3734,52.5561,59.1602,51.2782,-67717106.5887,131128800.0000
55.8564,55.2234,56.0015,56.3807,0.5761,-1.0566,-1.6326,58.0759,66.3260,44.2926,43.1850,28.0991,31.8869,13.4580,47.2941,50.0000,60.0000,80.0000,30.0000,59.1592,52.5537,59.1732,51.2735,-72716089.6392,122280600.0000
56.0175,55.2560,56.3099,56.5667,0.7755,-1.0012,-1.7767,63.7023,74.2417,50.3048,45.8136,28.0172,31.9528,13.0184,46.6359,60.0000,70.0000,85.0000,35.0000,59.2176,52.8173,59.1959,51.3161,-79949241.2783,111898900.0000
55.8800,55.2293,56.2518,56.5662,0.8553,-1.1152,-1.9705,77.1996,75.0318,56.2779,48.2369,28.8693,32.2027,90.8251,118.5959,70.0000,80.0000,90.0000,40.0000,59.0913,52.6688,59.1403,51.3182,-74867322.8319,122581300.0000
55.7009,55.2050,55.8029,56.3867,0.7666,-1.4177,-2.1843,81.8231,70.0224,56.0286,48.0986,31.1309,32.6958,127.2164,129.7216,0.0000,90.0000,0.0000,45.0000,58.5364,52.8655,59.0455,51.3645,-72017417.7688,114394300.0000
55.1401,55.3497,55.2742,56.1977,0.6019,-1.7740,-2.3760,66.0728,60.5615,53.7459,46.7993,33.8939,33.2569,208.7986,145.3256,0.0000,100.0000,5.0000,50.0000,58.0094,52.2708,59.7981,50.9013,-65496290.4963,123750700.0000
54.4578,55.4611,54.8209,56.0802,0.4118,-2.1147,-2.5265,62.1714,56.6958,40.9715,40.2137,36.9640,33.8475,12.0341,-17.8328,10.0000,30.0000,0.0000,55.0000,58.0808,50.8347,60.2026,50.7196,-71179359.4124,112573100.0000
54.3342,55.8394,55.1600,56.3734,0.5200,-2.1094,-2.6294,53.4402,55.8141,47.6147,43.0558,36.7293,33.6709,-6.4874,-51.9062,20.0000,40.0000,0.0000,60.0000,58.1845,50.4839,61.0166,50.6622,-79094777.8289,101361100.0000
54.3273,56.2683,55.0731,56.4599,0.4576,-2.3018,-2.7594,54.4756,61.7580,44.0741,41.3473,36.8641,33.5644,42.8400,-26.2417,30.0000,50.0000,0.0000,65.0000,58.1690,50.4855,62.5765,49.9601,-74095461.6997,112275100.0000
54.3627,56.8093,55.1844,56.6586,0.4596,-2.4142,-2.8738,59.5265,74.1076,42.0230,40.3587,37.3826,33.5258,13.6721,-51.2870,40.0000,60.0000,5.0000,70.0000,58.2193,50.5060,64.2048,49.4137,-82247239.7540,102517300.0000
54.4737,57.3055,55.4469,56.9381,0.5242,-2.4646,-2.9887,71.2717,83.5211,48.1250,43.0040,37.0677,33.3005,5.0436,-60.2150,50.0000,0.0000,10.0000,75.0000,58.3465,50.6010,65.1967,49.4143,-90781024.2096,93212100.0000
54.5903,57.6324,55.2819,57.0169,0.4041,-2.7156,-3.1198,91.5245,83.7352,48.2250,43.0465,36.9622,33.1170,79.5627,-22.0385,60.0000,10.0000,15.0000,80.0000,58.7242,50.4565,65.8467,49.4182,-81010181.7588,103477100.0000
54.4945,57.9614,55.0724,57.1004,0.2207,-3.0001,-3.2208,87.7670,68.5125,45.1899,41.4167,38.2420,33.2104,63.5970,-33.2713,70.0000,20.0000,20.0000,85.0000,58.5153,50.4738,66.4463,49.4765,-83615715.0917,107385400.0000
54.5785,58.2289,55.0447,57.3007,0.0610,-3.2150,-3.2760,71.9142,46.0061,48.3805,42.8736,39.5789,33.2899,56.2535,-40.5397,80.0000,30.0000,25.0000,90.0000,58.6886,50.4685,66.6857,49.7722,-91234383.0158,99144800.0000
54.7090,58.2135,54.7255,57.3870,-0.2821,-3.5733,-3.2912,45.8563,28.7859,36.0049,36.4061,41.0643,33.3735,6.9855,-63.3025,90.0000,0.0000,30.0000,95.0000,59.1240,50.2941,66.6840,49.7429,-93271080.6234,86625100.0000
55.5593,58.3544,55.2038,57.8937,-0.3600,-3.5807,-3.2207,20.2477,21.6449,27.6911,32.5399,42.5166,33.4132,-129.2241,-136.5310,100.0000,10.0000,35.0000,100.0000,61.1264,49.9923,66.5337,50.1752,-98970997.1258,71601900.0000
56.4645,58.5650,56.2512,58.6730,-0.1953,-3.3260,-3.1307,20.2535,26.7199,30.3657,34.0201,40.3583,32.5979,-171.8850,-156.9159,100.0000,0.0000,40.0000,100.0000,61.3414,51.5876,66.1164,51.0136,-107655323.3295,51797400.0000
57.3446,58.8634,57.1826,59.3691,-0.0304,-3.1123,-3.0819,24.4333,34.3009,37.4715,37.5608,38.1696,31.8032,-116.8921,-116.3104,60.0000,0.0000,45.0000,80.0000,61.8895,52.7997,65.8104,51.9165,-95525872.3141,69432100.0000
58.2093,59.0912,57.5606,59.7783,-0.0684,-3.1427,-3.0743,35.4730,38.3814,35.2589,36.5427,37.0658,31.3274,-83.5546,-98.5011,70.0000,0.0000,50.0000,85.0000,64.0988,52.3198,65.8765,52.3059,-84067683.3199,82038500.0000
59.2559,59.5268,58.1460,60.2891,-0.0220,-3.0792,-3.0572,42.9963,36.6638,35.6420,36.7348,36.2437,30.9238,-117.0816,-128.8133,80.0000,10.0000,55.0000,90.0000,66.0843,52.4274,66.3053,52.7483,-91472985.6098,68987900.0000
60.1373,59.9527,58.8199,60.8339,0.0792,-2.9725,-3.0517,36.6749,25.8256,40.3637,39.0683,34.3215,30.2897,-74.3040,-77.5113,90.0000,20.0000,0.0000,95.0000,66.8746,53.4001,66.6384,53.2671,-83716519.7183,79303200.0000
60.6746,60.2507,59.1453,61.2000,0.0502,-3.0213,-3.0715,30.3201,19.1446,32.9095,35.4375,32.8317,29.7917,-91.7054,-91.2833,100.0000,30.0000,5.0000,100.0000,67.2946,54.0545,66.9778,53.5235,-75075759.0402,91326900.0000
