SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD-10-10,MACD_Signal-10-10,MACD_Hist-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Lower Band-10-10,Real Middle Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
44.7829,44.3612,44.8563,44.4626,0.0952,0.4482,0.3530,89.1770,83.2069,70.2243,61.9266,20.6080,14.0439,130.9028,119.9343,40.0000,100.0000,100.0000,0.0000,45.5512,44.0145,45.8466,42.8758,-39360860.3031,295588750.0000
44.6826,44.1951,44.7252,44.3590,0.0855,0.4147,0.3292,84.1473,79.8460,67.0445,60.1312,19.2345,13.8158,128.1683,101.3386,50.0000,100.0000,100.0000,5.0000,45.3309,44.0342,45.8869,42.5033,-42245869.6047,286727650.0000
44.6348,44.0648,44.6211,44.2712,0.0838,0.3915,0.3078,76.2963,78.8588,64.3596,58.6803,18.4841,13.7776,107.2776,82.3011,60.0000,80.0000,90.0000,10.0000,45.1891,44.0805,45.8289,42.3007,-48741850.6836,277825750.0000
44.6014,43.9744,44.5378,44.1949,0.0896,0.3765,0.2868,79.0943,73.5377,60.6814,56.7737,18.3023,13.9003,54.4499,69.2875,70.0000,90.0000,95.0000,15.0000,45.1023,44.1004,45.7236,42.2252,-52957294.1629,269746150.0000
44.6171,43.8959,44.4922,44.1372,0.1130,0.3774,0.2644,81.1858,59.8505,67.2672,59.5240,18.9894,14.2436,107.7434,89.9794,80.0000,100.0000,100.0000,20.0000,45.1440,44.0902,45.6409,42.1509,-54526771.0852,277397350.0000
44.5720,43.7878,44.3773,44.0454,0.1099,0.3461,0.2362,60.3329,40.5175,66.8521,59.2838,18.5914,14.3617,125.5491,96.9300,0.0000,100.0000,100.0000,25.0000,45.0295,44.1145,45.5113,42.0643,-48556344.2578,287188850.0000
44.4608,43.6643,44.2444,43.9475,0.0958,0.3046,0.2087,38.0329,28.7566,58.1612,54.6276,18.2535,14.5131,-26.1555,57.2348,10.0000,30.0000,65.0000,30.0000,45.0047,43.9170,45.3837,41.9449,-58966384.6826,275984150.0000
44.3489,43.5872,44.2199,43.9047,0.1255,0.3103,0.1848,23.1867,29.6636,58.0524,54.5734,20.0376,15.1997,-9.7768,57.4151,20.0000,40.0000,70.0000,35.0000,45.2664,43.4315,45.3142,41.8602,-69668078.4831,262315650.0000
44.2425,43.5357,44.1916,43.8580,0.1605,0.3138,0.1534,25.0502,42.0818,61.6592,56.1679,20.9868,15.6990,37.0254,87.1852,30.0000,50.0000,75.0000,40.0000,45.3609,43.1241,45.2300,41.8414,-63148248.6960,271070850.0000
44.0979,43.4879,44.1190,43.7886,0.1831,0.2964,0.1133,40.7538,60.9900,57.8919,54.1308,20.4981,15.9083,31.5021,86.2520,0.0000,60.0000,80.0000,45.0000,45.3959,42.7998,45.1215,41.8543,-55327336.3654,281843050.0000
43.9396,43.4613,44.0909,43.7405,0.2301,0.2976,0.0675,60.4415,77.1149,61.8578,55.9208,20.8507,16.3575,46.7753,100.0888,0.0000,70.0000,85.0000,50.0000,45.4889,42.3903,45.0617,41.8609,-61359520.7400,270488350.0000
43.7076,43.4204,44.0127,43.6665,0.2647,0.2747,0.0099,81.7746,86.8310,67.6071,58.4535,20.7833,16.7362,78.4986,135.4205,10.0000,80.0000,90.0000,55.0000,45.5524,41.8629,44.9589,41.8818,-56663772.6393,280000250.0000
43.4947,43.3433,43.8564,43.5561,0.2699,0.2137,-0.0562,89.1287,88.0472,67.0560,58.0929,19.7599,16.9402,114.4965,181.6038,20.0000,90.0000,95.0000,60.0000,45.3160,41.6734,44.7645,41.9221,-52269150.4160,289888150.0000
43.3474,43.2646,43.6774,43.4397,0.2619,0.1382,-0.1237,89.5898,83.7284,71.8710,60.2671,17.7895,16.9854,159.5878,222.1801,30.0000,100.0000,100.0000,65.0000,44.9977,41.6971,44.5532,41.9761,-59716476.7308,279534550.0000
43.1748,43.1788,43.4057,43.2860,0.2048,0.0156,-0.1892,85.4232,76.3355,69.0099,58.1410,15.6002,17.0329,238.2054,267.7917,40.0000,100.0000,100.0000,70.0000,44.4600,41.8895,44.2264,42.1313,-53510057.1425,286298850.0000
43.0035,43.1141,43.1494,43.1520,0.1340,-0.1064,-0.2404,76.1721,69.7122,61.8938,53.2976,13.8836,17.3229,127.0525,87.9730,50.0000,100.0000,100.0000,75.0000,43.9041,42.1029,43.9514,42.2769,-68572257.1425,271236650.0000
42.8677,43.0595,42.9908,43.0771,0.0841,-0.1898,-0.2739,67.4112,58.9798,53.1635,48.1578,13.7645,18.1760,61.5826,11.6213,60.0000,90.0000,35.0000,80.0000,43.6032,42.1323,43.8344,42.2846,-86362330.7281,249309350.0000
42.8254,43.0542,42.9364,43.0604,0.0655,-0.2295,-0.2949,65.5533,44.6123,54.0109,48.5440,14.7464,18.6077,54.1176,-5.4014,70.0000,0.0000,40.0000,85.0000,43.5189,42.1320,43.8257,42.2827,-80409473.5822,270144350.0000
42.8288,43.0506,42.8594,43.0370,0.0296,-0.2816,-0.3113,43.9750,30.9190,50.8911,46.7474,15.8375,19.0622,41.8702,-11.3293,80.0000,0.0000,45.0000,90.0000,43.5316,42.1261,43.8184,42.2827,-85028271.3356,254333850.0000
42.8780,43.0372,42.8122,43.0333,-0.0039,-0.3226,-0.3187,24.3085,32.5559,44.3104,43.0942,16.9866,19.8047,-34.6920,-74.1219,90.0000,0.0000,50.0000,0.0000,43.7002,42.0557,43.8124,42.2620,-82773229.9211,241201550.0000
42.9830,43.0101,42.8455,43.0724,-0.0108,-0.3285,-0.3177,24.4734,45.1872,33.7980,37.7529,18.0074,20.1947,-131.9977,-160.7828,100.0000,10.0000,55.0000,5.0000,43.9277,42.0384,43.8693,42.1509,-94048822.2286,227565950.0000
43.1331,43.0455,43.0059,43.1723,0.0386,-0.2764,-0.3150,48.8857,53.8501,39.5870,40.8915,16.7452,20.0299,-127.1930,-124.1386,100.0000,20.0000,60.0000,10.0000,43.9524,42.3139,43.8086,42.2823,-87807857.3139,241795350.0000
43.1918,43.0573,43.0990,43.2338,0.0716,-0.2531,-0.3247,62.2025,45.8094,49.4525,45.5466,15.7770,19.9679,-15.6184,18.8894,70.0000,30.0000,65.0000,15.0000,43.9259,42.4577,43.7987,42.3160,-76093504.3698,256731150.0000
43.1819,43.0456,43.0793,43.2387,0.0617,-0.2808,-0.3426,50.4622,29.7338,49.1935,45.4125,17.3210,20.5047,17.7942,51.6147,80.0000,40.0000,70.0000,20.0000,43.9186,42.4452,43.7857,42.3055,-67643206.9017,268868850.0000
43.1829,43.0474,43.0582,43.2455,0.0472,-0.3108,-0.3580,24.7636,19.2990,42.8710,42.1632,19.0786,21.1476,-63.3715,-29.2536,90.0000,50.0000,75.0000,25.0000,43.9196,42.4462,43.7890,42.3059,-74897213.1527,255214250.0000
43.2248,43.0643,43.1052,43.2875,0.0587,-0.3111,-0.3698,13.9756,25.8871,35.3259,38.5432,19.9487,21.4762,-150.8420,-101.1803,100.0000,60.0000,80.0000,30.0000,43.9270,42.5225,43.8022,42.3264,-83433186.5718,240866550.0000
43.2512,43.1111,43.2385,43.3698,0.1123,-0.2722,-0.3845,19.1578,45.0708,39.5577,40.7225,19.2082,21.4329,-145.0770,-89.8995,100.0000,70.0000,85.0000,35.0000,43.8562,42.6463,43.8194,42.4028,-90454139.5106,232025350.0000
43.2830,43.1188,43.3332,43.4285,0.1626,-0.2499,-0.4125,44.5278,67.2523,48.0825,44.6679,18.9489,21.5215,-26.1021,26.0409,20.0000,80.0000,90.0000,40.0000,43.8223,42.7436,43.8172,42.4204,-80637940.6573,244053650.0000
43.2723,43.0881,43.3367,43.4402,0.1840,-0.2692,-0.4532,71.5269,76.3820,53.0921,46.7618,20.1789,21.9543,51.3940,91.8724,0.0000,90.0000,95.0000,45.0000,43.8127,42.7319,43.8028,42.3734,-75717977.0204,252598850.0000
43.1964,43.0583,43.2864,43.4272,0.1842,-0.3150,-0.4992,85.7023,72.3062,56.3193,48.0700,21.9496,22.6839,149.6804,179.0270,0.0000,100.0000,100.0000,50.0000,43.7646,42.6283,43.7402,42.3763,-67868672.5270,262168550.0000
43.0371,43.0122,43.1916,43.3971,0.1612,-0.3841,-0.5452,71.9167,64.3595,54.8600,47.2414,22.4374,23.7310,157.1203,199.4647,10.0000,100.0000,100.0000,55.0000,43.7976,42.2766,43.6327,42.3916,-67455872.5249,271387750.0000
42.9578,42.9996,43.0954,43.3732,0.1279,-0.4576,-0.5855,59.2995,63.9002,46.7285,42.8431,23.3015,24.7442,76.8071,93.7915,20.0000,70.0000,0.0000,60.0000,43.6152,42.3004,43.5790,42.4203,-74974297.1828,261408750.0000
42.9228,43.0282,43.0779,43.3942,0.1185,-0.4990,-0.6175,61.8623,68.0145,45.0432,41.9738,25.7044,25.3363,40.4095,24.2139,30.0000,80.0000,0.0000,65.0000,43.5675,42.2781,43.6899,42.3666,-82516007.4372,251266450.0000
42.9093,43.0960,43.0755,43.4263,0.1113,-0.5359,-0.6472,70.5387,70.7317,46.5189,42.6605,27.9937,25.8655,86.9644,58.7566,40.0000,90.0000,0.0000,70.0000,43.5451,42.2735,44.0015,42.1905,-77649422.0698,262351450.0000
42.9120,43.1990,43.0514,43.4518,0.0901,-0.5848,-0.6750,71.6424,72.2972,47.7251,43.2365,30.6679,26.6223,127.9175,51.8208,50.0000,100.0000,0.0000,75.0000,43.5527,42.2713,44.5025,41.8956,-69385682.0712,276124350.0000
42.9039,43.3458,43.0039,43.4715,0.0504,-0.6471,-0.6975,70.0139,69.2643,39.0765,38.4324,33.6393,27.4188,-4.6760,-45.0051,60.0000,0.0000,0.0000,80.0000,43.5282,42.2795,45.1933,41.4983,-75248174.3813,265731750.0000
42.9710,43.5308,43.0558,43.5453,0.0433,-0.6668,-0.7101,75.2354,57.7963,43.8129,40.8150,35.8367,27.7336,20.4626,-35.0422,70.0000,10.0000,0.0000,85.0000,43.6640,42.2779,45.8032,41.2585,-79831251.3048,253815750.0000
42.9547,43.7077,43.0394,43.5891,0.0022,-0.7188,-0.7209,62.5436,37.8541,44.9225,41.3665,38.6647,28.1482,66.6667,-28.0181,80.0000,20.0000,5.0000,90.0000,43.6397,42.2697,46.3486,41.0669,-72624373.0853,264679850.0000
42.9039,43.8575,43.0013,43.6289,-0.0615,-0.7830,-0.7215,35.6097,25.9603,37.8385,37.3445,41.8069,28.5847,-13.4029,-55.1442,90.0000,30.0000,10.0000,95.0000,43.5806,42.2271,46.7008,41.0143,-77254966.1896,253489250.0000
42.9201,44.0317,43.0450,43.7157,-0.1060,-0.8121,-0.7061,15.4089,27.8836,22.7945,29.6245,43.6979,28.6116,-174.5874,-90.9806,100.0000,40.0000,15.0000,100.0000,43.5943,42.2459,47.0188,41.0447,-85069539.8733,242067950.0000
42.9872,44.2314,43.2507,43.8837,-0.0881,-0.7677,-0.6796,26.8625,42.5785,29.4670,33.7289,42.3831,27.8099,-129.7638,-74.6702,40.0000,50.0000,20.0000,70.0000,43.4196,42.5549,47.2142,41.2485,-88780673.2066,253201350.0000
43.0415,44.4022,43.3439,43.9945,-0.1149,-0.7724,-0.6576,41.3794,54.9089,29.2896,33.6457,41.6430,27.1789,-46.2127,-65.3720,50.0000,0.0000,25.0000,75.0000,43.5160,42.5669,47.4356,41.3687,-77362660.4086,266540150.0000
43.1336,44.5754,43.4593,44.1176,-0.1377,-0.7665,-0.6289,59.4937,63.9595,30.6060,34.4256,41.6429,26.7387,-3.9769,-63.6257,60.0000,0.0000,30.0000,80.0000,43.7428,42.5244,47.6242,41.5265,-76154428.0583,280233450.0000
43.2828,44.7238,43.5717,44.2402,-0.1665,-0.7609,-0.5944,63.8537,59.5545,33.3001,36.0116,42.0961,26.3934,-5.9624,-67.7060,70.0000,0.0000,35.0000,85.0000,44.2608,42.3047,47.7311,41.7165,-75344521.2781,270676550.0000
43.4861,44.8411,43.6519,44.3485,-0.2161,-0.7689,-0.5528,68.5310,48.7206,32.7392,35.7155,42.6310,26.0381,-1.8271,-67.1309,80.0000,0.0000,40.0000,90.0000,45.0120,41.9602,47.7855,41.8966,-65692390.7549,281996950.0000
43.7877,44.9322,43.7560,44.4711,-0.2664,-0.7652,-0.4988,46.2787,31.6378,35.2755,37.2724,43.5204,25.7450,-23.1436,-74.4726,90.0000,0.0000,45.0000,95.0000,45.9955,41.5800,47.7770,42.0875,-68276230.1928,274020750.0000
44.0907,45.0105,43.8259,44.5795,-0.3434,-0.7756,-0.4322,31.3521,21.7935,25.7375,32.0919,44.5086,25.4365,-63.4264,-107.1000,100.0000,0.0000,50.0000,100.0000,46.7998,41.3816,47.7718,42.2492,-67221268.9985,262240350.0000
44.4608,45.1329,44.0167,44.7492,-0.3828,-0.7292,-0.3463,17.2825,16.5962,19.8123,28.9878,43.5656,24.5696,-83.0761,-139.2726,100.0000,10.0000,55.0000,100.0000,47.4512,41.4704,47.7333,42.5325,-82125948.0400,240966150.0000
44.8112,45.2796,44.3088,44.9647,-0.3818,-0.6325,-0.2506,16.7459,17.2507,21.3450,30.3038,41.2693,23.3343,-75.7746,-136.2017,60.0000,20.0000,60.0000,80.0000,47.7154,41.9070,47.6345,42.9247,-73385105.3811,254619450.0000
45.1434,45.4335,44.6070,45.1750,-0.3716,-0.5267,-0.1552,15.7603,19.4428,17.5163,28.2406,39.3684,22.2959,-98.0928,-168.8003,70.0000,30.0000,65.0000,85.0000,47.8829,42.4038,47.5543,43.3126,-68348105.3798,264693450.0000
45.4755,45.5978,45.0106,45.4260,-0.3039,-0.3662,-0.0623,19.2460,20.6743,20.4847,31.1369,36.4049,20.9819,-125.6294,-206.6884,80.0000,40.0000,70.0000,90.0000,47.7613,43.1897,47.3518,43.8439,-76590676.8081,254511450.0000
45.7629,45.7334,45.3744,45.6420,-0.2290,-0.2153,0.0137,23.3222,21.0730,22.6988,33.2060,33.1121,19.5988,-141.0808,-206.5370,90.0000,50.0000,75.0000,95.0000,47.5975,43.9283,47.1689,44.2979,-56134225.8995,278449850.0000
46.0171,45.8608,45.7362,45.8415,-0.1284,-0.0575,0.0709,19.4546,25.3612,27.7551,37.6579,30.1232,18.4575,-206.5333,-244.5540,100.0000,60.0000,80.0000,100.0000,47.2785,44.7556,46.9874,44.7343,-43173739.2304,296534250.0000
46.1648,45.9496,46.0232,45.9886,-0.0294,0.0736,0.1030,20.4422,36.4243,36.0303,44.0916,26.8021,17.2562,-221.4117,-168.7842,100.0000,70.0000,85.0000,100.0000,46.8849,45.4448,46.8782,45.0210,-47822146.2073,319377850.0000
46.1960,45.9811,46.1963,46.0669,0.0481,0.1585,0.1104,36.1868,52.2822,53.0358,54.7000,25.4084,16.9804,-114.3771,-57.5177,0.0000,80.0000,90.0000,45.0000,46.7651,45.6270,46.8529,45.1094,-38516759.9826,348866750.0000
46.0767,45.9673,46.1955,46.0529,0.0689,0.1672,0.0984,52.6440,64.9945,60.3024,58.4928,26.6982,17.6698,62.5761,79.7791,0.0000,90.0000,95.0000,50.0000,46.9890,45.1644,46.8335,45.1011,-21717041.8422,371583350.0000
45.9303,45.9449,46.1342,46.0089,0.0672,0.1483,0.0812,68.0158,75.1080,66.2229,61.4263,24.9677,17.2305,85.8876,105.9033,10.0000,100.0000,100.0000,55.0000,46.9989,44.8617,46.7804,45.1093,-12735850.0064,389919950.0000
45.8049,45.9079,46.0156,45.9395,0.0377,0.1020,0.0644,74.3236,80.4748,57.3956,56.5749,23.0449,16.7682,67.1253,65.8299,20.0000,90.0000,30.0000,60.0000,46.7889,44.8210,46.6749,45.1410,-18036200.0047,371609650.0000
45.7480,45.8998,45.9731,45.9114,0.0334,0.0883,0.0549,82.9846,81.7669,59.8811,57.7935,22.8050,16.8204,87.2873,74.9728,30.0000,100.0000,35.0000,65.0000,46.6976,44.7984,46.6573,45.1423,-16432686.1171,383154950.0000
45.7236,45.8900,45.9031,45.8717,0.0147,0.0613,0.0466,84.1162,79.1639,56.1808,55.8355,22.5385,16.8754,86.5566,62.6454,40.0000,80.0000,0.0000,70.0000,46.6279,44.8193,46.6320,45.1480,-20002563.6688,371493350.0000
45.7202,45.9025,45.8567,45.8464,0.0010,0.0439,0.0429,78.1997,69.0061,60.0128,57.7948,23.0802,17.1556,103.5127,73.7582,50.0000,90.0000,5.0000,75.0000,46.6189,44.8215,46.6673,45.1378,-28787059.3236,387035150.0000
45.7039,45.8937,45.7698,45.8042,-0.0354,0.0072,0.0427,75.1758,55.8922,61.1388,58.3786,23.6363,17.4398,93.3766,57.1937,60.0000,0.0000,10.0000,80.0000,46.5691,44.8387,46.6463,45.1411,-32344350.2315,373991750.0000
45.7046,45.8839,45.6546,45.7532,-0.0953,-0.0438,0.0515,53.6427,36.2562,54.1747,54.4439,24.2541,17.7389,20.8004,-23.3914,70.0000,10.0000,0.0000,85.0000,46.5716,44.8376,46.6206,45.1472,-37141864.0756,354501850.0000
45.7344,45.9093,45.5952,45.7355,-0.1464,-0.0711,0.0753,38.8583,22.6750,45.3625,49.9489,26.5871,18.5102,-37.5235,-94.0523,80.0000,20.0000,5.0000,90.0000,46.6486,44.8203,46.6837,45.1350,-31633259.7267,341023350.0000
45.7663,45.9486,45.6039,45.7543,-0.1795,-0.0676,0.1120,16.2676,14.7915,26.2050,41.7601,27.8132,19.1215,-108.6499,-203.1232,90.0000,30.0000,10.0000,95.0000,46.6755,44.8570,46.7271,45.1701,-38063432.3301,328670650.0000
45.8578,46.0113,45.7365,45.8330,-0.1631,-0.0062,0.1568,12.8991,16.2645,26.2050,41.7601,24.6059,18.7975,-164.3282,-284.9690,100.0000,40.0000,15.0000,100.0000,46.6144,45.1012,46.6690,45.3536,-29836208.8010,341385450.0000
45.9595,46.0727,45.8985,45.9199,-0.1254,0.0722,0.1976,15.2079,21.4758,33.1867,46.8886,21.0423,18.4564,-230.7136,-327.9497,100.0000,50.0000,20.0000,100.0000,46.4622,45.4568,46.5478,45.5976,-30728285.7247,332107850.0000
46.0110,46.1093,46.0063,45.9732,-0.0991,0.1298,0.2289,20.6866,29.5757,38.2284,50.1036,17.7902,18.3888,-223.7204,-269.8758,100.0000,60.0000,0.0000,100.0000,46.3622,45.6597,46.4762,45.7423,-22311527.9123,344078350.0000
46.0516,46.1574,46.0882,46.0085,-0.0751,0.1787,0.2537,28.5328,42.4442,50.8755,56.8347,16.5987,19.1358,-66.6667,-106.7289,90.0000,70.0000,5.0000,95.0000,46.2994,45.8039,46.5166,45.7982,-17071527.9145,352593350.0000
46.0564,46.1821,46.0980,46.0048,-0.0755,0.1970,0.2725,39.5078,51.3516,52.1700,57.4457,17.6253,19.7632,-83.7527,-116.4125,100.0000,0.0000,10.0000,100.0000,46.3052,45.8075,46.5734,45.7908,-15898372.3588,347314150.0000
46.0849,46.1991,46.1024,45.9971,-0.0772,0.2142,0.2914,59.2919,51.6525,52.4100,57.5633,18.7659,20.4236,-4.5717,-53.1713,10.0000,10.0000,15.0000,55.0000,46.3948,45.7750,46.6001,45.7980,-13304844.5239,354937550.0000
46.0835,46.1953,46.1063,45.9878,-0.0784,0.2322,0.3107,55.2552,41.5634,60.1285,61.2554,19.4736,20.6360,135.3333,55.3069,20.0000,20.0000,20.0000,0.0000,46.3935,45.7735,46.6019,45.7888,-10940587.1996,361337350.0000
46.0632,46.1879,46.0644,45.9555,-0.0997,0.2305,0.3303,40.4105,34.8649,58.1607,60.3992,18.4871,20.5190,128.0882,40.2594,30.0000,0.0000,25.0000,0.0000,46.3399,45.7864,46.5923,45.7834,-10354953.3975,364109350.0000
46.0842,46.1611,46.0297,45.9276,-0.1226,0.2326,0.3552,29.0244,35.8069,47.3099,56.1289,17.9138,20.5020,-122.6158,-81.8282,40.0000,10.0000,30.0000,5.0000,46.4290,45.7393,46.6206,45.7017,-22543691.4947,344419850.0000
46.1309,46.1460,46.0642,45.9332,-0.1189,0.2670,0.3859,35.1597,41.3702,48.8757,56.9293,19.3279,21.0263,-130.5479,-60.5307,50.0000,20.0000,35.0000,10.0000,46.4763,45.7856,46.6591,45.6328,-16416247.0463,333390450.0000
46.1648,46.1385,46.0957,45.9343,-0.1134,0.3022,0.4156,43.2367,45.7262,52.2082,58.6315,20.8990,21.5781,-76.5970,-12.8161,60.0000,30.0000,40.0000,15.0000,46.4874,45.8423,46.6684,45.6087,-11169491.4915,342244350.0000
46.1859,46.1280,46.1117,45.9249,-0.1115,0.3324,0.4439,45.7142,43.8586,49.3047,57.5049,22.6447,22.1589,-131.9703,-28.5447,70.0000,40.0000,45.0000,0.0000,46.4961,45.8756,46.6746,45.5815,-16966208.1577,329968950.0000
46.2075,46.1146,46.1523,45.9245,-0.0960,0.3758,0.4718,48.2276,38.7232,52.8110,59.3701,23.6289,22.9191,-89.9168,6.3935,80.0000,0.0000,50.0000,0.0000,46.4695,45.9456,46.6925,45.5366,-19887119.0697,342326650.0000
46.2631,46.0791,46.1763,45.9119,-0.0818,0.4140,0.4958,37.6341,31.1635,54.2405,60.1330,25.7233,23.4918,-40.2971,35.7551,90.0000,10.0000,55.0000,5.0000,46.5905,45.9357,46.7494,45.4088,-17426204.2550,351818750.0000
46.3079,46.0414,46.1952,45.8929,-0.0644,0.4519,0.5163,30.3081,33.9620,63.0121,64.6425,28.2188,24.0568,-78.7879,32.2471,100.0000,20.0000,60.0000,0.0000,46.6512,45.9646,46.7857,45.2970,-21716355.9793,344042850.0000
46.3133,45.9917,46.1579,45.8435,-0.0663,0.4660,0.5324,25.5483,42.5033,56.1515,61.7101,30.9917,24.6516,-118.6104,31.6061,10.0000,30.0000,65.0000,0.0000,46.6616,45.9650,46.7751,45.2082,-21437089.3132,324773450.0000
46.3072,45.9431,46.1772,45.8195,-0.0419,0.5070,0.5489,46.0297,54.8983,56.8132,62.0512,32.1485,24.7015,-73.3492,48.5314,0.0000,40.0000,70.0000,0.0000,46.6738,45.9405,46.8161,45.0701,-14128875.0275,335004950.0000
46.3126,45.8531,46.1962,45.7909,-0.0096,0.5499,0.5594,55.9319,56.8544,69.0115,68.0026,33.4338,24.7541,22.6858,72.1731,0.0000,50.0000,75.0000,5.0000,46.6678,45.9574,46.9804,44.7259,-16094262.2977,326689850.0000
46.2380,45.7172,46.1441,45.7235,0.0002,0.5621,0.5618,62.7333,54.6255,67.3722,67.2262,34.0608,24.6441,84.3972,93.4973,10.0000,60.0000,80.0000,0.0000,46.7439,45.7321,47.1479,44.2866,-6657253.6039,338748250.0000
46.1610,45.5736,46.1000,45.6584,0.0167,0.5784,0.5618,51.8979,54.2948,65.8724,66.5136,33.6825,24.3108,62.4018,83.6065,20.0000,70.0000,85.0000,5.0000,46.7977,45.5242,47.2754,43.8718,-12544608.4427,331143750.0000
46.1122,45.4462,46.0642,45.5949,0.0416,0.5992,0.5576,49.2453,63.7881,65.3952,66.2815,33.6133,24.0411,52.0849,79.0022,30.0000,80.0000,90.0000,10.0000,46.7845,45.4400,47.2981,43.5943,-21322038.4449,321391050.0000
46.0702,45.3191,46.0265,45.5277,0.0725,0.6197,0.5472,61.7411,76.8848,63.9195,65.5440,33.6487,23.7836,36.9551,72.5336,0.0000,90.0000,95.0000,15.0000,46.7591,45.3814,47.2828,43.3554,-24024505.1125,313283650.0000
46.0216,45.2011,46.0000,45.4626,0.1168,0.6459,0.5291,80.3780,82.8461,79.6808,73.4048,34.0374,23.5967,79.5924,86.5520,0.0000,100.0000,100.0000,20.0000,46.7498,45.2933,47.2342,43.1680,-24525433.3165,323051750.0000
45.8952,45.0732,45.8666,45.3429,0.1238,0.6237,0.4998,88.5353,77.6648,79.0564,72.9914,34.4693,23.4000,155.7492,108.1303,10.0000,100.0000,100.0000,25.0000,46.6167,45.1736,47.0595,43.0870,-19475086.2218,339707150.0000
45.7748,44.9440,45.7172,45.2169,0.1235,0.5924,0.4689,79.6250,65.2246,77.8303,72.1696,33.2393,22.7939,158.9299,106.4888,0.0000,100.0000,100.0000,30.0000,46.4245,45.1252,46.8672,43.0208,-25294015.3127,328671250.0000
45.6701,44.8216,45.5617,45.0906,0.1184,0.5564,0.4380,64.8342,57.0880,73.1069,69.2019,32.2128,22.2556,146.3783,100.4711,0.0000,90.0000,95.0000,35.0000,46.1983,45.1419,46.6642,42.9790,-37700623.7635,313483850.0000
45.5791,44.7259,45.4620,44.9938,0.1352,0.5436,0.4084,51.2145,56.2842,78.0987,71.6203,32.3682,22.0468,99.9524,94.0509,0.0000,100.0000,100.0000,40.0000,46.1531,45.0051,46.5095,42.9423,-45876085.2972,298300850.0000
45.3937,44.5944,45.3101,44.8726,0.1311,0.5057,0.3746,55.2154,66.4771,72.3139,68.0091,32.5408,21.8271,38.3871,79.6875,10.0000,70.0000,85.0000,45.0000,46.2460,44.5414,46.3268,42.8621,-48428687.6638,282323450.0000
45.1964,44.4810,45.2268,44.7870,0.1550,0.4969,0.3418,62.4226,76.6411,70.5953,67.0292,34.4910,22.0457,46.1461,90.4142,0.0000,80.0000,90.0000,50.0000,46.4877,43.9051,46.2100,42.7520,-49350064.0866,276358750.0000
44.9862,44.3756,45.1502,44.7045,0.1868,0.4899,0.3031,81.7934,86.0954,78.4069,70.6980,35.1088,21.8957,74.8232,124.2270,10.0000,90.0000,95.0000,55.0000,46.6070,43.3655,46.0828,42.6684,-42813168.3084,291330350.0000
44.7801,44.2627,45.0116,44.5919,0.1969,0.4533,0.2564,85.7072,89.0892,80.0003,71.4410,34.5675,21.4484,92.4083,154.1607,20.0000,100.0000,100.0000,0.0000,46.4706,43.0896,45.8814,42.6441,-45493508.3110,275866850.0000
44.5679,44.1408,44.8332,44.4632,0.1887,0.3958,0.2072,90.7857,90.0619,78.4924,70.3046,32.7737,20.7019,94.0180,170.3145,30.0000,100.0000,100.0000,5.0000,46.2182,42.9176,45.6363,42.6453,-36384134.6215,295097750.0000
44.3806,44.0472,44.6497,44.3374,0.1725,0.3325,0.1600,90.7745,87.5568,74.9440,67.7611,31.1684,20.0447,92.6272,179.5893,40.0000,80.0000,90.0000,10.0000,45.9140,42.8473,45.3759,42.7184,-50762954.6218,279962150.0000
44.2513,43.9805,44.4972,44.2322,0.1630,0.2798,0.1169,88.6255,81.5912,74.9440,67.7611,30.2840,19.6391,131.3688,237.8562,50.0000,90.0000,95.0000,15.0000,45.6531,42.8495,45.1704,42.7905,-49553312.5170,291453750.0000
44.1132,43.9226,44.3109,44.1161,0.1323,0.2085,0.0761,83.2704,68.6513,76.0020,68.3112,28.3079,18.9767,219.3867,315.8088,60.0000,100.0000,100.0000,20.0000,45.3187,42.9076,44.9438,42.9013,-43599321.6111,303582250.0000
43.9731,43.8771,44.0756,43.9841,0.0679,0.1110,0.0430,72.8776,54.4969,73.2868,66.2277,26.1122,18.2795,238.8629,241.8289,70.0000,100.0000,100.0000,25.0000,44.8402,43.1060,44.6979,43.0563,-58490467.9532,287081250.0000
43.8727,43.8505,43.8479,43.8667,-0.0138,0.0123,0.0261,49.8059,40.1756,61.5372,58.4399,24.3077,17.7740,63.1493,46.0238,80.0000,100.0000,0.0000,30.0000,44.3305,43.4149,44.5340,43.1670,-64648945.6171,269498350.0000
43.7952,43.8670,43.7493,43.8219,-0.0610,-0.0315,0.0295,40.8071,36.9304,46.3036,50.7000,25.0116,18.0890,-36.2192,-38.3311,90.0000,20.0000,5.0000,35.0000,44.2026,43.3878,44.6060,43.1280,-70775994.0396,253329750.0000
43.7656,43.9121,43.7575,43.8335,-0.0727,-0.0279,0.0447,29.9137,37.5098,36.8861,46.7568,26.3688,18.8297,-112.4056,-103.8390,100.0000,30.0000,0.0000,40.0000,44.2317,43.2995,44.7153,43.1089,-76719989.7824,236896350.0000
