SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD-10-10,MACD_Signal-10-10,MACD_Hist-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Lower Band-10-10,Real Middle Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
131.2071,129.6067,131.7464,130.2941,0.6073,1.5545,0.9472,89.4897,90.9759,71.3626,62.2096,27.8427,11.6897,84.8902,132.2523,20.0000,80.0000,90.0000,0.0000,136.0515,126.3628,134.3790,124.8345,961851131.3315,881694922.0000
130.6077,129.2046,131.3185,129.9386,0.6478,1.4432,0.7954,90.9668,91.2702,73.9826,63.1908,26.9295,11.1770,117.0862,170.6395,30.0000,90.0000,95.0000,0.0000,135.5660,125.6495,133.8937,124.5154,952859688.6796,892338846.0000
130.0197,128.7888,130.7285,129.5139,0.6160,1.2494,0.6334,92.4712,90.1010,74.1926,63.2720,23.8753,10.2764,136.9913,199.2466,40.0000,100.0000,100.0000,0.0000,134.6240,125.4155,133.1779,124.3996,950822387.0129,886226941.0000
129.4794,128.3282,130.0017,129.0417,0.5018,0.9812,0.4794,90.3727,89.0781,68.9044,60.0229,20.4816,9.3284,117.1011,176.2141,50.0000,100.0000,100.0000,0.0000,133.2883,125.6705,132.3517,124.3047,946442975.3277,876991152.0000
129.0473,128.0252,129.4958,128.7010,0.4459,0.7999,0.3540,87.4591,82.5271,67.1697,59.0365,17.8019,8.6706,125.9328,172.8479,0.0000,100.0000,100.0000,5.0000,132.4463,125.6484,131.7117,124.3387,942866332.6200,870567085.0000
128.5776,127.7420,128.9869,128.3763,0.3644,0.6069,0.2425,89.4026,70.1921,62.9783,56.7507,15.1865,8.0817,138.5328,166.5911,0.0000,90.0000,95.0000,10.0000,131.6117,125.5434,131.0835,124.4004,937948344.0124,862972640.0000
128.2180,127.5172,128.6119,128.1344,0.3136,0.4650,0.1514,70.7197,51.6561,66.2900,58.0896,13.1640,7.7018,175.6377,173.6316,10.0000,100.0000,100.0000,15.0000,131.0162,125.4198,130.6370,124.3975,936677068.6585,868163681.0000
127.8565,127.2263,128.0463,127.8162,0.1549,0.2279,0.0730,50.4539,43.8118,63.8247,56.6918,10.9167,7.3019,198.1577,151.3605,20.0000,100.0000,100.0000,20.0000,129.8648,125.8481,129.9999,124.4526,932659820.0646,877455485.0000
127.6661,127.1982,127.5096,127.5378,-0.0414,-0.0071,0.0343,33.7947,51.0675,46.0061,48.5125,8.9659,7.0292,-63.4063,18.5653,30.0000,60.0000,0.0000,25.0000,128.8368,126.4954,129.8492,124.5473,922314999.0237,866960376.0000
127.8091,127.4945,127.6290,127.5973,0.0036,0.0482,0.0446,47.1868,64.2440,46.7524,48.8280,9.1569,7.1899,-34.5326,18.0014,40.0000,0.0000,5.0000,30.0000,128.9550,126.6633,131.1225,123.8666,920863085.8739,871177838.0000
128.0063,127.7410,127.7471,127.6499,0.0617,0.1054,0.0437,72.2210,69.6345,50.1306,50.2611,10.1712,7.5085,-10.6475,20.6241,0.0000,10.0000,10.0000,35.0000,129.2675,126.7452,131.8637,123.6183,918325433.4499,877099027.0000
127.8014,127.8454,127.7625,127.6470,0.0895,0.1178,0.0283,73.3242,57.8370,52.5812,51.2860,10.8869,7.8869,47.2023,33.9765,0.0000,20.0000,15.0000,40.0000,129.7095,125.8933,132.0611,123.6297,920328964.3623,882327754.0000
127.5578,127.7893,127.6890,127.6000,0.0836,0.0895,0.0059,63.3582,43.5486,55.5359,52.5161,11.2645,8.2076,84.6568,52.3932,0.0000,30.0000,20.0000,45.0000,129.8399,125.2757,132.0201,123.5585,919925186.7149,886695894.0000
127.1770,127.7690,127.4874,127.4952,0.0160,0.0010,-0.0150,36.8286,34.2523,52.4859,51.1019,11.6840,8.5452,57.1842,26.0337,0.0000,40.0000,25.0000,50.0000,129.8726,124.4813,131.9880,123.5500,915115608.5936,881692966.0000
127.0030,127.6598,127.3828,127.4464,-0.0280,-0.0470,-0.0190,30.4589,40.1130,48.1184,49.1395,12.8352,8.9393,20.3848,-5.0473,10.0000,50.0000,30.0000,55.0000,129.6991,124.3068,131.9658,123.3538,917387925.9458,875819240.0000
126.9063,127.6487,127.4483,127.4842,-0.0071,-0.0191,-0.0120,35.4693,54.4427,48.0707,49.1179,13.4318,9.1464,15.1238,-10.2528,20.0000,60.0000,35.0000,60.0000,129.6522,124.1605,131.9617,123.3357,915122207.2444,870369268.0000
126.8164,127.7352,127.5306,127.5269,0.0281,0.0179,-0.0102,54.4108,68.6384,50.0604,50.0859,14.0840,9.3620,32.3398,-4.2823,30.0000,70.0000,40.0000,65.0000,129.5926,124.0403,132.0683,123.4020,916204813.8343,864118088.0000
126.5961,127.8256,127.5279,127.5253,0.0348,0.0175,-0.0172,73.4480,75.7097,54.5017,52.2245,15.1580,9.6706,93.8666,27.8009,40.0000,0.0000,45.0000,70.0000,129.4554,123.7367,132.2139,123.4372,921420005.6262,870257491.0000
126.7304,127.8604,127.2992,127.4166,-0.0606,-0.0865,-0.0259,78.0564,71.9363,53.9413,51.9274,16.4296,10.1536,131.8576,29.9503,50.0000,0.0000,50.0000,75.0000,130.0370,123.4238,132.2823,123.4385,926603221.4661,875798170.0000
127.1799,127.8376,127.0540,127.3128,-0.1916,-0.2024,-0.0108,75.6247,61.0132,56.6495,53.2852,17.9687,10.6825,96.7126,58.7542,60.0000,10.0000,55.0000,80.0000,132.1012,122.2586,132.2528,123.4225,925223576.5714,883484763.0000
127.4757,127.8942,126.6061,127.1279,-0.4522,-0.4151,0.0371,62.1280,46.2872,43.4709,46.4179,19.0055,11.0873,-35.1634,-61.9205,70.0000,20.0000,60.0000,85.0000,133.1184,121.8330,132.3991,123.3893,922977538.3736,873858885.0000
127.8894,127.9343,126.8233,127.2858,-0.4805,-0.3303,0.1502,45.2870,32.7595,43.5713,46.4726,19.1242,11.1005,-40.7520,-64.6089,80.0000,30.0000,65.0000,90.0000,133.5363,122.2424,132.3716,123.4970,923892470.6908,878307349.0000
128.0208,127.9478,127.0824,127.4572,-0.4905,-0.2202,0.2703,31.4467,23.9918,39.8161,44.6127,19.2562,11.1145,-74.0947,-100.6436,90.0000,40.0000,70.0000,95.0000,133.5129,122.5287,132.3588,123.5369,924685346.8266,870431446.0000
128.3611,127.9623,127.5923,127.7382,-0.3807,0.0122,0.3929,21.5449,16.8120,44.1661,47.1734,18.5728,10.9330,-93.9387,-107.4746,100.0000,50.0000,75.0000,100.0000,133.4138,123.3084,132.3334,123.5913,923559899.4371,863484719.0000
128.3166,127.9976,127.8977,127.8982,-0.3252,0.1629,0.4881,18.9837,19.6896,43.7926,46.9780,17.8135,10.7420,-47.7306,-48.5990,80.0000,60.0000,80.0000,10.0000,133.4511,123.1821,132.3229,123.6723,928114092.9353,875629235.0000
128.3910,128.0503,128.2925,128.0852,-0.2067,0.3627,0.5694,9.9073,31.5273,43.9514,47.0772,18.6590,11.0412,-63.5407,-72.6336,90.0000,70.0000,85.0000,15.0000,133.4165,123.3655,132.3081,123.7925,926922373.7878,868907939.0000
128.6539,128.1586,128.7620,128.2858,-0.0145,0.6066,0.6211,30.1779,54.7675,41.1685,45.4912,19.5983,11.3561,-109.6103,-119.8876,100.0000,80.0000,90.0000,20.0000,133.4594,123.8485,132.3298,123.9873,927638231.3224,861282500.0000
129.0551,128.2736,129.5228,128.5960,0.3699,0.9946,0.6247,54.4968,67.3712,54.3430,53.8014,20.0198,11.5201,-78.3760,-65.9700,100.0000,90.0000,95.0000,25.0000,133.3266,124.7836,132.2497,124.2974,931367489.9216,847176174.0000
128.9903,128.1581,129.4388,128.4587,0.4788,1.0110,0.5322,79.6277,68.6306,67.0206,60.7225,20.8139,11.7972,157.2239,217.2617,40.0000,100.0000,100.0000,30.0000,133.2281,124.7526,132.0721,124.2440,957234337.9216,873043022.0000
128.4954,127.8536,128.6702,127.9915,0.2995,0.7120,0.4125,67.9890,54.2681,64.8798,59.2776,18.3889,11.0560,159.0189,204.6435,50.0000,100.0000,100.0000,35.0000,131.8580,125.1328,131.1432,124.5639,960978760.5273,864430850.0000
128.3127,127.5622,127.9242,127.5666,0.0710,0.4086,0.3376,58.2750,40.0957,58.5897,55.2078,16.1368,10.4252,84.4129,121.1428,60.0000,10.0000,55.0000,40.0000,131.0232,125.6022,130.3091,124.8152,961202118.2170,851967491.0000
127.9793,127.3809,127.5150,127.3352,-0.0741,0.2458,0.3199,36.5403,27.6057,48.2968,49.2578,14.9566,10.1841,-30.6746,1.6279,70.0000,20.0000,60.0000,45.0000,130.7132,125.2453,129.9977,124.7642,964332162.1990,841923320.0000
127.8749,127.3514,127.6357,127.3734,-0.0197,0.3188,0.3384,25.4717,28.8689,53.5163,52.1257,15.8820,10.5549,19.7293,48.1707,0.0000,30.0000,65.0000,50.0000,130.8258,124.9239,129.9991,124.7038,966448159.4325,847773430.0000
127.5636,127.3007,127.5125,127.2874,-0.0600,0.2833,0.3433,20.8051,41.4379,42.4004,46.2242,16.4902,10.8437,-71.6027,-86.9269,10.0000,40.0000,70.0000,55.0000,130.9416,124.1856,129.9209,124.6805,969562647.8675,840586149.0000
127.6786,127.3804,127.8990,127.4468,0.1216,0.4799,0.3584,40.3298,57.4631,46.9696,48.8077,16.9993,11.0570,-55.1904,-72.4589,20.0000,50.0000,75.0000,60.0000,130.8786,124.4787,129.9052,124.8557,971789000.6399,845851650.0000
127.7096,127.3819,128.1286,127.5080,0.2848,0.6127,0.3280,63.1788,66.7009,56.7621,53.8982,17.5651,11.2816,57.2848,90.8662,30.0000,60.0000,80.0000,0.0000,130.8834,124.5358,129.9055,124.8583,975614294.0212,853703568.0000
127.6632,127.2026,127.9775,127.3711,0.3187,0.5755,0.2568,68.8807,66.7448,59.8931,55.4283,17.7541,11.4742,102.2911,154.0741,40.0000,70.0000,85.0000,5.0000,130.7845,124.5418,129.8036,124.6016,980392153.5315,861607130.0000
127.4921,126.9290,127.6725,127.1628,0.2874,0.4645,0.1771,68.0431,63.5496,59.5344,55.2126,17.1118,11.4887,114.3491,156.6055,50.0000,80.0000,90.0000,10.0000,130.4055,124.5787,129.7135,124.1446,979227165.4603,867043741.0000
127.3258,126.7120,127.3212,126.9427,0.2206,0.3259,0.1052,63.3105,56.7447,54.6006,52.2490,16.4768,11.5267,32.1210,68.0193,60.0000,90.0000,95.0000,15.0000,129.9980,124.6537,129.4134,124.0107,972339653.2121,859804526.0000
127.2118,126.5927,127.1818,126.8369,0.2270,0.2771,0.0501,59.2951,45.9292,67.3574,58.6076,16.8571,11.8802,129.5005,167.8870,70.0000,100.0000,100.0000,20.0000,129.8652,124.5583,129.2759,123.9095,972339653.2121,867154531.0000
126.8116,126.3457,126.5110,126.4828,-0.0119,-0.0185,-0.0067,47.6285,36.8502,49.6287,48.6755,15.8504,11.9200,-9.2308,24.3602,80.0000,50.0000,75.0000,25.0000,128.6110,125.0122,128.5152,124.1762,979009238.8650,855065907.0000
126.7826,126.2577,126.5289,126.4883,-0.0081,-0.0118,-0.0037,30.8640,35.8822,46.1169,47.0667,16.4357,12.0746,-52.5952,-12.7514,90.0000,60.0000,80.0000,30.0000,128.6147,124.9506,128.5458,123.9697,983421976.0262,847362315.0000
126.8280,126.2007,126.6624,126.5473,0.0499,0.0482,-0.0017,32.0580,48.6421,39.7156,44.2575,16.3139,12.0681,-157.1196,-89.7820,100.0000,70.0000,85.0000,35.0000,128.5944,125.0616,128.5740,123.8274,986194827.2782,840536835.0000
127.0378,126.1910,127.0146,126.7020,0.2249,0.2107,-0.0141,44.7247,65.6117,51.7174,49.6955,14.7964,11.7673,-107.3057,-17.3952,100.0000,80.0000,90.0000,40.0000,128.3669,125.7086,128.5841,123.7980,983747715.5344,846543382.0000
127.0822,126.0731,127.0347,126.6786,0.2975,0.2271,-0.0704,69.1436,75.9613,53.7058,50.4979,14.4189,11.7838,27.4475,75.6569,50.0000,90.0000,95.0000,45.0000,128.4229,125.7416,128.5414,123.6049,987600607.5332,854249166.0000
127.0542,126.1132,127.0036,126.6264,0.3638,0.2191,-0.1447,82.9668,74.1707,64.0140,54.3798,15.0067,12.3653,141.5059,135.5957,0.0000,100.0000,100.0000,50.0000,128.3976,125.7108,128.6761,123.5504,986988138.9978,858808654.0000
126.7420,125.8861,126.7055,126.4455,0.3222,0.0866,-0.2357,75.7735,60.3061,59.8273,52.2772,13.4922,12.6029,114.9038,122.3232,10.0000,100.0000,10.0000,0.0000,128.1880,125.2960,128.4227,123.3494,992039531.7501,865940032.0000
126.3660,125.8011,126.4981,126.3199,0.3043,-0.0120,-0.3162,63.7719,50.0905,59.5371,52.1337,12.7477,13.0770,113.9163,131.2168,20.0000,100.0000,15.0000,5.0000,128.4831,124.2489,128.2077,123.3945,988773216.7410,860519339.0000
126.0983,125.7603,126.2553,126.1861,0.2597,-0.1327,-0.3923,41.3728,46.9035,54.7739,49.8103,11.9857,13.5913,44.8867,69.5179,30.0000,50.0000,20.0000,10.0000,128.2053,123.9912,128.0698,123.4508,981540876.0798,848274485.0000
125.9736,125.7720,126.1325,126.1207,0.2522,-0.2050,-0.4572,45.1267,57.1150,50.7124,47.9432,12.2108,14.2331,31.1651,47.5502,40.0000,60.0000,25.0000,15.0000,128.0452,123.9019,128.1050,123.4390,982416752.8840,853131620.0000
125.8798,125.8262,126.1178,126.1124,0.2878,-0.2324,-0.5203,54.2110,70.3909,50.3301,47.7674,13.3784,14.7097,27.1673,35.8401,50.0000,70.0000,30.0000,20.0000,127.9868,123.7728,128.2450,123.4073,978716362.0975,848681150.0000
125.7329,125.8790,126.1127,126.1095,0.3341,-0.2581,-0.5922,72.0074,81.5722,51.8380,48.4146,14.1651,15.3058,42.9820,35.5944,60.0000,80.0000,35.0000,25.0000,127.9487,123.5171,128.3680,123.3899,979688067.0385,843678669.0000
125.5734,125.8765,126.0528,126.0807,0.3640,-0.3117,-0.6758,84.9545,79.6606,56.8676,50.5486,14.7101,15.9949,117.5217,84.8611,70.0000,90.0000,40.0000,30.0000,127.8087,123.3381,128.3636,123.3894,983280805.7716,848780358.0000
125.3443,125.8056,125.8034,125.9655,0.3104,-0.4564,-0.7668,87.7547,65.8239,58.1052,51.0702,14.3764,16.7778,170.7403,94.4079,80.0000,100.0000,45.0000,35.0000,127.3319,123.3567,128.2203,123.3908,983180747.8696,843410584.0000
125.0640,125.7955,125.4556,125.8179,0.1903,-0.6540,-0.8443,66.2727,47.3688,55.9935,49.8662,13.8594,17.5745,248.8335,85.0228,90.0000,0.0000,0.0000,40.0000,126.5608,123.5672,128.1857,123.4053,986158631.9910,848660256.0000
125.1723,125.8840,125.1358,125.7045,0.0434,-0.8485,-0.8919,43.4445,43.0382,47.6014,45.3561,13.7514,18.4583,-8.1301,-44.8288,100.0000,10.0000,5.0000,45.0000,127.2333,123.1112,128.5459,123.2220,980577488.0915,842458985.0000
125.0302,125.9889,125.1166,125.7552,-0.0114,-0.9142,-0.9028,32.3894,46.8728,39.2197,41.3271,15.0608,18.9108,-140.0910,-119.0725,0.0000,20.0000,10.0000,50.0000,127.2477,122.8126,128.7032,123.2746,972338011.0915,834219508.0000
125.2362,126.1639,125.3916,125.9527,0.0520,-0.8479,-0.8999,53.2809,51.3902,44.1078,43.6824,14.6311,18.9602,0.8695,-60.2914,10.0000,30.0000,15.0000,55.0000,127.3688,123.1035,128.7602,123.5676,976498066.4662,841903375.0000
125.4223,126.2483,125.4979,126.0622,0.0566,-0.8563,-0.9129,54.9483,44.4370,47.4398,45.2153,15.8618,19.3607,20.9819,-42.1272,20.0000,40.0000,20.0000,60.0000,127.7275,123.1171,128.7855,123.7110,981625074.6669,848661704.0000
125.5704,126.2504,125.4839,126.1149,0.0066,-0.9205,-0.9271,45.9414,37.5710,45.7327,44.3571,17.5343,19.8410,-1.0500,-46.5450,30.0000,50.0000,25.0000,65.0000,128.0742,123.0667,128.7854,123.7154,984764557.4936,853415778.0000
125.7726,126.2824,125.5334,126.2048,-0.0298,-0.9585,-0.9288,32.4212,36.5471,42.4208,42.6783,19.0094,20.2555,-34.5778,-76.1835,40.0000,60.0000,30.0000,70.0000,128.4632,123.0820,128.7826,123.7822,984605378.5852,848608575.0000
126.0250,126.3554,125.7249,126.3662,-0.0117,-0.9331,-0.9213,34.3502,39.6194,42.8842,42.9203,19.9009,20.5137,-47.2212,-85.1847,50.0000,70.0000,35.0000,75.0000,128.7287,123.3213,128.7460,123.9647,980759727.6282,842898366.0000
126.1795,126.4230,125.9332,126.5324,0.0196,-0.8988,-0.9184,42.8698,38.8011,43.2384,43.1139,20.9962,20.8088,-72.5373,-114.9632,60.0000,80.0000,40.0000,80.0000,128.7563,123.6027,128.7066,124.1395,980759727.6230,835527285.0000
126.2668,126.4508,126.1664,126.7059,0.0714,-0.8519,-0.9233,41.6380,33.0626,41.8109,42.2982,22.2131,21.1193,-83.7142,-118.0887,70.0000,90.0000,45.0000,85.0000,128.7183,123.8153,128.6714,124.2302,979478060.6010,842277398.0000
126.5270,126.5550,126.5222,126.9312,0.1940,-0.7471,-0.9411,31.8954,31.9088,55.1683,49.5128,23.2426,21.3598,42.2288,35.1633,80.0000,0.0000,50.0000,90.0000,128.7418,124.3123,128.6006,124.5095,971618074.2127,852155489.0000
126.5957,126.5121,126.1988,126.8211,0.0397,-0.9499,-0.9896,25.6543,37.1959,30.8288,37.0248,25.5511,22.0261,-154.6871,-187.3136,90.0000,10.0000,55.0000,95.0000,129.0189,124.1725,128.4707,124.5535,985198272.3374,831968708.0000
126.9476,126.7174,126.7315,127.1389,0.2297,-0.7698,-0.9995,38.1768,47.3453,41.1123,42.0876,23.3410,21.4312,-215.9597,-201.4557,100.0000,20.0000,60.0000,100.0000,128.5173,125.3779,128.3257,125.1090,979725311.8632,823052087.0000
127.0915,126.7193,126.9076,127.2652,0.3106,-0.7464,-1.0570,47.7566,50.7253,46.5721,44.3366,20.8853,20.8050,-23.5988,17.4992,50.0000,30.0000,65.0000,45.0000,128.5228,125.6603,128.3240,125.1145,990874034.9361,838766840.0000
127.0743,126.6905,126.9373,127.3169,0.3440,-0.7906,-1.1346,56.1024,49.4685,48.4352,45.0731,21.2176,20.8770,-0.0000,39.1214,0.0000,40.0000,70.0000,50.0000,128.5245,125.6240,128.3109,125.0701,992989291.4174,845980407.0000
126.9304,126.5648,126.9139,127.3458,0.3578,-0.8629,-1.2206,48.3168,38.9207,50.0439,45.7172,21.6437,20.9643,-15.6166,14.2567,10.0000,50.0000,75.0000,0.0000,128.6290,125.2317,128.4282,124.7014,993875702.8291,839066398.0000
126.7922,126.4108,126.8320,127.3525,0.3431,-0.9670,-1.3101,43.9863,35.9670,49.5005,45.4506,22.1171,21.0561,72.5677,100.2502,20.0000,60.0000,80.0000,0.0000,128.5764,125.0080,128.5061,124.3155,1000248371.3405,846368414.0000
126.6857,126.2947,126.7510,127.3689,0.3188,-1.0771,-1.3958,24.4592,40.5945,44.0196,42.7809,24.1035,21.4551,5.7223,32.9077,30.0000,70.0000,85.0000,5.0000,128.4878,124.8836,128.4593,124.1302,999521197.4183,841410410.0000
126.6665,126.3293,126.8440,127.4780,0.3616,-1.1139,-1.4755,39.4555,60.7278,40.1201,40.9507,25.0983,21.5956,-66.8038,-39.2399,40.0000,80.0000,90.0000,10.0000,128.4872,124.8458,128.5170,124.1415,997057188.3584,835551544.0000
126.6348,126.3983,127.0856,127.6592,0.4797,-1.0862,-1.5659,57.8689,76.3429,47.4005,44.2447,25.3463,21.5526,-7.5891,8.9312,50.0000,90.0000,95.0000,15.0000,128.5273,124.7424,128.5967,124.2000,994029204.2934,828300319.0000
126.5830,126.4482,127.0674,127.7109,0.5072,-1.1786,-1.6859,84.8591,83.5699,57.3383,48.1493,26.4535,21.6888,167.0871,159.3694,60.0000,100.0000,100.0000,20.0000,128.4424,124.7236,128.7567,124.1398,1000930989.7738,836036739.0000
126.4286,126.4353,126.7126,127.6106,0.3809,-1.4318,-1.8127,86.3008,78.9799,48.6414,43.9306,28.9595,22.2525,99.4783,78.1810,70.0000,0.0000,0.0000,25.0000,127.7494,125.1077,128.6963,124.1743,999133200.2981,830934904.0000
126.4871,126.6109,126.5774,127.6411,0.3105,-1.5974,-1.9079,79.5499,67.2679,49.0269,44.0767,30.6737,22.4056,97.5422,57.4922,80.0000,10.0000,0.0000,30.0000,127.9989,124.9752,129.5603,123.6614,999646525.1187,836502504.0000
126.3470,126.9639,126.3994,127.6688,0.1942,-1.7913,-1.9855,71.0891,56.2729,43.5955,41.5868,32.5785,22.5668,51.6926,2.3594,90.0000,20.0000,0.0000,35.0000,127.7588,124.9352,131.4741,122.4537,999371388.2329,831825177.0000
126.3067,127.4082,126.3546,127.7811,0.1003,-1.9337,-2.0340,51.1647,44.8471,35.6754,38.2324,33.5229,22.4791,-128.2700,-69.1270,100.0000,30.0000,0.0000,40.0000,127.7102,124.9032,133.2435,121.5728,995762417.9199,826564644.0000
126.1992,127.9397,126.5215,128.0104,0.0734,-1.9857,-2.0591,46.5648,38.0699,37.0718,38.8644,32.9143,22.0427,-25.5118,-48.9178,0.0000,40.0000,0.0000,45.0000,127.9284,124.4701,134.8570,121.0224,992476130.8770,833336387.0000
126.0294,128.4794,126.6594,128.2324,0.0240,-2.0535,-2.0775,36.8118,35.7443,38.1113,39.3427,33.3941,21.8462,-31.2949,-58.3871,0.0000,50.0000,5.0000,50.0000,128.1351,123.9238,136.3014,120.6574,988946797.1923,825455820.0000
125.9037,128.9409,126.7768,128.4536,-0.0501,-2.1336,-2.0834,30.8331,43.8659,38.1514,39.3619,33.9271,21.6394,23.5546,-49.6665,10.0000,60.0000,10.0000,55.0000,128.1174,123.6901,137.2295,120.6524,989527206.3303,834935836.0000
125.9920,129.4394,126.9182,128.6971,-0.1348,-2.2057,-2.0709,39.5881,61.0037,33.5565,37.2406,35.1627,21.5648,-31.0818,-66.3359,20.0000,70.0000,15.0000,60.0000,128.3046,123.6794,138.1810,120.6977,986046353.6220,828360892.0000
126.1618,129.9882,127.2466,129.0399,-0.1572,-2.1945,-2.0372,61.1765,75.0050,37.9345,39.5068,35.5070,21.2623,10.3027,-58.0538,30.0000,0.0000,20.0000,65.0000,128.5360,123.7876,139.0297,120.9466,982294025.0428,820490154.0000
126.3134,130.3734,127.3793,129.2915,-0.2733,-2.2712,-1.9979,82.2464,75.9406,39.7496,40.4154,36.8016,21.1546,71.6692,-45.3909,40.0000,0.0000,25.0000,70.0000,128.9696,123.6573,139.4694,121.2774,990476997.4229,829049355.0000
126.4420,130.7461,127.4371,129.5202,-0.4544,-2.3840,-1.9296,81.5922,63.0864,42.8365,41.9493,39.2027,21.2500,76.8086,-46.6193,50.0000,0.0000,30.0000,75.0000,129.3539,123.5301,139.8891,121.6032,988670564.3085,834558976.0000
126.7346,131.1199,127.3328,129.6901,-0.7574,-2.5734,-1.8160,63.9832,43.9244,31.0180,36.3216,41.8707,21.3504,-14.9804,-71.6060,60.0000,0.0000,0.0000,80.0000,130.6063,122.8630,140.3782,121.8615,982303920.8782,826726994.0000
127.5809,131.6572,127.6340,130.0808,-0.9548,-2.5813,-1.6266,43.6838,26.2325,31.6928,36.7084,42.2141,20.8646,-30.8736,-79.6382,70.0000,0.0000,0.0000,85.0000,133.5513,121.6105,140.9067,122.4076,984298063.6194,831621708.0000
128.5096,132.2482,127.9530,130.4895,-1.1885,-2.5764,-1.3879,24.1063,14.4886,19.8155,31.4621,42.5957,20.3531,-80.5474,-109.3904,80.0000,0.0000,0.0000,90.0000,136.0214,120.9979,141.5375,122.9589,979322892.6072,822723806.0000
129.6802,132.9769,128.7140,131.1170,-1.2719,-2.3627,-1.0908,10.9074,8.2968,17.2862,30.3910,40.4342,19.2690,-96.7163,-133.0632,90.0000,0.0000,5.0000,95.0000,137.9551,121.4052,142.0128,123.9410,972596381.1331,815885186.0000
130.9294,133.6605,129.7165,131.8448,-1.2495,-2.0223,-0.7728,8.4521,7.1023,18.3592,31.3492,37.4855,18.0168,-111.1471,-156.3425,100.0000,10.0000,10.0000,100.0000,139.2908,122.5680,141.9779,125.3431,972281455.7464,810081561.0000
131.9781,134.2496,130.7926,132.5785,-1.1663,-1.6268,-0.4604,5.5309,8.2253,22.3561,34.6726,34.2091,16.6988,-93.6842,-152.8734,100.0000,20.0000,15.0000,100.0000,139.6400,124.3162,141.6080,126.8912,976162024.6845,822707074.0000
132.8867,134.7298,131.6301,133.1633,-1.1482,-1.3171,-0.1689,7.3240,11.9792,22.5933,34.8607,31.3209,15.6198,-95.8420,-170.3625,100.0000,30.0000,20.0000,100.0000,140.1262,125.6472,141.3564,128.1033,983592419.4267,831047313.0000
133.8145,135.1357,132.6283,133.7975,-1.0326,-0.9144,0.1182,11.8210,17.8322,24.6955,36.5397,28.4802,14.6246,-115.5902,-208.2101,100.0000,40.0000,25.0000,100.0000,140.1969,127.4322,140.7732,129.4982,981462777.6829,824843574.0000
134.4334,135.4883,133.6201,134.3904,-0.8681,-0.4917,0.3764,16.7928,25.7339,25.1884,36.9346,25.4136,13.6114,-155.8703,-263.1154,100.0000,50.0000,30.0000,100.0000,139.5863,129.2804,140.1324,130.8441,986649348.2389,833705667.0000
135.0503,135.7958,134.7790,135.0204,-0.5629,0.0305,0.5934,24.8828,37.8062,30.7838,41.2165,22.1255,12.5924,-171.3124,-242.3623,90.0000,60.0000,35.0000,95.0000,138.2910,131.8096,139.1617,132.4299,989497632.8770,843920205.0000
135.5051,136.0419,135.6560,135.4612,-0.2846,0.4495,0.7341,35.5262,50.9302,43.7971,49.2832,19.5301,11.9240,-250.6739,-290.1414,100.0000,0.0000,40.0000,100.0000,137.1183,133.8919,138.5240,133.5598,996802937.2541,833881981.0000
135.7334,136.1297,135.9262,135.5687,-0.1948,0.6105,0.8052,53.0096,60.5790,49.2265,52.0909,16.6463,11.2204,-44.6532,-66.4900,20.0000,0.0000,45.0000,60.0000,137.3253,134.1416,138.5007,133.7587,1005556222.6690,851662092.0000
135.9867,136.2113,136.0240,135.5774,-0.1534,0.7005,0.8539,64.2547,66.5133,53.4976,54.1896,17.9267,11.7845,39.0621,12.0333,30.0000,0.0000,50.0000,65.0000,138.0705,133.9029,138.6002,133.8223,1005582786.1944,857479504.0000
136.2736,136.1474,135.9773,135.5083,-0.1633,0.7291,0.8923,64.4727,64.6032,56.1982,55.4968,18.4183,11.9135,30.8923,37.2943,40.0000,10.0000,55.0000,0.0000,139.0795,133.4677,138.5979,133.6970,1006469035.8343,862353877.0000
136.3916,135.9882,135.8178,135.3834,-0.2251,0.7080,0.9331,70.8126,57.8433,49.5624,52.3336,18.6318,11.9785,-37.2337,-22.1936,50.0000,20.0000,60.0000,0.0000,139.3534,133.4298,138.6780,133.2984,1007982993.3228,858136424.0000
136.5212,135.9167,135.9193,135.3857,-0.1828,0.8066,0.9894,58.5242,40.1839,53.6687,54.3947,20.3480,12.3879,-24.0849,7.7013,60.0000,30.0000,65.0000,0.0000,139.4036,133.6387,138.7419,133.0915,1004527705.9356,854058052.0000
136.5730,135.7152,135.8770,135.3095,-0.1906,0.8445,1.0351,44.1931,23.6862,55.3623,55.2426,21.3206,12.6130,13.8403,56.4811,70.0000,40.0000,70.0000,0.0000,139.4425,133.7034,138.9949,132.4355,1007931153.3902,858710471.0000
136.4569,135.3770,135.7571,135.1930,-0.2333,0.8494,1.0827,17.8344,13.3758,44.8361,50.2972,21.8552,12.7307,-92.6201,-26.3216,80.0000,50.0000,75.0000,0.0000,139.4343,133.4795,139.5665,131.1875,1004692589.2990,855274132.0000
