SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD-10-10,MACD_Signal-10-10,MACD_Hist-10-10,SlowD,SlowK,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Upper Band-10-10,Real Lower Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
87.4118,86.8878,87.1308,86.4404,-0.2380,1.0842,1.3222,29.8631,43.0848,60.7852,60.4531,27.3009,17.4531,9.3411,44.6081,80.0000,20.0000,60.0000,5.0000,88.4777,86.3460,89.0008,84.7749,786176935.2039,556810070.0000
87.4318,86.7330,87.0448,86.3270,-0.2596,1.1221,1.3817,28.4192,21.4307,54.2788,57.8988,29.1270,17.7877,-61.0311,15.7168,90.0000,30.0000,65.0000,10.0000,88.5122,86.3514,89.0796,84.3863,783645839.7220,551686145.0000
87.5012,86.6146,87.1016,86.2783,-0.2183,1.2283,1.4467,35.5941,25.0738,51.7031,56.9555,32.0516,18.3102,-162.7633,-16.1188,100.0000,40.0000,70.0000,15.0000,88.4930,86.5094,89.1679,84.0612,778535129.7699,545930841.0000
87.6114,86.5131,87.2290,86.2520,-0.1287,1.3726,1.5012,41.3245,38.7531,56.2676,58.9636,35.1390,19.0042,-155.4502,18.2400,0.0000,50.0000,75.0000,0.0000,88.3620,86.8607,89.2283,83.7979,785065164.8035,554448278.0000
87.6027,86.2806,87.2921,86.1790,-0.0391,1.4943,1.5334,47.3741,42.9553,71.3948,64.7465,38.4679,19.5121,65.0578,80.3201,0.0000,60.0000,80.0000,0.0000,88.3853,86.8201,89.5481,83.0130,791484246.3803,561366899.0000
87.4292,85.9604,87.1224,85.9815,-0.0283,1.5148,1.5432,59.2705,42.2649,66.1475,62.5087,38.5414,19.3936,-16.6540,58.3908,10.0000,70.0000,85.0000,5.0000,88.4625,86.3959,89.6914,82.2295,792476575.1701,555082150.0000
87.3442,85.6841,87.0731,85.8381,0.0412,1.5915,1.5503,73.7488,56.9020,65.2377,62.1468,39.6536,19.4861,-36.9266,51.9458,0.0000,80.0000,90.0000,10.0000,88.5213,86.1670,89.7662,81.6020,790298303.0960,549967946.0000
87.2522,85.4425,87.0379,85.6914,0.1377,1.6776,1.5400,83.7603,78.6446,69.2311,63.5361,41.2061,19.6465,36.0134,75.4477,10.0000,90.0000,95.0000,15.0000,88.5838,85.9206,89.6980,81.1870,793228967.5192,556593796.0000
87.1368,85.1787,86.9352,85.5010,0.2303,1.7358,1.5055,84.1220,85.6997,76.8825,66.0709,41.9532,19.6570,90.7903,98.4027,0.0000,100.0000,100.0000,0.0000,88.5593,85.7144,89.5440,80.8133,787008087.5192,562814676.0000
86.7647,84.8486,86.7016,85.2394,0.2874,1.7354,1.4480,82.7472,86.9367,80.7554,67.3007,40.8634,19.3767,98.6418,105.4736,0.0000,100.0000,100.0000,0.0000,88.8815,84.6478,89.3122,80.3850,782420067.6596,556269101.0000
86.3639,84.4907,86.3641,84.9256,0.3096,1.6857,1.3761,80.3874,79.7296,78.6789,66.0096,38.6571,18.9388,104.1783,110.7918,10.0000,90.0000,95.0000,0.0000,88.7296,83.9981,88.9633,80.0182,784017870.2318,561861410.0000
86.0342,84.1207,86.0634,84.6318,0.3503,1.6490,1.2987,82.9751,81.5754,77.6695,65.4055,36.2842,18.5043,114.7508,123.5438,20.0000,100.0000,100.0000,5.0000,88.4713,83.5970,88.6877,79.5537,781348297.9468,568090412.0000
85.7279,83.8273,85.7479,84.3316,0.3909,1.6021,1.2112,83.0777,79.8571,79.8107,66.1083,33.6478,18.0468,105.3853,123.7204,30.0000,100.0000,100.0000,0.0000,88.1293,83.3266,88.2442,79.4104,776477899.5203,561792483.0000
85.4148,83.4295,85.3296,83.9844,0.3904,1.5038,1.1134,83.3286,87.4928,76.7967,64.1948,30.8829,17.6247,106.5593,124.0252,0.0000,100.0000,100.0000,0.0000,87.5433,83.2862,87.8376,79.0214,786619127.2044,572312822.0000
84.9584,83.0669,84.9899,83.6819,0.4193,1.4352,1.0158,81.9586,81.8832,74.4006,62.8051,28.2629,17.3404,82.3330,112.0269,0.0000,90.0000,95.0000,5.0000,87.5579,82.3590,87.4803,78.6535,781717449.7720,565972120.0000
84.4917,82.7671,84.6942,83.4041,0.4704,1.3814,0.9110,83.0098,80.6099,76.7001,63.5612,26.2955,17.3437,106.5451,130.2874,10.0000,100.0000,100.0000,10.0000,87.5762,81.4072,87.0688,78.4655,774461232.7720,558715903.0000
84.0241,82.4258,84.2943,83.0789,0.4816,1.2751,0.7934,84.2384,83.3828,75.9991,63.1183,23.5738,17.2625,115.6070,137.6466,20.0000,90.0000,95.0000,0.0000,87.1698,80.8784,86.5710,78.2805,776089811.0044,549832749.0000
83.6328,82.0098,83.8459,82.7385,0.4663,1.1393,0.6730,84.6970,85.0367,76.3931,63.2574,21.1046,17.3567,149.8857,169.3139,30.0000,100.0000,100.0000,5.0000,86.5043,80.7613,86.1814,77.8382,775036929.4355,557394353.0000
83.2205,81.6293,83.2902,82.3588,0.3895,0.9459,0.5564,86.6086,84.2957,67.2148,57.9782,18.2651,17.4400,112.0840,142.9258,0.0000,100.0000,100.0000,10.0000,85.5474,80.8936,85.5284,77.7303,773609104.7475,548215480.0000
82.9325,81.3971,83.0737,82.1582,0.4383,0.8974,0.4591,89.9886,84.7585,66.9255,57.8344,16.0967,17.8393,73.4880,117.5264,0.0000,70.0000,85.0000,15.0000,85.3811,80.4839,85.1927,77.6015,765787376.6130,538327635.0000
82.6176,81.2014,82.8207,81.9419,0.4781,0.8276,0.3495,86.0919,90.7717,69.1215,58.5968,15.6676,18.7743,96.4295,135.2671,0.0000,80.0000,90.0000,20.0000,85.1358,80.0993,84.7944,77.6085,765972419.0915,531234340.0000
82.2072,80.9659,82.4652,81.6810,0.4754,0.7054,0.2299,76.6360,94.4356,69.1215,58.5968,14.6512,19.6820,132.1049,157.5698,10.0000,90.0000,95.0000,25.0000,84.7538,79.6607,84.2915,77.6403,768414844.4321,537276129.0000
81.9266,80.7516,82.0307,81.3927,0.4280,0.5390,0.1111,65.2758,73.0684,69.8173,58.8594,13.5858,20.6539,204.6415,195.0165,0.0000,100.0000,100.0000,30.0000,84.0125,79.8407,83.6888,77.8144,764787418.4782,546001559.0000
81.4442,80.5716,81.4822,81.0657,0.3069,0.3110,0.0041,67.2021,62.4041,59.4479,53.2409,12.2288,21.6478,148.9955,156.6623,0.0000,100.0000,100.0000,35.0000,83.1181,79.7704,82.9578,78.1854,756752992.2473,536506328.0000
81.1753,80.5482,81.3016,80.9363,0.3124,0.2397,-0.0726,75.3683,60.3550,55.4332,51.4041,11.8501,22.5765,33.0389,71.8570,10.0000,80.0000,90.0000,40.0000,83.0661,79.2845,82.8747,78.2216,748727147.9940,526944437.0000
81.0426,80.5352,81.2235,80.8609,0.3614,0.2107,-0.1507,84.2528,78.8472,56.7310,51.9014,12.8679,23.0726,76.6630,104.8815,20.0000,90.0000,95.0000,45.0000,82.9666,79.1185,82.8396,78.2307,753650782.2327,535826287.0000
80.8274,80.4866,81.0914,80.7601,0.3948,0.1537,-0.2411,83.8292,86.9026,61.2848,53.6399,14.2958,23.6476,126.6673,149.9222,0.0000,100.0000,100.0000,50.0000,82.8358,78.8190,82.7207,78.2524,751257928.6070,548588173.0000
80.3867,80.3794,80.8007,80.5876,0.3594,0.0196,-0.3398,81.5578,87.0084,60.4206,53.1897,14.8256,24.4391,123.5924,144.6477,10.0000,100.0000,20.0000,55.0000,82.7286,78.0448,82.4348,78.3241,748071548.3325,539630236.0000
80.0382,80.2503,80.4846,80.4154,0.2957,-0.1340,-0.4296,79.2740,77.5764,56.2183,51.0313,16.1178,25.1008,104.7864,111.1700,20.0000,90.0000,25.0000,60.0000,82.2144,77.8619,82.1442,78.3564,748054086.0616,531370582.0000
79.8616,80.1551,80.2847,80.3134,0.2610,-0.2426,-0.5035,82.0571,80.0886,54.5576,50.1971,17.1417,25.5345,123.8695,118.9685,30.0000,100.0000,30.0000,65.0000,81.8508,77.8724,82.0023,78.3079,742140894.6888,524279872.0000
79.7853,80.0939,80.1117,80.2345,0.2238,-0.3449,-0.5688,81.4975,80.1571,50.6412,48.2503,18.2793,25.9911,63.0076,34.0905,40.0000,90.0000,35.0000,70.0000,81.6381,77.9325,81.8973,78.2906,736881817.4665,514813533.0000
79.7245,80.0909,80.0660,80.2258,0.2301,-0.3947,-0.6247,79.9720,85.9255,58.5338,51.5800,18.4549,26.2152,174.5082,132.7917,50.0000,100.0000,40.0000,75.0000,81.5432,77.9059,81.8929,78.2888,738490474.9662,523178552.0000
79.5766,79.9390,79.7220,80.0797,0.0978,-0.5844,-0.6822,72.8715,78.4099,47.5313,46.3187,20.4424,26.7992,61.7373,19.8971,60.0000,0.0000,45.0000,80.0000,80.9401,78.2131,81.7138,78.1641,730588506.0061,513759405.0000
79.6989,79.9572,79.7324,80.1222,0.0860,-0.6207,-0.7067,60.5826,75.5805,47.0789,46.1196,21.4217,27.1243,18.5667,-9.2378,70.0000,0.0000,50.0000,85.0000,81.2782,78.1197,81.7283,78.1860,722534952.0385,505391566.0000
79.9210,79.9893,79.7606,80.1766,0.0773,-0.6509,-0.7282,43.0430,64.6240,51.2007,47.8694,22.3339,27.4254,41.8909,41.9085,80.0000,10.0000,55.0000,90.0000,81.9469,77.8952,81.7570,78.2215,719155318.5410,515067503.0000
80.0277,79.9403,79.6350,80.1609,-0.0058,-0.7533,-0.7475,27.7191,41.5432,47.4060,46.0902,24.2807,27.9256,-12.2681,-5.8067,90.0000,20.0000,60.0000,95.0000,82.2322,77.8233,81.7223,78.1582,721210658.8813,504334059.0000
80.1457,80.0162,79.6280,80.2130,-0.0599,-0.8060,-0.7460,22.9006,22.9618,36.0385,41.2532,25.6194,28.2474,-142.2399,-165.6598,100.0000,30.0000,0.0000,100.0000,82.3862,77.9053,81.8728,78.1595,718860867.9009,492814352.0000
80.3722,80.2105,79.9916,80.4467,0.0401,-0.6910,-0.7311,23.8252,18.6523,39.4588,42.8819,24.3880,27.9671,-154.3387,-136.6390,100.0000,40.0000,0.0000,30.0000,82.0938,78.6505,81.9911,78.4299,713825237.5143,478623030.0000
80.4624,80.3662,80.2701,80.6266,0.1310,-0.6101,-0.7411,25.9816,27.0877,43.8825,44.8681,23.7610,27.8351,-106.0569,-81.5048,0.0000,50.0000,5.0000,35.0000,81.9038,79.0209,82.1493,78.5832,722428555.2550,489417113.0000
80.4485,80.3526,80.4149,80.7327,0.1862,-0.5876,-0.7738,29.5143,25.7357,47.5968,46.4488,24.0444,27.8981,-42.8739,-34.6801,10.0000,60.0000,10.0000,0.0000,81.9244,78.9726,82.1623,78.5428,720870757.3496,496824601.0000
80.4025,80.2589,80.4405,80.7783,0.2007,-0.6197,-0.8204,41.6700,25.1215,43.8940,44.8497,25.2012,28.1277,-66.6039,-47.9186,20.0000,70.0000,15.0000,0.0000,81.9221,78.8829,82.2544,78.2634,722248472.7875,502433871.0000
80.4572,79.8212,80.6029,80.8907,0.2790,-0.5916,-0.8706,60.1026,37.6855,46.0021,45.7857,26.1138,28.2816,-23.3988,2.1987,0.0000,80.0000,0.0000,5.0000,81.9111,79.0033,84.3448,75.2976,714353144.9492,491816251.0000
80.3013,79.9574,80.7069,80.9703,0.3499,-0.5904,-0.9403,71.9968,62.2030,49.8730,47.4758,27.6141,28.5411,34.0775,16.8572,10.0000,90.0000,0.0000,10.0000,82.1427,78.4598,84.6706,75.2441,716598826.5544,498869589.0000
80.2154,80.1643,80.6644,80.9779,0.3697,-0.6581,-1.0278,71.0451,80.4191,54.9312,49.5904,30.1852,28.9918,153.9633,65.2398,20.0000,100.0000,5.0000,15.0000,82.0171,78.4136,85.3631,74.9656,728100323.4627,513080736.0000
80.0575,80.3244,80.4061,80.8885,0.2909,-0.8293,-1.1202,60.4933,73.3683,52.9232,48.5736,32.8319,29.6921,150.1825,21.4067,30.0000,50.0000,10.0000,20.0000,81.5096,78.6054,85.9015,74.7473,731765660.2756,504822688.0000
79.8528,80.5165,80.1868,80.8354,0.2012,-0.9917,-1.1929,50.9376,59.3479,50.4181,47.3012,35.6222,30.0045,144.1807,0.1601,40.0000,0.0000,15.0000,25.0000,81.0488,78.6568,86.4790,74.5541,728500041.6152,499192311.0000
79.8866,80.6947,80.0403,80.8343,0.1143,-1.1289,-1.2432,50.9830,48.7636,47.7154,45.9294,38.6332,30.3097,41.7918,-33.7837,50.0000,0.0000,20.0000,30.0000,81.2059,78.5673,86.8940,74.4953,724589085.1298,492161632.0000
80.0488,80.8942,79.9922,80.8951,0.0443,-1.2275,-1.2718,51.1373,44.7012,44.8926,44.4963,41.0037,30.3691,-43.9800,-57.4201,60.0000,0.0000,25.0000,35.0000,81.8287,78.2690,87.2785,74.5099,723339999.4583,484212905.0000
80.2701,81.1365,80.0704,81.0272,0.0101,-1.2728,-1.2829,51.3702,59.4841,44.1859,44.1297,42.5149,30.1376,-51.3686,-61.7712,70.0000,10.0000,30.0000,40.0000,82.3211,78.2190,87.6779,74.5951,716819827.2750,476831578.0000
80.2566,81.3550,80.2016,81.1901,-0.0104,-1.2957,-1.2854,40.2892,49.2266,45.3602,44.7597,44.1940,29.8939,-25.6426,-53.1998,0.0000,20.0000,35.0000,45.0000,82.3299,78.1833,87.9521,74.7578,715273579.0824,468472874.0000
80.1152,81.6140,80.2820,81.3322,-0.0600,-1.3428,-1.2828,32.2625,45.4001,46.6509,45.4729,46.3247,29.6995,2.4619,-50.0096,0.0000,30.0000,40.0000,50.0000,82.4582,77.7722,88.3580,74.8700,721761601.3669,475857423.0000
79.1852,81.8814,80.2877,81.4455,-0.1580,-1.4258,-1.2678,29.4267,26.2409,40.5018,41.9248,47.4166,29.1330,-89.6329,-115.0181,10.0000,0.0000,45.0000,55.0000,85.1498,73.2206,88.8105,74.9523,710987901.4273,464463654.0000
79.6135,82.1774,80.6682,81.7475,-0.1116,-1.3399,-1.2283,38.9020,25.1467,44.5245,44.3104,46.0144,27.8319,-26.9774,-82.2141,20.0000,0.0000,0.0000,60.0000,85.9454,73.2817,89.0215,75.3332,709581284.6140,475460840.0000
80.1133,82.4367,80.8079,81.9273,-0.1594,-1.3598,-1.2004,56.9087,36.8925,45.0979,44.6538,45.0889,26.6528,-37.3064,-89.5595,30.0000,10.0000,0.0000,65.0000,87.2398,72.9868,89.3301,75.5433,714859506.9091,484488080.0000
80.5914,82.7433,80.9324,82.1042,-0.2260,-1.3865,-1.1605,72.8034,54.6669,42.1947,42.8302,43.2126,25.1890,-77.6067,-131.1039,40.0000,20.0000,5.0000,70.0000,88.3069,72.8758,89.7643,75.7224,706191800.7328,472970717.0000
81.1803,83.0649,81.2850,82.3945,-0.2046,-1.3087,-1.1040,78.2576,79.1667,46.7282,45.7495,40.3462,23.4394,-33.2727,-86.6379,50.0000,30.0000,10.0000,75.0000,89.3134,73.0473,90.0228,76.1070,707927684.7345,487562960.0000
81.5027,83.2765,81.3073,82.5219,-0.3247,-1.3775,-1.0529,72.9447,84.5766,48.4980,46.8954,37.7352,21.8118,-13.9706,-64.5068,60.0000,40.0000,15.0000,80.0000,89.8633,73.1421,90.2501,76.3028,712440602.4647,496645921.0000
81.7396,83.4848,81.1803,82.5896,-0.5443,-1.5160,-0.9717,57.5406,71.0294,48.4321,46.8480,35.0752,20.1860,-9.8545,-61.4333,70.0000,50.0000,20.0000,85.0000,90.2621,73.2171,90.5275,76.4421,714030180.3288,505846205.0000
82.0030,83.6694,81.0309,82.6672,-0.8325,-1.6681,-0.8356,45.5275,63.2280,41.9956,42.1169,32.1197,18.4745,-61.1312,-137.5027,80.0000,60.0000,25.0000,90.0000,90.6844,73.3215,90.7248,76.6139,704853728.4708,494715006.0000
82.4534,83.9652,81.4055,83.0168,-0.9552,-1.5827,-0.6275,36.6743,38.3644,39.5031,40.2642,27.4481,16.2642,-130.4324,-246.7115,90.0000,70.0000,30.0000,95.0000,91.0029,73.9038,90.7620,77.1684,690995384.4872,479995409.0000
83.1128,84.2798,82.0676,83.5001,-0.9683,-1.3570,-0.3887,44.7807,34.9902,11.7935,20.6705,22.2575,13.9374,-305.5618,-494.7776,100.0000,80.0000,35.0000,100.0000,91.3287,74.8968,90.5867,77.9729,704709385.1208,495660108.0000
84.5777,84.9462,84.5368,84.8205,-0.1420,-0.2886,-0.1466,60.5428,36.6682,34.3719,41.0569,15.9739,11.3241,-184.6906,-210.6448,100.0000,90.0000,40.0000,100.0000,86.0914,83.0639,86.5267,83.3657,688206242.8019,521293461.0000
84.7412,85.0663,84.9097,85.0270,-0.0216,-0.1327,-0.1112,74.0732,62.6838,50.2004,49.5531,13.8210,10.6245,38.1530,-11.6503,40.0000,0.0000,45.0000,70.0000,85.7440,83.7385,86.3267,83.8058,703809939.3007,537433367.0000
84.7602,85.1184,84.8813,85.0259,-0.0479,-0.1536,-0.1058,74.6011,82.2765,50.1187,49.5139,15.0928,10.7954,50.5171,-1.6299,50.0000,0.0000,50.0000,75.0000,85.7913,83.7290,86.4535,83.7832,714430369.3007,548053797.0000
84.8953,85.1592,84.8486,85.0256,-0.0834,-0.1772,-0.0938,62.0600,77.2592,51.9600,50.4075,16.2314,10.9115,23.3552,-6.7625,60.0000,10.0000,55.0000,80.0000,86.3134,83.4773,86.5305,83.7880,715377767.9360,555696146.0000
84.9495,85.2044,84.7628,85.0036,-0.1527,-0.2257,-0.0729,48.6469,64.2676,44.6378,46.7560,16.8596,10.8837,4.7796,-21.2332,70.0000,20.0000,60.0000,85.0000,86.4542,83.4449,86.6408,83.7681,714916020.9065,563314972.0000
85.0503,85.2922,84.8414,85.0662,-0.1654,-0.2001,-0.0348,41.4551,44.6533,43.1162,46.0197,17.5577,10.8545,-77.4755,-105.3030,80.0000,30.0000,65.0000,90.0000,86.5313,83.5692,86.7379,83.8466,708090055.9606,556413163.0000
85.2299,85.3821,84.9734,85.1524,-0.1548,-0.1482,0.0066,38.9728,37.0198,44.7555,46.9327,16.1530,10.3097,-93.5326,-117.0876,90.0000,40.0000,0.0000,95.0000,86.7138,83.7460,86.7794,83.9847,703075862.2173,551235853.0000
85.3358,85.4953,85.0817,85.2225,-0.1494,-0.1041,0.0453,36.0446,42.6921,39.2016,44.1213,14.9320,9.8290,-156.5572,-159.9579,100.0000,50.0000,5.0000,100.0000,86.7413,83.9303,86.9496,84.0409,704109781.7346,556283813.0000
85.4770,85.5908,85.3556,85.3671,-0.0641,0.0185,0.0826,32.9463,37.2066,47.0205,48.6183,13.0546,9.2001,-114.5448,-96.7444,80.0000,60.0000,10.0000,45.0000,86.4840,84.4700,86.8361,84.3455,696732820.7651,563891304.0000
85.4468,85.5813,85.4302,85.4036,-0.0431,0.0556,0.0987,33.2949,28.2351,51.6569,51.0919,12.6366,9.0006,9.5865,-11.8355,0.0000,70.0000,15.0000,50.0000,86.5224,84.3712,86.8466,84.3161,697787973.8163,570573940.0000
85.3147,85.5994,85.3913,85.3824,-0.0669,0.0425,0.1094,43.2434,33.3974,41.8707,46.1548,13.1890,9.0486,-106.5913,-145.3833,10.0000,80.0000,20.0000,55.0000,86.5867,84.0427,86.8758,84.3231,697084140.1116,564440532.0000
85.3913,85.6394,85.5905,85.4758,0.0121,0.1383,0.1262,51.6929,38.2522,47.5829,49.2680,11.7881,8.6183,-11.1543,-48.4383,20.0000,90.0000,25.0000,60.0000,86.5432,84.2395,86.8214,84.4575,693970852.3635,570468387.0000
85.4765,85.6132,85.6714,85.5020,0.0609,0.1840,0.1231,64.2245,58.0805,59.0039,54.8043,11.4650,8.4879,119.0042,90.4138,30.0000,100.0000,30.0000,0.0000,86.6914,84.2617,86.8526,84.3737,700431397.8922,577456324.0000
85.4232,85.4987,85.5139,85.4096,0.0143,0.1222,0.1079,70.7132,58.7459,53.7892,52.1350,11.8177,8.9344,43.9476,25.0765,40.0000,80.0000,35.0000,0.0000,86.5153,84.3311,86.8515,84.1459,702603186.3540,572902574.0000
85.4593,85.4070,85.4553,85.3709,-0.0014,0.1029,0.1043,73.0531,75.8472,50.3809,50.4676,13.0381,9.1609,14.2882,14.0732,50.0000,90.0000,40.0000,0.0000,86.6178,84.3008,86.9118,83.9022,706488994.5900,578907914.0000
85.5342,85.2956,85.4641,85.3662,0.0089,0.1136,0.1047,61.0752,77.5465,56.9516,53.5478,13.7803,9.2552,73.3116,70.9582,60.0000,100.0000,45.0000,5.0000,86.7663,84.3021,87.0847,83.5064,702710402.1409,585079615.0000
85.5342,85.2250,85.3352,85.2948,-0.0408,0.0617,0.1024,41.6513,65.7655,52.5240,51.3045,14.5436,9.6798,-2.2616,21.8931,70.0000,0.0000,50.0000,10.0000,86.7663,84.3021,87.0017,83.4482,705879758.8080,578862800.0000
85.6547,85.1501,85.2886,85.2685,-0.0674,0.0453,0.1126,26.1873,39.9135,49.8846,49.9993,14.7908,9.6314,-28.6519,16.0067,80.0000,10.0000,55.0000,15.0000,87.0869,84.2225,86.9916,83.3085,703210048.6463,573345399.0000
85.7046,85.0748,85.2947,85.2693,-0.0769,0.0526,0.1295,21.0072,19.2749,44.5920,47.4446,15.0655,9.5804,-111.0537,-32.0316,90.0000,20.0000,60.0000,20.0000,87.1131,84.2962,87.0127,83.1368,700382792.9667,565491911.0000
85.7158,85.0403,85.4227,85.3272,-0.0322,0.1164,0.1487,26.6354,19.3734,40.0223,45.3170,13.3391,9.0870,-188.4698,-63.7355,100.0000,30.0000,65.0000,25.0000,87.0942,84.3375,87.0263,83.0544,696647738.8911,557734491.0000
85.8841,85.0922,85.6758,85.4371,0.0837,0.2405,0.1568,35.0016,24.3732,48.0359,49.6048,10.7708,8.4332,-168.7388,2.6072,20.0000,40.0000,70.0000,30.0000,86.8799,84.8883,87.0504,83.1340,699450741.2950,566468484.0000
85.8876,85.0948,85.7680,85.4556,0.1600,0.2958,0.1358,44.6836,36.1594,56.5681,53.6403,9.5807,8.1858,12.5110,68.4234,0.0000,50.0000,75.0000,35.0000,86.8749,84.9002,87.0540,83.1356,704525004.7394,572992537.0000
85.7498,85.0548,85.6990,85.3900,0.1830,0.2789,0.0958,55.9994,44.4722,54.5009,52.5991,10.1410,8.3492,19.4513,69.8674,0.0000,60.0000,80.0000,40.0000,86.9528,84.5468,86.9640,83.1455,706197054.0728,567976389.0000
85.5742,85.0440,85.6662,85.3420,0.2268,0.2769,0.0501,66.1841,53.4192,57.6085,54.0514,10.7636,8.5211,51.3614,88.0458,0.0000,70.0000,85.0000,45.0000,87.1305,84.0180,86.9376,83.1504,706745735.3788,574697735.0000
85.3547,85.0406,85.5612,85.2581,0.2471,0.2405,-0.0066,75.6601,70.1068,57.8705,54.1768,11.7559,8.8564,59.3990,86.2204,0.0000,80.0000,90.0000,50.0000,87.1337,83.5758,86.9264,83.1547,708337942.1357,580588900.0000
85.0569,85.0268,85.4271,85.1627,0.2563,0.1879,-0.0684,79.7737,75.0264,57.0500,53.7006,12.9486,9.1340,68.5795,85.1485,10.0000,90.0000,95.0000,55.0000,87.1612,82.9526,86.8834,83.1701,708429084.3540,575576078.0000
84.9157,84.9730,85.2899,85.0699,0.2628,0.1303,-0.1325,83.2915,81.8471,63.5772,56.9960,14.2737,9.4263,140.0620,152.1824,20.0000,100.0000,100.0000,60.0000,86.9234,82.9081,86.7700,83.1760,714448309.6499,583629971.0000
84.6455,84.8598,84.9655,84.8930,0.1812,-0.0169,-0.1982,82.9561,82.4478,57.4296,53.1670,14.4631,9.7597,125.5547,106.7184,30.0000,100.0000,100.0000,65.0000,86.2868,83.0041,86.4703,83.2493,713651760.5465,577854990.0000
84.4449,84.7509,84.7888,84.8018,0.1396,-0.1038,-0.2435,77.3730,85.5796,50.3460,49.1257,15.3299,10.2583,76.0235,35.4942,40.0000,90.0000,25.0000,70.0000,85.9791,82.9107,86.3973,83.1045,712004899.6680,569864665.0000
84.3648,84.6846,84.7796,84.7987,0.1598,-0.1186,-0.2784,71.5099,80.8408,61.6259,54.5959,15.8927,10.3020,192.5611,108.4720,50.0000,100.0000,30.0000,75.0000,85.8937,82.8360,86.4173,82.9519,703602726.8921,579753948.0000
84.3003,84.6093,84.5158,84.6758,0.0669,-0.2514,-0.3183,66.8788,65.6986,56.4350,51.5685,16.2559,10.7642,133.3585,61.6447,60.0000,10.0000,35.0000,80.0000,85.5887,83.0118,86.2405,82.9781,701426659.6965,572767627.0000
84.3020,84.5981,84.3425,84.6106,-0.0138,-0.3489,-0.3350,66.4954,67.9904,51.1770,48.6936,17.7695,11.1304,39.5616,-3.0421,70.0000,20.0000,40.0000,85.0000,85.5958,83.0082,86.2133,82.9829,700729736.1966,565798392.0000
84.3597,84.5895,84.2628,84.6010,-0.0762,-0.4078,-0.3316,59.2975,66.9473,45.0331,45.5330,19.3327,11.3438,-63.1295,-73.7247,80.0000,0.0000,45.0000,90.0000,85.7661,82.9533,86.2042,82.9748,708046126.1966,558482002.0000
84.5138,84.5942,84.3011,84.6548,-0.1022,-0.4147,-0.3125,46.6794,64.5485,43.5010,44.7590,18.8944,11.0713,-26.1636,-32.8027,90.0000,0.0000,50.0000,95.0000,86.0951,82.9324,86.2036,82.9848,713674683.7745,565327545.0000
84.7264,84.6132,84.3805,84.7296,-0.1158,-0.4027,-0.2870,30.6284,46.3967,35.0694,40.6083,18.4074,10.7844,-94.7062,-95.4358,100.0000,10.0000,55.0000,100.0000,86.5036,82.9491,86.2003,83.0261,707137623.1851,558205076.0000
84.9967,84.6803,84.6459,84.8920,-0.0464,-0.3044,-0.2580,19.6125,29.0931,47.1625,47.0151,16.7192,10.2253,-48.4657,-25.7801,80.0000,20.0000,60.0000,35.0000,86.5647,83.4286,86.1278,83.2328,702519288.9588,565022617.0000
85.0302,84.7122,84.6488,84.9194,-0.0753,-0.3217,-0.2464,14.0501,16.3954,39.5716,43.5931,17.4871,10.3069,-93.4227,-60.4614,90.0000,30.0000,65.0000,40.0000,86.5799,83.4805,86.1819,83.2424,706522528.3298,571114503.0000
85.0741,84.8068,84.7825,85.0112,-0.0520,-0.2796,-0.2276,15.7112,13.3490,35.3950,41.8079,17.4749,10.2061,-158.6276,-113.7034,0.0000,40.0000,70.0000,45.0000,86.5321,83.6161,86.3358,83.2779,702460515.0445,564387809.0000
85.0569,84.8843,85.0110,85.1434,0.0227,-0.1919,-0.2146,21.5424,12.4060,37.5961,43.0254,16.8938,9.9781,-118.8152,-83.6417,0.0000,50.0000,75.0000,50.0000,86.5795,83.5344,86.3478,83.4209,708933007.3302,573355720.0000
85.0044,84.9747,85.2290,85.2606,0.1151,-0.1052,-0.2203,36.2570,21.3787,50.9676,49.4365,16.7538,9.8671,34.2481,41.4191,10.0000,60.0000,0.0000,55.0000,86.6922,83.3166,86.4392,83.5102,719310371.2151,584506552.0000
84.9183,85.0053,85.2085,85.2543,0.1245,-0.1246,-0.2491,53.6919,30.8425,50.8627,49.3888,17.6273,10.3450,21.7213,14.5773,20.0000,70.0000,0.0000,60.0000,86.6205,83.2161,86.5220,83.4885,719041834.2653,575465808.0000
84.8942,85.0784,85.1853,85.2481,0.1336,-0.1465,-0.2802,71.7541,56.5498,50.4815,49.2064,18.9081,10.8572,22.9508,5.6850,30.0000,80.0000,5.0000,65.0000,86.5801,83.2083,86.7776,83.3792,725464513.4030,582039609.0000
84.8193,85.1529,85.1647,85.2450,0.1446,-0.1689,-0.3136,79.2142,73.6833,54.3731,50.9953,20.6680,11.3147,67.9873,34.1758,40.0000,90.0000,10.0000,70.0000,86.4969,83.1418,87.0042,83.3015,727621312.2413,589294296.0000
