SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD-10-10,MACD_Signal-10-10,MACD_Hist-10-10,SlowD,SlowK,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Upper Band-10-10,Real Lower Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
42.3236,42.3575,42.4834,42.7619,0.1462,-0.4655,-0.6117,70.7317,70.5387,50.9839,45.0989,27.9937,25.8655,86.9644,58.7566,40.0000,90.0000,0.0000,70.0000,43.0144,41.6329,43.0263,41.6888,-77649422.0698,262351450.0000
42.3026,42.4046,42.4181,42.7604,0.1185,-0.5298,-0.6482,72.2972,71.6424,50.2894,44.7293,30.6679,26.6223,127.9175,51.8208,50.0000,100.0000,0.0000,75.0000,42.9483,41.6570,43.2844,41.5248,-69385682.0712,276124350.0000
42.2992,42.5050,42.3474,42.7629,0.0779,-0.5999,-0.6778,69.2643,70.0139,43.0239,40.9526,33.6393,27.4188,-4.6760,-45.0051,60.0000,0.0000,0.0000,80.0000,42.9360,41.6625,43.8485,41.1614,-75248174.3813,265731750.0000
42.3196,42.6788,42.3513,42.8085,0.0580,-0.6393,-0.6973,57.7963,75.2354,44.6894,41.7199,35.8367,27.7336,20.4626,-35.0422,70.0000,10.0000,0.0000,85.0000,42.9718,41.6674,44.6432,40.7145,-79831251.3048,253815750.0000
42.2586,42.8384,42.3304,42.8467,0.0199,-0.6920,-0.7118,37.8541,62.5436,44.3472,41.5362,38.6647,28.1482,66.6667,-28.0181,80.0000,20.0000,5.0000,90.0000,42.9643,41.5528,45.1829,40.4940,-72624373.0853,264679850.0000
42.2186,43.0032,42.3095,42.8912,-0.0303,-0.7471,-0.7168,25.9603,35.6097,37.6338,37.9448,41.8069,28.5847,-13.4029,-55.1442,90.0000,30.0000,10.0000,95.0000,42.9275,41.5097,45.6514,40.3549,-77254966.1896,253489250.0000
42.2742,43.1828,42.3713,42.9816,-0.0574,-0.7666,-0.7092,27.8836,15.4089,28.9946,33.6022,43.6979,28.6116,-174.5874,-90.9806,100.0000,40.0000,15.0000,100.0000,43.0026,41.5457,46.0234,40.3422,-85069539.8733,242067950.0000
42.3514,43.3854,42.5447,43.1280,-0.0405,-0.7354,-0.6949,42.5785,26.8625,32.6239,35.7212,42.3831,27.8099,-129.7638,-74.6702,40.0000,50.0000,20.0000,70.0000,42.9199,41.7829,46.3197,40.4512,-88780673.2066,253201350.0000
42.3785,43.5688,42.6693,43.2485,-0.0402,-0.7250,-0.6848,54.9089,41.3794,36.6054,37.9143,41.6430,27.1789,-46.2127,-65.3720,50.0000,0.0000,25.0000,75.0000,42.8981,41.8590,46.5869,40.5507,-77362660.4086,266540150.0000
42.4355,43.7210,42.7372,43.3416,-0.0651,-0.7398,-0.6747,63.9595,59.4937,38.7326,39.0532,41.6429,26.7387,-3.9769,-63.6257,60.0000,0.0000,30.0000,80.0000,43.0518,41.8191,46.7872,40.6547,-76154428.0583,280233450.0000
42.3914,43.8504,42.7781,43.4246,-0.1088,-0.7672,-0.6584,59.5545,63.8537,38.8778,39.1329,42.0961,26.3934,-5.9624,-67.7060,70.0000,0.0000,35.0000,85.0000,43.0303,41.7525,46.9272,40.7737,-75344521.2781,270676550.0000
42.5067,43.9504,42.8250,43.5148,-0.1612,-0.7924,-0.6312,48.7206,68.5310,40.2357,39.9073,42.6310,26.0381,-1.8271,-67.1309,80.0000,0.0000,40.0000,90.0000,43.5304,41.4829,46.9835,40.9173,-65692390.7549,281996950.0000
42.7107,44.0426,42.8522,43.6003,-0.2360,-0.8269,-0.5909,31.6378,46.2787,37.7914,38.4612,43.5204,25.7450,-23.1436,-74.4726,90.0000,0.0000,45.0000,95.0000,44.4037,41.0177,47.0301,41.0551,-68276230.1928,274020750.0000
43.0381,44.1310,42.9231,43.7127,-0.3097,-0.8416,-0.5319,21.7935,31.3521,26.6708,32.0628,44.5086,25.4365,-63.4264,-107.1000,100.0000,0.0000,50.0000,100.0000,45.5400,40.5361,47.0382,41.2239,-67221268.9985,262240350.0000
43.4183,44.2666,43.1649,43.9103,-0.3226,-0.7771,-0.4545,16.5962,17.2825,27.8906,32.9475,43.5656,24.5696,-83.0761,-139.2726,100.0000,10.0000,55.0000,100.0000,46.2121,40.6246,46.9792,41.5540,-82125948.0400,240966150.0000
43.7877,44.4208,43.4183,44.1088,-0.3289,-0.7028,-0.3739,17.2507,16.7459,31.7667,35.7233,41.2693,23.3343,-75.7746,-136.2017,60.0000,20.0000,60.0000,80.0000,46.7202,40.8553,46.9506,41.8911,-73385105.3811,254619450.0000
44.0914,44.5632,43.6029,44.2690,-0.3633,-0.6549,-0.2916,19.4428,15.7603,28.1959,33.6106,39.3684,22.2959,-98.0928,-168.8003,70.0000,30.0000,65.0000,85.0000,47.0919,41.0909,46.9822,42.1441,-68348105.3798,264693450.0000
44.4195,44.7160,43.8783,44.4695,-0.3608,-0.5616,-0.2008,20.6743,19.2460,26.5179,32.5901,36.4049,20.9819,-125.6294,-206.6884,80.0000,40.0000,70.0000,90.0000,47.3078,41.5311,46.9381,42.4939,-76590676.8081,254511450.0000
44.7590,44.8862,44.2390,44.7026,-0.3126,-0.4232,-0.1106,21.0730,23.3222,30.5314,35.8634,33.1121,19.5988,-141.0808,-206.5370,90.0000,50.0000,75.0000,95.0000,47.3309,42.1872,46.8326,42.9398,-56134225.8995,278449850.0000
45.0064,45.0302,44.5292,44.8889,-0.2770,-0.3095,-0.0325,25.3612,19.4546,16.8219,27.4921,30.1232,18.4575,-206.5333,-244.5540,100.0000,60.0000,80.0000,100.0000,47.2877,42.7252,46.7951,43.2654,-43173739.2304,296534250.0000
45.3094,45.2071,45.0662,45.1811,-0.1131,-0.0763,0.0368,36.4243,20.4422,25.7960,36.3109,26.8021,17.2562,-221.4117,-168.7842,100.0000,70.0000,85.0000,100.0000,46.5321,44.0867,46.3752,44.0391,-47822146.2073,319377850.0000
45.3942,45.2997,45.3655,45.3350,-0.0062,0.0588,0.0651,52.2822,36.1868,37.1647,45.0594,25.4084,16.9804,-114.3771,-57.5177,0.0000,80.0000,90.0000,45.0000,46.2161,44.5722,46.2555,44.3439,-38516759.9826,348866750.0000
45.3745,45.3403,45.5039,45.3974,0.0596,0.1263,0.0667,64.9945,52.6440,63.2492,59.1316,26.6982,17.6698,62.5761,79.7791,0.0000,90.0000,95.0000,50.0000,46.2644,44.4846,46.2667,44.4140,-21717041.8422,371583350.0000
45.2240,45.3268,45.4365,45.3542,0.0505,0.1022,0.0517,75.1080,68.0158,59.1392,57.1051,24.9677,17.2305,85.8876,105.9033,10.0000,100.0000,100.0000,55.0000,46.2664,44.1817,46.2331,44.4205,-12735850.0064,389919950.0000
45.1149,45.3227,45.3919,45.3244,0.0481,0.0872,0.0391,80.4748,74.3236,62.1414,58.4262,23.0449,16.7682,67.1253,65.8299,20.0000,90.0000,30.0000,60.0000,46.1893,44.0405,46.2241,44.4213,-18036200.0047,371609650.0000
45.0539,45.3207,45.3192,45.2829,0.0314,0.0585,0.0271,81.7669,82.9846,60.0098,57.3322,22.8050,16.8204,87.2873,74.9728,30.0000,100.0000,35.0000,65.0000,46.0506,44.0571,46.2187,44.4227,-16432686.1171,383154950.0000
45.0349,45.3244,45.2515,45.2470,0.0115,0.0307,0.0192,79.1639,84.1162,60.6686,57.6410,22.5385,16.8754,86.5566,62.6454,40.0000,80.0000,0.0000,70.0000,45.9940,44.0758,46.2280,44.4208,-20002563.6688,371493350.0000
45.0125,45.3136,45.1642,45.2052,-0.0236,-0.0073,0.0164,69.0061,78.1997,60.8690,57.7394,23.0802,17.1556,103.5127,73.7582,50.0000,90.0000,5.0000,75.0000,45.9230,44.1021,46.2067,44.4204,-28787059.3236,387035150.0000
45.0134,45.3180,45.0561,45.1583,-0.0786,-0.0563,0.0223,55.8922,75.1758,56.1775,55.1170,23.6363,17.4398,93.3766,57.1937,60.0000,0.0000,10.0000,80.0000,45.9261,44.1006,46.2186,44.4174,-32344350.2315,373991750.0000
45.0540,45.3336,44.9781,45.1321,-0.1353,-0.0933,0.0419,36.2562,53.6427,50.3767,52.0550,24.2541,17.7389,20.8004,-23.3914,70.0000,10.0000,0.0000,85.0000,46.0643,44.0437,46.2504,44.4167,-37141864.0756,354501850.0000
45.1049,45.3668,44.9415,45.1309,-0.1880,-0.1122,0.0758,22.6750,38.8583,32.9735,44.1686,26.5871,18.5102,-37.5235,-94.0523,80.0000,20.0000,5.0000,90.0000,46.1771,44.0326,46.3015,44.4320,-31633259.7267,341023350.0000
45.2052,45.4346,45.0248,45.1904,-0.1989,-0.0761,0.1228,14.7915,16.2676,32.2184,43.8589,27.8132,19.1215,-108.6499,-203.1232,90.0000,30.0000,10.0000,95.0000,46.2444,44.1659,46.3228,44.5463,-38063432.3301,328670650.0000
45.3062,45.4932,45.1312,45.2582,-0.1993,-0.0268,0.1725,16.2645,12.8991,22.8292,40.0700,24.6059,18.7975,-164.3282,-284.9690,100.0000,40.0000,15.0000,100.0000,46.2626,44.3497,46.2892,44.6972,-29836208.8010,341385450.0000
45.4295,45.5623,45.3154,45.3588,-0.1609,0.0614,0.2223,21.4758,15.2079,26.0807,42.8151,21.0423,18.4564,-230.7136,-327.9497,100.0000,50.0000,20.0000,100.0000,46.1165,44.7426,46.1438,44.9808,-30728285.7247,332107850.0000
45.5305,45.6159,45.4863,45.4443,-0.1144,0.1482,0.2625,29.5757,20.6866,37.0219,50.3736,17.7902,18.3888,-223.7204,-269.8758,100.0000,60.0000,0.0000,100.0000,45.8846,45.1765,45.9634,45.2683,-22311527.9123,344078350.0000
45.5875,45.6379,45.5702,45.4796,-0.0916,0.1995,0.2911,42.4442,28.5328,47.3638,55.7841,16.5987,19.1358,-66.6667,-106.7289,90.0000,70.0000,5.0000,95.0000,45.8110,45.3640,45.8993,45.3765,-17071527.9145,352593350.0000
45.6139,45.6559,45.6004,45.4844,-0.0850,0.2290,0.3140,51.3516,39.5078,46.8066,55.5953,17.6253,19.7632,-83.7527,-116.4125,100.0000,0.0000,10.0000,100.0000,45.8205,45.4073,45.9080,45.4038,-15898372.3588,347314150.0000
45.6146,45.6576,45.6404,45.4912,-0.0705,0.2647,0.3353,51.6525,59.2919,56.2369,59.8693,18.7659,20.4236,-4.5717,-53.1713,10.0000,10.0000,15.0000,55.0000,45.8187,45.4105,45.9037,45.4114,-13304844.5239,354937550.0000
45.6226,45.6531,45.6362,45.4735,-0.0707,0.2822,0.3529,41.5634,55.2552,63.7208,62.8421,19.4736,20.6360,135.3333,55.3069,20.0000,20.0000,20.0000,0.0000,45.8390,45.4062,45.9022,45.4040,-10940587.1996,361337350.0000
45.6131,45.6124,45.5967,45.4377,-0.0860,0.2846,0.3706,34.8649,40.4105,58.4871,60.9006,18.4871,20.5190,128.0882,40.2594,30.0000,0.0000,25.0000,0.0000,45.8016,45.4245,45.9805,45.2443,-10354953.3975,364109350.0000
45.6287,45.5724,45.5847,45.4152,-0.0920,0.3001,0.3921,35.8069,29.0244,55.6050,59.9055,17.9138,20.5020,-122.6158,-81.8282,40.0000,10.0000,30.0000,5.0000,45.8501,45.4073,46.0671,45.0778,-22543691.4947,344419850.0000
45.6639,45.5486,45.5880,45.3989,-0.0913,0.3238,0.4151,41.3702,35.1597,55.1378,59.7433,19.3279,21.0263,-130.5479,-60.5307,50.0000,20.0000,35.0000,10.0000,45.9417,45.3862,46.0855,45.0117,-16416247.0463,333390450.0000
45.6802,45.5342,45.5951,45.3824,-0.0872,0.3507,0.4379,45.7262,43.2367,54.4913,59.5099,20.8990,21.5781,-76.5970,-12.8161,60.0000,30.0000,40.0000,15.0000,45.9497,45.4107,46.0848,44.9836,-11169491.4915,342244350.0000
45.6951,45.5289,45.6082,45.3662,-0.0777,0.3820,0.4597,43.8586,45.7142,55.2074,59.8395,22.6447,22.1589,-131.9703,-28.5447,70.0000,40.0000,45.0000,0.0000,45.9469,45.4433,46.0814,44.9765,-16966208.1577,329968950.0000
45.7012,45.4937,45.6198,45.3462,-0.0647,0.4144,0.4791,38.7232,48.2276,59.4241,61.7905,23.6289,22.9191,-89.9168,6.3935,80.0000,0.0000,50.0000,0.0000,45.9420,45.4604,46.1198,44.8675,-19887119.0697,342326650.0000
45.6883,45.4510,45.6068,45.3113,-0.0580,0.4373,0.4953,31.1635,37.6341,60.1128,62.1111,25.7233,23.4918,-40.2971,35.7551,90.0000,10.0000,55.0000,5.0000,45.9458,45.4308,46.1348,44.7671,-17426204.2550,351818750.0000
45.6978,45.4143,45.5865,45.2705,-0.0518,0.4580,0.5098,33.9620,30.3081,53.6693,59.4456,28.2188,24.0568,-78.7879,32.2471,100.0000,20.0000,60.0000,0.0000,45.9630,45.4326,46.1194,44.7092,-21716355.9793,344042850.0000
45.7005,45.3838,45.6218,45.2540,-0.0173,0.5055,0.5228,42.5033,25.5483,64.4441,64.3950,30.9917,24.6516,-118.6104,31.6061,10.0000,30.0000,65.0000,0.0000,45.9549,45.4461,46.1353,44.6323,-21437089.3132,324773450.0000
45.6836,45.2855,45.5957,45.2030,-0.0001,0.5269,0.5271,54.8983,46.0297,64.0202,64.2104,32.1485,24.7015,-73.3492,48.5314,0.0000,40.0000,70.0000,0.0000,45.9478,45.4193,46.2953,44.2756,-14128875.0275,335004950.0000
45.6117,45.1501,45.5684,45.1486,0.0216,0.5487,0.5271,56.8544,55.9319,67.1427,65.6109,33.4338,24.7541,22.6858,72.1731,0.0000,50.0000,75.0000,5.0000,46.0969,45.1266,46.5440,43.7563,-16094262.2977,326689850.0000
45.5162,45.0137,45.5154,45.0794,0.0378,0.5595,0.5217,54.6255,62.7333,71.2316,67.4382,34.0608,24.6441,84.3972,93.4973,10.0000,60.0000,80.0000,0.0000,46.1604,44.8720,46.6385,43.3889,-6657253.6039,338748250.0000
45.4333,44.8642,45.4250,44.9906,0.0413,0.5535,0.5123,54.2948,51.8979,68.1511,65.8434,33.6825,24.3108,62.4018,83.6065,20.0000,70.0000,85.0000,5.0000,46.0602,44.8063,46.6678,43.0606,-12544608.4427,331143750.0000
45.3882,44.7389,45.3597,44.9140,0.0565,0.5585,0.5019,63.7881,49.2453,67.6312,65.5764,33.6133,24.0411,52.0849,79.0022,30.0000,80.0000,90.0000,10.0000,45.9909,44.7856,46.6334,42.8445,-21322038.4449,321391050.0000
45.3628,44.6107,45.2874,44.8328,0.0723,0.5601,0.4878,76.8848,61.7411,66.6513,65.0575,33.6487,23.7836,36.9551,72.5336,0.0000,90.0000,95.0000,15.0000,45.9338,44.7917,46.5775,42.6438,-24024505.1125,313283650.0000
45.2861,44.4976,45.2141,44.7503,0.0913,0.5610,0.4697,82.8461,80.3780,65.7173,64.5499,34.0374,23.5967,79.5924,86.5520,0.0000,100.0000,100.0000,20.0000,45.9038,44.6684,46.4800,42.5152,-24525433.3165,323051750.0000
45.2136,44.3933,45.1396,44.6662,0.1140,0.5609,0.4469,77.6648,88.5353,72.2761,67.9247,34.4693,23.4000,155.7492,108.1303,10.0000,100.0000,100.0000,25.0000,45.8603,44.5669,46.3628,42.4237,-19475086.2218,339707150.0000
45.1308,44.2794,44.9943,44.5475,0.1093,0.5277,0.4184,65.2246,79.6250,68.3244,65.5481,33.2393,22.7939,158.9299,106.4888,0.0000,100.0000,100.0000,30.0000,45.6609,44.6007,46.1739,42.3850,-25294015.3127,328671250.0000
45.0670,44.1876,44.8920,44.4520,0.1210,0.5121,0.3911,57.0880,64.8342,71.4404,67.1553,32.2128,22.2556,146.3783,100.4711,0.0000,90.0000,95.0000,35.0000,45.5791,44.5550,46.0224,42.3528,-37700623.7635,313483850.0000
44.8874,44.0749,44.7414,44.3344,0.1123,0.4731,0.3608,56.2842,51.2145,64.1746,62.8833,32.3682,22.0468,99.9524,94.0509,0.0000,100.0000,100.0000,40.0000,45.7251,44.0496,45.8316,42.3182,-45876085.2972,298300850.0000
44.6885,43.9744,44.6839,44.2643,0.1417,0.4744,0.3327,66.4771,55.2154,61.8892,61.6419,32.5408,21.8271,38.3871,79.6875,10.0000,70.0000,85.0000,45.0000,46.0834,43.2937,45.7377,42.2112,-48428687.6638,282323450.0000
44.5113,43.8784,44.6467,44.2025,0.1870,0.4844,0.2973,76.6411,62.4226,68.2514,64.9947,34.4910,22.0457,46.1461,90.4142,0.0000,80.0000,90.0000,50.0000,46.1982,42.8245,45.6493,42.1075,-49350064.0866,276358750.0000
44.2951,43.7703,44.5474,44.1087,0.2148,0.4653,0.2506,86.0954,81.7934,73.1471,67.5185,35.1088,21.8957,74.8232,124.2270,10.0000,90.0000,95.0000,55.0000,46.1718,42.4184,45.4947,42.0459,-42813168.3084,291330350.0000
44.0896,43.6612,44.3872,43.9866,0.2196,0.4165,0.1969,89.0892,85.7072,77.7823,69.8987,34.5675,21.4484,92.4083,154.1607,20.0000,100.0000,100.0000,0.0000,45.9448,42.2344,45.2646,42.0578,-45493508.3110,275866850.0000
43.8586,43.5302,44.1554,43.8347,0.1896,0.3316,0.1420,90.0619,90.7857,72.0756,65.7938,32.7737,20.7019,94.0180,170.3145,30.0000,100.0000,100.0000,5.0000,45.5573,42.1598,44.9519,42.1084,-36384134.6215,295097750.0000
43.7090,43.4486,44.0009,43.7277,0.1828,0.2774,0.0946,87.5568,90.7745,71.7721,65.5864,31.1684,20.0447,92.6272,179.5893,40.0000,80.0000,90.0000,10.0000,45.2913,42.1267,44.7390,42.1583,-50762954.6218,279962150.0000
43.5729,43.3863,43.8180,43.6123,0.1581,0.2069,0.0489,81.5912,88.6255,75.6575,67.6313,30.2840,19.6391,131.3688,237.8562,50.0000,90.0000,95.0000,15.0000,44.9717,42.1741,44.5153,42.2574,-49553312.5170,291453750.0000
43.4281,43.3180,43.5631,43.4699,0.0902,0.0996,0.0094,68.6513,83.2704,74.3482,66.5947,28.3079,18.9767,219.3867,315.8088,60.0000,100.0000,100.0000,20.0000,44.4762,42.3800,44.1933,42.4426,-43599321.6111,303582250.0000
43.3082,43.2533,43.2844,43.3281,-0.0106,-0.0238,-0.0132,54.4969,72.8776,61.0710,57.4815,26.1122,18.2795,238.8629,241.8289,70.0000,100.0000,100.0000,25.0000,43.8407,42.7757,43.8087,42.6979,-58490467.9532,287081250.0000
43.2624,43.2678,43.1758,43.2813,-0.0640,-0.0746,-0.0105,40.1756,49.8059,41.0517,47.5765,24.3077,17.7740,63.1493,46.0238,80.0000,100.0000,0.0000,30.0000,43.6969,42.8279,43.8879,42.6476,-64648945.6171,269498350.0000
43.2604,43.3338,43.2123,43.3096,-0.0663,-0.0608,0.0055,36.9304,40.8071,42.8049,48.5269,25.0116,18.0890,-36.2192,-38.3311,90.0000,20.0000,5.0000,35.0000,43.6997,42.8210,44.0958,42.5718,-70775994.0396,253329750.0000
43.2455,43.3971,43.2419,43.3339,-0.0713,-0.0492,0.0220,37.5098,29.9137,37.5217,46.2842,26.3688,18.8297,-112.4056,-103.8390,100.0000,30.0000,0.0000,40.0000,43.7171,42.7740,44.2668,42.5274,-76719989.7824,236896350.0000
43.2455,43.4625,43.3109,43.3763,-0.0585,-0.0186,0.0399,47.0758,40.0705,44.6002,50.2553,25.8142,19.1894,-10.2857,-46.3462,20.0000,40.0000,5.0000,45.0000,43.7171,42.7740,44.3774,42.5475,-70806609.7806,247647950.0000
43.2327,43.5227,43.3325,43.3934,-0.0626,-0.0081,0.0545,55.6593,42.5451,41.2767,48.8660,26.7913,19.9985,-26.6236,-64.3821,0.0000,50.0000,0.0000,50.0000,43.7139,42.7516,44.5195,42.5260,-72708796.2663,239827850.0000
43.2018,43.5881,43.3798,43.4222,-0.0551,0.0150,0.0701,65.7550,58.6119,47.7176,52.3376,27.6999,20.8155,33.2369,-39.0759,10.0000,60.0000,0.0000,55.0000,43.7441,42.6594,44.6404,42.5358,-74020695.0894,249965250.0000
43.1883,43.6501,43.3853,43.4292,-0.0636,0.0203,0.0839,69.1831,65.8208,50.9913,54.0037,30.2175,21.7662,67.9012,-28.9931,20.0000,70.0000,5.0000,60.0000,43.7213,42.6552,44.7831,42.5170,-77113413.8410,240068550.0000
43.1997,43.6999,43.3680,43.4257,-0.0840,0.0158,0.0998,66.2728,72.8324,52.6156,54.8329,33.3579,22.5832,92.5068,-18.5275,30.0000,0.0000,0.0000,65.0000,43.7601,42.6393,44.8823,42.5175,-69589060.3513,251225350.0000
43.2078,43.7410,43.3348,43.4161,-0.1165,0.0043,0.1208,58.5839,68.8962,55.6047,56.3746,36.6612,23.5761,78.8940,-28.4822,40.0000,0.0000,5.0000,70.0000,43.7883,42.6274,44.9519,42.5301,-77540177.2756,240677950.0000
43.1984,43.7791,43.2719,43.3948,-0.1706,-0.0207,0.1499,49.7440,57.0897,47.5613,52.5742,40.4649,24.4553,61.3426,-35.4879,50.0000,0.0000,10.0000,75.0000,43.7544,42.6424,45.0196,42.5385,-71914423.4289,248376350.0000
43.2732,43.8249,43.2623,43.4032,-0.2140,-0.0214,0.1926,45.3573,49.7658,36.5203,47.9822,44.6912,25.3807,-55.5556,-98.5656,60.0000,0.0000,15.0000,80.0000,44.0348,42.5115,45.0611,42.5886,-74120923.4296,235578650.0000
43.4072,43.8761,43.3225,43.4465,-0.2352,0.0109,0.2461,38.2138,42.3766,34.1817,47.0693,45.4589,26.1627,-89.3372,-131.7646,70.0000,10.0000,20.0000,85.0000,44.3690,42.4454,45.0535,42.6987,-76320454.1980,226047350.0000
43.5487,43.9306,43.4095,43.5008,-0.2467,0.0581,0.3049,30.0368,43.9295,34.1817,47.0693,45.2531,26.8001,-88.7757,-138.2401,80.0000,0.0000,25.0000,90.0000,44.6006,42.4968,45.0261,42.8352,-72196093.0886,236652850.0000
43.6794,43.9687,43.5159,43.5608,-0.2490,0.1176,0.3665,19.3953,28.3353,37.0035,49.0548,45.0244,27.4710,-91.2281,-144.6146,90.0000,10.0000,30.0000,95.0000,44.7165,42.6423,44.9715,42.9659,-81059395.6211,247767150.0000
43.8128,43.9953,43.6114,43.6108,-0.2528,0.1760,0.4288,16.5873,17.8454,27.3863,45.1354,45.3204,28.3864,-140.5276,-195.7753,100.0000,0.0000,35.0000,100.0000,44.8533,42.7722,44.9289,43.0617,-87579811.2464,240039250.0000
43.9744,44.0357,43.7896,43.6951,-0.2159,0.2760,0.4920,18.2954,12.0051,34.4230,50.6422,44.3256,29.1080,-143.9770,-174.7592,100.0000,0.0000,40.0000,100.0000,44.8267,43.1221,44.8183,43.2532,-97405161.2429,228886150.0000
44.1118,44.0569,43.9160,43.7450,-0.1880,0.3579,0.5460,24.5396,19.9114,43.0784,56.3132,44.6431,30.4527,-129.3830,-115.0525,80.0000,10.0000,45.0000,0.0000,44.8718,43.3519,44.7698,43.3440,-84657661.2420,244183150.0000
44.2001,44.0398,43.9912,43.7627,-0.1721,0.4209,0.5930,29.3859,22.9697,43.6374,56.6543,46.8194,31.6308,-172.0453,-95.7281,90.0000,0.0000,50.0000,0.0000,44.8935,43.5067,44.8121,43.2674,-80147827.9108,230653650.0000
44.2742,44.0037,44.0786,43.7800,-0.1429,0.4931,0.6360,32.6518,30.7378,41.1160,55.7199,49.3582,32.8338,-239.7217,-57.3349,100.0000,10.0000,55.0000,0.0000,44.8411,43.7072,44.9107,43.0967,-73032734.8895,240851950.0000
44.3597,43.9475,44.2019,43.8070,-0.0861,0.5856,0.6717,33.9783,34.4502,58.1399,65.4713,52.1790,34.1001,-180.6769,22.1034,100.0000,20.0000,60.0000,0.0000,44.6268,44.0927,45.0784,42.8165,-68192444.9604,255166850.0000
44.3766,43.8562,44.2329,43.7801,-0.0529,0.6403,0.6932,32.0730,32.7674,71.4531,71.4073,56.7911,34.3666,-72.4428,54.3637,0.0000,30.0000,65.0000,5.0000,44.5803,44.1729,45.2083,42.5041,-64881128.9617,264364950.0000
44.3449,43.7572,44.2108,43.7220,-0.0331,0.6733,0.7065,34.0439,34.7172,72.1970,71.7161,58.7442,33.9879,-25.7518,59.8323,10.0000,40.0000,70.0000,0.0000,44.6430,44.0468,45.2392,42.2752,-62103487.0998,271390750.0000
44.3126,43.6474,44.1809,43.6563,-0.0104,0.7044,0.7147,36.3495,28.7345,69.9439,70.7548,60.7326,33.5548,-26.8410,59.1153,0.0000,50.0000,75.0000,0.0000,44.6680,43.9572,45.2585,42.0362,-57955807.0975,261021550.0000
44.2580,43.5221,44.1682,43.5951,0.0273,0.7447,0.7173,44.1657,38.6800,79.7607,74.8323,62.9421,33.0988,48.8623,76.3751,0.0000,60.0000,80.0000,0.0000,44.7739,43.7421,45.3101,41.7340,-53761507.0965,269545450.0000
44.1779,43.3799,44.1123,43.5083,0.0563,0.7668,0.7105,51.8501,41.6341,80.1356,74.9843,63.0915,32.1712,50.1336,77.7090,10.0000,70.0000,85.0000,0.0000,44.8054,43.5503,45.3066,41.4533,-60475007.0969,261905950.0000
44.0970,43.2324,44.0425,43.4117,0.0867,0.7832,0.6964,63.3412,52.1830,89.6129,78.7862,63.1689,31.1779,87.5909,90.5595,20.0000,80.0000,90.0000,0.0000,44.7813,43.4127,45.2649,41.2000,-56645051.2856,267584850.0000
44.0020,43.0660,43.9198,43.2871,0.1008,0.7755,0.6747,76.0877,61.7333,88.6461,77.9360,61.0013,29.7133,88.8118,90.2204,0.0000,90.0000,95.0000,5.0000,44.6461,43.3580,45.1687,40.9633,-51941351.2821,258177450.0000
43.8794,42.9182,43.7997,43.1637,0.1187,0.7682,0.6495,85.4946,76.1074,87.7203,77.1531,58.6371,28.1934,121.7622,100.9469,0.0000,100.0000,100.0000,10.0000,44.5912,43.1677,45.0238,40.8125,-48694396.9964,249435650.0000
43.7333,42.7710,43.6799,43.0399,0.1402,0.7601,0.6199,88.7041,90.4225,89.9199,78.0299,56.0102,26.5934,127.3472,103.8290,0.0000,100.0000,100.0000,15.0000,44.5927,42.8738,44.8704,40.6716,-44675339.8539,240057850.0000
43.5352,42.6268,43.5245,42.8990,0.1497,0.7345,0.5848,84.2652,89.9540,89.0105,77.1244,53.4987,25.1092,125.5217,112.1613,0.0000,100.0000,100.0000,20.0000,44.5969,42.4735,44.6596,40.5940,-42108539.8579,249897250.0000
43.3358,42.4917,43.3675,42.7587,0.1589,0.7063,0.5474,80.7890,85.7358,87.5389,75.7429,50.8508,23.6118,84.9656,107.1417,10.0000,100.0000,100.0000,25.0000,44.5393,42.1323,44.4373,40.5462,-51884195.4143,237328550.0000
43.1694,42.3574,43.2235,42.6265,0.1743,0.6819,0.5077,78.8754,77.1057,87.8698,75.8789,48.4384,22.2573,89.9621,119.6530,0.0000,100.0000,100.0000,30.0000,44.4105,41.9283,44.2334,40.4813,-58581556.3907,228470750.0000
42.9822,42.2196,43.0460,42.4795,0.1762,0.6402,0.4641,82.2562,79.5256,85.4428,73.6782,45.6770,20.8164,84.0120,125.0589,0.0000,100.0000,100.0000,0.0000,44.2171,41.7472,43.9879,40.4513,-58127851.3875,219396650.0000
42.7861,42.0973,42.9024,42.3519,0.1913,0.6113,0.4200,84.9210,79.9950,84.8296,73.1559,42.7454,19.3568,78.1241,126.8657,0.0000,80.0000,90.0000,5.0000,44.1259,41.4463,43.7774,40.4172,-62749195.3035,206877950.0000
42.5820,41.9882,42.7433,42.2186,0.2009,0.5731,0.3722,88.4721,87.2482,84.8296,73.1559,39.8533,17.9692,107.5137,156.5884,0.0000,90.0000,95.0000,10.0000,43.9736,41.1904,43.5374,40.4390,-60185237.6745,216962850.0000
42.3678,41.8737,42.5490,42.0713,0.1939,0.5159,0.3220,87.9284,87.5199,85.8954,73.6354,36.6399,16.5086,137.4886,189.9088,0.0000,100.0000,100.0000,15.0000,43.7143,41.0213,43.2534,40.4939,-61717325.1765,204706150.0000
