SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowD,SlowK,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Upper Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
152.2576,148.5773,151.8544,151.4078,0.1226,0.6857,-0.5630,47.8455,46.7279,62.0172,54.0919,16.4109,14.7195,159.4661,86.2108,0.0000,100.0000,10.0000,0.0000,150.8164,153.6989,157.1751,139.9795,528812708.3361,309669900.0000
151.8683,148.6224,151.4721,151.1797,-0.0639,0.6705,-0.7344,53.2672,40.9477,55.4764,50.9734,15.3400,15.1200,10.9178,55.6653,0.0000,60.0000,15.0000,0.0000,150.0153,153.7212,157.3333,139.9115,530918295.2086,305162900.0000
151.5852,148.8668,151.3328,151.0830,-0.1508,0.7512,-0.9021,67.1267,55.8610,55.6524,51.0406,16.3758,15.7672,25.3594,49.0315,0.0000,70.0000,20.0000,0.0000,149.1780,153.9925,158.2058,139.5278,528658245.9255,301134800.0000
151.1606,149.0984,151.1559,150.9728,-0.2627,0.8272,-1.0899,74.2834,62.9928,56.2143,51.2654,17.4871,16.4555,38.8670,43.0536,0.0000,80.0000,25.0000,5.0000,147.9295,154.3916,158.9646,139.2323,527099252.8438,297435100.0000
150.5230,149.3271,150.9162,150.8400,-0.4124,0.8843,-1.2967,79.9567,82.5263,58.4920,52.2014,18.5953,17.2041,81.7635,48.1197,0.0000,90.0000,30.0000,10.0000,146.0964,154.9496,159.6735,138.9806,529936897.2878,301083500.0000
149.7354,149.5526,150.5229,150.6457,-0.6434,0.8744,-1.5178,78.3317,77.3311,58.2382,52.0628,19.3123,18.0918,82.4847,39.3378,0.0000,100.0000,35.0000,0.0000,144.4159,155.0549,160.3681,138.7371,526887816.5840,297804300.0000
148.8856,149.8220,150.0589,150.4388,-0.9212,0.8152,-1.7364,81.2675,80.0128,57.7499,51.7840,20.1088,19.0262,100.1871,37.4244,0.0000,100.0000,40.0000,5.0000,142.9911,154.7802,161.1833,138.4606,528814330.6162,301346600.0000
147.9595,150.0850,149.5269,150.2269,-1.2463,0.6938,-1.9402,83.6470,77.6513,53.5842,49.3988,21.0798,19.9865,70.5457,11.9737,0.0000,80.0000,45.0000,10.0000,141.6990,154.2201,161.9119,138.2581,525304981.8954,297744900.0000
146.9824,150.3458,149.1763,150.1345,-1.5059,0.6077,-2.1136,87.6079,86.1383,53.2847,49.2264,23.3606,20.6749,79.0005,6.0934,0.0000,90.0000,50.0000,15.0000,139.9836,153.9811,162.4772,138.2144,522185808.8190,294293900.0000
145.9453,150.5635,148.7695,150.0426,-1.8054,0.4602,-2.2656,88.4458,87.1514,59.1801,52.1201,25.8947,21.3994,118.2530,19.4204,10.0000,100.0000,55.0000,20.0000,138.5757,153.3149,162.8892,138.2378,522088106.3923,299120400.0000
144.8970,150.6605,147.9009,149.7652,-2.3315,0.0491,-2.3806,90.8726,89.5340,50.3039,46.7901,27.3788,22.4700,107.0140,-9.9205,20.0000,0.0000,60.0000,25.0000,138.7807,151.0132,163.0815,138.2396,522228413.7874,294627700.0000
145.3765,151.0460,147.5054,149.7741,-2.6640,-0.2711,-2.3929,89.3411,88.6519,48.9296,46.0049,30.2456,23.1511,63.7714,-23.9946,30.0000,0.0000,65.0000,0.0000,137.3739,153.3792,163.7957,138.2963,518401077.9675,290682600.0000
146.1484,151.5491,147.1136,149.8273,-3.0076,-0.6825,-2.3251,79.5085,94.4318,44.2637,43.3330,33.2814,23.8264,45.5485,-24.5950,40.0000,0.0000,70.0000,5.0000,135.6832,156.6135,164.7641,138.3341,521881583.3545,295581700.0000
147.0363,152.0819,146.9427,150.0320,-3.2613,-1.1068,-2.1545,59.7792,84.9396,36.6628,39.1586,36.6545,24.5372,-0.1958,-53.9194,50.0000,10.0000,75.0000,10.0000,134.7798,159.2929,165.5200,138.6439,514485574.5762,288041800.0000
148.1311,152.7039,147.1835,150.4713,-3.3316,-1.4539,-1.8777,35.3837,59.1540,32.3581,36.8677,38.8418,24.8287,-38.8120,-93.0162,60.0000,20.0000,80.0000,15.0000,134.6011,161.6611,166.0836,139.3241,509803342.3697,282109400.0000
149.3698,153.3215,147.7110,151.0672,-3.2661,-1.7518,-1.5143,17.7195,35.2439,29.4931,35.3311,37.8224,24.2194,-50.0556,-112.2063,70.0000,0.0000,85.0000,20.0000,135.0385,163.7010,166.3217,140.3213,508225535.5179,278619100.0000
150.7583,153.9877,148.5105,151.7992,-3.0640,-1.9877,-1.0763,8.0593,11.7533,25.7497,33.2910,36.6897,23.5780,-77.3940,-157.9902,80.0000,10.0000,90.0000,25.0000,136.0477,165.4689,166.3836,141.5918,507556458.6771,273968200.0000
152.2105,154.7524,149.6925,152.7053,-2.6677,-2.0883,-0.5794,7.5032,6.1612,17.8335,29.0007,33.2836,22.3547,-108.9840,-218.4911,90.0000,20.0000,95.0000,30.0000,137.9132,166.5079,166.2438,143.2609,508001822.5099,270274300.0000
153.7092,155.5557,151.5501,153.9024,-1.9339,-1.8765,-0.0573,16.6890,6.2633,14.7666,27.3359,29.4989,21.0671,-183.0384,-345.0534,100.0000,30.0000,100.0000,35.0000,141.2650,166.1534,165.2952,145.8162,504722105.0216,263978200.0000
155.1817,156.4526,153.9754,155.2988,-0.8981,-1.3099,0.4118,25.5535,10.0851,15.9661,28.7692,24.3859,19.4700,-322.6034,-497.3114,100.0000,40.0000,100.0000,40.0000,146.2983,164.0650,163.4486,149.4566,513769229.3445,273823600.0000
156.4241,157.2150,156.5934,156.6782,0.2783,-0.4610,0.7393,39.6141,33.7186,37.6663,47.3579,18.9343,17.9309,-124.9524,-175.3415,100.0000,50.0000,100.0000,0.0000,154.0995,158.7486,159.6968,154.7333,531274009.7633,292670600.0000
156.7156,157.5204,157.0638,156.9099,0.5252,-0.3294,0.8546,48.6305,32.8569,50.2230,54.1519,17.2679,18.2295,-19.1633,-74.1968,20.0000,0.0000,60.0000,5.0000,154.7354,158.6957,160.0808,154.9600,534604302.4485,299172600.0000
156.9499,157.6077,157.0809,156.9018,0.5771,-0.3598,0.9369,65.8651,52.2670,48.8486,53.5855,18.1842,19.0946,17.8936,-29.5477,30.0000,10.0000,65.0000,10.0000,154.4188,159.4811,160.2080,155.0073,537174899.9339,302442400.0000
157.1275,157.7366,157.1517,156.9165,0.6579,-0.3689,1.0268,72.5598,60.7676,49.0926,53.7116,19.2024,20.0053,-40.4103,-86.3080,40.0000,20.0000,70.0000,0.0000,154.4302,159.8248,160.4110,155.0621,534315399.9339,299582900.0000
157.2766,157.8920,157.2283,156.9281,0.7469,-0.3722,1.1191,69.4623,84.5606,51.0827,54.7727,19.9814,21.0339,-14.2950,-54.6221,50.0000,30.0000,75.0000,5.0000,154.5029,160.0503,160.6909,155.0932,538533499.9339,303801000.0000
157.2733,157.9808,157.2354,156.8998,0.8099,-0.4022,1.2121,52.8804,72.3511,55.2288,56.9730,21.2950,22.0000,42.3016,6.4638,60.0000,40.0000,80.0000,10.0000,154.4991,160.0474,160.7984,155.1633,535775344.3781,306966400.0000
157.2171,157.9404,157.0658,156.7842,0.7969,-0.5158,1.3127,40.0204,51.4752,54.0364,56.3819,23.6191,22.7731,20.6198,-21.4091,70.0000,50.0000,85.0000,15.0000,154.4814,159.9527,160.7790,155.1018,532674612.2344,303310800.0000
157.2942,157.8887,156.9218,156.6863,0.7977,-0.6439,1.4416,36.5509,34.8148,47.9268,53.4050,25.7597,23.7030,-87.8513,-123.7739,80.0000,60.0000,90.0000,20.0000,154.4650,160.1235,160.7791,154.9983,530912512.2321,299786600.0000
157.4021,157.9048,157.0556,156.7249,0.9291,-0.6735,1.6026,44.9747,33.7710,43.2552,51.2289,25.5059,24.6781,-146.0457,-155.5960,90.0000,70.0000,95.0000,25.0000,154.6485,160.1558,160.7635,155.0461,531227721.5845,302363900.0000
157.7235,157.9835,157.4322,156.8685,1.1809,-0.5901,1.7710,58.1575,41.0668,39.4755,49.4958,24.3903,25.5458,-217.3055,-174.8056,100.0000,80.0000,100.0000,30.0000,155.2633,160.1837,160.6370,155.3299,528876521.5845,304715100.0000
158.0060,158.0546,158.0574,157.1053,1.5606,-0.3579,1.9185,73.2950,60.0862,50.8734,56.6421,23.1507,26.4592,-76.4827,-36.3821,60.0000,0.0000,0.0000,35.0000,156.6243,159.3878,160.4020,155.7073,525747744.4413,308863100.0000
158.3253,157.9280,158.2053,157.0751,1.7403,-0.2677,2.0080,74.7548,73.3194,62.1717,62.6518,24.2668,27.4907,66.1678,61.0496,70.0000,10.0000,0.0000,40.0000,156.3232,160.3273,160.6485,155.2075,526196991.8452,312572600.0000
158.2654,157.6681,157.9553,156.8377,1.7470,-0.3280,2.0749,68.4460,86.4795,58.8067,61.0472,25.7100,27.8890,76.2214,72.4137,80.0000,20.0000,0.0000,45.0000,156.3534,160.1775,160.7696,154.5665,529235903.6669,315701400.0000
158.3456,157.3301,157.8258,156.6588,1.8107,-0.3462,2.1569,48.3880,64.4656,57.7839,60.5601,27.4900,28.3427,-8.8610,38.9002,90.0000,0.0000,0.0000,50.0000,156.3301,160.3611,161.3236,153.3367,526813931.6912,312584600.0000
158.5075,156.8846,157.7209,156.4862,1.8902,-0.3533,2.2435,36.5099,54.3930,52.7896,58.2096,30.4038,29.0533,-33.0814,39.3854,100.0000,10.0000,5.0000,55.0000,156.2840,160.7309,162.1364,151.6329,526804400.5803,314729100.0000
158.6884,156.5495,157.8449,156.4150,2.0797,-0.2521,2.3318,27.6669,26.3054,54.1794,59.0146,33.5801,29.8129,-99.8325,20.6962,0.0000,20.0000,0.0000,60.0000,156.6448,160.7320,162.4968,150.6022,523337893.8311,310979200.0000
158.6637,156.1186,157.9356,156.3075,2.2634,-0.1314,2.3948,35.6763,28.8313,59.5957,62.1461,35.7889,30.8616,-47.4046,47.4425,0.0000,30.0000,0.0000,65.0000,156.5551,160.7722,162.9321,149.3052,524088977.3261,314202600.0000
158.4831,155.6068,157.8135,156.0782,2.3583,-0.0694,2.4277,45.6623,27.8641,55.4437,60.0609,39.4879,31.6120,-74.0098,36.6460,0.0000,40.0000,0.0000,70.0000,156.0588,160.9075,163.1327,148.0809,522448524.3418,311902300.0000
158.4074,155.1370,157.9056,155.9392,2.5556,0.1106,2.4450,58.5671,50.3334,61.6093,63.6662,43.5979,32.4019,-15.8694,57.4032,10.0000,50.0000,5.0000,75.0000,155.8112,161.0036,163.3028,146.9712,524069774.3418,315144800.0000
158.2434,154.6582,157.7569,155.6617,2.6506,0.2332,2.4174,64.6874,58.7896,57.5203,61.5578,47.2725,32.8291,-24.6913,55.5137,0.0000,60.0000,10.0000,80.0000,155.5067,160.9800,163.0805,146.2359,525299183.4322,318176300.0000
158.1033,154.2086,157.8264,155.4741,2.8484,0.4893,2.3591,72.3502,66.5783,78.3835,72.6834,51.4867,33.3060,92.2353,102.8773,0.0000,70.0000,15.0000,85.0000,155.0879,161.1186,162.9423,145.4749,522454593.8098,324006700.0000
157.5308,153.6301,157.2137,154.9363,2.7398,0.5031,2.2368,80.9966,68.6943,73.2299,69.6058,51.1400,32.5684,64.0284,92.1887,0.0000,80.0000,20.0000,90.0000,154.4435,160.6180,162.1277,145.1326,522454593.8071,320987700.0000
157.0707,153.1952,156.8763,154.5368,2.7499,0.6389,2.1110,90.0076,81.7779,78.7777,72.1399,51.0895,31.8784,80.3686,101.7728,0.0000,90.0000,25.0000,95.0000,153.5030,160.6385,161.4918,144.8985,522521656.5250,317789100.0000
156.3147,152.7148,156.3289,154.0312,2.6609,0.7096,1.9513,93.3030,92.5177,84.2304,74.5893,49.7810,30.8800,138.8516,132.3983,0.0000,100.0000,30.0000,100.0000,151.8893,160.7401,160.6367,144.7929,523685269.4301,320795100.0000
155.2618,152.1847,155.5316,153.4116,2.4498,0.6759,1.7739,93.3391,95.7273,82.4405,73.1734,47.0994,29.5664,146.2851,152.2113,10.0000,100.0000,35.0000,100.0000,149.8629,160.6608,159.5040,144.8653,521997293.9272,328725400.0000
154.4106,151.7133,154.7669,152.8263,2.2408,0.6359,1.6049,92.6275,91.6641,78.2420,70.1929,44.1291,28.1875,92.9879,128.2841,0.0000,100.0000,40.0000,100.0000,148.9365,159.8847,158.4112,145.0155,516669869.3984,323219900.0000
153.5736,151.3106,154.2286,152.3670,2.1231,0.6772,1.4459,94.5886,92.6261,76.8166,69.2661,41.8010,27.1022,79.9490,128.7452,0.0000,80.0000,45.0000,90.0000,147.5253,159.6218,157.5992,145.0220,514091397.9679,319864000.0000
152.7306,150.9606,153.6840,151.9131,1.9939,0.7173,1.2766,95.2888,93.5924,76.7156,69.1992,39.8465,26.1611,86.6033,148.1089,0.0000,90.0000,50.0000,95.0000,146.3104,159.1507,156.7764,145.1449,511288197.9662,316272400.0000
151.8666,150.6099,153.0266,151.4153,1.8038,0.7065,1.0973,95.8622,97.5473,79.1345,70.3336,37.9009,25.2391,115.0935,195.8986,10.0000,100.0000,55.0000,100.0000,145.4592,158.2740,155.8282,145.3917,508868998.9222,319322100.0000
151.0730,150.2072,152.1582,150.8343,1.5052,0.5845,0.9207,94.8296,94.7267,77.1565,68.8535,35.1393,24.1414,128.7877,231.2080,20.0000,100.0000,60.0000,100.0000,145.4559,156.6902,154.5867,145.8276,507202361.5132,315621600.0000
150.3139,149.8819,151.2950,150.2861,1.1929,0.4184,0.7745,91.6266,95.3127,74.2384,66.7617,32.4814,23.1248,152.5517,273.8874,30.0000,100.0000,65.0000,100.0000,145.6111,155.0168,153.3513,146.4126,504346185.0402,311737200.0000
149.7295,149.6945,150.5030,149.8048,0.8976,0.2276,0.6699,87.3378,94.4494,72.2820,65.4068,29.9614,22.1959,193.5358,300.6836,40.0000,100.0000,70.0000,100.0000,146.1011,153.3578,152.3860,147.0031,501183546.7886,308142400.0000
149.3196,149.5830,149.6966,149.3493,0.5815,-0.0315,0.6130,76.2840,85.1179,64.4069,60.4485,27.4849,21.3214,191.1793,224.9243,50.0000,100.0000,75.0000,100.0000,147.1339,151.5052,151.6396,147.5263,501808707.9821,304334600.0000
149.1150,149.5991,149.2339,149.0935,0.4092,-0.2116,0.6209,61.7687,82.4461,51.9158,54.0988,25.9434,20.7586,104.4497,64.7431,60.0000,90.0000,80.0000,5.0000,147.6120,150.6180,151.7284,147.4699,498115307.9821,300641200.0000
149.1075,149.7020,149.1996,149.0625,0.4268,-0.2470,0.6738,46.6830,61.2880,60.4787,58.0689,25.7002,20.5403,119.0941,49.1516,70.0000,100.0000,85.0000,10.0000,147.6093,150.6057,151.9746,147.4294,494862454.3494,297332900.0000
149.0161,149.7597,148.9195,148.9154,0.3339,-0.4017,0.7356,35.6598,41.5719,48.8504,53.0568,23.3213,19.8676,121.8331,21.2605,80.0000,100.0000,90.0000,0.0000,147.7686,150.2636,152.1613,147.3581,499390858.8058,302022100.0000
149.0476,149.9164,148.9418,148.9255,0.3775,-0.4585,0.8360,32.8590,37.1890,43.6742,51.1311,20.8898,19.2192,-98.5106,-100.9486,90.0000,90.0000,95.0000,0.0000,147.8057,150.2894,152.4571,147.3758,496052863.3844,297837000.0000
149.1907,150.1259,149.0956,148.9967,0.4857,-0.4649,0.9506,27.7924,28.2187,41.3550,50.2898,20.1929,19.0381,-103.1286,-94.7047,100.0000,100.0000,100.0000,5.0000,148.0220,150.3594,152.7708,147.4810,495163803.1930,294445400.0000
149.3533,150.3417,149.3386,149.1013,0.6419,-0.4249,1.0668,32.5019,33.1692,48.6159,53.8382,19.4186,18.8475,18.3453,-49.2710,90.0000,10.0000,95.0000,10.0000,148.4748,150.2318,152.9626,147.7208,499008603.1930,298290200.0000
149.3413,150.4685,149.4141,149.1121,0.7305,-0.4426,1.1730,36.1912,21.9893,43.7360,52.0750,19.7783,18.9172,-196.4754,-131.3736,100.0000,20.0000,100.0000,0.0000,148.4408,150.2418,153.0625,147.8745,495900703.1930,295182300.0000
149.4500,150.6331,149.6279,149.1816,0.8886,-0.3951,1.2837,43.1686,42.3473,47.9463,54.0915,21.5065,19.4256,-60.4712,-83.0088,20.0000,0.0000,0.0000,5.0000,148.7696,150.1303,153.1096,148.1567,498025607.3610,299105200.0000
149.6596,150.4208,149.7644,149.1993,1.0202,-0.3622,1.3824,40.3587,44.2372,56.8830,57.9578,23.4232,19.7500,24.9418,-30.6478,30.0000,0.0000,0.0000,10.0000,148.5136,150.8055,153.9293,146.9123,500571825.5405,302820600.0000
149.8464,150.1497,149.7047,149.1116,1.0697,-0.4033,1.4730,37.7964,42.9214,54.6453,57.1010,23.5959,19.6900,-12.6764,-18.6022,40.0000,0.0000,0.0000,15.0000,148.0779,151.6148,154.4783,145.8211,503211047.7003,305818900.0000
150.0833,149.8727,149.6984,149.0461,1.1477,-0.4261,1.5738,37.1646,33.9176,51.4719,55.9059,24.4568,19.7562,-77.3059,-29.8021,50.0000,10.0000,0.0000,20.0000,147.8621,152.3045,154.9216,144.8237,500953186.1612,302191100.0000
150.2965,149.5461,149.7839,149.0180,1.2734,-0.4070,1.6804,37.1315,36.5501,53.3310,56.7372,26.4614,20.0180,-64.8619,-6.5052,60.0000,20.0000,0.0000,25.0000,148.0036,152.5894,155.4670,143.6252,501823352.1988,305485300.0000
150.5034,149.1721,149.8369,148.9624,1.3916,-0.3905,1.7821,36.3569,41.0261,50.4748,55.6251,28.2773,20.2067,-91.2840,-2.1069,70.0000,0.0000,5.0000,30.0000,148.1463,152.8604,155.9314,142.4129,502357940.6038,303315500.0000
150.7853,148.8695,149.9931,148.9444,1.5642,-0.3155,1.8797,29.0994,33.8182,54.4560,57.4884,30.5167,20.4475,-79.2047,15.4596,80.0000,0.0000,10.0000,35.0000,148.4771,153.0935,156.1318,141.6072,501891418.7380,305777300.0000
151.0610,148.5824,150.0625,148.8669,1.7061,-0.2525,1.9586,25.5449,34.2263,54.1438,57.3582,32.1305,20.5071,-75.1421,27.1506,90.0000,10.0000,15.0000,40.0000,148.6886,153.4335,156.1416,141.0232,503738548.7403,308722000.0000
151.3301,148.2375,150.1590,148.7867,1.8677,-0.1540,2.0217,26.1273,19.2536,49.7125,55.5102,33.9237,20.5698,-181.5717,13.1198,100.0000,20.0000,20.0000,45.0000,149.0606,153.5996,156.1934,140.2816,501829691.0624,305828700.0000
151.5957,147.9439,150.4435,148.7770,2.1231,0.0629,2.0602,30.9800,23.1549,53.8326,57.5970,36.8993,20.8427,-226.5834,27.8804,100.0000,0.0000,25.0000,50.0000,150.0202,153.1712,156.2108,139.6770,501981456.5314,308905400.0000
151.8163,147.6156,150.6446,148.6968,2.3511,0.3066,2.0444,32.7601,35.9734,65.4715,62.9555,39.2998,20.9129,-120.3794,54.4968,0.0000,10.0000,30.0000,55.0000,151.0396,152.5930,156.1212,139.1100,499488509.7106,312529600.0000
151.1821,147.2362,150.5412,148.4428,2.4478,0.4801,1.9678,24.3574,33.8117,72.5792,65.8863,39.4694,20.4328,22.3143,69.8237,0.0000,20.0000,35.0000,60.0000,146.8612,155.5029,155.7614,138.7110,502216184.7079,316166500.0000
150.4530,146.8336,150.2390,148.0788,2.4552,0.6074,1.8478,24.6279,28.4950,74.4316,66.6369,38.1748,19.6266,47.3454,86.5581,0.0000,30.0000,40.0000,65.0000,144.6556,156.2504,155.1986,138.4686,504437348.8467,319355300.0000
149.6621,146.4829,149.8249,147.6553,2.4083,0.7124,1.6959,33.5110,10.7654,72.3625,65.4169,36.3550,18.7011,31.8335,82.1612,0.0000,40.0000,45.0000,70.0000,142.9022,156.4219,154.5165,138.4493,501825614.4107,315984600.0000
148.7958,146.1412,149.4647,147.2563,2.3804,0.8625,1.5178,54.7453,34.6235,73.7418,66.0058,34.6935,17.8407,45.2219,99.7773,0.0000,50.0000,0.0000,75.0000,141.0271,156.5644,153.8772,138.4051,504466581.9291,319076000.0000
147.8409,145.6059,148.9870,146.7975,2.2929,0.9907,1.3022,68.3213,55.1442,76.3738,67.1595,32.5654,16.8749,62.0349,127.2732,10.0000,60.0000,5.0000,80.0000,139.3768,156.3051,153.2337,137.9781,506282614.0440,322074400.0000
146.9537,145.0907,148.3279,146.2548,2.1134,1.0588,1.0545,77.7708,74.4683,80.0556,68.7951,29.6662,15.7403,86.1683,170.8412,20.0000,70.0000,10.0000,85.0000,138.5399,155.3675,152.3154,137.8660,508999808.7758,325691500.0000
146.1038,144.5836,147.4145,145.6040,1.8041,1.0143,0.7898,82.5147,75.3512,79.8403,68.6163,25.7046,14.3795,110.0839,209.5447,30.0000,80.0000,15.0000,90.0000,138.3898,153.8178,151.0591,138.1082,509950795.8209,328515200.0000
145.1450,144.0919,146.3247,144.8971,1.3953,0.8591,0.5362,86.1998,83.4929,78.4674,67.4542,21.5507,13.0577,154.2977,266.2874,40.0000,90.0000,20.0000,95.0000,138.4420,151.8480,149.5581,138.6258,507935455.8226,325156300.0000
144.2921,143.6793,145.1668,144.1984,0.9330,0.6115,0.3215,81.3623,88.7002,79.7712,68.0930,16.9630,11.6790,308.3120,430.2536,50.0000,100.0000,25.0000,100.0000,139.0466,149.5376,147.9510,139.4075,506363213.3951,329603500.0000
143.4149,143.2394,143.7051,143.4041,0.3081,0.1395,0.1686,70.0410,86.4064,59.5936,54.3921,11.6061,10.1627,148.3723,141.2900,60.0000,100.0000,30.0000,35.0000,141.7061,145.1238,145.3778,141.1010,512364410.7131,317073000.0000
143.2903,143.2077,143.4690,143.2606,0.2163,0.0826,0.1337,55.6293,68.9805,58.7622,53.9704,10.9082,10.4528,136.9831,90.9565,70.0000,100.0000,35.0000,0.0000,141.8305,144.7501,145.2720,141.1433,505192110.7131,309900700.0000
143.2142,143.2525,143.2153,143.1185,0.1121,-0.0010,0.1130,51.1921,54.7361,56.6198,52.8662,11.2096,10.9868,94.0421,43.8556,80.0000,0.0000,40.0000,5.0000,141.9750,144.4534,145.4697,141.0352,504660157.3805,305341100.0000
143.3038,143.2748,142.9981,143.0054,0.0199,-0.0934,0.1133,52.0080,43.1713,48.4915,48.9392,12.1169,11.4152,-55.6693,-42.7942,90.0000,0.0000,45.0000,10.0000,141.7147,144.8928,145.5382,141.0115,505932813.1217,301459500.0000
143.4866,143.2901,143.0460,143.0288,0.0455,-0.0911,0.1366,54.3721,55.6689,43.6661,46.8004,12.3368,11.5389,-95.0788,-74.9767,0.0000,10.0000,50.0000,15.0000,141.7643,145.2088,145.5441,141.0362,504880416.9445,298496600.0000
143.3709,143.3226,143.2638,143.1302,0.1506,-0.0088,0.1594,46.0642,57.1837,49.5892,49.5964,12.0312,11.5507,-40.7366,-36.7838,10.0000,20.0000,55.0000,20.0000,141.1887,145.5531,145.5232,141.1220,501528473.3538,302668700.0000
143.2276,143.3084,143.3044,143.1353,0.1791,0.0175,0.1616,38.0227,50.2637,55.2976,52.0965,13.0058,11.8568,54.4042,55.3518,20.0000,30.0000,60.0000,25.0000,140.8125,145.6428,145.5187,141.0981,500955818.4511,306840900.0000
143.0635,143.2920,143.1633,143.0507,0.1255,-0.0317,0.1572,38.2117,30.7452,47.6587,48.6311,13.5385,12.4430,-26.5021,-44.9103,30.0000,40.0000,65.0000,30.0000,140.6409,145.4860,145.4881,141.0959,499108008.9294,302960500.0000
143.0389,143.3618,143.2595,143.0845,0.1784,0.0132,0.1652,51.4579,33.0594,49.3937,49.4066,13.5735,12.5378,-18.8904,-42.3168,40.0000,50.0000,70.0000,35.0000,140.5983,145.4794,145.5707,141.1528,495843537.4962,299352400.0000
143.0665,143.3618,143.3158,143.0927,0.2152,0.0533,0.1619,68.6820,50.8306,49.1913,49.3132,13.9946,12.7188,-14.9727,-36.6292,50.0000,60.0000,75.0000,40.0000,140.6218,145.5112,145.5707,141.1528,496716363.5815,302564400.0000
143.0639,143.3060,143.3920,143.1053,0.2625,0.1139,0.1485,78.3971,70.4838,52.2650,50.7673,14.2348,12.8606,8.6114,-3.7428,60.0000,70.0000,0.0000,45.0000,140.6187,145.5090,145.6059,141.0061,495225235.8534,305591300.0000
143.1250,143.1594,143.3633,143.0615,0.2631,0.1431,0.1200,72.0479,84.7315,54.0859,51.6331,15.1823,13.1624,34.1344,38.1175,70.0000,0.0000,0.0000,50.0000,140.6076,145.6425,145.7422,140.5766,494907202.5219,308453600.0000
143.2907,142.9415,143.2552,142.9785,0.2267,0.1424,0.0843,55.0932,79.9759,61.3422,54.9948,16.6424,13.5714,90.8334,115.2497,80.0000,10.0000,5.0000,55.0000,140.4122,146.1691,145.9541,139.9289,493418304.9033,311833800.0000
143.2459,142.7393,142.8479,142.7565,0.0508,0.0021,0.0487,35.7097,51.4362,59.4547,53.8954,17.0628,14.2123,100.2242,134.1315,90.0000,20.0000,10.0000,60.0000,140.4685,146.0233,145.6906,139.7879,493792625.4454,315478500.0000
143.0937,142.5363,142.4561,142.5613,-0.1259,-0.1740,0.0481,27.7292,33.8676,38.5153,43.7844,17.5298,14.8869,-118.7543,-64.1234,100.0000,30.0000,15.0000,65.0000,140.4696,145.7178,145.5032,139.5694,489558525.4454,311244400.0000
143.2743,142.5610,142.7998,142.7352,0.0273,-0.0643,0.0916,24.5622,21.8253,42.4538,45.6842,15.7700,14.5883,-145.8749,-66.0964,100.0000,40.0000,20.0000,70.0000,141.0596,145.4889,145.4812,139.6407,485302524.7413,306559500.0000
143.3892,142.5748,143.0557,142.8496,0.1473,0.0395,0.1077,30.9036,27.4947,46.1896,47.4012,14.6483,14.4703,-66.5033,2.8759,100.0000,50.0000,25.0000,75.0000,141.4181,145.3603,145.4802,139.6693,488839124.7413,310096100.0000
143.5205,142.5214,143.2242,142.9077,0.2321,0.1342,0.0979,41.6434,24.3666,47.2652,47.8925,14.2075,14.5246,-85.1039,1.4491,100.0000,60.0000,30.0000,80.0000,141.6877,145.3534,145.4839,139.5589,486624650.3225,306128500.0000
143.6847,142.5233,143.3887,142.9523,0.3180,0.2537,0.0643,59.7765,40.8494,51.9228,50.0000,13.9522,14.6330,-57.5903,28.7460,40.0000,70.0000,35.0000,85.0000,141.9618,145.4076,145.4857,139.5608,487248824.7407,308905000.0000
143.6571,142.5140,143.4122,142.9175,0.3418,0.3409,0.0009,72.3083,59.7143,50.0601,49.1052,14.6986,14.9683,-27.1091,47.0591,0.0000,80.0000,40.0000,90.0000,141.9008,145.4134,145.4679,139.5600,488195100.9829,310536200.0000
143.5481,142.4852,143.5157,142.9144,0.4013,0.4856,-0.0844,71.9430,78.7658,57.0944,52.2435,15.5279,15.3211,55.4680,99.4080,0.0000,90.0000,45.0000,95.0000,141.5156,145.5806,145.4330,139.5375,486033503.3742,318761500.0000
143.1937,142.3282,143.3785,142.7861,0.3506,0.5564,-0.2058,59.1184,78.4447,66.8827,56.1915,16.4672,16.0247,129.6195,164.1916,0.0000,100.0000,50.0000,100.0000,140.5489,145.8385,145.2425,139.4138,482690578.7925,322946000.0000
142.5923,142.0763,142.9057,142.4998,0.1410,0.4859,-0.3449,46.8877,58.6184,63.3142,54.1148,15.2337,16.5488,133.8585,168.7543,10.0000,100.0000,55.0000,100.0000,139.6106,145.5739,144.7052,139.4474,486489851.2048,327216500.0000
142.2326,141.8696,142.5202,142.2745,-0.0403,0.4260,-0.4663,49.9594,40.2921,55.5918,50.0839,14.2833,17.2138,64.0622,90.3333,20.0000,60.0000,0.0000,80.0000,139.4661,144.9991,144.3023,139.4370,483276409.8576,323090600.0000
141.9789,141.6211,142.3939,142.1888,-0.1133,0.4596,-0.5728,64.2482,41.7527,53.4729,49.0621,15.0636,17.8712,35.3709,53.1705,30.0000,70.0000,0.0000,85.0000,139.1094,144.8484,144.4825,138.7598,480507075.9060,319298200.0000
