SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Upper Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
125.3304,124.8150,125.3532,124.8477,0.1040,0.5696,0.4656,79.4008,64.0204,59.4416,55.0882,14.9004,14.0057,81.8605,108.9687,60.0000,40.0000,70.0000,10.0000,126.4050,124.2558,126.7147,122.9153,477762413.3941,138298279.0000
125.2788,124.7008,125.2502,124.7457,0.1169,0.5565,0.4396,63.1276,49.7849,62.3850,56.3017,14.6343,14.4141,135.3685,136.3400,70.0000,50.0000,75.0000,15.0000,126.3035,124.2542,126.6205,122.7810,478178198.4574,140523952.0000
125.0735,124.5401,125.0671,124.6059,0.0951,0.5055,0.4104,49.5327,45.8884,61.7023,55.9328,13.8214,14.7403,106.6652,101.7721,80.0000,60.0000,80.0000,20.0000,126.1964,123.9507,126.5102,122.5700,478124770.0697,138238227.0000
124.8923,124.4293,124.8662,124.4622,0.0569,0.4435,0.3867,36.6944,51.6333,51.2085,50.7310,13.3939,15.2108,-24.5703,30.4065,0.0000,70.0000,85.0000,25.0000,125.9609,123.8237,126.3124,122.5463,475901485.9288,135282777.0000
124.8700,124.3413,124.9222,124.4462,0.1237,0.4961,0.3725,51.4380,63.5073,56.3056,52.9090,14.8354,15.8404,-11.8826,36.7927,10.0000,80.0000,90.0000,30.0000,125.9698,123.7702,126.3425,122.3401,477441939.3666,137918664.0000
124.8597,124.2082,124.8800,124.3761,0.1638,0.5054,0.3415,66.7676,69.7801,56.3056,52.9090,16.4370,16.5031,65.8824,83.7156,20.0000,90.0000,95.0000,35.0000,125.9521,123.7672,126.3368,122.0796,475348591.6379,137918664.0000
124.8880,124.0999,124.8284,124.2986,0.2092,0.5098,0.3006,72.3162,69.5097,64.3573,56.2937,16.7178,17.2147,171.7037,141.1905,30.0000,100.0000,100.0000,40.0000,126.0192,123.7568,126.2536,121.9462,476472711.7067,141364737.0000
124.8193,123.9260,124.5936,124.1316,0.1811,0.4293,0.2483,70.2564,62.8369,60.4554,54.1578,15.0685,17.5689,54.8984,88.6113,0.0000,30.0000,65.0000,45.0000,125.7687,123.8699,126.0363,121.8157,477138632.7363,137258224.0000
124.7325,123.8345,124.4383,124.0094,0.1777,0.3807,0.2030,65.9566,51.8818,55.7834,51.7557,15.2943,18.4886,-6.2137,63.6509,0.0000,40.0000,70.0000,50.0000,125.6512,123.8139,125.8567,121.8123,473439007.0266,132078748.0000
124.5023,123.7405,124.3897,123.9412,0.2193,0.3778,0.1586,52.2976,39.6321,56.8452,52.2123,16.3526,19.2624,49.2370,92.5946,10.0000,50.0000,75.0000,0.0000,126.2025,122.8021,125.7759,121.7051,473219673.9859,134820411.0000
124.2996,123.6065,124.3055,123.8541,0.2535,0.3573,0.1038,37.3913,39.5798,61.9031,54.3861,16.4063,20.2613,59.3724,102.2464,20.0000,60.0000,80.0000,0.0000,126.2841,122.3152,125.7053,121.5076,474582937.6964,137109687.0000
124.1227,123.3973,124.0842,123.7018,0.2313,0.2717,0.0404,29.2074,52.4443,52.8243,49.5948,16.4834,21.3173,0.7337,55.1481,30.0000,70.0000,85.0000,0.0000,126.0326,122.2128,125.6096,121.1850,469198322.6964,131725072.0000
124.0067,123.2230,124.0982,123.6681,0.3062,0.2887,-0.0175,52.1408,71.7472,54.0696,50.1320,18.0527,22.0698,25.8772,76.4765,40.0000,80.0000,90.0000,5.0000,126.0624,121.9511,125.7398,120.7061,471108534.6416,135181646.0000
123.9664,123.0147,124.0847,123.6165,0.3863,0.2923,-0.0940,75.9846,84.5151,56.0773,51.0179,19.7057,22.8807,26.7935,80.1119,50.0000,90.0000,95.0000,10.0000,126.0243,121.9084,125.8558,120.1735,472729665.3131,138199658.0000
123.8126,122.8377,124.0167,123.5350,0.4596,0.2690,-0.1906,87.1161,82.1165,61.5638,53.4089,21.7466,23.6048,111.5962,148.7474,60.0000,100.0000,100.0000,15.0000,125.9490,121.6762,125.7539,119.9216,470118535.5287,145497431.0000
123.5567,122.7072,123.7962,123.3798,0.4779,0.1724,-0.3055,90.4445,68.7708,65.1492,54.9376,21.6799,24.7891,157.2210,175.0195,70.0000,90.0000,95.0000,20.0000,125.6716,121.4417,125.4515,119.9628,473603345.4563,149240375.0000
123.3119,122.5388,123.4408,123.1676,0.4322,0.0073,-0.4250,68.7891,51.5601,64.1898,54.3025,21.7246,26.0709,191.3919,181.0396,80.0000,100.0000,100.0000,25.0000,125.0522,121.5715,125.0015,120.0762,472103732.5026,145169997.0000
123.0327,122.3911,123.0502,122.9539,0.3495,-0.1836,-0.5330,47.0789,43.4397,60.3456,51.7759,21.7743,27.4203,150.6191,127.3057,90.0000,100.0000,100.0000,30.0000,124.3062,121.7592,124.5313,120.2509,470306735.6825,139947475.0000
122.9365,122.2614,122.7447,122.7990,0.2747,-0.3457,-0.6204,38.8124,49.2206,46.5058,43.8832,23.4198,28.4043,-140.2435,-0.4711,100.0000,90.0000,95.0000,35.0000,123.8764,121.9966,124.1975,120.3253,466916194.3052,135398141.0000
122.9786,122.2352,122.8313,122.8458,0.3522,-0.3369,-0.6890,44.4278,54.9812,49.4034,45.1953,23.1397,28.5121,3.6393,68.0315,0.0000,100.0000,100.0000,40.0000,123.8454,122.1118,124.1797,120.2907,466672540.5884,138742842.0000
122.9133,122.1867,122.8513,122.8568,0.4170,-0.3601,-0.7771,64.4217,56.7551,55.8004,47.9818,23.9910,28.8726,114.9146,120.7146,0.0000,40.0000,70.0000,45.0000,123.9275,121.8991,124.1266,120.2467,469002119.0627,142898810.0000
122.6720,122.1132,122.7001,122.7857,0.4165,-0.4649,-0.8813,56.0941,49.8029,50.9546,45.2637,26.3150,29.6386,56.1495,92.4521,0.0000,50.0000,75.0000,50.0000,124.0618,121.2821,123.9525,120.2739,470092580.2478,139693515.0000
122.4392,122.0673,122.6641,122.7777,0.4618,-0.5237,-0.9855,49.7494,46.5683,58.6739,48.4719,29.1213,30.3890,93.5315,145.1527,10.0000,60.0000,80.0000,55.0000,124.3177,120.5607,123.8752,120.2595,471919312.7840,142791018.0000
122.0630,122.0486,122.4217,122.6748,0.4188,-0.6821,-1.1009,43.5651,52.8147,52.0770,44.7134,31.6903,31.2788,56.7821,84.2805,20.0000,70.0000,85.0000,60.0000,124.2225,119.9034,123.7927,120.3045,470421298.2820,139442515.0000
121.8628,122.0656,122.3258,122.6560,0.4231,-0.7825,-1.2056,46.3903,63.3819,48.7834,42.9437,34.2893,31.8077,46.6958,50.7011,30.0000,80.0000,90.0000,65.0000,124.0629,119.6628,123.8470,120.2842,471228423.4336,135827998.0000
121.8577,122.0820,122.2983,122.6778,0.4532,-0.8582,-1.3114,68.4886,75.8771,52.8148,44.6180,36.3825,32.1716,55.2961,53.9769,40.0000,90.0000,95.0000,70.0000,124.0525,119.6629,123.8831,120.2808,473007521.8494,138543464.0000
121.7658,122.1096,122.1540,122.6494,0.4317,-0.9930,-1.4247,75.2666,76.4096,48.6679,42.2964,38.7083,32.5546,86.4075,74.5279,50.0000,100.0000,100.0000,75.0000,123.8442,119.6874,123.9785,120.2406,471128211.4781,135542471.0000
121.7495,122.1374,122.0979,122.6749,0.4370,-1.0956,-1.5326,83.8762,68.5457,57.5563,45.8623,41.9883,33.1019,138.8337,121.5878,60.0000,100.0000,100.0000,80.0000,123.8100,119.6890,124.0396,120.2353,475651717.9048,140628486.0000
121.5863,122.0963,121.7946,122.5920,0.3237,-1.3181,-1.6419,70.0858,49.6347,52.4755,42.8872,46.3375,33.9432,113.4066,65.6452,70.0000,100.0000,15.0000,85.0000,123.3088,119.8637,123.9159,120.2768,475529754.8831,137762355.0000
121.4918,122.1227,121.5765,122.5726,0.2097,-1.5131,-1.7228,51.6749,30.2776,46.7373,39.7413,50.9808,34.5954,44.4987,-20.0431,80.0000,40.0000,0.0000,90.0000,123.0376,119.9460,123.9955,120.2500,475654938.2715,134182110.0000
121.4600,122.1958,121.4627,122.6236,0.1053,-1.6699,-1.7752,27.1435,21.6198,37.0793,34.9318,55.0662,34.9847,-58.8997,-113.1695,90.0000,50.0000,0.0000,95.0000,122.9680,119.9520,124.1690,120.2227,474718448.1661,130146689.0000
121.5545,122.3527,121.5392,122.7820,0.0546,-1.7469,-1.8016,12.0143,26.7829,30.2272,31.8210,55.3557,34.3662,-167.4677,-182.5201,100.0000,0.0000,5.0000,100.0000,123.0832,120.0258,124.4530,120.2524,473130146.8927,127650787.0000
121.6955,122.5303,121.7626,123.0187,0.0549,-1.7604,-1.8152,25.7015,44.5031,23.2588,28.8260,53.4586,33.2564,-249.7839,-189.5811,100.0000,0.0000,0.0000,100.0000,123.0745,120.3165,124.5857,120.4749,470592282.4740,124701377.0000
122.0342,122.7813,122.1559,123.3372,0.1321,-1.6968,-1.8289,42.6329,52.9603,27.1295,30.8709,51.5907,32.1726,-128.1227,-115.7182,80.0000,10.0000,0.0000,90.0000,123.2254,120.8431,124.7604,120.8021,474089895.2937,128830138.0000
122.2684,123.0139,122.4457,123.5988,0.1835,-1.6785,-1.8620,65.1751,52.4687,37.1433,35.1327,50.2186,31.2581,-2.6495,-60.6452,90.0000,20.0000,0.0000,95.0000,123.3537,121.1831,125.1211,120.9068,478432181.2937,133172424.0000
122.3063,123.1638,122.4562,123.7252,0.1197,-1.7881,-1.9078,51.0730,38.8693,31.7250,33.0347,49.4327,30.5011,-54.6130,-84.6613,100.0000,0.0000,0.0000,100.0000,123.4327,121.1798,125.4893,120.8382,477236052.3082,129932908.0000
122.4534,123.6071,122.5513,123.9038,0.0733,-1.8644,-1.9377,41.1581,30.5613,33.2236,33.6356,48.5595,29.7043,-27.3422,-66.2309,70.0000,10.0000,5.0000,85.0000,123.7652,121.1415,127.6464,119.5678,476865191.4529,134585526.0000
122.5254,123.9975,122.6197,124.0785,-0.0004,-1.9565,-1.9561,24.3768,25.6046,27.2887,31.3582,48.9527,29.1993,-69.0009,-78.6738,80.0000,20.0000,0.0000,90.0000,123.8621,121.1887,128.8599,119.1351,477027799.0614,132363222.0000
122.6064,124.4609,122.7950,124.3151,-0.0477,-2.0037,-1.9560,26.1491,31.1716,27.2887,31.3582,48.8514,28.5648,-103.3939,-84.0571,90.0000,30.0000,5.0000,95.0000,123.8606,121.3522,130.1115,118.8103,478235030.0906,132363222.0000
122.7537,124.8983,123.0092,124.5766,-0.0907,-2.0347,-1.9440,26.2879,39.2071,26.5173,31.0468,48.2227,27.7963,-163.9855,-89.8418,100.0000,0.0000,10.0000,100.0000,123.9538,121.5535,131.0031,118.7935,478124655.6564,127985036.0000
122.9316,125.3417,123.2843,124.8719,-0.1172,-2.0386,-1.9214,41.0778,48.8901,27.8070,31.7107,46.3504,26.7585,-139.5964,-79.4000,90.0000,0.0000,15.0000,95.0000,124.0185,121.8447,131.7540,118.9294,477012052.9851,130905618.0000
123.1509,125.7488,123.5557,125.1676,-0.1516,-2.0437,-1.8921,50.2556,52.8504,26.4960,31.1407,44.8387,25.8421,-152.1213,-84.4737,100.0000,10.0000,20.0000,100.0000,124.3293,121.9725,132.3090,119.1887,479343980.4634,127623646.0000
123.3651,126.1717,123.9139,125.5069,-0.1541,-2.0083,-1.8542,55.3369,50.0452,33.0082,34.4366,43.1590,24.8776,-22.4367,-66.0832,40.0000,0.0000,25.0000,70.0000,124.3510,122.3792,132.7864,119.5570,481104175.8512,132200154.0000
123.5283,126.5023,124.0325,125.7308,-0.2645,-2.0802,-1.8156,52.9587,42.9886,31.0219,33.5671,42.6919,24.2478,-41.8963,-72.5063,50.0000,0.0000,30.0000,75.0000,124.9250,122.1316,133.1866,119.8181,479742878.8852,129657354.0000
123.7595,126.8177,124.2189,125.9979,-0.3731,-2.1226,-1.7495,41.8400,33.9405,26.6632,31.6490,42.0312,23.5576,-67.2520,-83.4406,60.0000,0.0000,0.0000,80.0000,125.5638,121.9552,133.4425,120.1928,479376763.9530,126628585.0000
124.0213,127.2095,124.5394,126.3369,-0.4473,-2.1035,-1.6562,34.1672,27.8940,29.5815,33.2301,41.1675,22.8049,-45.9911,-81.1851,70.0000,0.0000,0.0000,85.0000,125.9357,122.1069,133.7586,120.6604,481315095.3870,130028609.0000
124.7607,127.6464,124.7705,126.6356,-0.5776,-2.1221,-1.5444,25.8142,23.5031,24.0354,30.7958,40.6317,22.1289,-82.3275,-101.8180,80.0000,10.0000,5.0000,90.0000,129.2622,120.2593,134.3119,120.9808,480608202.6716,126830761.0000
125.4696,128.0357,125.1719,127.0221,-0.6604,-2.0604,-1.4000,23.7007,18.3889,20.6424,29.3192,38.2096,21.0416,-94.4804,-120.0935,90.0000,0.0000,10.0000,95.0000,130.7765,120.1627,134.4672,121.6041,479239672.1403,122497081.0000
126.3153,128.4538,125.7343,127.4832,-0.6839,-1.9188,-1.2349,20.9943,12.5251,22.4988,30.5920,35.5184,19.8970,-90.8953,-134.3868,100.0000,10.0000,15.0000,100.0000,132.2122,120.4184,134.5042,122.4034,479995337.6381,125519743.0000
127.0429,128.8894,126.2744,127.9232,-0.7137,-1.7777,-1.0640,10.4716,7.9250,23.1969,31.0684,32.5282,18.6922,-86.3663,-145.2217,100.0000,20.0000,20.0000,100.0000,133.0680,121.0178,134.6411,123.1377,475981669.1174,131894393.0000
127.7518,129.2885,126.8798,128.3835,-0.7113,-1.5968,-0.8855,6.1095,7.7364,25.2119,32.4421,29.6291,17.5845,-79.8516,-150.2085,90.0000,30.0000,25.0000,95.0000,133.6328,121.8708,134.5932,123.9838,476383376.0090,135701044.0000
128.3467,129.6727,127.4629,128.8180,-0.7068,-1.4145,-0.7077,7.1940,16.6858,23.7760,31.7513,27.3600,16.7522,-107.8910,-200.9596,100.0000,40.0000,30.0000,100.0000,133.8866,122.8069,134.5604,124.7850,479650674.5698,131516609.0000
128.9783,130.0178,128.2133,129.3161,-0.6130,-1.1440,-0.5310,9.9058,28.0969,26.2478,33.5261,23.8916,15.6677,-126.7677,-239.8167,100.0000,50.0000,35.0000,100.0000,133.8281,124.1284,134.2031,125.8324,482298803.2143,135334841.0000
129.4763,130.3288,128.9246,129.7691,-0.4987,-0.8764,-0.3777,32.9576,46.9382,27.6231,34.5010,20.4416,14.6797,-172.9311,-292.3322,90.0000,60.0000,40.0000,95.0000,133.5567,125.3960,133.8523,126.8054,483343239.3018,141791355.0000
129.8758,130.5894,129.6845,130.2179,-0.3192,-0.5723,-0.2531,41.4273,57.6138,26.8500,34.0930,16.9157,13.7552,-333.3333,-394.3678,100.0000,0.0000,45.0000,100.0000,132.9909,126.7608,133.3316,127.8471,485474883.6065,134685874.0000
130.3977,130.9047,130.6378,130.7256,0.0087,-0.1646,-0.1733,66.4296,69.6790,51.4862,48.3294,12.9981,12.7820,1.1216,-59.7169,100.0000,0.0000,50.0000,100.0000,131.2922,129.5032,132.3093,129.5001,493012086.9907,148728874.0000
130.5320,130.9404,130.5808,130.7079,-0.0263,-0.2017,-0.1754,64.9844,67.2220,44.4695,44.9903,14.0869,13.3410,-61.3727,-104.9827,60.0000,10.0000,55.0000,80.0000,131.9400,129.1239,132.3780,129.5028,487884101.6508,141861572.0000
130.6017,131.0411,130.6982,130.7768,0.0083,-0.1605,-0.1689,77.6229,60.8913,53.0489,48.7052,14.4145,13.7476,52.0679,-11.0995,70.0000,20.0000,60.0000,85.0000,131.9765,129.2268,132.4980,129.5843,488173498.0226,146612713.0000
130.5923,131.0403,130.6093,130.7430,-0.0411,-0.2121,-0.1709,59.0587,44.2644,48.6249,46.6289,14.8483,14.2703,-3.7532,-54.5248,80.0000,30.0000,65.0000,90.0000,131.9548,129.2299,132.4970,129.5835,486943319.6614,143398376.0000
130.7360,131.0479,130.6159,130.7602,-0.0613,-0.2219,-0.1606,45.9924,30.9076,49.1028,46.8356,16.1987,15.0029,-17.4268,-57.6064,90.0000,40.0000,70.0000,95.0000,132.3436,129.1284,132.4965,129.5994,487240301.2993,145873223.0000
130.8252,131.0713,130.6108,130.7730,-0.0920,-0.2374,-0.1453,27.7423,20.2867,45.5971,45.1530,17.6991,15.7740,-81.9632,-141.2201,100.0000,50.0000,0.0000,100.0000,132.4991,129.1513,132.5077,129.6348,486954641.9312,142782908.0000
130.9986,131.1559,130.7008,130.8327,-0.0872,-0.2095,-0.1223,18.9883,22.8583,46.9085,45.7737,18.7876,16.3748,-73.9062,-123.5346,90.0000,60.0000,5.0000,0.0000,132.7378,129.2594,132.5776,129.7341,485496289.2833,146214326.0000
131.0573,131.1848,130.7674,130.8781,-0.0902,-0.1908,-0.1005,14.1295,30.9048,43.8768,44.2545,20.6620,17.2336,-137.4137,-179.0444,100.0000,70.0000,10.0000,0.0000,132.7508,129.3637,132.5669,129.8026,484783964.2008,143409546.0000
131.1814,131.1491,130.9395,130.9713,-0.0446,-0.1225,-0.0780,35.4573,41.1901,40.1608,42.4021,22.3985,17.9795,-207.9330,-164.3141,100.0000,80.0000,15.0000,0.0000,132.7196,129.6431,132.6812,129.6169,484349571.4236,141063825.0000
131.3029,131.0904,131.2593,131.1262,0.0833,0.0165,-0.0668,43.1277,43.7606,46.4068,45.6574,24.4815,18.7990,-33.3106,10.2653,80.0000,90.0000,20.0000,5.0000,132.4268,130.1790,132.9296,129.2513,486640734.4100,143799542.0000
131.4117,131.0352,131.4028,131.1801,0.1681,0.0804,-0.0877,44.9853,47.1332,58.3059,51.0903,24.8662,19.3494,67.3465,72.4174,90.0000,100.0000,25.0000,10.0000,132.4554,130.3680,132.9910,129.0794,490073403.8886,147358181.0000
131.3488,130.9004,131.2175,131.0689,0.1251,-0.0045,-0.1297,43.1689,55.7447,47.1265,45.4393,25.2935,19.9287,-135.6569,-18.3426,0.0000,10.0000,30.0000,15.0000,132.2524,130.4452,132.8776,128.9233,488253708.9248,144535682.0000
131.4805,130.8248,131.3214,131.1025,0.1995,0.0386,-0.1610,53.2455,59.4088,49.1601,46.3107,27.8782,20.8307,-45.5054,35.7133,10.0000,20.0000,35.0000,20.0000,132.3804,130.5806,132.9308,128.7188,488202217.8191,148037077.0000
131.4882,130.7628,131.3918,131.1128,0.2779,0.0671,-0.2108,70.8198,58.9202,58.1130,49.9181,30.2204,21.8812,97.6293,86.4314,0.0000,30.0000,40.0000,25.0000,132.3730,130.6034,132.9165,128.6090,489886280.9818,151282726.0000
131.3599,130.6484,131.2531,131.0177,0.2798,-0.0005,-0.2803,54.1610,47.2143,54.5443,48.0776,29.9294,22.4840,56.6478,70.2417,10.0000,40.0000,45.0000,30.0000,132.2730,130.4467,132.7664,128.5304,488999333.9483,149079664.0000
131.3174,130.5201,131.1913,130.9636,0.3128,-0.0374,-0.3503,51.7798,45.4708,58.3094,49.5339,29.9148,23.1967,129.3554,96.3337,20.0000,0.0000,50.0000,35.0000,132.2341,130.4006,132.7180,128.3221,489964941.6420,151465283.0000
131.3131,130.4036,131.0250,130.8609,0.3029,-0.1256,-0.4285,35.7019,46.2483,51.2414,45.9017,29.5577,23.8905,-61.7301,45.1872,0.0000,10.0000,55.0000,40.0000,132.2186,130.4076,132.5342,128.2731,489812802.7144,149335338.0000
131.3123,130.3650,131.0333,130.8475,0.3649,-0.1393,-0.5042,48.9305,55.5900,53.3491,46.7290,30.7344,25.0154,-15.8807,59.7905,0.0000,20.0000,60.0000,45.0000,132.2190,130.4055,132.4797,128.2502,490743031.8997,152483806.0000
131.1168,130.2846,130.9887,130.8069,0.4155,-0.1799,-0.5954,54.1124,57.7610,49.4097,44.7387,32.0420,26.1994,8.9225,64.1541,0.0000,30.0000,65.0000,50.0000,132.6400,129.5935,132.3832,128.1861,490525068.0528,150122531.0000
130.8779,130.2099,131.0494,130.8165,0.5230,-0.1763,-0.6993,63.7270,56.0881,57.7570,47.9769,33.4948,27.4458,61.2664,106.0685,10.0000,40.0000,70.0000,55.0000,133.1452,128.6107,132.3479,128.0718,493147922.0534,154056812.0000
130.6586,130.1117,130.9045,130.7233,0.5605,-0.2696,-0.8301,55.4435,50.8358,57.1390,47.6354,33.2363,28.4291,84.8378,136.6262,20.0000,50.0000,75.0000,60.0000,132.9882,128.3291,132.1445,128.0789,492123734.6746,149587274.0000
130.4521,129.9901,130.7481,130.6302,0.5951,-0.3751,-0.9702,49.0937,51.0616,61.0873,49.1395,32.2710,29.3504,70.4675,124.9866,30.0000,60.0000,80.0000,0.0000,132.7745,128.1296,131.9395,128.0407,494513608.8532,153968710.0000
130.1691,129.7946,130.4550,130.4789,0.5678,-0.5512,-1.1190,47.9701,58.8728,55.0873,45.6366,31.6203,30.4585,52.1022,106.2811,40.0000,70.0000,85.0000,5.0000,132.3187,128.0194,131.6538,127.9355,488585327.1867,147840520.0000
130.0373,129.6548,130.3159,130.4156,0.5935,-0.6674,-1.2609,56.1210,65.3173,52.7707,44.3496,31.6407,31.8605,53.4247,111.9007,50.0000,80.0000,90.0000,10.0000,132.1073,127.9674,131.5265,127.7831,487065266.3840,143214248.0000
129.9370,129.6493,130.2233,130.3822,0.6386,-0.7707,-1.4093,72.5273,62.0289,55.5375,45.4465,31.6635,33.3363,119.8685,195.0692,60.0000,90.0000,95.0000,15.0000,131.9591,127.9149,131.5089,127.7897,487459796.6352,146250112.0000
129.7228,129.5329,130.0270,130.3059,0.6397,-0.9293,-1.5689,67.3036,47.9268,61.6901,47.8214,29.2079,34.4594,263.1024,349.1911,70.0000,100.0000,100.0000,0.0000,131.6558,127.7898,131.3023,127.7634,490441601.5495,149759670.0000
129.4942,129.3284,129.6115,130.1384,0.5302,-1.1987,-1.7289,46.2558,36.9767,56.6735,44.6292,26.4796,35.6417,277.8910,159.9509,80.0000,100.0000,100.0000,0.0000,130.7754,128.2130,130.8907,127.7662,492189112.0834,143297945.0000
129.4177,129.1818,129.3075,130.0500,0.4298,-1.4316,-1.8614,30.2211,35.6288,44.5776,37.9509,26.0216,37.1839,-117.3161,-10.2610,90.0000,90.0000,95.0000,5.0000,130.3890,128.4463,130.6441,127.7196,488436345.1824,138942544.0000
129.4525,129.1457,129.3139,130.1311,0.4338,-1.5351,-1.9688,34.4532,39.9963,35.5023,33.6966,27.7127,38.2031,-119.2475,-2.3238,100.0000,100.0000,100.0000,10.0000,130.4265,128.4786,130.6321,127.6593,487545078.4736,135261225.0000
129.5418,129.1937,129.5331,130.3210,0.5294,-1.5478,-2.0773,42.2123,43.5162,43.4492,36.6601,29.5916,39.2759,-5.6512,45.3412,20.0000,30.0000,35.0000,15.0000,130.1990,128.8846,130.6325,127.7549,491889266.1910,140119856.0000
129.5647,129.2218,129.5386,130.4065,0.5477,-1.6619,-2.2096,43.3235,43.4974,43.7025,36.7485,31.4533,39.8043,-28.6050,32.3893,0.0000,40.0000,0.0000,20.0000,130.2316,128.8978,130.7052,127.7384,492527456.0233,143906449.0000
129.5282,129.2700,129.5377,130.4974,0.5597,-1.7868,-2.3466,45.0129,43.1007,40.9117,35.4177,33.5218,40.3606,-6.7591,27.7014,0.0000,50.0000,0.0000,25.0000,130.2348,128.8216,130.8515,127.6885,491867188.2979,139935292.0000
129.4202,129.5019,129.6045,130.6301,0.5974,-1.8891,-2.4865,42.1558,44.9561,44.3169,36.6804,36.0101,40.9755,26.9263,4.1753,10.0000,0.0000,0.0000,30.0000,130.5021,128.3383,132.0564,126.9474,494164240.9423,143508485.0000
129.2723,129.6897,129.5692,130.7214,0.5901,-2.0458,-2.6359,42.1333,53.0114,44.0465,36.5417,38.1302,41.4768,28.1743,-12.8989,20.0000,10.0000,0.0000,35.0000,130.5180,128.0267,132.7882,126.5912,492196887.1028,140604296.0000
129.3616,129.8991,129.5335,130.8257,0.5708,-2.2126,-2.7834,50.5793,60.7678,37.9437,33.4255,40.3551,41.9744,-32.6115,-38.3818,30.0000,20.0000,0.0000,40.0000,130.8329,127.8902,133.5043,126.2938,489734158.8776,137107830.0000
129.3429,130.1357,129.6600,131.0216,0.6107,-2.3154,-2.9261,66.3216,63.6468,41.3732,34.7963,42.6026,42.4442,38.6254,-23.2944,0.0000,30.0000,0.0000,45.0000,130.8385,127.8473,134.0707,126.2007,492408018.1351,140717540.0000
129.1627,130.4011,129.6709,131.1702,0.6000,-2.4787,-3.0787,65.4025,58.9645,44.7759,36.1106,45.6232,43.0352,122.0282,-4.5168,0.0000,40.0000,5.0000,50.0000,130.9005,127.4249,134.8420,125.9602,492615687.6626,143157657.0000
128.9460,130.6375,129.5502,131.2708,0.5161,-2.7126,-3.2287,59.2162,51.3883,40.4955,33.8021,50.0243,43.8438,41.5100,-41.0087,10.0000,50.0000,0.0000,55.0000,130.6453,127.2466,135.4972,125.7778,493523447.5754,140577829.0000
128.8389,130.8923,129.5330,131.4438,0.4458,-2.9119,-3.3578,52.2746,41.8106,37.4606,32.1828,53.4651,44.3145,84.2879,-35.8187,20.0000,60.0000,0.0000,60.0000,130.4871,127.1906,136.0395,125.7451,491011504.4429,136846496.0000
128.8457,131.1815,129.6026,131.6779,0.3868,-3.0824,-3.4692,42.6739,39.6820,39.7812,33.1622,58.0572,44.9463,72.7320,-44.2789,30.0000,70.0000,5.0000,65.0000,130.5007,127.1906,136.5645,125.7984,493254982.5699,139410471.0000
128.8788,131.4598,129.5725,131.8821,0.2579,-3.3080,-3.5659,30.4832,44.4340,35.9154,31.0040,61.8716,45.2755,9.7424,-61.0884,40.0000,0.0000,0.0000,70.0000,130.6153,127.1423,137.0858,125.8338,491053796.9017,136162099.0000
129.0118,131.7506,129.6604,132.1668,0.1397,-3.4907,-3.6304,45.8888,52.0889,28.3932,26.9285,65.5059,45.4674,-81.4072,-88.1082,50.0000,0.0000,0.0000,75.0000,131.0043,127.0194,137.4751,126.0262,488871075.4770,130544275.0000
129.5835,132.1733,129.9944,132.5889,0.0961,-3.5693,-3.6653,56.9299,46.4515,28.7732,27.1187,67.6316,45.1954,-23.8917,-72.7294,60.0000,0.0000,0.0000,80.0000,133.0226,126.1445,138.0208,126.3257,488549556.9187,133813047.0000
130.1071,132.5638,130.3744,133.0420,0.0587,-3.6306,-3.6893,53.4479,31.5663,36.9266,30.9232,70.5313,45.0221,4.3967,-58.6963,70.0000,0.0000,0.0000,85.0000,134.1390,126.0752,138.3636,126.7640,493474212.3896,138861984.0000
130.4365,133.1894,130.3193,133.2967,-0.1900,-3.8941,-3.7040,28.9767,17.1258,21.0355,22.8049,74.3194,44.9551,-61.0386,-104.3123,80.0000,0.0000,5.0000,90.0000,135.0755,125.7976,140.5147,125.8641,489472563.5971,133409445.0000
130.9285,133.9513,130.6619,133.7724,-0.3294,-3.9859,-3.6565,12.2742,11.3278,10.3570,17.9949,74.2504,43.8997,-86.8297,-132.6003,90.0000,0.0000,10.0000,95.0000,135.7972,126.0598,142.3710,125.5316,487210828.5666,129191086.0000
131.6394,134.6957,131.2960,134.4001,-0.3724,-3.9465,-3.5742,10.1264,13.9609,10.6762,18.2604,72.7906,42.5036,-103.2047,-146.1815,100.0000,10.0000,15.0000,100.0000,136.5542,126.7246,143.4375,125.9538,488726465.7991,132843050.0000
132.3291,135.4756,132.0180,135.0689,-0.3820,-3.8631,-3.4811,11.5828,19.7126,11.3507,18.8258,70.8935,40.9768,-105.9342,-136.3819,100.0000,0.0000,20.0000,100.0000,136.9611,127.6971,144.4850,126.4663,487258306.6562,138389429.0000
132.9458,136.2268,132.7872,135.7544,-0.3667,-3.7523,-3.3856,20.1734,22.9498,12.3580,19.6545,68.9667,39.4837,-126.2496,-126.6459,80.0000,0.0000,0.0000,90.0000,137.0123,128.8793,145.3081,127.1455,491287008.2746,143385019.0000
