SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Upper Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
79.0949,78.7901,78.9130,78.4399,-0.3389,0.9185,1.2575,28.0111,50.7229,42.5163,51.8101,29.3008,26.1837,-106.9496,-102.2074,30.0000,80.0000,90.0000,10.0000,81.2385,76.9512,80.6830,76.8973,-2791495.9539,79417000.0000
79.3000,78.8830,79.2614,78.5551,-0.1946,1.1476,1.3422,53.4082,68.4072,49.2097,55.6225,32.4924,26.8095,-47.5485,-9.8931,40.0000,90.0000,95.0000,15.0000,81.0998,77.5001,80.6621,77.1040,1854794.5725,84214800.0000
79.3167,78.8625,79.4257,78.5586,-0.0874,1.3034,1.3908,70.7493,78.8090,60.1547,61.1080,34.7979,27.1454,94.5454,145.1587,50.0000,100.0000,100.0000,20.0000,81.0902,77.5431,80.6671,77.0579,5798973.6415,93141100.0000
79.1212,78.7072,79.2907,78.4034,-0.0831,1.3296,1.4127,81.0642,80.6139,61.2503,61.6240,33.4543,26.6177,91.7704,133.3538,60.0000,90.0000,95.0000,0.0000,80.9653,77.2771,80.6138,76.8007,10562475.4272,99981000.0000
78.9477,78.5690,79.0958,78.2177,-0.1036,1.3298,1.4335,84.6135,67.9068,59.1792,60.6470,32.7922,26.2641,126.0920,155.0047,70.0000,100.0000,100.0000,5.0000,80.6889,77.2064,80.4323,76.7057,8864144.8149,94669200.0000
78.8609,78.4433,78.9504,78.0564,-0.1060,1.3534,1.4594,76.1642,51.3803,66.8474,64.3588,32.0564,25.8920,207.3373,201.7878,80.0000,100.0000,100.0000,0.0000,80.5180,77.2037,80.3101,76.5765,13133977.7467,100608800.0000
78.7509,78.3083,78.5513,77.7733,-0.2235,1.2623,1.4859,42.9427,42.2921,61.1814,61.5615,31.6422,25.5990,26.4189,71.9541,90.0000,10.0000,55.0000,0.0000,79.9850,77.5169,79.8519,76.7647,4728777.7467,92203600.0000
78.6571,78.0826,78.3407,77.5916,-0.2871,1.2547,1.5418,35.0340,48.4259,53.1594,58.0816,32.2119,25.5308,-156.5694,-21.8564,100.0000,20.0000,60.0000,0.0000,79.7876,77.5265,80.1081,76.0572,-1460603.8655,83581900.0000
78.6468,77.8457,78.3918,77.5369,-0.2454,1.3681,1.6135,48.8995,51.4536,50.8753,57.1605,35.6551,26.0074,-79.9112,30.3943,0.0000,30.0000,65.0000,5.0000,79.7987,77.4949,80.7293,74.9622,-8323403.8655,76719100.0000
78.6558,77.6731,78.5315,77.5131,-0.1466,1.5283,1.6749,61.3441,45.1819,60.3983,61.7948,37.7859,26.1369,65.8893,82.9535,10.0000,40.0000,70.0000,0.0000,79.7810,77.5305,80.9432,74.4031,-4841382.4682,80231800.0000
78.4854,77.4009,78.4250,77.3555,-0.1280,1.5835,1.7115,44.1174,37.4868,63.7182,63.3028,37.5940,25.7820,102.7723,92.6516,20.0000,50.0000,75.0000,5.0000,79.8372,77.1336,81.0633,73.7384,-3657083.7753,84445700.0000
78.4661,77.0360,78.2091,77.1406,-0.1518,1.5918,1.7435,30.0843,43.6188,60.0994,61.6739,36.7874,25.3030,60.2583,73.3688,30.0000,60.0000,80.0000,10.0000,79.7701,77.1622,81.2438,72.8283,-4932483.7753,80619500.0000
78.4083,76.7724,78.1024,76.9776,-0.1304,1.6511,1.7814,38.2588,58.0687,56.7461,60.2254,36.0634,24.8382,-17.8801,54.3484,40.0000,70.0000,85.0000,15.0000,79.7188,77.0977,81.1883,72.3566,-3521612.3472,76863800.0000
78.2932,76.6079,78.1077,76.8617,-0.0491,1.7650,1.8140,62.5134,68.5268,59.3448,61.5039,36.2345,24.5621,53.4603,73.9379,0.0000,80.0000,90.0000,20.0000,79.8737,76.7127,81.0619,72.1538,-2706400.7529,78518200.0000
78.1903,76.3941,78.0356,76.6964,0.0224,1.8487,1.8263,73.4340,66.4316,62.6302,63.1240,35.3049,24.0654,107.1704,90.6297,10.0000,90.0000,95.0000,25.0000,79.8530,76.5277,80.8876,71.9006,3146957.3464,87177300.0000
78.0258,76.1254,77.8476,76.4664,0.0621,1.8828,1.8207,69.6329,56.2754,68.4259,65.9289,33.4506,23.3941,165.6318,103.4664,0.0000,100.0000,100.0000,30.0000,79.7077,76.3438,80.6344,71.6164,5719173.5626,93522100.0000
77.8657,75.8538,77.4476,76.1316,0.0159,1.8211,1.8052,56.2281,52.8290,64.1904,63.7561,31.3903,22.6874,129.5349,93.6875,0.0000,60.0000,80.0000,35.0000,79.1599,76.5715,80.1299,71.5776,1201132.0991,85468200.0000
77.5082,75.6223,77.2003,75.8759,0.0252,1.8264,1.8012,42.9651,57.7582,61.8463,62.6032,30.1384,22.2121,60.2136,83.8867,0.0000,70.0000,85.0000,40.0000,79.5788,75.4377,79.7870,71.4576,924776.5430,79872000.0000
77.0447,75.4025,77.0209,75.6515,0.0680,1.8629,1.7949,59.2939,71.4852,61.2086,62.2851,29.3314,21.8491,39.9863,82.2499,10.0000,80.0000,90.0000,45.0000,80.2337,73.8557,79.5040,71.3009,-291298.3308,73666900.0000
76.6905,75.1983,76.8359,75.4197,0.1203,1.8982,1.7779,71.0156,77.7923,59.0254,61.1741,28.9231,21.5779,52.3368,99.3997,0.0000,90.0000,95.0000,50.0000,80.2111,73.1698,79.1967,71.2000,-4744032.6303,66630900.0000
76.3163,75.0087,76.7312,75.2210,0.2234,1.9712,1.7479,84.1459,80.1234,71.6147,67.7550,27.3916,21.0830,88.9673,149.7704,10.0000,100.0000,100.0000,55.0000,80.2647,72.3680,78.9484,71.0690,2355563.7000,74691900.0000
75.6059,74.7998,76.1818,74.8018,0.1507,1.8427,1.6920,78.2153,80.4415,68.0842,65.7371,25.6900,20.5621,87.2918,161.3138,20.0000,100.0000,100.0000,60.0000,79.7711,71.4408,78.2388,71.3607,-5571682.9666,66714000.0000
75.1366,74.5863,75.7531,74.4535,0.1087,1.7631,1.6544,78.0089,84.5571,63.6842,63.3808,24.0583,20.0830,80.1262,154.2974,30.0000,70.0000,85.0000,65.0000,79.1208,71.1524,77.6905,71.4821,-6791027.1839,58920800.0000
74.9225,74.4070,75.4921,74.1930,0.1291,1.7562,1.6272,85.1001,85.7028,67.0289,65.0911,23.2847,19.8449,106.8135,194.5678,40.0000,80.0000,90.0000,70.0000,78.7247,71.1204,77.3602,71.4537,-2971982.5298,64491700.0000
74.5979,74.1951,75.0674,73.8551,0.0787,1.6736,1.5949,90.5623,83.1577,66.4721,64.7738,22.4250,19.5942,172.0942,279.1105,50.0000,90.0000,95.0000,75.0000,78.0341,71.1617,76.8510,71.5392,-6186942.5298,57602500.0000
74.2250,73.9929,74.5854,73.4992,-0.0145,1.5607,1.5752,81.4460,74.2040,71.7578,67.6025,20.2609,19.0631,261.8539,366.4633,60.0000,100.0000,100.0000,0.0000,77.2154,71.2347,76.2824,71.7035,1021138.5229,68828200.0000
73.8419,73.7380,73.8163,73.0205,-0.2674,1.3115,1.5789,77.4647,62.6771,61.2931,61.5813,17.8563,18.5040,79.1130,90.8912,70.0000,10.0000,30.0000,5.0000,75.4274,72.2563,75.1215,72.3546,-10437520.7634,54182000.0000
73.7364,73.5193,73.5563,72.8136,-0.3599,1.2859,1.6457,63.7013,46.7345,53.0342,57.6371,18.4654,18.7514,-48.4759,-11.6024,80.0000,20.0000,35.0000,0.0000,75.1325,72.3404,75.3540,71.6846,-16707928.5479,47596100.0000
73.7602,73.3661,73.5972,72.7548,-0.3369,1.3988,1.7357,46.8654,38.7558,59.7030,61.1035,20.0014,19.3866,48.6533,61.5513,90.0000,30.0000,40.0000,0.0000,75.1386,72.3818,75.6745,71.0578,-17413513.9137,53381900.0000
73.7062,73.1786,73.4385,72.5910,-0.3930,1.4270,1.8199,29.6367,43.5802,55.7216,59.2539,22.1211,19.9126,-90.7307,-3.6800,100.0000,0.0000,45.0000,5.0000,75.0355,72.3769,75.7446,70.6126,-21180257.8383,47784100.0000
73.7011,72.9699,73.4103,72.4884,-0.4000,1.5182,1.9182,39.7654,55.4198,46.3439,55.2833,23.1270,20.7536,-203.7557,-20.5703,100.0000,0.0000,50.0000,10.0000,75.0329,72.3692,76.0111,69.9287,-26772137.4003,41655400.0000
73.9936,72.8531,73.7016,72.5293,-0.2565,1.7617,2.0182,61.3386,61.6324,55.9292,60.3026,24.5078,21.5727,-23.2911,50.1898,0.0000,10.0000,55.0000,15.0000,75.0455,72.9416,76.1845,69.5216,-20881165.4705,47816600.0000
74.0360,72.6694,73.7647,72.4358,-0.1696,1.9127,2.0823,65.1556,59.4510,69.3405,66.2388,26.4372,21.9667,110.2442,85.4241,10.0000,20.0000,60.0000,20.0000,75.0239,73.0482,76.2517,69.0872,-14790861.8830,54710700.0000
73.8914,72.4989,73.5375,72.1883,-0.1865,1.9382,2.1247,58.4031,56.8170,65.9606,64.7208,27.2118,22.0915,5.7030,59.6921,20.0000,30.0000,65.0000,0.0000,74.8188,72.9639,75.9852,69.0125,-19078826.8831,49856400.0000
73.7924,72.3437,73.3999,71.9811,-0.1646,2.0067,2.1713,54.7944,55.0267,62.0836,63.0963,29.0046,22.4075,-54.7502,48.6912,30.0000,40.0000,70.0000,0.0000,74.7937,72.7910,75.7971,68.8904,-20751275.3679,48142400.0000
73.7609,72.1540,73.3760,71.8204,-0.0814,2.1311,2.2125,57.2535,53.4847,69.8859,66.2529,31.1058,22.7616,84.5761,86.3081,0.0000,50.0000,75.0000,0.0000,74.8145,72.7072,75.7450,68.5629,-21474087.1861,52327100.0000
73.6342,71.8402,73.1896,71.5684,-0.0460,2.1869,2.2328,53.0322,56.0612,68.4589,65.5989,32.0903,22.8399,43.8693,78.0510,10.0000,60.0000,80.0000,0.0000,74.7422,72.5262,75.7394,67.9411,-21043940.5191,45874900.0000
73.3022,71.5227,73.0247,71.3196,0.0107,2.2550,2.2443,50.1684,63.9335,66.8524,64.8638,33.9639,23.0873,8.6727,67.0285,0.0000,70.0000,85.0000,0.0000,75.4013,71.2030,75.7125,67.3329,-22088501.6028,40943600.0000
72.9721,71.1377,72.8945,71.0785,0.1003,2.3419,2.2416,64.9832,76.2521,68.4206,65.5289,36.7003,23.4821,59.6589,95.0657,0.0000,80.0000,90.0000,5.0000,75.7134,70.2308,75.8693,66.4062,-26031022.0110,47605100.0000
72.6510,70.7001,72.6997,70.7950,0.1859,2.4024,2.2165,76.6489,81.4973,67.3166,64.9831,38.3780,23.5924,62.8882,103.7482,10.0000,90.0000,95.0000,10.0000,75.6799,69.6220,75.9654,65.4348,-24143774.6211,40591300.0000
72.2387,70.3280,72.5187,70.5088,0.3008,2.4709,2.1701,87.1241,82.2369,82.5815,71.2818,40.2421,23.7085,119.5378,150.8494,20.0000,100.0000,100.0000,0.0000,75.7667,68.7107,75.7933,64.8626,-20741582.5754,48683000.0000
71.7126,69.8466,71.9618,70.0335,0.2736,2.3685,2.0949,80.7190,80.2676,79.2687,69.0504,39.6061,23.2508,72.6337,109.7094,30.0000,80.0000,90.0000,5.0000,74.9814,68.4438,75.2682,64.4251,-25704421.0375,39466300.0000
71.3029,69.4292,71.5440,69.6326,0.2973,2.3238,2.0265,78.8675,80.2139,77.6467,68.0507,40.0412,23.0632,93.9529,116.8370,40.0000,90.0000,95.0000,0.0000,74.4253,68.1805,74.8416,64.0169,-31155392.2656,33857900.0000
71.1064,68.9996,71.1448,69.2423,0.3319,2.2840,1.9522,81.2163,78.2911,77.0883,67.7077,39.1136,22.5929,136.8770,128.0962,0.0000,100.0000,100.0000,0.0000,73.9235,68.2892,74.4656,63.5337,-31603916.7100,28812000.0000
70.8951,68.5325,70.6955,68.8292,0.3485,2.2177,1.8692,80.5579,72.5368,77.3459,67.8102,37.3796,21.9641,190.7832,131.2907,0.0000,100.0000,100.0000,0.0000,73.3570,68.4333,74.0902,62.9749,-25251937.2228,36803200.0000
70.5471,67.9951,70.1406,68.3699,0.3161,2.0981,1.7821,73.0990,61.6602,76.6804,67.3650,35.5931,21.3472,213.2307,113.7813,0.0000,100.0000,100.0000,5.0000,72.5532,68.5410,73.7225,62.2677,-22777863.0293,26673500.0000
70.0463,67.4663,69.5166,67.8879,0.2369,1.9399,1.7030,63.9534,51.1570,68.7708,62.6665,33.8106,20.7642,68.1911,82.0304,0.0000,40.0000,70.0000,10.0000,71.8991,68.1935,73.2195,61.7132,-27795651.6501,18163800.0000
69.7432,67.0981,69.2733,67.6013,0.3039,1.9477,1.6438,47.9281,43.3032,67.4893,61.9954,33.8566,20.7314,51.8545,85.1482,0.0000,50.0000,75.0000,15.0000,72.0604,67.4260,72.9410,61.2552,-28816376.8161,12455300.0000
69.3034,66.7295,69.0431,67.3162,0.3921,1.9600,1.5679,41.5895,48.1369,69.6229,62.8866,34.0848,20.7415,41.6402,84.7956,10.0000,60.0000,80.0000,20.0000,72.5191,66.0876,72.6451,60.8139,-28531943.4823,18672200.0000
68.7492,66.3256,68.7060,66.9747,0.4519,1.9217,1.4698,40.3920,61.2658,64.9720,60.3603,34.4123,20.7716,52.4192,95.9325,20.0000,70.0000,85.0000,0.0000,72.7273,64.7712,72.2430,60.4083,-35181802.8092,10648200.0000
68.4173,65.9686,68.5537,66.7204,0.6071,1.9639,1.3569,62.4291,79.6849,67.9561,61.6304,33.5265,20.5430,54.3413,102.3566,0.0000,80.0000,90.0000,0.0000,72.6701,64.1644,71.9641,59.9731,-28004102.8092,17825900.0000
67.9806,65.4909,68.2848,66.4000,0.7462,1.9513,1.2051,80.9764,90.2908,67.8875,61.5906,33.1783,20.4913,81.9570,125.8065,10.0000,90.0000,95.0000,0.0000,72.4803,63.4810,71.7188,59.2630,-27093916.3778,9200800.0000
67.5556,64.9801,67.9604,66.0480,0.8901,1.9087,1.0185,95.6494,92.6215,81.1341,67.1835,31.8883,20.2487,141.8074,164.5646,0.0000,100.0000,100.0000,0.0000,72.1112,63.0000,71.4015,58.5588,-20021116.3778,16273600.0000
66.8929,64.3560,67.2016,65.4872,0.8645,1.6605,0.7960,94.2466,83.8997,80.4586,66.6166,29.3871,19.7719,151.6906,160.3167,0.0000,100.0000,100.0000,0.0000,70.9317,62.8542,70.5935,58.1185,-22474947.0224,6131100.0000
66.1699,63.6927,66.3454,64.9012,0.7725,1.3523,0.5799,87.9686,70.1893,77.4164,64.1579,27.0169,19.4248,152.7153,152.5270,0.0000,100.0000,100.0000,5.0000,69.4956,62.8443,69.7589,57.6265,-31260861.1686,-3552300.0000
65.4431,63.1383,65.5972,64.3947,0.6892,1.0759,0.3868,69.4837,56.7206,72.2891,60.5089,25.1443,19.3348,136.6878,137.7193,10.0000,60.0000,80.0000,10.0000,68.5221,62.3640,68.9229,57.3537,-38431673.1983,-11845500.0000
64.8864,62.7736,65.0765,64.0215,0.6735,0.8879,0.2145,53.1154,54.2281,71.0906,59.7185,23.9359,19.5346,110.5128,131.8035,20.0000,70.0000,85.0000,15.0000,67.9712,61.8016,68.2105,57.3366,-39750894.6928,-19274800.0000
64.4530,62.4381,64.5200,63.6469,0.6256,0.6717,0.0461,47.5627,63.0650,64.7132,55.8178,23.0119,19.8812,54.6163,97.5847,30.0000,80.0000,90.0000,20.0000,67.0868,61.8192,67.4593,57.4168,-45291976.6513,-26898700.0000
64.1557,62.0480,64.2108,63.4085,0.6662,0.5559,-0.1103,62.0063,77.6008,60.5230,53.5324,23.6043,20.7404,70.2078,108.8137,40.0000,90.0000,95.0000,25.0000,66.7346,61.5768,67.1410,56.9550,-56270265.4150,-38670600.0000
63.9021,61.7957,64.0313,63.2390,0.7677,0.4908,-0.2768,79.6261,88.8996,69.2556,56.8271,23.6434,21.5112,161.6092,168.6731,0.0000,100.0000,100.0000,30.0000,66.5882,61.2159,66.7737,56.8176,-49032302.7893,-27975700.0000
63.5200,61.5741,63.5779,62.9408,0.7622,0.2935,-0.4687,91.1701,90.6569,66.4677,55.1481,21.6899,21.9051,132.4158,140.1269,0.0000,100.0000,100.0000,35.0000,65.9363,61.1037,66.1493,56.9989,-30111802.7893,-46896200.0000
63.0012,61.3992,63.1736,62.6823,0.7652,0.1060,-0.6593,95.9026,85.7264,67.2518,55.4407,21.4595,22.9599,169.9313,165.2208,0.0000,100.0000,100.0000,40.0000,65.7826,60.2198,65.6309,57.1674,-33831515.3638,-34950200.0000
62.4047,61.1211,62.6580,62.3863,0.7059,-0.1448,-0.8506,84.8980,78.4131,64.3226,53.6333,21.3530,24.1157,123.7381,148.7172,0.0000,100.0000,100.0000,45.0000,65.3459,59.4634,64.9519,57.2904,-38705686.4977,-45154400.0000
61.8191,60.9808,62.1933,62.1376,0.6403,-0.3868,-1.0271,76.3784,78.2433,60.3613,51.3040,22.3712,25.0974,83.1631,118.1442,0.0000,100.0000,100.0000,50.0000,64.9835,58.6547,64.4592,57.5025,-48980091.8312,-56655600.0000
61.2155,60.8906,61.8308,61.9600,0.5912,-0.5960,-1.1871,73.9630,82.1021,53.4103,47.5678,24.6822,25.7991,39.5139,60.3164,10.0000,80.0000,0.0000,55.0000,64.8824,57.5487,64.1564,57.6249,-60481691.8312,-68157200.0000
60.8335,60.9147,61.6946,61.9091,0.6212,-0.7137,-1.3349,84.3887,86.8364,53.0311,47.3715,25.7770,26.0643,72.4546,84.3725,20.0000,90.0000,0.0000,60.0000,64.6995,56.9675,64.2326,57.5968,-70675387.6645,-78794100.0000
60.6607,61.0178,61.5438,61.8603,0.6438,-0.8464,-1.4902,87.9548,88.2771,58.3131,49.5500,28.4429,26.6463,105.5161,90.8950,30.0000,100.0000,0.0000,65.0000,64.3880,56.9335,64.6258,57.4097,-66437000.3077,-71268800.0000
60.4232,61.1137,61.1655,61.7143,0.5588,-1.0924,-1.6512,88.1656,86.1761,56.9511,48.7599,31.4051,27.2590,113.3431,58.6910,40.0000,90.0000,5.0000,70.0000,63.7413,57.1051,65.0419,57.1856,-70377778.0854,-78362200.0000
59.9403,61.1757,60.7715,61.5855,0.4318,-1.3591,-1.7909,88.7109,79.1515,54.9936,47.6070,34.2658,27.7843,161.1784,61.1784,50.0000,100.0000,0.0000,75.0000,63.0528,56.8278,65.2532,57.0982,-77375246.9161,-88070400.0000
59.6893,61.2736,60.3913,61.4911,0.2655,-1.6333,-1.8988,81.6518,65.1969,54.0399,47.0329,37.6763,28.5608,127.1388,5.5634,60.0000,100.0000,0.0000,80.0000,62.3068,57.0718,65.5606,56.9866,-72388609.4160,-97855500.0000
59.6283,61.5041,59.9780,61.4111,0.0292,-1.9360,-1.9652,67.0919,49.8566,44.7285,41.6693,41.3581,29.1110,22.2326,-52.6528,70.0000,10.0000,0.0000,85.0000,62.0230,57.2335,66.4255,56.5828,-80651820.1436,-108972500.0000
59.7971,61.8631,59.9266,61.5376,-0.1138,-2.0863,-1.9725,46.8468,41.3297,41.1518,39.7368,42.1057,28.7943,-20.4169,-71.1249,80.0000,20.0000,0.0000,90.0000,62.5443,57.0500,67.3670,56.3592,-86829957.9209,-116193700.0000
59.8376,62.3174,60.0150,61.7491,-0.2345,-2.1785,-1.9440,35.6311,44.2861,37.7667,37.9118,42.4857,28.3492,-68.5178,-92.3623,90.0000,0.0000,5.0000,95.0000,62.5796,57.0955,68.4406,56.1941,-89262537.3607,-124869900.0000
60.1426,62.8076,60.2643,62.0497,-0.3144,-2.1998,-1.8854,41.5113,49.4159,31.6158,34.6451,42.1018,27.6777,-163.7460,-125.6608,100.0000,0.0000,10.0000,100.0000,63.0688,57.2163,69.3137,56.3015,-92534450.5276,-135947100.0000
60.5657,63.2250,60.8145,62.4982,-0.2757,-2.0825,-1.8068,55.7160,47.2351,33.8946,36.0053,40.3797,26.6455,-116.3681,-103.7121,70.0000,0.0000,15.0000,85.0000,63.2191,57.9124,69.4547,56.9952,-95852161.9989,-122774800.0000
60.9959,63.6314,61.3014,62.9061,-0.2496,-1.9875,-1.7379,51.0204,39.2273,40.2158,39.5827,39.4106,25.8558,-19.5405,-73.7893,80.0000,0.0000,20.0000,90.0000,63.6451,58.3467,69.6649,57.5979,-88711519.8305,-108991700.0000
61.3748,63.8703,61.4470,63.1440,-0.3678,-2.0433,-1.6755,34.9687,36.5347,40.9801,40.0022,39.7448,25.4137,-53.1887,-91.5872,90.0000,0.0000,25.0000,95.0000,64.7101,58.0394,69.7892,57.9513,-86235341.8384,-96416600.0000
61.8043,64.1688,61.5751,63.3833,-0.5241,-2.1076,-1.5835,31.6927,37.9141,25.2787,31.5326,39.5956,24.8202,-142.2794,-153.1020,100.0000,10.0000,30.0000,100.0000,65.8087,57.7999,70.0548,58.2829,-93004343.9778,-107618400.0000
62.4111,64.6212,62.3451,63.9384,-0.4255,-1.8779,-1.4525,42.9427,34.7623,30.1467,34.6681,36.9387,23.6005,-93.0115,-128.0761,90.0000,0.0000,35.0000,95.0000,65.7808,59.0414,69.9381,59.3043,-83821993.9782,-89253700.0000
62.8580,65.0177,62.8725,64.3559,-0.4010,-1.7471,-1.3461,39.1070,23.5181,35.6929,37.8760,35.2312,22.7221,-80.6803,-124.7111,100.0000,0.0000,40.0000,100.0000,65.9923,59.7237,70.0644,59.9710,-74398125.0127,-74070800.0000
63.3800,65.3070,63.1462,64.6417,-0.4787,-1.7246,-1.2459,22.2371,13.3750,36.6259,38.3952,33.3339,21.7974,-85.2563,-131.0428,90.0000,0.0000,45.0000,95.0000,67.1948,59.5652,70.2075,60.4065,-83531181.8317,-59187300.0000
63.9290,65.6216,63.4235,64.9305,-0.5708,-1.6970,-1.1262,9.2103,9.9100,22.7176,31.5784,31.7581,20.9863,-146.4243,-189.6872,100.0000,0.0000,50.0000,100.0000,68.2758,59.5823,70.4130,60.8301,-93030481.5058,-71492300.0000
64.7971,66.0235,64.1991,65.4565,-0.4536,-1.4371,-0.9835,8.6776,13.3844,28.4694,35.3830,28.8600,19.8669,-117.7113,-168.7075,100.0000,10.0000,55.0000,100.0000,69.0720,60.5223,70.1400,61.9071,-85121193.2886,-56359500.0000
65.4726,66.2958,64.7005,65.8264,-0.4189,-1.2890,-0.8701,11.8422,17.6567,28.7204,35.5389,26.9241,19.1005,-122.3474,-195.6011,100.0000,20.0000,60.0000,100.0000,69.8632,61.0821,69.9959,62.5956,-84836345.2232,-46048000.0000
65.8842,66.5362,65.2962,66.2270,-0.3237,-1.0891,-0.7654,19.6334,20.3070,31.6722,37.3779,24.9786,18.3549,-110.1719,-181.8667,100.0000,30.0000,65.0000,100.0000,69.6268,62.1416,69.6764,63.3961,-80095977.7805,-35541000.0000
66.2669,66.7350,65.8230,66.5746,-0.2259,-0.9103,-0.6844,21.4945,19.2582,37.4451,40.7135,23.6964,17.8245,-78.9193,-132.2099,70.0000,40.0000,70.0000,85.0000,69.4640,63.0698,69.4036,64.0664,-73142042.7971,-26497900.0000
66.3658,66.9198,66.1316,66.7999,-0.1945,-0.8225,-0.6280,19.7929,21.7961,40.6825,42.4597,23.5388,17.6019,-79.8012,-135.7442,80.0000,50.0000,75.0000,90.0000,69.3863,63.3452,69.4330,64.4067,-66722037.2073,-14617200.0000
66.5334,67.0764,66.3461,66.9718,-0.1936,-0.7729,-0.5793,16.4870,32.0383,33.7150,39.1080,23.3636,17.3675,-143.2250,-211.9683,90.0000,60.0000,0.0000,95.0000,69.4534,63.6133,69.5224,64.6304,-68164591.3740,-24509000.0000
66.8313,67.3360,66.8280,67.2660,-0.0669,-0.5978,-0.5309,29.1083,50.6729,34.6914,39.6928,21.0660,16.6178,-163.5487,-209.6541,100.0000,70.0000,5.0000,100.0000,69.3025,64.3600,69.5906,65.0813,-65481280.0532,-16382400.0000
67.1774,67.6022,67.3585,67.5633,0.1219,-0.3923,-0.5142,50.5197,63.9432,45.6263,45.6563,18.5131,15.8287,-4.7256,-37.6616,40.0000,80.0000,10.0000,70.0000,69.1268,65.2279,69.6770,65.5274,-60387916.6174,-1366900.0000
67.2339,67.6917,67.4689,67.6372,0.1738,-0.3709,-0.5447,72.3907,67.3116,48.6267,47.1191,18.9280,15.8867,51.2089,12.3728,50.0000,90.0000,15.0000,75.0000,69.1762,65.2916,69.7852,65.5982,-56990398.3480,3473400.0000
67.3141,67.6955,67.4869,67.6635,0.1964,-0.3917,-0.5881,68.9192,54.7339,56.4022,50.7146,20.4369,16.1822,134.1343,94.9062,60.0000,100.0000,20.0000,80.0000,69.3398,65.2885,69.7871,65.6039,-51586340.0867,9281500.0000
67.2499,67.6585,67.2364,67.5634,0.0998,-0.5375,-0.6372,60.6249,42.5332,56.9601,50.9660,21.1799,16.9244,88.6897,40.7649,70.0000,100.0000,25.0000,85.0000,69.1431,65.3568,69.7096,65.6075,-48326206.7531,13822400.0000
67.1190,67.5805,66.9116,67.4439,-0.0620,-0.7242,-0.6622,34.6574,30.1797,40.7780,42.6788,22.4157,17.5984,-65.8654,-96.3564,80.0000,30.0000,30.0000,90.0000,68.7573,65.4806,69.5857,65.5753,-53192257.5504,6110500.0000
67.1883,67.6722,67.0840,67.5816,-0.0445,-0.6912,-0.6467,32.3171,33.5188,44.3922,44.3938,21.7719,17.3618,-91.4830,-124.2881,90.0000,40.0000,35.0000,95.0000,68.7088,65.6678,69.5696,65.7748,-47717957.5504,11584800.0000
67.2031,67.6976,67.1577,67.6689,-0.0661,-0.7017,-0.6356,23.5645,40.2563,32.8409,39.4061,19.7920,16.8803,-160.9388,-164.9350,100.0000,0.0000,40.0000,100.0000,68.7092,65.6969,69.5583,65.8368,-55183518.9545,3555800.0000
67.4739,67.7772,67.5431,67.9053,0.0495,-0.5696,-0.6190,44.6749,56.0428,41.0306,43.3498,17.5922,16.3735,-96.0351,-104.3940,30.0000,10.0000,45.0000,10.0000,68.4997,66.4480,69.3569,66.1975,-50456297.3860,10071700.0000
67.6194,67.8288,67.6989,68.0172,0.0943,-0.5371,-0.6314,52.5295,64.4645,43.1793,44.2833,16.3559,16.1278,-54.1628,-66.9065,40.0000,0.0000,50.0000,15.0000,68.6585,66.5804,69.3493,66.3083,-51476788.2956,15684400.0000
67.8406,67.8599,67.8193,68.1078,0.1350,-0.5200,-0.6550,70.9241,69.6070,48.6021,46.5371,16.1371,16.1135,-34.5416,-31.9089,50.0000,10.0000,55.0000,20.0000,69.2627,66.4185,69.3493,66.3705,-50551441.1251,22690600.0000
68.0271,67.7992,67.8010,68.1295,0.1224,-0.5663,-0.6887,69.9400,61.3644,44.6081,44.8356,15.8940,16.0985,-23.9636,-0.0484,60.0000,20.0000,60.0000,25.0000,69.8615,66.1927,69.3733,66.2252,-55344519.0907,16475400.0000
68.1495,67.7713,67.8842,68.2035,0.1504,-0.5689,-0.7193,67.9570,45.8632,50.2608,47.1269,17.1622,16.3893,4.5729,43.4666,70.0000,30.0000,65.0000,30.0000,69.9706,66.3284,69.3900,66.1526,-50631619.0907,21188300.0000
68.0769,67.8414,67.8162,68.2049,0.1152,-0.6417,-0.7569,46.1962,27.7766,48.5854,46.3832,19.0607,16.7872,-17.0637,10.3571,80.0000,40.0000,70.0000,35.0000,69.9430,66.2107,69.6385,66.0444,-51224398.4011,15458100.0000
68.0671,67.8997,67.7815,68.2293,0.0827,-0.7030,-0.7857,23.4363,17.8854,44.0456,44.3944,20.9160,17.1483,-96.9122,-81.4255,90.0000,50.0000,75.0000,40.0000,69.9363,66.1979,69.7834,66.0160,-52526153.1743,9433700.0000
68.0420,68.0100,67.8689,68.3179,0.0948,-0.7116,-0.8064,13.6974,22.5391,39.4448,42.4558,20.7212,17.0457,-131.2974,-112.7325,100.0000,60.0000,80.0000,45.0000,69.9533,66.1308,70.0152,66.0047,-57780953.1743,4178900.0000
